Input Number, Run_Number, Result@ 100, Y, B, X1, A, C, PO, D, CO, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 488, 112, 1, 0, 100, 0, 112, 200, 4235, 68, 68, 4123, 100, 64, 35, 100, 156, 200, 9152, 4576
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 540, 60, 1, 2, 99, 0, 62, 200, 4096, 65, 63, 4036, 100, 64, 35, 99, 131, 200, 7268, 3634
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 342, 258, 1, 0, 100, 0, 258, 200, 3992, 65, 65, 3734, 100, 60, 39, 100, 229, 200, 9558, 4779
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 268, 332, 1, 0, 100, 0, 332, 200, 4563, 67, 67, 4231, 100, 55, 44, 100, 266, 200, 8442, 4221
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 554, 46, 1, 2, 99, 0, 48, 200, 3470, 73, 71, 3424, 100, 59, 40, 99, 124, 200, 7008, 3504
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 540, 61, 1, 0, 100, 1, 61, 200, 4019, 62, 62, 3958, 100, 65, 34, 100, 130, 200, 6757, 3378
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 528, 73, 1, 0, 100, 1, 73, 200, 4776, 92, 92, 4703, 100, 71, 28, 100, 136, 200, 5707, 2853
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 396, 204, 1, 0, 100, 0, 204, 200, 6282, 70, 70, 6078, 100, 68, 31, 100, 202, 200, 13170, 6585
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 436, 164, 1, 0, 100, 0, 164, 200, 5070, 59, 59, 4906, 100, 60, 39, 100, 182, 200, 9324, 4662
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 500, 101, 1, 0, 100, 1, 101, 200, 4639, 72, 72, 4538, 100, 64, 35, 100, 150, 200, 6619, 3309
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 118, 482, 1, 0, 100, 0, 482, 200, 4442, 75, 75, 3960, 100, 50, 49, 100, 341, 200, 10908, 5454
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 426, 175, 1, 0, 100, 1, 175, 200, 4056, 71, 71, 3881, 100, 60, 39, 100, 187, 200, 6557, 3278
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 472, 129, 1, 0, 100, 1, 129, 200, 4911, 71, 71, 4782, 100, 66, 33, 100, 164, 200, 7643, 3821
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 536, 65, 1, 0, 100, 1, 65, 200, 4689, 51, 51, 4624, 100, 70, 29, 100, 132, 200, 6953, 3476
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 516, 85, 1, 2, 99, 1, 87, 200, 4536, 67, 65, 4451, 100, 55, 44, 99, 143, 200, 6831, 3415
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 510, 90, 1, 0, 100, 0, 90, 200, 4021, 58, 58, 3931, 100, 61, 38, 100, 145, 200, 6558, 3279
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 372, 228, 1, 0, 100, 0, 228, 200, 4718, 61, 61, 4490, 100, 60, 39, 100, 214, 200, 11000, 5500
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 510, 90, 1, 2, 99, 0, 92, 200, 4899, 76, 74, 4809, 100, 61, 38, 99, 146, 200, 7614, 3807
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 440, 160, 1, 0, 100, 0, 160, 200, 4490, 60, 60, 4330, 100, 76, 23, 100, 180, 200, 7010, 3505
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 312, 288, 1, 0, 100, 0, 288, 200, 4413, 46, 46, 4125, 100, 66, 33, 100, 244, 200, 7836, 3918
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 496, 104, 1, 0, 100, 0, 104, 200, 3859, 63, 63, 3755, 100, 63, 36, 100, 152, 200, 8404, 4202
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 372, 228, 1, 0, 100, 0, 228, 200, 4524, 43, 43, 4296, 100, 64, 35, 100, 214, 200, 8514, 4257
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 204, 397, 1, 2, 99, 1, 399, 200, 5079, 68, 66, 4682, 100, 65, 34, 99, 299, 200, 9329, 4664
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 518, 83, 1, 2, 99, 1, 85, 200, 4958, 69, 67, 4875, 100, 64, 35, 99, 142, 200, 6543, 3271
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 334, 266, 1, 0, 100, 0, 266, 200, 4498, 68, 68, 4232, 100, 65, 34, 100, 233, 200, 8912, 4456
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 310, 290, 1, 0, 100, 0, 290, 200, 5396, 73, 73, 5106, 100, 67, 32, 100, 245, 200, 9674, 4837
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 504, 97, 1, 0, 100, 1, 97, 200, 4006, 64, 64, 3909, 100, 67, 32, 100, 148, 200, 5893, 2946
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 378, 223, 1, 0, 100, 1, 223, 200, 4050, 60, 60, 3827, 100, 58, 41, 100, 211, 200, 7721, 3860
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 430, 170, 1, 2, 99, 0, 172, 200, 4155, 57, 55, 3985, 100, 53, 46, 99, 186, 200, 8160, 4080
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 96, 505, 1, 0, 100, 1, 505, 200, 4716, 78, 78, 4211, 100, 64, 35, 100, 352, 200, 9229, 4614
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 170, 431, 1, 0, 100, 1, 431, 200, 4506, 81, 81, 4075, 100, 54, 45, 100, 315, 200, 8719, 4359
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 434, 166, 1, 0, 100, 0, 166, 200, 4749, 57, 57, 4583, 100, 57, 42, 100, 183, 200, 8322, 4161
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 296, 304, 1, 0, 100, 0, 304, 200, 4887, 75, 75, 4583, 100, 65, 34, 100, 252, 200, 8788, 4394
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 502, 99, 1, 2, 99, 1, 101, 200, 4702, 63, 61, 4603, 100, 62, 37, 99, 150, 200, 8343, 4171
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 302, 299, 1, 0, 100, 1, 299, 200, 5012, 60, 60, 4713, 100, 62, 37, 100, 249, 200, 9255, 4627
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 540, 61, 1, 0, 100, 1, 61, 200, 4872, 56, 56, 4811, 100, 67, 32, 100, 130, 200, 7317, 3658
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 544, 57, 1, 2, 99, 1, 59, 200, 3784, 65, 63, 3727, 100, 63, 36, 99, 129, 200, 5633, 2816
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 446, 155, 1, 0, 100, 1, 155, 200, 4189, 72, 72, 4034, 100, 53, 46, 100, 177, 200, 8633, 4316
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 516, 84, 1, 0, 100, 0, 84, 200, 4447, 41, 41, 4363, 100, 71, 28, 100, 142, 200, 8804, 4402
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 432, 169, 1, 0, 100, 1, 169, 200, 4711, 70, 70, 4542, 100, 66, 33, 100, 184, 200, 9047, 4523
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 482, 119, 1, 0, 100, 1, 119, 200, 6015, 68, 68, 5896, 100, 58, 41, 100, 159, 200, 7787, 3893
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 464, 136, 1, 0, 100, 0, 136, 200, 5972, 74, 74, 5836, 100, 61, 38, 100, 168, 200, 9864, 4932
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 72, 528, 1, 0, 100, 0, 528, 200, 3822, 66, 66, 3294, 100, 63, 36, 100, 364, 200, 8396, 4198
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 168, 432, 1, 2, 99, 0, 434, 200, 4463, 72, 70, 4031, 100, 62, 37, 99, 317, 200, 8428, 4214
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 278, 323, 1, 0, 100, 1, 323, 200, 5553, 61, 61, 5230, 100, 67, 32, 100, 261, 200, 9411, 4705
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 396, 205, 1, 0, 100, 1, 205, 200, 5461, 74, 74, 5256, 100, 61, 38, 100, 202, 200, 9501, 4750
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 482, 119, 1, 2, 99, 1, 121, 200, 4629, 71, 69, 4510, 100, 57, 42, 99, 160, 200, 7215, 3607
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 500, 100, 1, 2, 99, 0, 102, 200, 5144, 77, 75, 5044, 100, 58, 41, 99, 151, 200, 7094, 3547
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 208, 392, 1, 2, 99, 0, 394, 200, 4719, 71, 69, 4327, 100, 64, 35, 99, 297, 200, 10232, 5116
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 422, 179, 1, 0, 100, 1, 179, 200, 4320, 72, 72, 4141, 100, 56, 43, 100, 189, 200, 7659, 3829
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 190, 410, 1, 0, 100, 0, 410, 200, 5200, 86, 86, 4790, 100, 58, 41, 100, 305, 200, 9918, 4959
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 536, 64, 1, 2, 99, 0, 66, 200, 4609, 85, 83, 4545, 100, 52, 47, 99, 133, 200, 6390, 3195
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 264, 337, 1, 0, 100, 1, 337, 200, 5057, 54, 54, 4720, 100, 72, 27, 100, 268, 200, 8707, 4353
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 280, 320, 1, 0, 100, 0, 320, 200, 4094, 59, 59, 3774, 100, 57, 42, 100, 260, 200, 9012, 4506
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 468, 132, 1, 2, 99, 0, 134, 200, 3575, 68, 66, 3443, 100, 69, 30, 99, 167, 200, 6998, 3499
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 27, 0, 22, 56, 469, 26, 24, 449, 28, 17, 10, 27, 39, 56, 672, 336
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 28, 0, 38, 56, 618, 16, 16, 580, 28, 20, 7, 28, 47, 56, 1198, 599
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 27, 0, 20, 56, 756, 20, 18, 738, 28, 18, 9, 27, 38, 56, 570, 285
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 27, 0, 22, 56, 489, 21, 19, 469, 28, 20, 7, 27, 39, 56, 954, 477
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 76, 92, 1, 0, 28, 0, 92, 56, 577, 6, 6, 485, 28, 24, 3, 28, 74, 56, 1478, 739
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 56, 113, 1, 0, 28, 1, 113, 56, 525, 29, 29, 412, 28, 17, 10, 28, 84, 56, 1221, 610
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 62, 107, 1, 0, 28, 1, 107, 56, 746, 18, 18, 639, 28, 20, 7, 28, 81, 56, 1221, 610
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 104, 65, 1, 0, 28, 1, 65, 56, 644, 23, 23, 579, 28, 16, 11, 28, 60, 56, 1215, 607
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 28, 0, 26, 56, 578, 14, 14, 552, 28, 18, 9, 28, 41, 56, 1534, 767
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 104, 65, 1, 0, 28, 1, 65, 56, 679, 16, 16, 614, 28, 17, 10, 28, 60, 56, 1049, 524
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 28, 141, 1, 0, 28, 1, 141, 56, 792, 23, 23, 651, 28, 15, 12, 28, 98, 56, 1015, 507
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 108, 60, 1, 0, 28, 0, 60, 56, 639, 28, 28, 579, 28, 22, 5, 28, 58, 56, 1236, 618
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 27, 0, 24, 56, 561, 28, 26, 539, 28, 11, 16, 27, 40, 56, 666, 333
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 142, 27, 1, 0, 28, 1, 27, 56, 463, 16, 16, 436, 28, 18, 9, 28, 41, 56, 1099, 549
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 92, 76, 1, 0, 28, 0, 76, 56, 1029, 28, 28, 953, 28, 16, 11, 28, 66, 56, 1398, 699
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 20, 149, 1, 0, 28, 1, 149, 56, 491, 26, 26, 342, 28, 16, 11, 28, 102, 56, 1095, 547
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 78, 91, 1, 0, 28, 1, 91, 56, 1061, 21, 21, 970, 28, 18, 9, 28, 73, 56, 1605, 802
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 0, 28, 0, 94, 56, 781, 27, 27, 687, 28, 16, 11, 28, 75, 56, 1452, 726
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 138, 31, 1, 0, 28, 1, 31, 56, 683, 18, 18, 652, 28, 17, 10, 28, 43, 56, 1133, 566
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 114, 55, 1, 0, 28, 1, 55, 56, 830, 11, 11, 775, 28, 18, 9, 28, 55, 56, 1293, 646
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 38, 131, 1, 0, 28, 1, 131, 56, 533, 22, 22, 402, 28, 18, 9, 28, 93, 56, 935, 467
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 0, 28, 0, 54, 56, 672, 14, 14, 618, 28, 19, 8, 28, 55, 56, 1276, 638
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 62, 106, 1, 0, 28, 0, 106, 56, 675, 13, 13, 569, 28, 19, 8, 28, 81, 56, 1186, 593
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 152, 17, 1, 2, 27, 1, 19, 56, 425, 12, 10, 408, 28, 19, 8, 27, 37, 56, 701, 350
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 44, 125, 1, 0, 28, 1, 125, 56, 601, 19, 19, 476, 28, 22, 5, 28, 90, 56, 1127, 563
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 62, 107, 1, 0, 28, 1, 107, 56, 510, 17, 17, 403, 28, 16, 11, 28, 81, 56, 1021, 510
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 108, 61, 1, 0, 28, 1, 61, 56, 519, 18, 18, 458, 28, 19, 8, 28, 58, 56, 681, 340
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 110, 58, 1, 0, 28, 0, 58, 56, 713, 23, 23, 655, 28, 18, 9, 28, 57, 56, 1222, 611
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 154, 15, 1, 2, 27, 1, 17, 56, 499, 27, 25, 484, 28, 13, 14, 27, 36, 56, 1091, 545
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 122, 47, 1, 2, 27, 1, 49, 56, 685, 22, 20, 638, 28, 20, 7, 27, 52, 56, 1145, 572
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 118, 51, 1, 0, 28, 1, 51, 56, 424, 8, 8, 373, 28, 21, 6, 28, 53, 56, 779, 389
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 82, 86, 1, 0, 28, 0, 86, 56, 606, 17, 17, 520, 28, 20, 7, 28, 71, 56, 1346, 673
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 110, 59, 1, 0, 28, 1, 59, 56, 659, 21, 21, 600, 28, 18, 9, 28, 57, 56, 995, 497
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 2, 27, 0, 44, 56, 403, 25, 23, 361, 28, 12, 15, 27, 50, 56, 1532, 766
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 0, 28, 0, 48, 56, 699, 16, 16, 651, 28, 17, 10, 28, 52, 56, 898, 449
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 86, 82, 1, 0, 28, 0, 82, 56, 1140, 24, 24, 1058, 28, 23, 4, 28, 69, 56, 1528, 764
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 60, 109, 1, 0, 28, 1, 109, 56, 513, 20, 20, 404, 28, 21, 6, 28, 82, 56, 765, 382
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 20, 148, 1, 0, 28, 0, 148, 56, 548, 12, 12, 400, 28, 19, 8, 28, 102, 56, 1124, 562
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 100, 69, 1, 0, 28, 1, 69, 56, 563, 12, 12, 494, 28, 20, 7, 28, 62, 56, 1283, 641
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 122, 47, 1, 2, 27, 1, 49, 56, 611, 25, 23, 564, 28, 9, 18, 27, 52, 56, 1177, 588
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 27, 0, 22, 56, 254, 15, 13, 234, 28, 15, 12, 27, 39, 56, 926, 463
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 96, 73, 1, 2, 27, 1, 75, 56, 462, 20, 18, 389, 28, 14, 13, 27, 65, 56, 1209, 604
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 64, 105, 1, 0, 28, 1, 105, 56, 590, 23, 23, 485, 28, 16, 11, 28, 80, 56, 1113, 556
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 2, 27, 0, 30, 56, 415, 21, 19, 387, 28, 18, 9, 27, 43, 56, 816, 408
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 156, 13, 1, 2, 27, 1, 15, 56, 423, 16, 14, 410, 28, 17, 10, 27, 35, 56, 629, 314
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 154, 15, 1, 0, 28, 1, 15, 56, 396, 13, 13, 381, 28, 15, 12, 28, 35, 56, 531, 265
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 2, 27, 0, 38, 56, 469, 23, 21, 433, 28, 21, 6, 27, 47, 56, 1332, 666
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 6, 162, 1, 0, 28, 0, 162, 56, 760, 22, 22, 598, 28, 17, 10, 28, 109, 56, 1414, 707
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 118, 50, 1, 2, 27, 0, 52, 56, 591, 13, 11, 541, 28, 14, 13, 27, 54, 56, 1288, 644
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 128, 41, 1, 0, 28, 1, 41, 56, 720, 14, 14, 679, 28, 18, 9, 28, 48, 56, 1051, 525
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 27, 0, 50, 56, 549, 26, 24, 501, 28, 19, 8, 27, 53, 56, 1466, 733
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 142, 27, 1, 2, 27, 1, 29, 56, 738, 19, 17, 711, 28, 19, 8, 27, 42, 56, 843, 421
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 27, 0, 22, 56, 410, 16, 14, 390, 28, 17, 10, 27, 39, 56, 1034, 517
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 92, 77, 1, 0, 28, 1, 77, 56, 709, 22, 22, 632, 28, 16, 11, 28, 66, 56, 947, 473
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 94, 75, 1, 0, 28, 1, 75, 56, 507, 10, 10, 432, 28, 16, 11, 28, 65, 56, 1239, 619
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 72, 97, 1, 0, 28, 1, 97, 56, 724, 19, 19, 627, 28, 23, 4, 28, 76, 56, 1027, 513
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 70, 99, 1, 0, 28, 1, 99, 56, 722, 18, 18, 623, 28, 19, 8, 28, 77, 56, 1173, 586
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 142, 27, 1, 0, 28, 1, 27, 56, 729, 24, 24, 702, 28, 21, 6, 28, 41, 56, 975, 487
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 106, 62, 1, 0, 28, 0, 62, 56, 846, 22, 22, 784, 28, 18, 9, 28, 59, 56, 1448, 724
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 0, 28, 0, 46, 56, 829, 17, 17, 783, 28, 19, 8, 28, 51, 56, 1034, 517
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 54, 114, 1, 0, 28, 0, 114, 56, 729, 15, 15, 615, 28, 17, 10, 28, 85, 56, 1230, 615
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 2, 27, 0, 54, 56, 646, 30, 28, 594, 28, 16, 11, 27, 55, 56, 970, 485
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 14, 155, 1, 0, 28, 1, 155, 56, 869, 21, 21, 714, 28, 20, 7, 28, 105, 56, 1255, 627
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 144, 25, 1, 2, 27, 1, 27, 56, 539, 18, 16, 514, 28, 21, 6, 27, 41, 56, 911, 455
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 82, 87, 1, 0, 28, 1, 87, 56, 610, 13, 13, 523, 28, 22, 5, 28, 71, 56, 1297, 648
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 150, 19, 1, 2, 27, 1, 21, 56, 525, 19, 17, 506, 28, 17, 10, 27, 38, 56, 851, 425
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 0, 28, 0, 52, 56, 687, 13, 13, 635, 28, 18, 9, 28, 54, 56, 1182, 591
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 134, 35, 1, 2, 27, 1, 37, 56, 540, 16, 14, 505, 28, 17, 10, 27, 46, 56, 863, 431
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 96, 73, 1, 0, 28, 1, 73, 56, 555, 21, 21, 482, 28, 14, 13, 28, 64, 56, 887, 443
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 30, 138, 1, 0, 28, 0, 138, 56, 720, 13, 13, 582, 28, 18, 9, 28, 97, 56, 1350, 675
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 38, 131, 1, 0, 28, 1, 131, 56, 567, 15, 15, 436, 28, 24, 3, 28, 93, 56, 1009, 504
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 128, 41, 1, 0, 28, 1, 41, 56, 702, 19, 19, 661, 28, 18, 9, 28, 48, 56, 1447, 723
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 28, 0, 38, 56, 656, 29, 29, 618, 28, 17, 10, 28, 47, 56, 1016, 508
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 154, 14, 1, 0, 28, 0, 14, 56, 274, 19, 19, 260, 28, 17, 10, 28, 35, 56, 588, 294
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 154, 14, 1, 2, 27, 0, 16, 56, 370, 15, 13, 356, 28, 16, 11, 27, 36, 56, 1120, 560
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 90, 78, 1, 2, 27, 0, 80, 56, 660, 32, 30, 582, 28, 21, 6, 27, 68, 56, 778, 389
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 28, 0, 28, 56, 719, 18, 18, 691, 28, 17, 10, 28, 42, 56, 1738, 869
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 86, 82, 1, 2, 27, 0, 84, 56, 507, 18, 16, 425, 28, 17, 10, 27, 70, 56, 842, 421
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 36, 132, 1, 0, 28, 0, 132, 56, 500, 20, 20, 368, 28, 13, 14, 28, 94, 56, 1108, 554
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 130, 39, 1, 0, 28, 1, 39, 56, 474, 17, 17, 435, 28, 20, 7, 28, 47, 56, 933, 466
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 27, 0, 50, 56, 741, 12, 10, 693, 28, 21, 6, 27, 53, 56, 960, 480
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 0, 28, 0, 42, 56, 713, 15, 15, 671, 28, 18, 9, 28, 49, 56, 1006, 503
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 54, 115, 1, 2, 27, 1, 117, 56, 569, 27, 25, 454, 28, 17, 10, 27, 86, 56, 1137, 568
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 134, 35, 1, 2, 27, 1, 37, 56, 621, 16, 14, 586, 28, 18, 9, 27, 46, 56, 833, 416
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 22, 147, 1, 2, 27, 1, 149, 56, 753, 25, 23, 606, 28, 15, 12, 27, 102, 56, 1209, 604
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 146, 23, 1, 0, 28, 1, 23, 56, 585, 19, 19, 562, 28, 17, 10, 28, 39, 56, 813, 406
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 150, 19, 1, 2, 27, 1, 21, 56, 605, 23, 21, 586, 28, 18, 9, 27, 38, 56, 473, 236
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 120, 49, 1, 0, 28, 1, 49, 56, 770, 20, 20, 721, 28, 19, 8, 28, 52, 56, 1041, 520
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 122, 47, 1, 2, 27, 1, 49, 56, 508, 19, 17, 461, 28, 17, 10, 27, 52, 56, 931, 465
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 28, 0, 18, 56, 540, 17, 17, 522, 28, 17, 10, 28, 37, 56, 1148, 574
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 154, 15, 1, 2, 27, 1, 17, 56, 423, 20, 18, 408, 28, 16, 11, 27, 36, 56, 795, 397
