Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 028, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 276, 891, 53, 32, 21, 53, 107, 160, 276, 1213
INVAR-3, Run: 029, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 172, 611, 52, 32, 19, 52, 104, 156, 224, 671
INVAR-3, Run: 030, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 253, 669, 51, 30, 20, 51, 102, 153, 304, 731
INVAR-3, Run: 031, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 184, 569, 51, 29, 21, 51, 102, 153, 235, 631
INVAR-3, Run: 032, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 241, 636, 52, 28, 24, 52, 105, 157, 241, 952
INVAR-3, Run: 033, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 240, 787, 51, 37, 13, 51, 102, 153, 291, 849
INVAR-3, Run: 034, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 237, 720, 47, 27, 19, 47, 94, 141, 284, 790
INVAR-3, Run: 035, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 111, 229, 49, 34, 14, 49, 98, 147, 160, 295
INVAR-3, Run: 036, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 216, 547, 51, 35, 16, 51, 103, 154, 216, 857
INVAR-3, Run: 037, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 203, 594, 49, 32, 16, 49, 98, 147, 252, 660
INVAR-3, Run: 038, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 321, 1164, 50, 37, 13, 50, 101, 151, 321, 1468
INVAR-3, Run: 039, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 176, 466, 49, 31, 17, 49, 98, 147, 225, 532
INVAR-3, Run: 040, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 157, 403, 46, 29, 17, 46, 93, 139, 157, 683
INVAR-3, Run: 041, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 237, 441, 52, 36, 16, 52, 105, 157, 237, 757
INVAR-3, Run: 042, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 339, 711, 52, 33, 19, 52, 105, 157, 339, 1027
INVAR-3, Run: 043, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 266, 534, 48, 30, 18, 48, 97, 145, 266, 826
INVAR-3, Run: 044, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 117, 249, 46, 34, 12, 46, 93, 139, 117, 529
INVAR-3, Run: 045, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 258, 530, 53, 34, 19, 53, 107, 160, 258, 852
INVAR-3, Run: 046, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 149, 584, 47, 31, 15, 47, 94, 141, 196, 654
INVAR-3, Run: 047, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 200, 410, 49, 34, 14, 49, 98, 147, 249, 476
INVAR-3, Run: 048, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 240, 603, 53, 33, 20, 53, 107, 160, 240, 925
INVAR-3, Run: 049, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 247, 487, 51, 35, 16, 51, 103, 154, 247, 797
INVAR-3, Run: 050, F, 0, 0, 193, 0, 0, 0, 45, 0, 1, 196, 0, 74, 90, 122, 421, 45, 34, 10, 45, 90, 135, 167, 495
INVAR-3, Run: 051, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 210, 578, 52, 32, 19, 52, 104, 156, 262, 638
INVAR-3, Run: 052, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 194, 394, 54, 36, 18, 54, 109, 163, 194, 722
INVAR-3, Run: 053, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 344, 891, 52, 30, 22, 52, 105, 157, 344, 1207
INVAR-3, Run: 054, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 308, 744, 52, 27, 24, 52, 104, 156, 360, 804
INVAR-3, Run: 055, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 171, 341, 48, 31, 17, 48, 97, 145, 171, 633
INVAR-3, Run: 056, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 296, 850, 50, 35, 15, 50, 101, 151, 296, 1154
INVAR-3, Run: 057, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 170, 661, 50, 30, 19, 50, 100, 150, 220, 725
INVAR-3, Run: 058, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 214, 337, 51, 38, 13, 51, 103, 154, 214, 647
INVAR-3, Run: 059, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 297, 463, 50, 31, 19, 50, 101, 151, 297, 767
INVAR-3, Run: 060, F, 0, 0, 169, 0, 0, 0, 53, 0, 1, 260, 0, 58, 106, 274, 861, 53, 31, 21, 53, 106, 159, 327, 919
INVAR-3, Run: 061, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 317, 890, 49, 30, 18, 49, 98, 147, 366, 956
INVAR-3, Run: 062, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 152, 360, 49, 36, 13, 49, 99, 148, 152, 658
INVAR-3, Run: 063, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 133, 371, 47, 34, 13, 47, 95, 142, 133, 657
INVAR-3, Run: 064, F, 0, 0, 160, 0, 0, 0, 56, 0, 1, 284, 0, 52, 112, 302, 899, 56, 28, 27, 56, 112, 168, 358, 951
INVAR-3, Run: 065, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 292, 899, 47, 32, 14, 47, 94, 141, 339, 969
INVAR-3, Run: 066, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 186, 569, 51, 34, 17, 51, 103, 154, 186, 879
INVAR-3, Run: 067, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 229, 531, 49, 36, 13, 49, 99, 148, 229, 829
INVAR-3, Run: 068, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 170, 332, 46, 25, 21, 46, 93, 139, 170, 612
INVAR-3, Run: 069, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 261, 582, 53, 33, 20, 53, 107, 160, 261, 904
INVAR-3, Run: 070, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 220, 428, 48, 31, 16, 48, 96, 144, 268, 496
INVAR-3, Run: 071, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 211, 706, 52, 36, 15, 52, 104, 156, 263, 766
INVAR-3, Run: 072, F, 0, 0, 190, 0, 0, 0, 46, 0, 1, 204, 0, 72, 92, 199, 552, 46, 30, 15, 46, 92, 138, 245, 624
INVAR-3, Run: 073, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 192, 645, 47, 31, 16, 47, 95, 142, 192, 931
INVAR-3, Run: 074, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 150, 764, 50, 32, 17, 50, 100, 150, 200, 828
INVAR-3, Run: 075, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 131, 414, 46, 35, 11, 46, 93, 139, 131, 694
INVAR-3, Run: 076, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 263, 666, 52, 35, 16, 52, 104, 156, 315, 726
INVAR-3, Run: 077, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 277, 440, 53, 35, 18, 53, 107, 160, 277, 762
INVAR-3, Run: 078, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 125, 375, 49, 34, 14, 49, 98, 147, 174, 441
INVAR-3, Run: 079, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 237, 500, 48, 24, 24, 48, 97, 145, 237, 792
INVAR-3, Run: 080, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 208, 767, 51, 34, 17, 51, 103, 154, 208, 1077
INVAR-3, Run: 081, F, 281, 0, 387, 1, 0, 1, 0, 55, 0, 0, 1, 53, 111, 265, 553, 55, 29, 26, 55, 111, 166, 265, 887
INVAR-3, Run: 082, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 220, 509, 50, 29, 20, 50, 100, 150, 270, 573
INVAR-3, Run: 083, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 195, 409, 51, 30, 20, 51, 102, 153, 246, 471
INVAR-3, Run: 084, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 149, 442, 48, 38, 9, 48, 96, 144, 197, 510
INVAR-3, Run: 085, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 179, 538, 50, 34, 16, 50, 101, 151, 179, 842
INVAR-3, Run: 086, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 463, 1698, 50, 32, 18, 50, 101, 151, 463, 2002
INVAR-3, Run: 087, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 213, 753, 51, 33, 18, 51, 103, 154, 213, 1063
INVAR-3, Run: 088, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 282, 837, 49, 32, 17, 49, 99, 148, 282, 1135
INVAR-3, Run: 089, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 207, 669, 50, 33, 17, 50, 101, 151, 207, 973
INVAR-3, Run: 090, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 321, 849, 53, 32, 21, 53, 107, 160, 321, 1171
INVAR-3, Run: 091, F, 0, 0, 184, 0, 0, 0, 48, 0, 1, 220, 0, 68, 96, 287, 891, 48, 34, 13, 48, 96, 144, 335, 959
INVAR-3, Run: 092, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 252, 585, 54, 34, 20, 54, 109, 163, 252, 913
INVAR-3, Run: 093, F, 201, 0, 347, 1, 0, 1, 0, 45, 0, 0, 1, 73, 91, 169, 374, 45, 29, 16, 45, 91, 136, 169, 648
INVAR-3, Run: 094, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 246, 559, 51, 33, 17, 51, 102, 153, 297, 621
INVAR-3, Run: 095, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 238, 671, 48, 32, 16, 48, 97, 145, 238, 963
INVAR-3, Run: 096, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 121, 420, 51, 31, 19, 51, 102, 153, 172, 482
INVAR-3, Run: 097, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 212, 733, 52, 38, 13, 52, 104, 156, 264, 793
INVAR-3, Run: 098, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 181, 281, 50, 32, 18, 50, 101, 151, 181, 585
INVAR-3, Run: 099, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 232, 559, 53, 33, 20, 53, 107, 160, 232, 881
INVAR-3, Run: 100, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 221, 805, 50, 36, 14, 50, 101, 151, 221, 1109
INVAR-4, Run: 001, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 35, 84, 12, 11, 1, 12, 25, 37, 35, 160
INVAR-4, Run: 002, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 15, 37, 14, 11, 2, 14, 28, 42, 29, 48
INVAR-4, Run: 003, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 45, 176, 13, 6, 6, 13, 26, 39, 58, 189
INVAR-4, Run: 004, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 22, 72, 11, 8, 3, 11, 23, 34, 22, 142
INVAR-4, Run: 005, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 52, 145, 13, 9, 4, 13, 27, 40, 52, 227
INVAR-4, Run: 006, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 27, 115, 13, 7, 6, 13, 27, 40, 27, 197
INVAR-4, Run: 007, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 16, 56, 10, 9, 1, 10, 21, 31, 16, 120
INVAR-4, Run: 008, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 25, 119, 12, 8, 3, 12, 24, 36, 37, 134
INVAR-4, Run: 009, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 27, 113, 11, 9, 2, 11, 23, 34, 27, 183
INVAR-4, Run: 010, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 72, 247, 13, 9, 4, 13, 27, 40, 72, 329
INVAR-4, Run: 011, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 12, 48, 11, 9, 2, 11, 23, 34, 12, 118
INVAR-4, Run: 012, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 25, 51, 12, 6, 5, 12, 24, 36, 37, 66
INVAR-4, Run: 013, F, 0, 0, 45, 0, 0, 0, 11, 0, 1, 49, 0, 17, 22, 13, 51, 11, 8, 2, 11, 22, 33, 24, 68
INVAR-4, Run: 014, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 57, 196, 13, 10, 3, 13, 27, 40, 57, 278
INVAR-4, Run: 015, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 20, 72, 12, 9, 3, 12, 25, 37, 20, 148
INVAR-4, Run: 016, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 22, 28, 13, 8, 5, 13, 27, 40, 22, 110
INVAR-4, Run: 017, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 21, 83, 12, 6, 5, 12, 24, 36, 33, 98
INVAR-4, Run: 018, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 22, 69, 13, 9, 3, 13, 26, 39, 35, 82
INVAR-4, Run: 019, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 64, 138, 13, 6, 7, 13, 27, 40, 64, 220
INVAR-4, Run: 020, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 26, 75, 13, 9, 3, 13, 26, 39, 39, 88
INVAR-4, Run: 021, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 20, 60, 11, 8, 3, 11, 23, 34, 20, 130
INVAR-4, Run: 022, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 21, 31, 12, 10, 2, 12, 25, 37, 21, 107
INVAR-4, Run: 023, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 17, 38, 12, 8, 4, 12, 25, 37, 17, 114
INVAR-4, Run: 024, F, 0, 0, 33, 0, 0, 0, 15, 0, 1, 81, 0, 9, 30, 49, 87, 15, 8, 6, 15, 30, 45, 64, 96
INVAR-4, Run: 025, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 19, 57, 12, 7, 4, 12, 24, 36, 31, 72
INVAR-4, Run: 026, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 6, 10, 10, 8, 2, 10, 21, 31, 6, 74
INVAR-4, Run: 027, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 49, 132, 12, 9, 3, 12, 25, 37, 49, 208
INVAR-4, Run: 028, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 12, 51, 10, 8, 2, 10, 21, 31, 12, 115
INVAR-4, Run: 029, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 79, 189, 13, 6, 7, 13, 27, 40, 79, 271
INVAR-4, Run: 030, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 31, 115, 10, 7, 3, 10, 21, 31, 31, 179
INVAR-4, Run: 031, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 29, 43, 11, 7, 4, 11, 23, 34, 29, 113
INVAR-4, Run: 032, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 25, 35, 11, 5, 6, 11, 23, 34, 25, 105
INVAR-4, Run: 033, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 32, 108, 12, 10, 2, 12, 25, 37, 32, 184
INVAR-4, Run: 034, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 35, 73, 14, 5, 8, 14, 28, 42, 49, 84
INVAR-4, Run: 035, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 38, 117, 13, 7, 6, 13, 27, 40, 38, 199
INVAR-4, Run: 036, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 25, 125, 13, 9, 3, 13, 26, 39, 38, 138
INVAR-4, Run: 037, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 21, 117, 12, 9, 2, 12, 24, 36, 33, 132
INVAR-4, Run: 038, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 12, 36, 10, 9, 1, 10, 21, 31, 12, 100
INVAR-4, Run: 039, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 28, 91, 12, 7, 4, 12, 24, 36, 40, 106
INVAR-4, Run: 040, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 45, 81, 13, 10, 3, 13, 27, 40, 45, 163
INVAR-4, Run: 041, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 22, 58, 13, 10, 2, 13, 26, 39, 35, 71
INVAR-4, Run: 042, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 24, 54, 11, 7, 4, 11, 23, 34, 24, 124
INVAR-4, Run: 043, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 21, 66, 11, 3, 8, 11, 23, 34, 21, 136
INVAR-4, Run: 044, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 24, 71, 14, 10, 3, 14, 28, 42, 38, 82
INVAR-4, Run: 045, F, 0, 0, 33, 0, 0, 0, 15, 0, 1, 81, 0, 9, 30, 24, 94, 15, 10, 4, 15, 30, 45, 39, 103
INVAR-4, Run: 046, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 28, 82, 12, 7, 5, 12, 25, 37, 28, 158
INVAR-4, Run: 047, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 21, 88, 12, 9, 3, 12, 25, 37, 21, 164
INVAR-4, Run: 048, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 42, 170, 13, 5, 7, 13, 26, 39, 55, 183
INVAR-4, Run: 049, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 25, 106, 14, 8, 5, 14, 28, 42, 39, 117
INVAR-4, Run: 050, F, 0, 0, 48, 0, 0, 0, 10, 0, 1, 41, 0, 19, 20, 12, 56, 10, 7, 2, 10, 20, 30, 22, 75
INVAR-4, Run: 051, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 14, 38, 12, 9, 2, 12, 24, 36, 26, 53
INVAR-4, Run: 052, F, 0, 0, 33, 0, 0, 0, 15, 0, 1, 81, 0, 9, 30, 27, 124, 15, 9, 5, 15, 30, 45, 42, 133
INVAR-4, Run: 053, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 20, 26, 12, 7, 5, 12, 25, 37, 20, 102
INVAR-4, Run: 054, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 33, 108, 12, 11, 1, 12, 25, 37, 33, 184
INVAR-4, Run: 055, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 27, 64, 13, 6, 6, 13, 26, 39, 40, 77
INVAR-4, Run: 056, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 58, 177, 13, 6, 7, 13, 27, 40, 58, 259
INVAR-4, Run: 057, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 43, 221, 12, 8, 4, 12, 25, 37, 43, 297
INVAR-4, Run: 058, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 58, 140, 14, 9, 5, 14, 29, 43, 58, 228
INVAR-4, Run: 059, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 43, 104, 12, 10, 2, 12, 25, 37, 43, 180
INVAR-4, Run: 060, F, 0, 0, 45, 0, 0, 0, 11, 0, 1, 49, 0, 17, 22, 24, 38, 11, 5, 5, 11, 22, 33, 35, 55
INVAR-4, Run: 061, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 36, 95, 10, 4, 6, 10, 21, 31, 36, 159
INVAR-4, Run: 062, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 55, 131, 13, 6, 7, 13, 27, 40, 55, 213
INVAR-4, Run: 063, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 12, 102, 14, 10, 3, 14, 28, 42, 26, 113
INVAR-4, Run: 064, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 23, 58, 13, 9, 3, 13, 26, 39, 36, 71
INVAR-4, Run: 065, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 16, 32, 11, 8, 3, 11, 23, 34, 16, 102
INVAR-4, Run: 066, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 27, 56, 13, 6, 6, 13, 26, 39, 40, 69
INVAR-4, Run: 067, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 19, 78, 13, 11, 1, 13, 26, 39, 32, 91
INVAR-4, Run: 068, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 17, 61, 13, 6, 6, 13, 26, 39, 30, 74
INVAR-4, Run: 069, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 11, 51, 13, 8, 4, 13, 26, 39, 24, 64
INVAR-4, Run: 070, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 20, 79, 13, 7, 6, 13, 27, 40, 20, 161
INVAR-4, Run: 071, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 58, 210, 14, 10, 4, 14, 29, 43, 58, 298
INVAR-4, Run: 072, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 31, 105, 13, 7, 6, 13, 27, 40, 31, 187
INVAR-4, Run: 073, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 70, 219, 12, 9, 3, 12, 25, 37, 70, 295
INVAR-4, Run: 074, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 27, 94, 12, 9, 3, 12, 25, 37, 27, 170
INVAR-4, Run: 075, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 52, 188, 13, 11, 2, 13, 27, 40, 52, 270
INVAR-4, Run: 076, F, 54, 0, 86, 1, 0, 1, 0, 11, 0, 0, 1, 16, 23, 28, 62, 11, 10, 1, 11, 23, 34, 28, 132
INVAR-4, Run: 077, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 22, 52, 13, 8, 5, 13, 27, 40, 22, 134
INVAR-4, Run: 078, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 33, 117, 12, 8, 4, 12, 25, 37, 33, 193
INVAR-4, Run: 079, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 33, 73, 13, 9, 3, 13, 26, 39, 46, 86
INVAR-4, Run: 080, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 30, 76, 13, 5, 8, 13, 27, 40, 30, 158
INVAR-4, Run: 081, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 12, 63, 12, 7, 4, 12, 24, 36, 24, 78
INVAR-4, Run: 082, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 47, 113, 13, 11, 2, 13, 27, 40, 47, 195
INVAR-4, Run: 083, F, 62, 0, 90, 1, 0, 1, 0, 12, 0, 0, 1, 14, 25, 34, 82, 12, 9, 3, 12, 25, 37, 34, 158
INVAR-4, Run: 084, F, 46, 0, 82, 1, 0, 1, 0, 10, 0, 0, 1, 18, 21, 19, 25, 10, 6, 4, 10, 21, 31, 19, 89
INVAR-4, Run: 085, F, 38, 0, 78, 1, 0, 1, 0, 9, 0, 0, 1, 20, 19, 17, 34, 9, 7, 2, 9, 19, 28, 17, 92
INVAR-4, Run: 086, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 36, 178, 14, 11, 3, 14, 29, 43, 36, 266
INVAR-4, Run: 087, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 11, 88, 12, 8, 3, 12, 24, 36, 23, 103
INVAR-4, Run: 088, F, 70, 0, 94, 1, 0, 1, 0, 13, 0, 0, 1, 12, 27, 19, 54, 13, 5, 8, 13, 27, 40, 19, 136
INVAR-4, Run: 089, F, 0, 0, 36, 0, 0, 0, 14, 0, 1, 73, 0, 11, 28, 32, 72, 14, 8, 5, 14, 28, 42, 46, 83
INVAR-4, Run: 090, F, 0, 0, 42, 0, 0, 0, 12, 0, 1, 57, 0, 15, 24, 23, 89, 12, 7, 4, 12, 24, 36, 35, 104
INVAR-4, Run: 091, F, 78, 0, 98, 1, 0, 1, 0, 14, 0, 0, 1, 10, 29, 38, 104, 14, 8, 6, 14, 29, 43, 38, 192
INVAR-4, Run: 092, F, 0, 0, 39, 0, 0, 0, 13, 0, 1, 65, 0, 13, 26, 15, 37, 13, 7, 5, 13, 26, 39, 28, 50
