Input Number, Run_Number, Result@ 100, cpd00079_c0_, cpd00089_c0_, cpd00482_c0_, cpd00008_c0_, cpd00061_c0_, cpd00067_c0_, cpd00002_c0_, cpd00020_c0_, cpd00009_c0_, cpd00022_c0_, cpd00010_c0_, cpd00029_c0_, cpd00169_c0_, cpd11620_c0_, cpd00001_c0_, cpd00102_c0_, cpd11621_c0_, cpd00072_c0_, cpd00290_c0_, cpd00095_c0_, cpd00003_c0_, cpd00004_c0_, cpd00203_c0_
INVAR-1, Run: 001, F, 0, 23, 0, 0, 23, 0, 0, 0, 50, 50, 0, 0, 0, 50, 23, 0, 0, 27, 0, 0, 50, 0, 0
INVAR-1, Run: 002, F, 0, 24, 0, 0, 24, 0, 0, 0, 50, 50, 0, 0, 0, 50, 24, 0, 0, 26, 0, 0, 50, 0, 0
INVAR-1, Run: 003, F, 0, 22, 0, 0, 22, 0, 0, 0, 50, 50, 0, 0, 0, 50, 22, 0, 0, 28, 0, 0, 50, 0, 0
INVAR-1, Run: 004, F, 0, 19, 0, 0, 19, 0, 0, 0, 50, 50, 0, 0, 0, 50, 19, 0, 0, 31, 0, 0, 50, 0, 0
INVAR-1, Run: 005, F, 0, 34, 0, 0, 34, 0, 0, 0, 50, 50, 0, 0, 0, 50, 34, 0, 0, 16, 0, 0, 50, 0, 0
INVAR-1, Run: 006, F, 0, 26, 0, 0, 26, 0, 0, 0, 50, 50, 0, 0, 0, 50, 26, 0, 0, 24, 0, 0, 50, 0, 0
INVAR-1, Run: 007, F, 0, 26, 0, 0, 26, 0, 0, 0, 50, 50, 0, 0, 0, 50, 26, 0, 0, 24, 0, 0, 50, 0, 0
INVAR-1, Run: 008, F, 0, 22, 0, 0, 22, 0, 0, 0, 50, 50, 0, 0, 0, 50, 22, 0, 0, 28, 0, 0, 50, 0, 0
INVAR-1, Run: 009, F, 0, 28, 0, 0, 28, 0, 0, 0, 50, 50, 0, 0, 0, 50, 28, 0, 0, 22, 0, 0, 50, 0, 0
INVAR-1, Run: 010, F, 0, 21, 0, 0, 21, 0, 0, 0, 50, 50, 0, 0, 0, 50, 21, 0, 0, 29, 0, 0, 50, 0, 0
INVAR-1, Run: 011, F, 0, 25, 0, 0, 25, 0, 0, 0, 50, 50, 0, 0, 0, 50, 25, 0, 0, 25, 0, 0, 50, 0, 0
INVAR-1, Run: 012, F, 0, 23, 0, 0, 23, 0, 0, 0, 50, 50, 0, 0, 0, 50, 23, 0, 0, 27, 0, 0, 50, 0, 0
INVAR-1, Run: 013, F, 0, 28, 0, 0, 28, 0, 0, 0, 50, 50, 0, 0, 0, 50, 28, 0, 0, 22, 0, 0, 50, 0, 0
INVAR-1, Run: 014, F, 0, 23, 0, 0, 23, 0, 0, 0, 50, 50, 0, 0, 0, 50, 23, 0, 0, 27, 0, 0, 50, 0, 0
INVAR-1, Run: 015, F, 0, 22, 0, 0, 22, 0, 0, 0, 50, 50, 0, 0, 0, 50, 22, 0, 0, 28, 0, 0, 50, 0, 0
INVAR-1, Run: 016, F, 0, 29, 0, 0, 29, 0, 0, 0, 50, 50, 0, 0, 0, 50, 29, 0, 0, 21, 0, 0, 50, 0, 0
INVAR-1, Run: 017, F, 0, 30, 0, 0, 30, 0, 0, 0, 50, 50, 0, 0, 0, 50, 30, 0, 0, 20, 0, 0, 50, 0, 0
INVAR-1, Run: 018, F, 0, 24, 0, 0, 24, 0, 0, 0, 50, 50, 0, 0, 0, 50, 24, 0, 0, 26, 0, 0, 50, 0, 0
INVAR-1, Run: 019, F, 0, 24, 0, 0, 24, 0, 0, 0, 50, 50, 0, 0, 0, 50, 24, 0, 0, 26, 0, 0, 50, 0, 0
INVAR-1, Run: 020, F, 0, 22, 0, 0, 22, 0, 0, 0, 50, 50, 0, 0, 0, 50, 22, 0, 0, 28, 0, 0, 50, 0, 0
INVAR-1, Run: 021, F, 0, 26, 0, 0, 26, 0, 0, 0, 50, 50, 0, 0, 0, 50, 26, 0, 0, 24, 0, 0, 50, 0, 0
INVAR-1, Run: 022, F, 0, 22, 0, 0, 22, 0, 0, 0, 50, 50, 0, 0, 0, 50, 22, 0, 0, 28, 0, 0, 50, 0, 0
INVAR-1, Run: 023, F, 0, 23, 0, 0, 23, 0, 0, 0, 50, 50, 0, 0, 0, 50, 23, 0, 0, 27, 0, 0, 50, 0, 0
INVAR-1, Run: 024, F, 0, 28, 0, 0, 28, 0, 0, 0, 50, 50, 0, 0, 0, 50, 28, 0, 0, 22, 0, 0, 50, 0, 0
INVAR-1, Run: 025, F, 0, 25, 0, 0, 25, 0, 0, 0, 50, 50, 0, 0, 0, 50, 25, 0, 0, 25, 0, 0, 50, 0, 0
INVAR-1, Run: 026, F, 0, 26, 0, 0, 26, 0, 0, 0, 50, 50, 0, 0, 0, 50, 26, 0, 0, 24, 0, 0, 50, 0, 0
INVAR-1, Run: 027, F, 0, 16, 0, 0, 16, 0, 0, 0, 50, 50, 0, 0, 0, 50, 16, 0, 0, 34, 0, 0, 50, 0, 0
INVAR-1, Run: 028, F, 0, 30, 0, 0, 30, 0, 0, 0, 50, 50, 0, 0, 0, 50, 30, 0, 0, 20, 0, 0, 50, 0, 0
INVAR-1, Run: 029, F, 0, 27, 0, 0, 27, 0, 0, 0, 50, 50, 0, 0, 0, 50, 27, 0, 0, 23, 0, 0, 50, 0, 0
INVAR-1, Run: 030, F, 0, 25, 0, 0, 25, 0, 0, 0, 50, 50, 0, 0, 0, 50, 25, 0, 0, 25, 0, 0, 50, 0, 0
INVAR-1, Run: 031, F, 0, 20, 0, 0, 20, 0, 0, 0, 50, 50, 0, 0, 0, 50, 20, 0, 0, 30, 0, 0, 50, 0, 0
INVAR-1, Run: 032, F, 0, 21, 0, 0, 21, 0, 0, 0, 50, 50, 0, 0, 0, 50, 21, 0, 0, 29, 0, 0, 50, 0, 0
INVAR-1, Run: 033, F, 0, 27, 0, 0, 27, 0, 0, 0, 50, 50, 0, 0, 0, 50, 27, 0, 0, 23, 0, 0, 50, 0, 0
INVAR-1, Run: 034, F, 0, 29, 0, 0, 29, 0, 0, 0, 50, 50, 0, 0, 0, 50, 29, 0, 0, 21, 0, 0, 50, 0, 0
INVAR-1, Run: 035, F, 0, 22, 0, 0, 22, 0, 0, 0, 50, 50, 0, 0, 0, 50, 22, 0, 0, 28, 0, 0, 50, 0, 0
INVAR-1, Run: 036, F, 0, 29, 0, 0, 29, 0, 0, 0, 50, 50, 0, 0, 0, 50, 29, 0, 0, 21, 0, 0, 50, 0, 0
