Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B
3, Run: 024, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 025, F, 0, 0, 0, 59, 0, 0, 2, 55, 7, 485, 0
3, Run: 026, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 027, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 028, F, 0, 0, 0, 80, 0, 0, 26, 29, 0, 492, 0
3, Run: 029, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 030, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 031, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 032, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 033, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 034, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 035, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
3, Run: 036, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 037, F, 0, 0, 0, 72, 0, 0, 20, 36, 0, 492, 0
3, Run: 038, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 039, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 040, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 041, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0
3, Run: 042, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 043, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 044, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 045, P, 1, 0, 0, 105, 0, 0, 59, 0, 0, 492, 0
3, Run: 046, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 047, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 048, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 049, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 050, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 051, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 052, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
3, Run: 053, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 054, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 055, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 056, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 057, F, 0, 0, 0, 70, 0, 0, 0, 57, 20, 472, 0
3, Run: 058, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 059, F, 0, 0, 0, 57, 0, 0, 7, 50, 0, 492, 0
3, Run: 060, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 061, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 062, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 063, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0
3, Run: 064, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 065, P, 1, 0, 0, 105, 0, 0, 59, 0, 0, 492, 0
3, Run: 066, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 067, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 068, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0
3, Run: 069, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 070, F, 0, 0, 0, 91, 0, 0, 37, 18, 0, 492, 0
3, Run: 071, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 072, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 073, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 074, F, 0, 0, 0, 55, 0, 0, 5, 52, 0, 492, 0
3, Run: 075, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
3, Run: 076, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 077, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 078, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 079, P, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0
3, Run: 080, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 081, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 082, F, 0, 0, 0, 72, 0, 0, 24, 34, 0, 492, 0
3, Run: 083, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 084, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 085, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 086, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 087, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 088, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 089, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0
3, Run: 090, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 091, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 092, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 093, F, 0, 0, 0, 54, 0, 0, 4, 53, 0, 492, 0
3, Run: 094, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 095, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 096, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0
3, Run: 097, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0
3, Run: 098, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
3, Run: 099, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0
3, Run: 100, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0
4, Run: 001, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 002, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 003, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 004, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 005, F, 0, 0, 0, 22, 0, 0, 1, 13, 10, 108, 1
4, Run: 006, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 007, F, 0, 0, 0, 20, 0, 0, 9, 5, 0, 118, 1
4, Run: 008, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 009, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 010, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 011, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 012, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 013, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 014, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 015, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 016, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 017, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 018, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 019, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 020, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 021, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 022, F, 0, 0, 0, 22, 0, 0, 13, 2, 0, 118, 1
4, Run: 023, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 024, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 025, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 026, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 027, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 028, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 029, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 030, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 031, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 032, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 033, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 034, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 035, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 036, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 037, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 038, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 039, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 040, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 041, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 042, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 043, F, 0, 0, 0, 20, 0, 0, 1, 13, 8, 110, 1
4, Run: 044, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 045, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 046, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 047, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 048, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 049, F, 0, 0, 0, 15, 0, 0, 4, 10, 0, 118, 1
4, Run: 050, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 051, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 052, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 053, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 054, F, 0, 0, 0, 24, 0, 0, 13, 1, 0, 118, 1
4, Run: 055, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 056, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 057, F, 0, 0, 0, 18, 0, 0, 7, 7, 0, 118, 1
4, Run: 058, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
4, Run: 059, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
4, Run: 060, F, 0, 0, 0, 12, 0, 0, 0, 14, 1, 117, 1
4, Run: 061, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 062, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 063, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 064, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 065, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 066, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 067, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 068, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 069, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 070, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 071, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 072, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 073, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 074, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 075, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 076, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
4, Run: 077, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 078, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 079, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 080, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 081, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 082, F, 0, 0, 0, 16, 0, 0, 4, 10, 1, 117, 1
4, Run: 083, F, 0, 0, 0, 24, 0, 0, 13, 1, 0, 118, 1
4, Run: 084, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 085, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 086, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 087, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 088, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 089, P, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1
4, Run: 090, P, 0, 0, 0, 126, 1, 1, 0, 15, 118, 0, 1
4, Run: 091, F, 0, 0, 0, 17, 0, 0, 4, 9, 0, 118, 1
4, Run: 092, P, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1
4, Run: 093, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 094, F, 0, 0, 0, 16, 0, 0, 5, 9, 0, 118, 1
4, Run: 095, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 096, F, 0, 0, 0, 18, 0, 0, 7, 7, 0, 118, 1
4, Run: 097, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 098, P, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1
4, Run: 099, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
4, Run: 100, P, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1
5, Run: 001, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 002, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 003, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 004, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 005, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 006, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 007, P, 1, 0, 0, 35, 0, 0, 18, 0, 0, 160, 1
5, Run: 008, F, 0, 0, 0, 16, 0, 0, 3, 17, 0, 160, 1
5, Run: 009, F, 0, 0, 0, 23, 0, 0, 6, 12, 0, 160, 1
5, Run: 010, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 011, P, 1, 0, 0, 35, 0, 0, 18, 0, 0, 160, 1
5, Run: 012, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 013, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 014, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 015, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 016, P, 1, 0, 0, 35, 0, 0, 18, 0, 0, 160, 1
5, Run: 017, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 018, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 019, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 020, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 021, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 022, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 023, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 024, F, 0, 0, 0, 26, 0, 0, 11, 8, 0, 160, 1
5, Run: 025, F, 0, 0, 0, 29, 0, 0, 16, 4, 0, 160, 1
5, Run: 026, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 027, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 028, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 029, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 030, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 031, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
5, Run: 032, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 033, F, 0, 0, 0, 33, 0, 0, 18, 1, 0, 160, 1
5, Run: 034, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 035, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 036, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 037, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 038, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 039, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 040, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 041, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 042, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 043, P, 0, 0, 0, 172, 1, 1, 0, 20, 160, 0, 1
5, Run: 044, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 045, F, 0, 0, 0, 29, 0, 0, 14, 5, 0, 160, 1
5, Run: 046, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 047, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 048, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 049, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 050, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 051, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 052, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 053, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 054, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 055, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 056, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 057, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 058, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 059, F, 0, 0, 0, 20, 0, 0, 1, 17, 2, 158, 1
5, Run: 060, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 061, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
5, Run: 062, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 063, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 064, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 065, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 066, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 067, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
5, Run: 068, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 069, F, 0, 0, 0, 26, 0, 0, 9, 9, 0, 160, 1
5, Run: 070, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 071, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 072, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 073, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
5, Run: 074, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 075, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 076, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 077, P, 1, 0, 0, 35, 0, 0, 18, 0, 0, 160, 1
5, Run: 078, F, 0, 0, 0, 23, 0, 0, 6, 12, 0, 160, 1
5, Run: 079, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 080, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 081, F, 0, 0, 0, 25, 0, 0, 8, 10, 0, 160, 1
5, Run: 082, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 083, P, 1, 0, 0, 32, 0, 0, 21, 0, 0, 160, 1
5, Run: 084, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 085, P, 1, 0, 0, 33, 0, 0, 20, 0, 0, 160, 1
5, Run: 086, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 087, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 088, F, 0, 0, 0, 21, 0, 0, 4, 14, 0, 160, 1
5, Run: 089, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 090, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 091, F, 0, 0, 0, 21, 0, 0, 6, 13, 0, 160, 1
5, Run: 092, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 093, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
5, Run: 094, F, 0, 0, 0, 22, 0, 0, 7, 12, 0, 160, 1
5, Run: 095, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 096, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 097, P, 1, 0, 0, 34, 0, 0, 19, 0, 0, 160, 1
5, Run: 098, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 099, P, 0, 0, 0, 176, 1, 1, 0, 18, 160, 0, 1
5, Run: 100, P, 0, 0, 0, 174, 1, 1, 0, 19, 160, 0, 1
6, Run: 001, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 002, P, 1, 0, 0, 115, 0, 0, 60, 0, 0, 526, 1
6, Run: 003, P, 1, 0, 0, 115, 0, 0, 60, 0, 0, 526, 1
6, Run: 004, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 005, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 006, P, 1, 0, 0, 115, 0, 0, 60, 0, 0, 526, 1
6, Run: 007, P, 0, 0, 0, 582, 1, 1, 0, 59, 526, 0, 1
6, Run: 008, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 009, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 010, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 011, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 012, F, 0, 0, 0, 60, 0, 0, 3, 56, 0, 526, 1
6, Run: 013, F, 0, 0, 0, 86, 0, 0, 2, 58, 29, 497, 1
6, Run: 014, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 015, F, 0, 0, 0, 78, 0, 0, 23, 37, 0, 526, 1
6, Run: 016, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 017, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 018, P, 0, 0, 0, 582, 1, 1, 0, 59, 526, 0, 1
6, Run: 019, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 020, P, 1, 0, 0, 115, 0, 0, 60, 0, 0, 526, 1
6, Run: 021, F, 0, 0, 0, 77, 0, 0, 22, 38, 0, 526, 1
6, Run: 022, P, 1, 0, 0, 113, 0, 0, 62, 0, 0, 526, 1
6, Run: 023, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 024, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 025, P, 0, 0, 0, 582, 1, 1, 0, 59, 526, 0, 1
6, Run: 026, P, 0, 0, 0, 578, 1, 1, 0, 61, 526, 0, 1
6, Run: 027, P, 1, 0, 0, 113, 0, 0, 62, 0, 0, 526, 1
6, Run: 028, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 029, P, 0, 0, 0, 582, 1, 1, 0, 59, 526, 0, 1
6, Run: 030, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 031, P, 0, 0, 0, 576, 1, 1, 0, 62, 526, 0, 1
6, Run: 032, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 033, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 034, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 035, P, 1, 0, 0, 116, 0, 0, 59, 0, 0, 526, 1
6, Run: 036, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 037, F, 0, 0, 0, 61, 0, 0, 6, 54, 0, 526, 1
6, Run: 038, F, 0, 0, 0, 82, 0, 0, 27, 33, 0, 526, 1
6, Run: 039, P, 1, 0, 0, 115, 0, 0, 60, 0, 0, 526, 1
6, Run: 040, P, 1, 0, 0, 115, 0, 0, 60, 0, 0, 526, 1
6, Run: 041, P, 0, 0, 0, 580, 1, 1, 0, 60, 526, 0, 1
6, Run: 042, P, 0, 0, 0, 578, 1, 1, 0, 61, 526, 0, 1
6, Run: 043, P, 0, 0, 0, 578, 1, 1, 0, 61, 526, 0, 1
6, Run: 044, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 045, P, 1, 0, 0, 114, 0, 0, 61, 0, 0, 526, 1
6, Run: 046, F, 0, 0, 0, 97, 0, 0, 42, 18, 0, 526, 1
6, Run: 047, P, 1, 0, 0, 113, 0, 0, 62, 0, 0, 526, 1
