Input Number, Run_Number, Result@ 100, CO, PE, B, X1, H, M, PO, CE, Y, D, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 014, F, 2, 0, 1, 0, 0, 0, 0, 1, 8, 8, 43, 5, 18, 20, 52, 9, 2, 2, 9, 18, 29, 21, 59
INVAR-1, Run: 015, F, 13, 0, 1, 0, 0, 0, 0, 0, 16, 9, 36, 3, 18, 0, 24, 9, 6, 0, 9, 18, 28, 0, 40
INVAR-1, Run: 016, F, 6, 0, 1, 0, 0, 0, 0, 1, 14, 8, 35, 7, 18, 4, 72, 9, 1, 1, 9, 18, 30, 5, 85
INVAR-1, Run: 017, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49, 3, 18, 7, 26, 9, 3, 2, 9, 18, 28, 16, 29
INVAR-1, Run: 018, F, 2, 0, 0, 0, 0, 0, 0, 1, 9, 8, 40, 6, 18, 11, 31, 9, 3, 0, 9, 18, 30, 12, 39
INVAR-1, Run: 019, F, 8, 0, 1, 0, 0, 0, 0, 0, 15, 9, 33, 7, 18, 15, 22, 9, 2, 0, 9, 18, 30, 15, 37
INVAR-1, Run: 020, F, 32, 0, 0, 0, 0, 0, 0, 0, 38, 9, 10, 6, 18, 4, 32, 9, 2, 1, 9, 18, 30, 4, 70
INVAR-1, Run: 021, F, 21, 0, 1, 0, 0, 0, 0, 0, 26, 9, 24, 5, 18, 10, 55, 9, 4, 0, 9, 18, 29, 10, 81
INVAR-1, Run: 022, F, 10, 0, 1, 0, 0, 0, 0, 0, 15, 9, 35, 5, 18, 9, 46, 9, 4, 0, 9, 18, 29, 9, 61
INVAR-1, Run: 023, F, 14, 0, 1, 0, 0, 0, 0, 0, 19, 9, 31, 5, 18, 5, 28, 9, 3, 1, 9, 18, 29, 5, 47
INVAR-1, Run: 024, F, 10, 0, 0, 0, 0, 0, 0, 0, 18, 9, 28, 8, 18, 6, 54, 9, 0, 1, 9, 18, 31, 6, 72
INVAR-1, Run: 025, F, 6, 0, 1, 0, 0, 0, 0, 0, 11, 9, 39, 5, 18, 6, 55, 9, 2, 2, 9, 18, 29, 6, 66
INVAR-1, Run: 026, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46, 4, 18, 10, 36, 9, 2, 2, 9, 18, 29, 19, 40
INVAR-1, Run: 027, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49, 3, 18, 5, 35, 9, 4, 1, 9, 18, 28, 14, 38
INVAR-1, Run: 028, F, 2, 0, 0, 0, 0, 0, 0, 0, 8, 9, 40, 6, 18, 3, 85, 9, 3, 0, 9, 18, 30, 3, 93
INVAR-1, Run: 029, F, 15, 0, 1, 0, 0, 0, 0, 1, 21, 8, 30, 5, 18, 5, 73, 9, 2, 2, 9, 18, 29, 6, 93
INVAR-1, Run: 030, F, 8, 0, 1, 0, 0, 0, 0, 0, 15, 9, 33, 7, 18, 10, 73, 9, 1, 1, 9, 18, 30, 10, 88
INVAR-1, Run: 031, F, 17, 0, 1, 0, 0, 0, 0, 0, 24, 9, 24, 7, 18, 7, 43, 9, 1, 1, 9, 18, 30, 7, 67
INVAR-1, Run: 032, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46, 4, 18, 1, 41, 9, 3, 1, 9, 18, 29, 10, 45
INVAR-1, Run: 033, F, 11, 0, 0, 0, 0, 0, 0, 1, 16, 8, 35, 4, 18, 5, 46, 9, 1, 4, 9, 18, 29, 6, 61
INVAR-1, Run: 034, F, 32, 0, 1, 0, 0, 0, 0, 0, 39, 9, 9, 7, 18, 4, 44, 9, 1, 1, 9, 18, 30, 4, 83
INVAR-1, Run: 035, F, 27, 0, 0, 0, 0, 0, 0, 0, 31, 9, 19, 4, 18, 5, 43, 9, 2, 3, 9, 18, 29, 5, 74
INVAR-1, Run: 036, F, 8, 0, 0, 0, 0, 0, 0, 0, 12, 9, 38, 4, 18, 4, 58, 9, 4, 1, 9, 18, 29, 4, 70
INVAR-1, Run: 037, F, 20, 0, 0, 0, 0, 0, 0, 0, 24, 9, 26, 4, 18, 5, 50, 9, 5, 0, 9, 18, 29, 5, 74
INVAR-1, Run: 038, F, 27, 0, 0, 0, 0, 0, 0, 0, 33, 9, 15, 6, 18, 11, 37, 9, 2, 1, 9, 18, 30, 11, 70
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 0, 0, 1, 5, 8, 46, 4, 18, 1, 54, 9, 5, 0, 9, 18, 29, 2, 58
INVAR-1, Run: 040, F, 23, 0, 1, 0, 0, 0, 0, 0, 30, 9, 18, 7, 18, 17, 84, 9, 1, 1, 9, 18, 30, 17, 114
INVAR-1, Run: 041, F, 2, 0, 0, 0, 0, 0, 0, 1, 7, 8, 44, 4, 18, 10, 22, 9, 3, 2, 9, 18, 29, 11, 28
INVAR-1, Run: 042, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46, 4, 18, 3, 38, 9, 4, 0, 9, 18, 29, 12, 42
INVAR-1, Run: 043, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46, 4, 18, 6, 43, 9, 2, 2, 9, 18, 29, 15, 47
INVAR-1, Run: 044, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49, 3, 18, 10, 43, 9, 1, 4, 9, 18, 28, 19, 46
INVAR-1, Run: 045, F, 3, 0, 0, 0, 0, 0, 0, 0, 7, 9, 43, 4, 18, 10, 41, 9, 3, 2, 9, 18, 29, 10, 48
INVAR-1, Run: 046, F, 22, 0, 0, 0, 0, 0, 0, 0, 26, 9, 24, 4, 18, 7, 23, 9, 4, 1, 9, 18, 29, 7, 49
INVAR-1, Run: 047, F, 30, 0, 0, 0, 0, 0, 0, 0, 32, 9, 20, 2, 18, 10, 26, 9, 6, 1, 9, 18, 28, 10, 58
INVAR-1, Run: 048, F, 39, 0, 1, 0, 0, 0, 0, 0, 44, 9, 6, 5, 18, 4, 48, 9, 4, 0, 9, 18, 29, 4, 92
INVAR-1, Run: 049, F, 21, 0, 1, 0, 0, 0, 0, 1, 27, 8, 24, 5, 18, 7, 36, 9, 4, 0, 9, 18, 29, 8, 62
INVAR-1, Run: 050, F, 0, 1, 1, 0, 0, 0, 0, 9, 12, 0, 49, 3, 18, 11, 21, 9, 4, 1, 9, 18, 28, 20, 24
INVAR-1, Run: 051, F, 9, 0, 0, 0, 0, 0, 0, 0, 15, 9, 33, 6, 18, 14, 65, 9, 2, 1, 9, 18, 30, 14, 80
INVAR-1, Run: 052, F, 6, 0, 1, 0, 0, 0, 0, 0, 11, 9, 39, 5, 18, 8, 49, 9, 4, 0, 9, 18, 29, 8, 60
INVAR-1, Run: 053, F, 0, 1, 1, 0, 0, 0, 0, 9, 14, 0, 45, 5, 18, 2, 65, 9, 2, 1, 9, 18, 29, 11, 70
INVAR-1, Run: 054, F, 13, 0, 0, 0, 0, 0, 0, 1, 20, 8, 29, 6, 18, 6, 30, 9, 3, 0, 9, 18, 30, 7, 49
INVAR-1, Run: 055, F, 9, 0, 0, 0, 0, 0, 0, 0, 13, 9, 37, 4, 18, 11, 37, 9, 4, 1, 9, 18, 29, 11, 50
INVAR-1, Run: 056, F, 12, 0, 0, 0, 0, 0, 0, 1, 19, 8, 30, 6, 18, 0, 16, 9, 3, 0, 9, 18, 30, 1, 34
INVAR-1, Run: 057, F, 39, 0, 0, 0, 0, 0, 0, 0, 43, 9, 7, 4, 18, 7, 31, 9, 2, 3, 9, 18, 29, 7, 74
INVAR-1, Run: 058, F, 15, 0, 1, 0, 0, 0, 0, 0, 22, 9, 26, 7, 18, 4, 28, 9, 1, 1, 9, 18, 30, 4, 50
INVAR-1, Run: 059, F, 30, 0, 1, 0, 0, 0, 0, 0, 35, 9, 15, 5, 18, 5, 38, 9, 4, 0, 9, 18, 29, 5, 73
INVAR-1, Run: 060, F, 26, 0, 1, 0, 0, 0, 0, 0, 31, 9, 19, 5, 18, 8, 39, 9, 4, 0, 9, 18, 29, 8, 70
INVAR-1, Run: 061, F, 6, 0, 1, 0, 0, 0, 0, 0, 11, 9, 39, 5, 18, 14, 79, 9, 3, 1, 9, 18, 29, 14, 90
INVAR-1, Run: 062, F, 32, 0, 0, 0, 0, 0, 0, 0, 40, 9, 6, 8, 18, 6, 33, 9, 1, 0, 9, 18, 31, 6, 73
INVAR-1, Run: 063, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46, 4, 18, 4, 21, 9, 3, 1, 9, 18, 29, 13, 25
INVAR-1, Run: 064, F, 14, 0, 1, 0, 0, 0, 0, 0, 19, 9, 31, 5, 18, 4, 48, 9, 4, 0, 9, 18, 29, 4, 67
INVAR-1, Run: 065, F, 17, 0, 0, 0, 0, 0, 0, 0, 23, 9, 25, 6, 18, 3, 37, 9, 2, 1, 9, 18, 30, 3, 60
INVAR-1, Run: 066, F, 0, 1, 1, 0, 0, 0, 0, 9, 14, 0, 45, 5, 18, 5, 42, 9, 2, 1, 9, 18, 29, 14, 47
INVAR-1, Run: 067, F, 8, 0, 1, 0, 0, 0, 0, 1, 14, 8, 37, 5, 18, 11, 56, 9, 2, 2, 9, 18, 29, 12, 69
INVAR-1, Run: 068, F, 0, 0, 1, 0, 0, 0, 0, 3, 8, 6, 45, 5, 18, 7, 47, 9, 3, 1, 9, 18, 29, 10, 52
INVAR-1, Run: 069, F, 32, 0, 1, 0, 0, 0, 0, 0, 39, 9, 9, 7, 18, 14, 57, 9, 2, 0, 9, 18, 30, 14, 96
INVAR-1, Run: 070, F, 2, 0, 1, 0, 0, 0, 0, 2, 9, 7, 43, 5, 18, 13, 58, 9, 4, 0, 9, 18, 29, 15, 65
INVAR-1, Run: 071, F, 16, 0, 1, 0, 0, 0, 0, 0, 23, 9, 25, 7, 18, 3, 41, 9, 1, 1, 9, 18, 30, 3, 64
INVAR-1, Run: 072, F, 7, 0, 0, 0, 0, 0, 0, 0, 11, 9, 39, 4, 18, 12, 40, 9, 5, 0, 9, 18, 29, 12, 51
INVAR-1, Run: 073, F, 17, 0, 1, 0, 0, 0, 0, 0, 22, 9, 28, 5, 18, 4, 41, 9, 3, 1, 9, 18, 29, 4, 63
INVAR-1, Run: 074, F, 12, 0, 0, 0, 0, 0, 0, 0, 18, 9, 30, 6, 18, 8, 54, 9, 2, 1, 9, 18, 30, 8, 72
INVAR-1, Run: 075, F, 7, 0, 0, 0, 0, 0, 0, 0, 11, 9, 39, 4, 18, 7, 34, 9, 4, 1, 9, 18, 29, 7, 45
INVAR-1, Run: 076, F, 9, 0, 1, 0, 0, 0, 0, 1, 15, 8, 36, 5, 18, 7, 45, 9, 3, 1, 9, 18, 29, 8, 59
INVAR-1, Run: 077, F, 0, 1, 0, 0, 0, 0, 0, 9, 15, 0, 42, 6, 18, 4, 70, 9, 2, 0, 9, 18, 30, 13, 76
INVAR-1, Run: 078, F, 25, 0, 0, 0, 0, 0, 0, 0, 31, 9, 17, 6, 18, 3, 59, 9, 3, 0, 9, 18, 30, 3, 90
INVAR-1, Run: 079, F, 19, 0, 1, 0, 0, 0, 0, 1, 25, 8, 26, 5, 18, 7, 38, 9, 1, 3, 9, 18, 29, 8, 62
INVAR-1, Run: 080, F, 10, 0, 0, 0, 0, 0, 0, 0, 16, 9, 32, 6, 18, 3, 38, 9, 2, 1, 9, 18, 30, 3, 54
INVAR-1, Run: 081, F, 2, 0, 0, 0, 0, 0, 0, 1, 7, 8, 44, 4, 18, 2, 33, 9, 5, 0, 9, 18, 29, 3, 39
INVAR-1, Run: 082, F, 24, 0, 0, 0, 0, 0, 0, 0, 30, 9, 18, 6, 18, 1, 48, 9, 2, 1, 9, 18, 30, 1, 78
INVAR-1, Run: 083, F, 40, 0, 0, 0, 0, 0, 0, 0, 44, 9, 6, 4, 18, 8, 23, 9, 5, 0, 9, 18, 29, 8, 67
INVAR-1, Run: 084, F, 13, 0, 0, 0, 0, 0, 0, 0, 17, 9, 33, 4, 18, 10, 84, 9, 4, 1, 9, 18, 29, 10, 101
INVAR-1, Run: 085, F, 5, 0, 0, 0, 0, 0, 0, 1, 12, 8, 37, 6, 18, 8, 43, 9, 2, 1, 9, 18, 30, 9, 54
INVAR-1, Run: 086, F, 15, 0, 0, 0, 0, 0, 0, 0, 21, 9, 27, 6, 18, 13, 53, 9, 0, 3, 9, 18, 30, 13, 74
INVAR-1, Run: 087, F, 31, 0, 1, 0, 0, 0, 0, 0, 36, 9, 14, 5, 18, 6, 41, 9, 4, 0, 9, 18, 29, 6, 77
INVAR-1, Run: 088, F, 28, 0, 0, 0, 0, 0, 0, 0, 32, 9, 18, 4, 18, 3, 14, 9, 2, 3, 9, 18, 29, 3, 46
INVAR-1, Run: 089, F, 16, 0, 0, 0, 0, 0, 0, 1, 21, 8, 30, 4, 18, 7, 32, 9, 3, 2, 9, 18, 29, 8, 52
INVAR-1, Run: 090, F, 35, 0, 1, 0, 0, 0, 0, 0, 40, 9, 10, 5, 18, 3, 35, 9, 4, 0, 9, 18, 29, 3, 75
INVAR-1, Run: 091, F, 19, 0, 1, 0, 0, 0, 0, 0, 26, 9, 22, 7, 18, 8, 54, 9, 1, 1, 9, 18, 30, 8, 80
INVAR-1, Run: 092, F, 30, 0, 1, 0, 0, 0, 0, 0, 35, 9, 15, 5, 18, 8, 46, 9, 3, 1, 9, 18, 29, 8, 81
INVAR-1, Run: 093, F, 5, 0, 0, 0, 0, 0, 0, 2, 11, 7, 41, 4, 18, 7, 82, 9, 5, 0, 9, 18, 29, 9, 91
INVAR-1, Run: 094, F, 0, 1, 0, 0, 0, 0, 0, 9, 15, 0, 42, 6, 18, 2, 51, 9, 2, 0, 9, 18, 30, 11, 57
INVAR-1, Run: 095, F, 0, 1, 1, 0, 0, 0, 0, 9, 14, 0, 45, 5, 18, 1, 35, 9, 2, 1, 9, 18, 29, 10, 40
INVAR-1, Run: 096, F, 38, 0, 0, 0, 0, 0, 0, 1, 45, 8, 4, 6, 18, 8, 52, 9, 2, 1, 9, 18, 30, 9, 96
INVAR-1, Run: 097, F, 1, 0, 0, 0, 0, 0, 0, 4, 9, 5, 45, 4, 18, 3, 60, 9, 4, 1, 9, 18, 29, 7, 65
INVAR-1, Run: 098, F, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46, 4, 18, 8, 41, 9, 2, 2, 9, 18, 29, 17, 45
INVAR-1, Run: 099, F, 9, 0, 1, 0, 0, 0, 0, 1, 15, 8, 36, 5, 18, 11, 54, 9, 4, 0, 9, 18, 29, 12, 68
INVAR-1, Run: 100, F, 9, 0, 0, 0, 0, 0, 0, 0, 15, 9, 33, 6, 18, 5, 61, 9, 2, 1, 9, 18, 30, 5, 76
INVAR-10, Run: 001, F, 35, 0, 1, 0, 0, 0, 0, 1, 85, 99, 468, 49, 200, 206, 3172, 100, 39, 12, 100, 200, 324, 207, 3256
INVAR-10, Run: 002, F, 11, 0, 1, 0, 0, 0, 0, 2, 60, 98, 496, 47, 200, 356, 3063, 100, 36, 17, 100, 200, 323, 358, 3121
INVAR-10, Run: 003, F, 158, 0, 1, 0, 0, 0, 0, 1, 202, 99, 357, 43, 200, 388, 2739, 100, 32, 25, 100, 200, 321, 389, 2940
INVAR-10, Run: 004, F, 287, 0, 1, 0, 0, 0, 0, 0, 340, 100, 208, 53, 200, 264, 2939, 100, 28, 19, 100, 200, 326, 264, 3279
INVAR-10, Run: 005, F, 307, 0, 0, 0, 0, 0, 0, 0, 357, 100, 193, 50, 200, 242, 2907, 100, 35, 15, 100, 200, 325, 242, 3264
INVAR-10, Run: 006, F, 397, 0, 1, 0, 0, 0, 0, 0, 444, 100, 110, 47, 200, 312, 2457, 100, 38, 15, 100, 200, 323, 312, 2901
INVAR-10, Run: 007, F, 177, 0, 0, 0, 0, 0, 0, 0, 221, 100, 335, 44, 200, 238, 3019, 100, 40, 16, 100, 200, 322, 238, 3240
INVAR-10, Run: 008, F, 192, 0, 0, 0, 0, 0, 0, 0, 246, 100, 300, 54, 200, 237, 2941, 100, 31, 15, 100, 200, 327, 237, 3187
INVAR-10, Run: 009, F, 275, 0, 1, 0, 0, 0, 0, 0, 322, 100, 232, 47, 200, 200, 2050, 100, 39, 14, 100, 200, 323, 200, 2372
INVAR-10, Run: 010, F, 399, 0, 0, 0, 0, 0, 0, 0, 445, 100, 109, 46, 200, 254, 2717, 100, 40, 14, 100, 200, 323, 254, 3162
INVAR-10, Run: 011, F, 0, 1, 1, 0, 0, 0, 0, 100, 157, 0, 487, 57, 200, 237, 3470, 100, 25, 17, 100, 200, 328, 337, 3527
INVAR-10, Run: 012, F, 327, 0, 0, 0, 0, 0, 0, 1, 366, 99, 197, 38, 200, 256, 2124, 100, 39, 23, 100, 200, 319, 257, 2489
INVAR-10, Run: 013, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507, 47, 200, 190, 3610, 100, 36, 16, 100, 200, 323, 290, 3657
INVAR-10, Run: 014, F, 112, 0, 0, 0, 0, 0, 0, 0, 162, 100, 388, 50, 200, 339, 3293, 100, 39, 11, 100, 200, 325, 339, 3455
INVAR-10, Run: 015, F, 191, 0, 1, 0, 0, 0, 0, 1, 243, 99, 308, 51, 200, 224, 3000, 100, 34, 15, 100, 200, 325, 225, 3242
INVAR-10, Run: 016, F, 410, 0, 0, 0, 0, 0, 0, 0, 462, 100, 86, 52, 200, 333, 2562, 100, 37, 11, 100, 200, 326, 333, 3024
INVAR-10, Run: 017, F, 127, 0, 0, 0, 0, 0, 0, 1, 174, 99, 381, 46, 200, 252, 2607, 100, 37, 17, 100, 200, 323, 253, 2780
INVAR-10, Run: 018, F, 263, 0, 0, 0, 0, 0, 0, 0, 317, 100, 229, 54, 200, 309, 2547, 100, 28, 18, 100, 200, 327, 309, 2864
INVAR-10, Run: 019, F, 170, 0, 0, 0, 0, 0, 0, 0, 220, 100, 330, 50, 200, 233, 2719, 100, 35, 15, 100, 200, 325, 233, 2939
INVAR-10, Run: 020, F, 361, 0, 0, 0, 0, 0, 0, 0, 407, 100, 147, 46, 200, 350, 2519, 100, 36, 18, 100, 200, 323, 350, 2926
INVAR-10, Run: 021, F, 373, 0, 1, 0, 0, 0, 0, 0, 426, 100, 122, 53, 200, 196, 2707, 100, 33, 14, 100, 200, 326, 196, 3133
INVAR-10, Run: 022, F, 291, 0, 1, 0, 0, 0, 0, 0, 342, 100, 208, 51, 200, 229, 2644, 100, 32, 17, 100, 200, 325, 229, 2986
INVAR-10, Run: 023, F, 66, 0, 1, 0, 0, 0, 0, 2, 117, 98, 437, 49, 200, 189, 3041, 100, 35, 16, 100, 200, 324, 191, 3156
INVAR-10, Run: 024, F, 425, 0, 0, 0, 0, 0, 0, 0, 475, 100, 75, 50, 200, 263, 2941, 100, 35, 15, 100, 200, 325, 263, 3416
INVAR-10, Run: 025, F, 0, 1, 0, 0, 0, 0, 0, 100, 146, 0, 508, 46, 200, 263, 3121, 100, 36, 17, 100, 200, 323, 363, 3167
INVAR-10, Run: 026, F, 206, 0, 1, 0, 0, 0, 0, 0, 249, 100, 309, 43, 200, 254, 2600, 100, 40, 17, 100, 200, 321, 254, 2849
INVAR-10, Run: 027, F, 424, 0, 1, 0, 0, 0, 0, 0, 475, 100, 75, 51, 200, 299, 2594, 100, 32, 17, 100, 200, 325, 299, 3069
INVAR-10, Run: 028, F, 391, 0, 1, 0, 0, 0, 0, 0, 434, 100, 124, 43, 200, 242, 2250, 100, 34, 23, 100, 200, 321, 242, 2684
INVAR-10, Run: 029, F, 17, 0, 1, 0, 0, 0, 0, 3, 67, 97, 490, 47, 200, 236, 2692, 100, 36, 17, 100, 200, 323, 239, 2756
INVAR-10, Run: 030, F, 24, 0, 0, 0, 0, 0, 0, 3, 83, 97, 464, 56, 200, 201, 2821, 100, 33, 11, 100, 200, 328, 204, 2901
INVAR-10, Run: 031, F, 223, 0, 1, 0, 0, 0, 0, 0, 274, 100, 276, 51, 200, 382, 3161, 100, 33, 16, 100, 200, 325, 382, 3435
INVAR-10, Run: 032, F, 210, 0, 1, 0, 0, 0, 0, 0, 261, 100, 289, 51, 200, 220, 2843, 100, 31, 18, 100, 200, 325, 220, 3104
INVAR-10, Run: 033, F, 180, 0, 1, 0, 0, 0, 0, 1, 234, 99, 315, 53, 200, 235, 2386, 100, 32, 15, 100, 200, 326, 236, 2619
INVAR-10, Run: 034, F, 224, 0, 1, 0, 0, 0, 0, 0, 277, 100, 271, 53, 200, 276, 2841, 100, 34, 13, 100, 200, 326, 276, 3118
INVAR-10, Run: 035, F, 335, 0, 1, 0, 0, 0, 0, 0, 392, 100, 152, 57, 200, 338, 3087, 100, 33, 10, 100, 200, 328, 338, 3479
INVAR-10, Run: 036, F, 19, 0, 0, 0, 0, 0, 0, 4, 69, 96, 489, 46, 200, 346, 3095, 100, 41, 13, 100, 200, 323, 350, 3160
INVAR-10, Run: 037, F, 286, 0, 0, 0, 0, 0, 0, 0, 328, 100, 230, 42, 200, 222, 2682, 100, 38, 20, 100, 200, 321, 222, 3010
INVAR-10, Run: 038, F, 36, 0, 0, 0, 0, 0, 0, 2, 88, 98, 464, 50, 200, 329, 2901, 100, 38, 12, 100, 200, 325, 331, 2987
INVAR-10, Run: 039, F, 110, 0, 0, 0, 0, 0, 0, 0, 156, 100, 398, 46, 200, 228, 2773, 100, 35, 19, 100, 200, 323, 228, 2929
INVAR-10, Run: 040, F, 200, 0, 0, 0, 0, 0, 0, 1, 249, 99, 304, 48, 200, 214, 2887, 100, 39, 13, 100, 200, 324, 215, 3135
INVAR-10, Run: 041, F, 0, 1, 0, 0, 0, 0, 0, 100, 148, 0, 504, 48, 200, 238, 3035, 100, 37, 14, 100, 200, 324, 338, 3083
INVAR-10, Run: 042, F, 48, 0, 0, 0, 0, 0, 0, 0, 100, 100, 448, 52, 200, 308, 2803, 100, 33, 15, 100, 200, 326, 308, 2903
INVAR-10, Run: 043, F, 315, 0, 0, 0, 0, 0, 0, 0, 363, 100, 189, 48, 200, 206, 3022, 100, 38, 14, 100, 200, 324, 206, 3385
INVAR-10, Run: 044, F, 17, 0, 1, 0, 0, 0, 0, 4, 74, 96, 478, 53, 200, 180, 2477, 100, 32, 15, 100, 200, 326, 184, 2547
INVAR-10, Run: 045, F, 69, 0, 0, 0, 0, 0, 0, 0, 115, 100, 439, 46, 200, 332, 3073, 100, 39, 15, 100, 200, 323, 332, 3188
INVAR-10, Run: 046, F, 0, 1, 1, 0, 0, 0, 0, 100, 139, 0, 523, 39, 200, 249, 2834, 100, 38, 22, 100, 200, 319, 349, 2873
INVAR-10, Run: 047, F, 299, 0, 1, 0, 0, 0, 0, 0, 346, 100, 208, 47, 200, 342, 2839, 100, 37, 16, 100, 200, 323, 342, 3185
INVAR-10, Run: 048, F, 125, 0, 0, 0, 0, 0, 0, 1, 180, 99, 367, 54, 200, 240, 2649, 100, 28, 18, 100, 200, 327, 241, 2828
INVAR-10, Run: 049, F, 129, 0, 1, 0, 0, 0, 0, 0, 172, 100, 386, 43, 200, 209, 3028, 100, 42, 15, 100, 200, 321, 209, 3200
INVAR-10, Run: 050, F, 315, 0, 1, 0, 0, 0, 0, 0, 362, 100, 192, 47, 200, 226, 2593, 100, 33, 20, 100, 200, 323, 226, 2955
INVAR-10, Run: 051, F, 215, 0, 0, 0, 0, 0, 0, 0, 271, 100, 273, 56, 200, 230, 2550, 100, 23, 21, 100, 200, 328, 230, 2821
INVAR-10, Run: 052, F, 286, 0, 1, 0, 0, 0, 0, 0, 325, 100, 237, 39, 200, 233, 3161, 100, 47, 14, 100, 200, 319, 233, 3486
INVAR-10, Run: 053, F, 427, 0, 0, 0, 0, 0, 0, 0, 477, 100, 73, 50, 200, 242, 3414, 100, 32, 18, 100, 200, 325, 242, 3891
INVAR-10, Run: 054, F, 69, 0, 1, 0, 0, 0, 0, 0, 114, 100, 442, 45, 200, 286, 2791, 100, 38, 17, 100, 200, 322, 286, 2905
INVAR-10, Run: 055, F, 0, 1, 0, 0, 0, 0, 0, 100, 144, 0, 512, 44, 200, 241, 2960, 100, 38, 17, 100, 200, 322, 341, 3004
INVAR-10, Run: 056, F, 151, 0, 0, 0, 0, 0, 0, 0, 197, 100, 357, 46, 200, 343, 3094, 100, 35, 19, 100, 200, 323, 343, 3291
INVAR-10, Run: 057, F, 0, 1, 0, 0, 0, 0, 0, 100, 148, 0, 504, 48, 200, 311, 2614, 100, 38, 13, 100, 200, 324, 411, 2662
INVAR-10, Run: 058, F, 0, 1, 1, 0, 0, 0, 0, 100, 149, 0, 503, 49, 200, 193, 2654, 100, 38, 12, 100, 200, 324, 293, 2703
INVAR-10, Run: 059, F, 0, 1, 1, 0, 0, 0, 0, 100, 151, 0, 499, 51, 200, 239, 3464, 100, 32, 16, 100, 200, 325, 339, 3515
INVAR-10, Run: 060, F, 266, 0, 0, 0, 0, 0, 0, 0, 314, 100, 238, 48, 200, 351, 2638, 100, 32, 20, 100, 200, 324, 351, 2952
INVAR-10, Run: 061, F, 410, 0, 0, 0, 0, 0, 0, 0, 458, 100, 94, 48, 200, 237, 2854, 100, 38, 14, 100, 200, 324, 237, 3312
INVAR-10, Run: 062, F, 135, 0, 1, 0, 0, 0, 0, 0, 182, 100, 372, 47, 200, 241, 3027, 100, 40, 13, 100, 200, 323, 241, 3209
