Input Number, Run_Number, Result@ 100, CO, PE, B, X1, H, M, PO, CE, Y, D, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, F, 203, 0, 1, 0, 0, 0, 0, 0, 244, 100, 316, 41, 200, 275, 2917, 100, 41, 18, 100, 200, 320, 275, 3161
INVAR-10, Run: 064, F, 62, 0, 0, 0, 0, 0, 0, 2, 112, 98, 442, 48, 200, 258, 2348, 100, 38, 14, 100, 200, 324, 260, 2458
INVAR-10, Run: 065, F, 8, 0, 0, 0, 0, 0, 0, 0, 60, 100, 488, 52, 200, 326, 2591, 100, 35, 13, 100, 200, 326, 326, 2651
INVAR-10, Run: 066, F, 132, 0, 1, 0, 0, 0, 0, 0, 173, 100, 387, 41, 200, 293, 3196, 100, 39, 20, 100, 200, 320, 293, 3369
INVAR-10, Run: 067, F, 260, 0, 0, 0, 0, 0, 0, 0, 308, 100, 244, 48, 200, 376, 2744, 100, 41, 11, 100, 200, 324, 376, 3052
INVAR-10, Run: 068, F, 422, 0, 0, 0, 0, 0, 0, 0, 470, 100, 82, 48, 200, 203, 2344, 100, 35, 17, 100, 200, 324, 203, 2814
INVAR-10, Run: 069, F, 306, 0, 1, 0, 0, 0, 0, 1, 358, 99, 193, 51, 200, 222, 3108, 100, 30, 19, 100, 200, 325, 223, 3465
INVAR-10, Run: 070, F, 137, 0, 0, 0, 0, 0, 0, 0, 187, 100, 363, 50, 200, 288, 2943, 100, 38, 12, 100, 200, 325, 288, 3130
INVAR-10, Run: 071, F, 0, 1, 0, 0, 0, 0, 0, 100, 150, 0, 500, 50, 200, 331, 3358, 100, 38, 11, 100, 200, 325, 431, 3408
INVAR-10, Run: 072, F, 163, 0, 0, 0, 0, 0, 0, 1, 210, 99, 345, 46, 200, 233, 2218, 100, 34, 20, 100, 200, 323, 234, 2427
INVAR-10, Run: 073, F, 167, 0, 1, 0, 0, 0, 0, 0, 214, 100, 340, 47, 200, 272, 2924, 100, 37, 16, 100, 200, 323, 272, 3138
INVAR-10, Run: 074, F, 166, 0, 1, 0, 0, 0, 0, 0, 219, 100, 329, 53, 200, 236, 2563, 100, 31, 16, 100, 200, 326, 236, 2782
INVAR-10, Run: 075, F, 107, 0, 1, 0, 0, 0, 0, 1, 163, 99, 384, 55, 200, 158, 2686, 100, 34, 11, 100, 200, 327, 159, 2848
INVAR-10, Run: 076, F, 160, 0, 0, 0, 0, 0, 0, 0, 208, 100, 344, 48, 200, 208, 2344, 100, 33, 19, 100, 200, 324, 208, 2552
INVAR-10, Run: 077, F, 319, 0, 1, 0, 0, 0, 0, 0, 366, 100, 188, 47, 200, 188, 2308, 100, 30, 23, 100, 200, 323, 188, 2674
INVAR-10, Run: 078, F, 151, 0, 0, 0, 0, 0, 0, 0, 201, 100, 349, 50, 200, 324, 3015, 100, 30, 20, 100, 200, 325, 324, 3216
INVAR-10, Run: 079, F, 275, 0, 1, 0, 0, 0, 0, 0, 322, 100, 232, 47, 200, 246, 2708, 100, 40, 13, 100, 200, 323, 246, 3030
INVAR-10, Run: 080, F, 17, 0, 1, 0, 0, 0, 0, 3, 73, 97, 478, 53, 200, 198, 2734, 100, 41, 6, 100, 200, 326, 201, 2804
INVAR-10, Run: 081, F, 173, 0, 1, 0, 0, 0, 0, 0, 226, 100, 322, 53, 200, 267, 2614, 100, 36, 11, 100, 200, 326, 267, 2840
INVAR-10, Run: 082, F, 82, 0, 1, 0, 0, 0, 0, 0, 127, 100, 429, 45, 200, 269, 2581, 100, 39, 16, 100, 200, 322, 269, 2708
INVAR-10, Run: 083, F, 362, 0, 1, 0, 0, 0, 0, 0, 409, 100, 145, 47, 200, 240, 2603, 100, 33, 20, 100, 200, 323, 240, 3012
INVAR-10, Run: 084, F, 0, 1, 0, 0, 0, 0, 0, 100, 144, 0, 512, 44, 200, 231, 3087, 100, 37, 18, 100, 200, 322, 331, 3131
INVAR-10, Run: 085, F, 183, 0, 0, 0, 0, 0, 0, 0, 231, 100, 321, 48, 200, 265, 2336, 100, 42, 10, 100, 200, 324, 265, 2567
INVAR-10, Run: 086, F, 145, 0, 0, 0, 0, 0, 0, 0, 191, 100, 363, 46, 200, 252, 2730, 100, 37, 17, 100, 200, 323, 252, 2921
INVAR-10, Run: 087, F, 247, 0, 1, 0, 0, 0, 0, 0, 298, 100, 252, 51, 200, 356, 2871, 100, 30, 19, 100, 200, 325, 356, 3169
INVAR-10, Run: 088, F, 317, 0, 0, 0, 0, 0, 0, 0, 371, 100, 175, 54, 200, 177, 2287, 100, 32, 14, 100, 200, 327, 177, 2658
INVAR-10, Run: 089, F, 0, 1, 1, 0, 0, 0, 0, 100, 141, 0, 519, 41, 200, 241, 3014, 100, 38, 20, 100, 200, 320, 341, 3055
INVAR-10, Run: 090, F, 231, 0, 1, 0, 0, 0, 0, 0, 280, 100, 272, 49, 200, 331, 3140, 100, 33, 18, 100, 200, 324, 331, 3420
INVAR-10, Run: 091, F, 185, 0, 0, 0, 0, 0, 0, 0, 233, 100, 319, 48, 200, 282, 3279, 100, 38, 14, 100, 200, 324, 282, 3512
INVAR-10, Run: 092, F, 225, 0, 0, 0, 0, 0, 0, 1, 276, 99, 275, 50, 200, 282, 2049, 100, 35, 15, 100, 200, 325, 283, 2324
INVAR-10, Run: 093, F, 138, 0, 0, 0, 0, 0, 0, 0, 184, 100, 370, 46, 200, 266, 2931, 100, 35, 19, 100, 200, 323, 266, 3115
INVAR-10, Run: 094, F, 200, 0, 1, 0, 0, 0, 0, 0, 255, 100, 291, 55, 200, 293, 2263, 100, 35, 10, 100, 200, 327, 293, 2518
INVAR-10, Run: 095, F, 300, 0, 0, 0, 0, 0, 0, 0, 346, 100, 208, 46, 200, 210, 2686, 100, 44, 10, 100, 200, 323, 210, 3032
INVAR-10, Run: 096, F, 348, 0, 1, 0, 0, 0, 0, 0, 397, 100, 155, 49, 200, 233, 3423, 100, 43, 8, 100, 200, 324, 233, 3820
INVAR-10, Run: 097, F, 30, 0, 1, 0, 0, 0, 0, 1, 82, 99, 469, 51, 200, 289, 3356, 100, 28, 21, 100, 200, 325, 290, 3437
INVAR-10, Run: 098, F, 117, 0, 1, 0, 0, 0, 0, 0, 166, 100, 386, 49, 200, 194, 2503, 100, 38, 13, 100, 200, 324, 194, 2669
INVAR-10, Run: 099, F, 446, 0, 1, 0, 0, 0, 0, 0, 499, 100, 49, 53, 200, 246, 3007, 100, 26, 21, 100, 200, 326, 246, 3506
INVAR-10, Run: 100, F, 92, 0, 0, 0, 0, 0, 0, 1, 141, 99, 412, 48, 200, 187, 2883, 100, 39, 13, 100, 200, 324, 188, 3023
INVAR-2, Run: 001, F, 22, 0, 1, 0, 0, 0, 0, 1, 38, 27, 117, 15, 56, 30, 404, 28, 11, 2, 28, 56, 91, 31, 441
INVAR-2, Run: 002, F, 74, 0, 1, 0, 0, 0, 0, 0, 91, 28, 61, 17, 56, 27, 350, 28, 7, 4, 28, 56, 92, 27, 441
INVAR-2, Run: 003, F, 77, 0, 0, 0, 0, 0, 0, 0, 95, 28, 55, 18, 56, 38, 356, 28, 8, 2, 28, 56, 93, 38, 451
INVAR-2, Run: 004, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 37, 329, 28, 6, 8, 28, 56, 90, 65, 342
INVAR-2, Run: 005, F, 78, 0, 1, 0, 0, 0, 0, 0, 89, 28, 69, 11, 56, 51, 287, 28, 14, 3, 28, 56, 89, 51, 376
INVAR-2, Run: 006, F, 123, 0, 0, 0, 0, 0, 0, 0, 139, 28, 13, 16, 56, 61, 270, 28, 9, 3, 28, 56, 92, 61, 409
INVAR-2, Run: 007, F, 3, 0, 1, 0, 0, 0, 0, 3, 21, 25, 136, 15, 56, 79, 532, 28, 10, 3, 28, 56, 91, 82, 550
INVAR-2, Run: 008, F, 40, 0, 1, 0, 0, 0, 0, 0, 59, 28, 91, 19, 56, 33, 286, 28, 5, 4, 28, 56, 93, 33, 345
INVAR-2, Run: 009, F, 84, 0, 1, 0, 0, 0, 0, 0, 99, 28, 55, 15, 56, 37, 358, 28, 9, 4, 28, 56, 91, 37, 457
INVAR-2, Run: 010, F, 2, 0, 1, 0, 0, 0, 0, 3, 20, 25, 137, 15, 56, 57, 269, 28, 8, 5, 28, 56, 91, 60, 286
INVAR-2, Run: 011, F, 107, 0, 1, 0, 0, 0, 0, 0, 122, 28, 32, 15, 56, 55, 335, 28, 6, 7, 28, 56, 91, 55, 457
INVAR-2, Run: 012, F, 18, 0, 0, 0, 0, 0, 0, 0, 30, 28, 126, 12, 56, 48, 153, 28, 12, 4, 28, 56, 90, 48, 183
INVAR-2, Run: 013, F, 81, 0, 0, 0, 0, 0, 0, 0, 95, 28, 59, 14, 56, 33, 324, 28, 12, 2, 28, 56, 91, 33, 419
INVAR-2, Run: 014, F, 15, 0, 1, 0, 0, 0, 0, 1, 29, 27, 128, 13, 56, 54, 367, 28, 12, 3, 28, 56, 90, 55, 395
INVAR-2, Run: 015, F, 79, 0, 1, 0, 0, 0, 0, 0, 94, 28, 60, 15, 56, 36, 323, 28, 9, 4, 28, 56, 91, 36, 417
INVAR-2, Run: 016, F, 32, 0, 0, 0, 0, 0, 0, 1, 47, 27, 108, 14, 56, 22, 312, 28, 9, 5, 28, 56, 91, 23, 358
INVAR-2, Run: 017, F, 80, 0, 0, 0, 0, 0, 0, 0, 94, 28, 60, 14, 56, 27, 148, 28, 10, 4, 28, 56, 91, 27, 242
INVAR-2, Run: 018, F, 96, 0, 0, 0, 0, 0, 0, 0, 112, 28, 40, 16, 56, 23, 389, 28, 12, 0, 28, 56, 92, 23, 501
INVAR-2, Run: 019, F, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144, 12, 56, 23, 357, 28, 8, 7, 28, 56, 90, 51, 369
INVAR-2, Run: 020, F, 54, 0, 0, 0, 0, 0, 0, 0, 70, 28, 82, 16, 56, 33, 275, 28, 8, 4, 28, 56, 92, 33, 345
INVAR-2, Run: 021, F, 17, 0, 1, 0, 0, 0, 0, 1, 33, 27, 122, 15, 56, 49, 328, 28, 8, 5, 28, 56, 91, 50, 360
INVAR-2, Run: 022, F, 68, 0, 0, 0, 0, 0, 0, 0, 84, 28, 68, 16, 56, 46, 248, 28, 8, 4, 28, 56, 92, 46, 332
INVAR-2, Run: 023, F, 93, 0, 0, 0, 0, 0, 0, 0, 105, 28, 51, 12, 56, 45, 340, 28, 9, 7, 28, 56, 90, 45, 445
INVAR-2, Run: 024, F, 65, 0, 0, 0, 0, 0, 0, 0, 79, 28, 75, 14, 56, 39, 197, 28, 10, 4, 28, 56, 91, 39, 276
INVAR-2, Run: 025, F, 72, 0, 0, 0, 0, 0, 0, 0, 90, 28, 60, 18, 56, 38, 286, 28, 8, 2, 28, 56, 93, 38, 376
INVAR-2, Run: 026, F, 18, 0, 1, 0, 0, 0, 0, 3, 34, 25, 125, 13, 56, 38, 338, 28, 10, 5, 28, 56, 90, 41, 369
INVAR-2, Run: 027, F, 3, 0, 1, 0, 0, 0, 0, 1, 21, 27, 132, 17, 56, 48, 319, 28, 7, 4, 28, 56, 92, 49, 339
INVAR-2, Run: 028, F, 31, 0, 0, 0, 0, 0, 0, 3, 46, 25, 113, 12, 56, 26, 281, 28, 13, 3, 28, 56, 90, 29, 324
INVAR-2, Run: 029, F, 15, 0, 0, 0, 0, 0, 0, 0, 31, 28, 121, 16, 56, 17, 461, 28, 11, 1, 28, 56, 92, 17, 492
INVAR-2, Run: 030, F, 0, 1, 1, 0, 0, 0, 0, 28, 45, 0, 135, 17, 56, 22, 296, 28, 9, 1, 28, 56, 92, 50, 313
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 0, 5, 21, 23, 136, 16, 56, 44, 413, 28, 9, 3, 28, 56, 92, 49, 429
INVAR-2, Run: 032, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 51, 358, 28, 11, 2, 28, 56, 91, 79, 372
INVAR-2, Run: 033, F, 38, 0, 1, 0, 0, 0, 0, 0, 53, 28, 101, 15, 56, 52, 452, 28, 9, 4, 28, 56, 91, 52, 505
INVAR-2, Run: 034, F, 35, 0, 1, 0, 0, 0, 0, 3, 51, 25, 108, 13, 56, 36, 262, 28, 9, 6, 28, 56, 90, 39, 310
INVAR-2, Run: 035, F, 49, 0, 0, 0, 0, 0, 0, 0, 59, 28, 99, 10, 56, 35, 366, 28, 12, 6, 28, 56, 89, 35, 425
INVAR-2, Run: 036, F, 30, 0, 1, 0, 0, 0, 0, 1, 44, 27, 113, 13, 56, 37, 369, 28, 8, 7, 28, 56, 90, 38, 412
INVAR-2, Run: 037, F, 16, 0, 0, 0, 0, 0, 0, 1, 35, 27, 116, 18, 56, 35, 311, 28, 6, 4, 28, 56, 93, 36, 345
INVAR-2, Run: 038, F, 75, 0, 0, 0, 0, 0, 0, 0, 95, 28, 53, 20, 56, 10, 166, 28, 6, 2, 28, 56, 94, 10, 261
INVAR-2, Run: 039, F, 42, 0, 0, 0, 0, 0, 0, 0, 58, 28, 94, 16, 56, 18, 137, 28, 10, 2, 28, 56, 92, 18, 195
INVAR-2, Run: 040, F, 96, 0, 0, 0, 0, 0, 0, 0, 110, 28, 44, 14, 56, 29, 257, 28, 11, 3, 28, 56, 91, 29, 367
INVAR-2, Run: 041, F, 91, 0, 0, 0, 0, 0, 0, 0, 109, 28, 41, 18, 56, 30, 267, 28, 6, 4, 28, 56, 93, 30, 376
INVAR-2, Run: 042, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 46, 433, 28, 7, 6, 28, 56, 91, 74, 447
INVAR-2, Run: 043, F, 124, 0, 1, 0, 0, 0, 0, 0, 139, 28, 15, 15, 56, 49, 176, 28, 10, 3, 28, 56, 91, 49, 315
INVAR-2, Run: 044, F, 44, 0, 1, 0, 0, 0, 0, 0, 57, 28, 99, 13, 56, 28, 273, 28, 8, 7, 28, 56, 90, 28, 330
INVAR-2, Run: 045, F, 0, 1, 1, 0, 0, 0, 0, 28, 43, 0, 139, 15, 56, 36, 329, 28, 9, 3, 28, 56, 91, 64, 344
INVAR-2, Run: 046, F, 43, 0, 1, 0, 0, 0, 0, 0, 60, 28, 92, 17, 56, 28, 380, 28, 10, 1, 28, 56, 92, 28, 440
INVAR-2, Run: 047, F, 54, 0, 1, 0, 0, 0, 0, 0, 67, 28, 89, 13, 56, 22, 306, 28, 10, 5, 28, 56, 90, 22, 373
INVAR-2, Run: 048, F, 120, 0, 1, 0, 0, 0, 0, 0, 133, 28, 23, 13, 56, 29, 253, 28, 10, 5, 28, 56, 90, 29, 386
INVAR-2, Run: 049, F, 4, 0, 1, 0, 0, 0, 0, 1, 22, 27, 131, 17, 56, 7, 263, 28, 9, 2, 28, 56, 92, 8, 284
INVAR-2, Run: 050, F, 0, 1, 0, 0, 0, 0, 0, 28, 38, 0, 148, 10, 56, 53, 326, 28, 11, 6, 28, 56, 89, 81, 336
INVAR-2, Run: 051, F, 77, 0, 0, 0, 0, 0, 0, 0, 89, 28, 67, 12, 56, 75, 303, 28, 10, 6, 28, 56, 90, 75, 392
INVAR-2, Run: 052, F, 80, 0, 0, 0, 0, 0, 0, 0, 96, 28, 56, 16, 56, 19, 393, 28, 10, 2, 28, 56, 92, 19, 489
INVAR-2, Run: 053, F, 86, 0, 0, 0, 0, 0, 0, 0, 98, 28, 58, 12, 56, 49, 343, 28, 13, 3, 28, 56, 90, 49, 441
INVAR-2, Run: 054, F, 93, 0, 0, 0, 0, 0, 0, 0, 109, 28, 43, 16, 56, 20, 333, 28, 10, 2, 28, 56, 92, 20, 442
INVAR-2, Run: 055, F, 28, 0, 1, 0, 0, 0, 0, 0, 45, 28, 107, 17, 56, 22, 388, 28, 9, 2, 28, 56, 92, 22, 433
INVAR-2, Run: 056, F, 88, 0, 0, 0, 0, 0, 0, 1, 103, 27, 52, 14, 56, 37, 296, 28, 9, 5, 28, 56, 91, 38, 398
INVAR-2, Run: 057, F, 109, 0, 1, 0, 0, 0, 0, 0, 122, 28, 34, 13, 56, 18, 252, 28, 13, 2, 28, 56, 90, 18, 374
INVAR-2, Run: 058, F, 44, 0, 0, 0, 0, 0, 0, 1, 59, 27, 96, 14, 56, 57, 285, 28, 8, 6, 28, 56, 91, 58, 343
INVAR-2, Run: 059, F, 80, 0, 1, 0, 0, 0, 0, 0, 91, 28, 67, 11, 56, 44, 258, 28, 13, 4, 28, 56, 89, 44, 349
INVAR-2, Run: 060, F, 2, 0, 0, 0, 0, 0, 0, 4, 20, 24, 138, 14, 56, 35, 440, 28, 9, 5, 28, 56, 91, 39, 456
INVAR-2, Run: 061, F, 8, 0, 1, 0, 0, 0, 0, 0, 19, 28, 139, 11, 56, 51, 371, 28, 12, 5, 28, 56, 89, 51, 390
INVAR-2, Run: 062, F, 32, 0, 0, 0, 0, 0, 0, 0, 48, 28, 104, 16, 56, 56, 294, 28, 10, 2, 28, 56, 92, 56, 342
INVAR-2, Run: 063, F, 22, 0, 1, 0, 0, 0, 0, 0, 37, 28, 117, 15, 56, 34, 379, 28, 7, 6, 28, 56, 91, 34, 416
INVAR-2, Run: 064, F, 36, 0, 0, 0, 0, 0, 0, 0, 54, 28, 96, 18, 56, 32, 294, 28, 8, 2, 28, 56, 93, 32, 348
INVAR-2, Run: 065, F, 10, 0, 1, 0, 0, 0, 0, 1, 26, 27, 129, 15, 56, 34, 221, 28, 9, 4, 28, 56, 91, 35, 246
INVAR-2, Run: 066, F, 69, 0, 1, 0, 0, 0, 0, 0, 82, 28, 74, 13, 56, 68, 183, 28, 10, 5, 28, 56, 90, 68, 265
INVAR-2, Run: 067, F, 33, 0, 1, 0, 0, 0, 0, 0, 50, 28, 102, 17, 56, 22, 384, 28, 4, 7, 28, 56, 92, 22, 434
INVAR-2, Run: 068, F, 35, 0, 0, 0, 0, 0, 0, 1, 50, 27, 105, 14, 56, 28, 240, 28, 8, 6, 28, 56, 91, 29, 289
INVAR-2, Run: 069, F, 17, 0, 0, 0, 0, 0, 0, 0, 33, 28, 119, 16, 56, 17, 373, 28, 9, 3, 28, 56, 92, 17, 406
INVAR-2, Run: 070, F, 53, 0, 1, 0, 0, 0, 0, 1, 67, 27, 90, 13, 56, 22, 208, 28, 9, 6, 28, 56, 90, 23, 274
INVAR-2, Run: 071, F, 17, 0, 0, 0, 0, 0, 0, 1, 34, 27, 119, 16, 56, 23, 256, 28, 6, 6, 28, 56, 92, 24, 289
INVAR-2, Run: 072, F, 24, 0, 1, 0, 0, 0, 0, 0, 39, 28, 115, 15, 56, 41, 434, 28, 10, 3, 28, 56, 91, 41, 473
INVAR-2, Run: 073, F, 12, 0, 0, 0, 0, 0, 0, 0, 26, 28, 128, 14, 56, 45, 450, 28, 11, 3, 28, 56, 91, 45, 476
INVAR-2, Run: 074, F, 0, 1, 0, 0, 0, 0, 0, 28, 36, 0, 152, 8, 56, 57, 310, 28, 14, 5, 28, 56, 88, 85, 318
INVAR-2, Run: 075, F, 25, 0, 0, 0, 0, 0, 0, 0, 41, 28, 111, 16, 56, 30, 372, 28, 10, 2, 28, 56, 92, 30, 413
INVAR-2, Run: 076, F, 111, 0, 0, 0, 0, 0, 0, 0, 125, 28, 29, 14, 56, 58, 315, 28, 10, 4, 28, 56, 91, 58, 440
INVAR-2, Run: 077, F, 73, 0, 1, 0, 0, 0, 0, 0, 86, 28, 70, 13, 56, 37, 264, 28, 11, 4, 28, 56, 90, 37, 350
INVAR-2, Run: 078, F, 0, 1, 1, 0, 0, 0, 0, 28, 43, 0, 139, 15, 56, 44, 356, 28, 10, 2, 28, 56, 91, 72, 371
INVAR-2, Run: 079, F, 20, 0, 1, 0, 0, 0, 0, 0, 33, 28, 123, 13, 56, 64, 350, 28, 11, 4, 28, 56, 90, 64, 383
INVAR-2, Run: 080, F, 64, 0, 1, 0, 0, 0, 0, 0, 77, 28, 79, 13, 56, 45, 261, 28, 15, 0, 28, 56, 90, 45, 338
INVAR-2, Run: 081, F, 68, 0, 0, 0, 0, 0, 0, 0, 88, 28, 60, 20, 56, 35, 335, 28, 4, 4, 28, 56, 94, 35, 423
INVAR-2, Run: 082, F, 0, 1, 1, 0, 0, 0, 0, 28, 47, 0, 131, 19, 56, 54, 535, 28, 7, 1, 28, 56, 93, 82, 554
INVAR-2, Run: 083, F, 41, 0, 0, 0, 0, 0, 0, 0, 57, 28, 95, 16, 56, 18, 474, 28, 9, 3, 28, 56, 92, 18, 531
INVAR-2, Run: 084, F, 138, 0, 0, 0, 0, 0, 0, 0, 150, 28, 6, 12, 56, 39, 366, 28, 9, 7, 28, 56, 90, 39, 516
INVAR-2, Run: 085, F, 45, 0, 1, 0, 0, 0, 0, 1, 57, 27, 102, 11, 56, 33, 187, 28, 12, 5, 28, 56, 89, 34, 243
INVAR-2, Run: 086, F, 25, 0, 0, 0, 0, 0, 0, 0, 37, 28, 119, 12, 56, 44, 315, 28, 12, 4, 28, 56, 90, 44, 352
INVAR-2, Run: 087, F, 5, 0, 0, 0, 0, 0, 0, 2, 21, 26, 135, 14, 56, 27, 317, 28, 11, 3, 28, 56, 91, 29, 336
INVAR-2, Run: 088, F, 32, 0, 0, 0, 0, 0, 0, 2, 52, 26, 100, 18, 56, 40, 482, 28, 9, 1, 28, 56, 93, 42, 532
INVAR-2, Run: 089, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 57, 344, 28, 11, 3, 28, 56, 90, 85, 357
INVAR-2, Run: 090, F, 20, 0, 0, 0, 0, 0, 0, 2, 36, 26, 120, 14, 56, 66, 413, 28, 11, 3, 28, 56, 91, 68, 447
INVAR-2, Run: 091, F, 29, 0, 1, 0, 0, 0, 0, 0, 42, 28, 114, 13, 56, 33, 327, 28, 13, 2, 28, 56, 90, 33, 369
INVAR-2, Run: 092, F, 34, 0, 1, 0, 0, 0, 0, 0, 47, 28, 109, 13, 56, 45, 349, 28, 9, 6, 28, 56, 90, 45, 396
INVAR-2, Run: 093, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 37, 395, 28, 10, 3, 28, 56, 91, 65, 409
INVAR-2, Run: 094, F, 0, 1, 0, 0, 0, 0, 0, 28, 44, 0, 136, 16, 56, 53, 338, 28, 8, 3, 28, 56, 92, 81, 354
INVAR-2, Run: 095, F, 105, 0, 0, 0, 0, 0, 0, 0, 121, 28, 31, 16, 56, 36, 239, 28, 11, 1, 28, 56, 92, 36, 360
INVAR-2, Run: 096, F, 21, 0, 0, 0, 0, 0, 0, 1, 38, 27, 115, 16, 56, 40, 348, 28, 8, 4, 28, 56, 92, 41, 385
INVAR-2, Run: 097, F, 96, 0, 1, 0, 0, 0, 0, 0, 113, 28, 39, 17, 56, 33, 325, 28, 9, 2, 28, 56, 92, 33, 438
INVAR-2, Run: 098, F, 53, 0, 1, 0, 0, 0, 0, 0, 66, 28, 90, 13, 56, 38, 445, 28, 11, 4, 28, 56, 90, 38, 511
INVAR-2, Run: 099, F, 25, 0, 0, 0, 0, 0, 0, 0, 45, 28, 103, 20, 56, 41, 265, 28, 5, 3, 28, 56, 94, 41, 310
INVAR-2, Run: 100, F, 63, 0, 1, 0, 0, 0, 0, 0, 78, 28, 76, 15, 56, 49, 331, 28, 8, 5, 28, 56, 91, 49, 409
INVAR-3, Run: 001, F, 215, 0, 1, 0, 0, 0, 0, 0, 258, 82, 192, 43, 164, 181, 1826, 82, 21, 18, 82, 164, 267, 181, 2084
INVAR-3, Run: 002, F, 202, 0, 0, 0, 0, 0, 0, 0, 240, 82, 214, 38, 164, 198, 2255, 82, 34, 10, 82, 164, 265, 198, 2495
INVAR-3, Run: 003, F, 227, 0, 0, 0, 0, 0, 0, 0, 265, 82, 189, 38, 164, 181, 1783, 82, 34, 10, 82, 164, 265, 181, 2048
INVAR-3, Run: 004, F, 402, 0, 0, 0, 0, 0, 0, 0, 446, 82, 2, 44, 164, 253, 2158, 82, 28, 10, 82, 164, 268, 253, 2604
INVAR-3, Run: 005, F, 0, 1, 1, 0, 0, 0, 0, 82, 123, 0, 411, 41, 164, 154, 1795, 82, 30, 10, 82, 164, 266, 236, 1836
INVAR-3, Run: 006, F, 0, 1, 1, 0, 0, 0, 0, 82, 117, 0, 423, 35, 164, 214, 1987, 82, 36, 10, 82, 164, 263, 296, 2022
INVAR-3, Run: 007, F, 178, 0, 0, 0, 0, 0, 0, 0, 220, 82, 230, 42, 164, 153, 2271, 82, 25, 15, 82, 164, 267, 153, 2491
INVAR-3, Run: 008, F, 154, 0, 0, 0, 0, 0, 0, 0, 192, 82, 262, 38, 164, 244, 1521, 82, 33, 11, 82, 164, 265, 244, 1713
INVAR-3, Run: 009, F, 166, 0, 1, 0, 0, 0, 0, 0, 205, 82, 249, 39, 164, 200, 1580, 82, 26, 17, 82, 164, 265, 200, 1785
INVAR-3, Run: 010, F, 0, 1, 0, 0, 0, 0, 0, 82, 124, 0, 408, 42, 164, 238, 1785, 82, 23, 16, 82, 164, 267, 320, 1827
INVAR-3, Run: 011, F, 314, 0, 1, 0, 0, 0, 0, 1, 354, 81, 101, 39, 164, 172, 2088, 82, 31, 12, 82, 164, 265, 173, 2441
INVAR-3, Run: 012, F, 78, 0, 0, 0, 0, 0, 0, 0, 118, 82, 334, 40, 164, 264, 1956, 82, 32, 10, 82, 164, 266, 264, 2074
INVAR-3, Run: 013, F, 82, 0, 1, 0, 0, 0, 0, 1, 124, 81, 329, 41, 164, 166, 2147, 82, 25, 16, 82, 164, 266, 167, 2270
INVAR-3, Run: 014, F, 87, 0, 1, 0, 0, 0, 0, 0, 126, 82, 328, 39, 164, 120, 2183, 82, 35, 8, 82, 164, 265, 120, 2309
INVAR-3, Run: 015, F, 124, 0, 0, 0, 0, 0, 0, 0, 164, 82, 288, 40, 164, 191, 1486, 82, 32, 10, 82, 164, 266, 191, 1650
INVAR-3, Run: 016, F, 0, 1, 0, 0, 0, 0, 0, 82, 126, 0, 404, 44, 164, 190, 2014, 82, 28, 9, 82, 164, 268, 272, 2058
INVAR-3, Run: 017, F, 73, 0, 1, 0, 0, 0, 0, 1, 123, 81, 322, 49, 164, 176, 2483, 82, 27, 6, 82, 164, 270, 177, 2605
INVAR-3, Run: 018, F, 208, 0, 1, 0, 0, 0, 0, 0, 249, 82, 203, 41, 164, 291, 2084, 82, 24, 17, 82, 164, 266, 291, 2333
INVAR-3, Run: 019, F, 3, 0, 0, 0, 0, 0, 0, 5, 48, 77, 409, 40, 164, 153, 2300, 82, 29, 13, 82, 164, 266, 158, 2343
INVAR-3, Run: 020, F, 63, 0, 0, 0, 0, 0, 0, 2, 115, 80, 329, 50, 164, 153, 2030, 82, 25, 7, 82, 164, 271, 155, 2143
INVAR-3, Run: 021, F, 87, 0, 0, 0, 0, 0, 0, 0, 129, 82, 321, 42, 164, 214, 2352, 82, 31, 9, 82, 164, 267, 214, 2481
INVAR-3, Run: 022, F, 184, 0, 0, 0, 0, 0, 0, 1, 219, 81, 240, 34, 164, 177, 1932, 82, 34, 14, 82, 164, 263, 178, 2150
INVAR-3, Run: 023, F, 0, 1, 0, 0, 0, 0, 0, 82, 120, 0, 416, 38, 164, 249, 2007, 82, 29, 14, 82, 164, 265, 331, 2045
INVAR-3, Run: 024, F, 154, 0, 0, 0, 0, 0, 0, 0, 192, 82, 262, 38, 164, 156, 1931, 82, 30, 14, 82, 164, 265, 156, 2123
INVAR-3, Run: 025, F, 0, 1, 1, 0, 0, 0, 0, 82, 119, 0, 419, 37, 164, 164, 2149, 82, 31, 13, 82, 164, 264, 246, 2186
