Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 50, 9, 59, 0, 4, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 59
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 35, 9, 44, 0, 19, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 44
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 44, 9, 52, 0, 10, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 52
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 51, 9, 60, 0, 3, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 60
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 44, 9, 48, 0, 10, 0, 18, 8, 4, 9, 3, 2, 9, 18, 27, 8, 48
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 15, 9, 23, 0, 39, 0, 18, 0, 8, 9, 0, 1, 9, 18, 27, 0, 23
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 42, 9, 49, 0, 12, 0, 18, 1, 7, 9, 1, 1, 9, 18, 27, 1, 49
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 37, 9, 46, 0, 17, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 46
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 47, 9, 56, 0, 7, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 56
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 36, 9, 45, 0, 18, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 45
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 47, 9, 54, 0, 7, 0, 18, 2, 7, 9, 2, 0, 9, 18, 27, 2, 54
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 34, 9, 42, 0, 20, 0, 18, 2, 8, 9, 1, 0, 9, 18, 27, 2, 42
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 35, 9, 42, 0, 19, 0, 18, 2, 7, 9, 1, 1, 9, 18, 27, 2, 42
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 45, 9, 53, 0, 9, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 53
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 47, 9, 55, 0, 7, 0, 18, 5, 8, 9, 0, 1, 9, 18, 27, 5, 55
INVAR-1, Run: 016, F, 0, 0, 0, 0, 0, 17, 9, 25, 0, 37, 0, 18, 2, 8, 9, 1, 0, 9, 18, 27, 2, 25
INVAR-1, Run: 017, F, 0, 0, 0, 0, 0, 29, 9, 36, 0, 25, 0, 18, 2, 7, 9, 1, 1, 9, 18, 27, 2, 36
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 45, 9, 52, 0, 9, 0, 18, 2, 7, 9, 2, 0, 9, 18, 27, 2, 52
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 43, 9, 51, 0, 11, 0, 18, 3, 8, 9, 1, 0, 9, 18, 27, 3, 51
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 38, 9, 47, 0, 16, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 47
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 48, 9, 53, 0, 6, 0, 18, 3, 5, 9, 3, 1, 9, 18, 27, 3, 53
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 39, 9, 48, 0, 15, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 48
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 29, 9, 36, 0, 25, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 36
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 39, 9, 47, 0, 15, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 47
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 43, 9, 49, 0, 11, 0, 18, 0, 6, 9, 2, 1, 9, 18, 27, 0, 49
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 45, 9, 53, 0, 9, 0, 18, 3, 8, 9, 1, 0, 9, 18, 27, 3, 53
INVAR-1, Run: 027, F, 0, 0, 0, 0, 0, 28, 9, 36, 0, 26, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 36
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 48, 9, 55, 0, 6, 0, 18, 1, 7, 9, 2, 0, 9, 18, 27, 1, 55
INVAR-1, Run: 029, F, 0, 0, 0, 0, 0, 29, 9, 36, 0, 25, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 36
INVAR-1, Run: 030, F, 0, 0, 0, 0, 0, 49, 9, 56, 0, 5, 0, 18, 2, 7, 9, 2, 0, 9, 18, 27, 2, 56
INVAR-1, Run: 031, F, 0, 0, 0, 0, 0, 39, 9, 47, 0, 15, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 47
INVAR-1, Run: 032, F, 0, 0, 0, 0, 0, 36, 9, 44, 0, 18, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 44
INVAR-1, Run: 033, F, 0, 0, 0, 0, 0, 44, 9, 50, 0, 10, 0, 18, 3, 6, 9, 2, 1, 9, 18, 27, 3, 50
INVAR-1, Run: 034, F, 0, 0, 0, 0, 0, 44, 9, 52, 0, 10, 0, 18, 2, 8, 9, 1, 0, 9, 18, 27, 2, 52
INVAR-1, Run: 035, F, 0, 0, 0, 0, 0, 38, 9, 44, 0, 16, 0, 18, 2, 6, 9, 3, 0, 9, 18, 27, 2, 44
INVAR-1, Run: 036, F, 0, 0, 0, 0, 0, 49, 9, 55, 0, 5, 0, 18, 3, 6, 9, 2, 1, 9, 18, 27, 3, 55
INVAR-1, Run: 037, F, 0, 0, 0, 0, 0, 39, 9, 48, 0, 15, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 48
INVAR-1, Run: 038, F, 0, 0, 0, 0, 0, 41, 9, 48, 0, 13, 0, 18, 7, 7, 9, 1, 1, 9, 18, 27, 7, 48
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 35, 9, 42, 0, 19, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 42
INVAR-1, Run: 040, F, 0, 0, 0, 0, 0, 37, 9, 43, 0, 17, 0, 18, 2, 6, 9, 2, 1, 9, 18, 27, 2, 43
INVAR-1, Run: 041, F, 0, 0, 0, 0, 0, 23, 9, 30, 0, 31, 0, 18, 6, 7, 9, 2, 0, 9, 18, 27, 6, 30
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 50, 9, 58, 0, 4, 0, 18, 5, 8, 9, 1, 0, 9, 18, 27, 5, 58
INVAR-1, Run: 043, F, 0, 0, 0, 0, 0, 47, 9, 56, 0, 7, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 56
INVAR-1, Run: 044, F, 0, 0, 0, 0, 0, 10, 9, 19, 0, 44, 0, 18, 5, 9, 9, 0, 0, 9, 18, 27, 5, 19
INVAR-1, Run: 045, F, 0, 0, 0, 0, 0, 41, 9, 50, 0, 13, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 50
INVAR-1, Run: 046, F, 0, 0, 0, 0, 0, 38, 9, 46, 0, 16, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 46
INVAR-1, Run: 047, F, 0, 0, 0, 0, 0, 47, 9, 55, 0, 7, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 55
INVAR-1, Run: 048, F, 0, 0, 0, 0, 0, 44, 9, 52, 0, 10, 0, 18, 2, 8, 9, 0, 1, 9, 18, 27, 2, 52
INVAR-1, Run: 049, F, 0, 0, 0, 0, 0, 43, 9, 51, 0, 11, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 51
INVAR-1, Run: 050, F, 0, 0, 0, 0, 0, 39, 9, 47, 0, 15, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 47
INVAR-1, Run: 051, F, 0, 0, 0, 0, 0, 47, 9, 55, 0, 7, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 55
INVAR-1, Run: 052, F, 0, 0, 0, 0, 0, 37, 9, 46, 0, 17, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 46
INVAR-1, Run: 053, F, 0, 0, 0, 0, 0, 40, 9, 46, 0, 14, 0, 18, 2, 6, 9, 2, 1, 9, 18, 27, 2, 46
INVAR-1, Run: 054, F, 0, 0, 0, 0, 0, 50, 9, 59, 0, 4, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 59
INVAR-1, Run: 055, F, 0, 0, 0, 0, 0, 49, 9, 58, 0, 5, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 58
INVAR-1, Run: 056, F, 0, 0, 0, 0, 0, 53, 9, 62, 0, 1, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 62
INVAR-1, Run: 057, F, 0, 0, 0, 0, 0, 51, 9, 59, 0, 3, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 59
INVAR-1, Run: 058, F, 0, 0, 0, 0, 0, 35, 9, 42, 0, 19, 0, 18, 2, 7, 9, 1, 1, 9, 18, 27, 2, 42
INVAR-1, Run: 059, F, 0, 0, 0, 0, 0, 33, 9, 39, 0, 21, 0, 18, 1, 6, 9, 3, 0, 9, 18, 27, 1, 39
INVAR-1, Run: 060, F, 0, 0, 0, 0, 0, 39, 9, 44, 0, 15, 0, 18, 5, 5, 9, 3, 1, 9, 18, 27, 5, 44
INVAR-1, Run: 061, F, 0, 0, 0, 0, 0, 20, 9, 28, 0, 34, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 28
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 32, 9, 40, 0, 22, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 40
INVAR-1, Run: 063, F, 0, 0, 0, 0, 0, 47, 9, 56, 0, 7, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 56
INVAR-1, Run: 064, F, 0, 0, 0, 0, 0, 26, 9, 34, 0, 28, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 34
INVAR-1, Run: 065, F, 0, 0, 0, 0, 0, 26, 9, 34, 0, 28, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 34
INVAR-1, Run: 066, F, 0, 0, 0, 0, 0, 50, 9, 56, 0, 4, 0, 18, 2, 6, 9, 3, 0, 9, 18, 27, 2, 56
INVAR-1, Run: 067, F, 0, 0, 0, 0, 0, 47, 9, 54, 0, 7, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 54
INVAR-1, Run: 068, F, 0, 0, 0, 0, 0, 28, 9, 33, 0, 26, 0, 18, 2, 5, 9, 3, 1, 9, 18, 27, 2, 33
INVAR-1, Run: 069, F, 0, 0, 0, 0, 0, 32, 9, 39, 0, 22, 0, 18, 1, 7, 9, 2, 0, 9, 18, 27, 1, 39
INVAR-1, Run: 070, F, 0, 0, 0, 0, 0, 51, 9, 60, 0, 3, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 60
INVAR-1, Run: 071, F, 0, 0, 0, 0, 0, 38, 9, 46, 0, 16, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 46
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 51, 9, 60, 0, 3, 0, 18, 2, 9, 9, 0, 0, 9, 18, 27, 2, 60
INVAR-1, Run: 073, F, 0, 0, 0, 0, 0, 26, 9, 35, 0, 28, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 35
INVAR-1, Run: 074, F, 0, 0, 0, 0, 0, 30, 9, 37, 0, 24, 0, 18, 2, 7, 9, 2, 0, 9, 18, 27, 2, 37
INVAR-1, Run: 075, F, 0, 0, 0, 0, 0, 52, 9, 61, 0, 2, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 61
INVAR-1, Run: 076, F, 0, 0, 0, 0, 0, 53, 9, 58, 0, 1, 0, 18, 0, 5, 9, 4, 0, 9, 18, 27, 0, 58
INVAR-1, Run: 077, F, 0, 0, 0, 0, 0, 32, 9, 38, 0, 22, 0, 18, 0, 6, 9, 3, 0, 9, 18, 27, 0, 38
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 35, 9, 42, 0, 19, 0, 18, 1, 7, 9, 1, 1, 9, 18, 27, 1, 42
INVAR-1, Run: 079, F, 0, 0, 0, 0, 0, 17, 9, 26, 0, 37, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 26
INVAR-1, Run: 080, F, 0, 0, 0, 0, 0, 37, 9, 43, 0, 17, 0, 18, 2, 6, 9, 2, 1, 9, 18, 27, 2, 43
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 44, 9, 49, 0, 10, 0, 18, 4, 5, 9, 2, 2, 9, 18, 27, 4, 49
INVAR-1, Run: 082, F, 0, 0, 0, 0, 0, 47, 9, 53, 0, 7, 0, 18, 1, 6, 9, 2, 1, 9, 18, 27, 1, 53
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 42, 9, 47, 0, 12, 0, 18, 1, 5, 9, 4, 0, 9, 18, 27, 1, 47
INVAR-1, Run: 084, F, 0, 0, 0, 0, 0, 42, 9, 51, 0, 12, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 51
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 36, 9, 43, 0, 18, 0, 18, 1, 7, 9, 2, 0, 9, 18, 27, 1, 43
INVAR-1, Run: 086, F, 0, 0, 0, 0, 0, 33, 9, 38, 0, 21, 0, 18, 3, 5, 9, 4, 0, 9, 18, 27, 3, 38
INVAR-1, Run: 087, F, 0, 0, 0, 0, 0, 17, 9, 24, 0, 37, 0, 18, 0, 7, 9, 2, 0, 9, 18, 27, 0, 24
INVAR-1, Run: 088, F, 0, 0, 0, 0, 0, 46, 9, 55, 0, 8, 0, 18, 2, 9, 9, 0, 0, 9, 18, 27, 2, 55
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 45, 9, 54, 0, 9, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 54
INVAR-1, Run: 090, F, 0, 0, 0, 0, 0, 43, 9, 52, 0, 11, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 52
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 43, 9, 48, 0, 11, 0, 18, 4, 5, 9, 2, 2, 9, 18, 27, 4, 48
