Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 149, 11, 9, 149, 9, 6, 11, 8, 9, 18, 100, 50
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 96, 8, 6, 96, 9, 10, 7, 8, 9, 18, 170, 85
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 33, 13, 11, 33, 9, 7, 10, 8, 9, 18, 96, 48
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 93, 13, 13, 93, 9, 9, 8, 9, 9, 18, 118, 59
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 95, 12, 10, 95, 9, 8, 9, 8, 9, 18, 134, 67
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 54, 10, 8, 54, 9, 6, 11, 8, 9, 18, 148, 74
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 106, 8, 8, 106, 9, 8, 9, 9, 9, 18, 100, 50
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 84, 10, 8, 84, 9, 8, 9, 8, 9, 18, 144, 72
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 83, 10, 8, 83, 9, 10, 7, 8, 9, 18, 28, 14
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 67, 20, 18, 67, 9, 5, 12, 8, 9, 18, 74, 37
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 71, 10, 10, 71, 9, 9, 8, 9, 9, 18, 70, 35
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 123, 15, 15, 123, 9, 9, 8, 9, 9, 18, 34, 17
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 81, 13, 11, 81, 9, 10, 7, 8, 9, 18, 102, 51
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 96, 13, 13, 96, 9, 9, 8, 9, 9, 18, 416, 208
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 141, 8, 8, 141, 9, 8, 9, 9, 9, 18, 74, 37
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 146, 4, 4, 146, 9, 8, 9, 9, 9, 18, 42, 21
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 128, 12, 12, 128, 9, 10, 7, 9, 9, 18, 154, 77
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 134, 11, 11, 134, 9, 7, 10, 9, 9, 18, 298, 149
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 70, 8, 6, 70, 9, 10, 7, 8, 9, 18, 432, 216
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 118, 5, 5, 118, 9, 7, 10, 9, 9, 18, 92, 46
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 127, 14, 14, 127, 9, 10, 7, 9, 9, 18, 204, 102
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 76, 9, 9, 76, 9, 6, 11, 9, 9, 18, 166, 83
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 175, 8, 8, 175, 9, 8, 9, 9, 9, 18, 194, 97
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 133, 6, 6, 133, 9, 13, 4, 9, 9, 18, 250, 125
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 129, 14, 14, 129, 9, 10, 7, 9, 9, 18, 176, 88
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 120, 20, 18, 120, 9, 4, 13, 8, 9, 18, 98, 49
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 82, 17, 15, 82, 9, 4, 13, 8, 9, 18, 72, 36
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 86, 13, 11, 86, 9, 4, 13, 8, 9, 18, 108, 54
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 111, 6, 6, 111, 9, 8, 9, 9, 9, 18, 102, 51
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 113, 7, 7, 113, 9, 7, 10, 9, 9, 18, 562, 281
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 174, 9, 9, 174, 9, 10, 7, 9, 9, 18, 126, 63
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 131, 6, 6, 131, 9, 11, 6, 9, 9, 18, 188, 94
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 157, 12, 10, 157, 9, 7, 10, 8, 9, 18, 406, 203
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 54, 0, 4, 1, 4, 7, 0, 18, 67, 14, 10, 67, 9, 8, 9, 7, 9, 18, 84, 42
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 115, 2, 2, 115, 9, 9, 8, 9, 9, 18, 134, 67
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 113, 14, 12, 113, 9, 9, 8, 8, 9, 18, 90, 45
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 80, 5, 5, 80, 9, 8, 9, 9, 9, 18, 58, 29
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 105, 5, 5, 105, 9, 8, 9, 9, 9, 18, 232, 116
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 119, 7, 7, 119, 9, 6, 11, 9, 9, 18, 432, 216
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 92, 12, 10, 92, 9, 10, 7, 8, 9, 18, 106, 53
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 69, 10, 8, 69, 9, 9, 8, 8, 9, 18, 236, 118
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 128, 15, 15, 128, 9, 8, 9, 9, 9, 18, 84, 42
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 126, 13, 11, 126, 9, 9, 8, 8, 9, 18, 108, 54
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 87, 9, 9, 87, 9, 9, 8, 9, 9, 18, 80, 40
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 109, 12, 10, 109, 9, 8, 9, 8, 9, 18, 458, 229
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 123, 10, 8, 123, 9, 10, 7, 8, 9, 18, 350, 175
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 78, 9, 7, 78, 9, 9, 8, 8, 9, 18, 206, 103
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 160, 16, 16, 160, 9, 10, 7, 9, 9, 18, 240, 120
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 66, 11, 9, 66, 9, 7, 10, 8, 9, 18, 106, 53
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 121, 12, 12, 121, 9, 6, 11, 9, 9, 18, 96, 48
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 62, 9, 9, 62, 9, 10, 7, 9, 9, 18, 192, 96
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 211, 10, 10, 211, 9, 11, 6, 9, 9, 18, 200, 100
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 96, 8, 6, 96, 9, 5, 12, 8, 9, 18, 568, 284
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 184, 10, 10, 184, 9, 12, 5, 9, 9, 18, 64, 32
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 159, 10, 10, 159, 9, 7, 10, 9, 9, 18, 134, 67
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 102, 13, 11, 102, 9, 9, 8, 8, 9, 18, 62, 31
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 136, 3, 3, 136, 9, 7, 10, 9, 9, 18, 184, 92
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 93, 13, 13, 93, 9, 9, 8, 9, 9, 18, 60, 30
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 54, 0, 2, 1, 2, 8, 0, 18, 88, 12, 10, 88, 9, 10, 7, 8, 9, 18, 66, 33
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 115, 5, 5, 115, 9, 9, 8, 9, 9, 18, 84, 42
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 68, 10, 10, 68, 9, 10, 7, 9, 9, 18, 64, 32
INVAR-1, Run: 062, P, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 9, 0, 18, 97, 11, 11, 97, 9, 6, 11, 9, 9, 18, 392, 196
