Input Number, Run_Number, Result@ 100, Leaderan, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 28, 0, 0, 27, 0, 1, 11, 0, 13, 2, 2, 1, 55, 1, 0, 4, 7, 6, 8, 1, 1, 0, 28, 0, 0, 11, 0, 12, 1, 1, 0, 0, 36, 0, 13, 1, 14, 2, 1, 55, 1, 0, 10, 6, 3, 12, 4, 1, 1, 1, 1, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 050, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 54, 28, 0, 0, 27, 1, 0, 8, 2, 10, 3, 2, 1, 54, 2, 0, 19, 1, 22, 2, 1, 1, 0, 28, 0, 0, 1, 1, 2, 2, 1, 0, 0, 11, 0, 0, 0, 1, 1, 1, 55, 1, 0, 15, 5, 8, 17, 9, 1, 1, 1, 1, 1, 13, 0, 14, 0, 89, 4, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 0, 15, 0, 0, 74, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 051, F, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 53, 26, 0, 1, 23, 4, 0, 14, 4, 20, 6, 1, 1, 47, 7, 0, 1, 0, 9, 1, 1, 1, 0, 26, 0, 1, 1, 0, 3, 2, 1, 0, 0, 0, 0, 35, 6, 36, 7, 1, 52, 2, 0, 24, 0, 5, 27, 6, 1, 1, 1, 1, 1, 2, 0, 2, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 15, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 052, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 55, 28, 0, 0, 28, 0, 0, 3, 0, 4, 1, 1, 1, 54, 2, 0, 16, 2, 19, 3, 1, 1, 0, 28, 0, 0, 10, 3, 11, 4, 1, 0, 0, 11, 0, 19, 2, 20, 3, 1, 51, 5, 0, 9, 7, 5, 15, 6, 1, 1, 1, 1, 1, 18, 0, 13, 0, 86, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 1, 1, 0, 10, 0, 0, 81, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 053, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 54, 25, 3, 0, 27, 1, 0, 2, 0, 7, 1, 2, 1, 56, 0, 0, 1, 0, 2, 1, 1, 1, 0, 28, 0, 0, 23, 3, 24, 4, 1, 0, 0, 2, 0, 12, 2, 13, 3, 1, 52, 4, 0, 15, 0, 1, 20, 2, 1, 1, 1, 1, 1, 7, 0, 5, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 054, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 54, 27, 1, 0, 27, 1, 0, 4, 0, 7, 1, 2, 1, 55, 1, 0, 7, 0, 9, 1, 1, 1, 0, 27, 1, 0, 10, 5, 12, 6, 1, 0, 0, 4, 0, 10, 5, 11, 6, 1, 55, 1, 0, 5, 2, 1, 7, 2, 1, 1, 1, 1, 1, 20, 0, 7, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 71, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 53, 27, 1, 0, 27, 1, 0, 40, 6, 43, 7, 3, 1, 56, 0, 0, 16, 5, 17, 6, 1, 1, 0, 27, 0, 1, 12, 1, 14, 3, 1, 0, 0, 5, 0, 9, 2, 10, 3, 1, 51, 4, 1, 5, 1, 0, 11, 2, 1, 1, 1, 1, 1, 11, 1, 9, 0, 82, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 5, 2, 1, 16, 0, 0, 83, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 056, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 53, 27, 1, 0, 26, 2, 0, 0, 0, 4, 1, 2, 1, 54, 2, 0, 10, 3, 13, 4, 1, 1, 1, 28, 0, 0, 5, 1, 6, 2, 1, 0, 0, 0, 0, 28, 8, 29, 9, 1, 53, 3, 0, 10, 0, 0, 14, 1, 1, 1, 1, 1, 1, 7, 0, 4, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 9, 0, 0, 48, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 057, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 55, 27, 1, 0, 25, 3, 0, 8, 6, 13, 7, 1, 1, 54, 2, 0, 11, 4, 14, 5, 1, 1, 0, 28, 0, 0, 9, 5, 10, 6, 1, 0, 0, 1, 0, 5, 1, 6, 2, 1, 55, 1, 0, 0, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 058, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 53, 28, 0, 0, 27, 1, 0, 4, 0, 6, 1, 3, 1, 54, 2, 0, 15, 4, 18, 5, 1, 1, 0, 28, 0, 0, 1, 0, 2, 1, 1, 0, 0, 2, 0, 13, 3, 14, 4, 1, 52, 4, 0, 1, 0, 1, 6, 2, 1, 1, 1, 1, 1, 9, 0, 6, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 10, 0, 0, 62, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 059, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 54, 28, 0, 0, 27, 1, 0, 0, 0, 2, 1, 2, 1, 49, 7, 0, 20, 1, 28, 2, 1, 1, 0, 28, 0, 0, 11, 0, 12, 1, 1, 0, 0, 5, 0, 5, 0, 6, 1, 1, 55, 1, 0, 19, 1, 5, 21, 6, 1, 1, 1, 1, 1, 7, 0, 8, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 11, 0, 0, 44, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 060, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 50, 27, 1, 0, 27, 1, 0, 14, 4, 17, 5, 6, 1, 50, 6, 0, 4, 1, 11, 2, 1, 1, 0, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 7, 0, 9, 1, 10, 2, 1, 56, 0, 0, 9, 0, 3, 10, 4, 1, 1, 1, 1, 1, 0, 0, 14, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 061, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 55, 28, 0, 0, 26, 2, 0, 6, 0, 9, 1, 1, 1, 53, 3, 0, 24, 3, 28, 4, 1, 1, 0, 28, 0, 0, 2, 0, 3, 1, 1, 0, 0, 12, 0, 2, 1, 3, 2, 1, 52, 4, 0, 3, 0, 0, 8, 1, 1, 1, 1, 1, 1, 3, 0, 14, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 27, 1, 0, 28, 0, 0, 12, 2, 14, 3, 0, 1, 54, 2, 0, 4, 1, 7, 2, 1, 1, 0, 28, 0, 0, 38, 9, 39, 10, 1, 0, 0, 6, 0, 5, 2, 6, 3, 1, 51, 5, 0, 9, 2, 1, 15, 2, 1, 1, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 28, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 25, 2, 1, 28, 0, 0, 23, 4, 27, 6, 1, 1, 54, 2, 0, 8, 1, 11, 2, 1, 1, 0, 28, 0, 0, 18, 1, 18, 1, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 53, 3, 0, 14, 7, 3, 17, 3, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 28, 0, 0, 0, 0, 0, 0, 168, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 26, 2, 0, 27, 1, 0, 2, 0, 6, 1, 1, 1, 53, 3, 0, 3, 1, 7, 2, 1, 1, 0, 28, 0, 0, 12, 6, 12, 6, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 53, 3, 0, 16, 12, 3, 20, 3, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 55, 55, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 26, 2, 0, 28, 0, 0, 3, 0, 5, 0, 2, 0, 49, 5, 1, 0, 0, 7, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 066, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 55, 27, 1, 0, 28, 0, 0, 7, 6, 9, 7, 1, 1, 56, 0, 0, 15, 4, 16, 5, 1, 1, 0, 28, 0, 0, 2, 1, 3, 2, 1, 0, 0, 18, 0, 2, 1, 3, 2, 1, 52, 3, 1, 16, 2, 1, 21, 3, 1, 1, 1, 1, 1, 3, 0, 20, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7, 0, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 067, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 53, 28, 0, 0, 28, 0, 0, 11, 1, 12, 2, 3, 1, 50, 6, 0, 2, 0, 9, 1, 1, 1, 0, 27, 1, 0, 8, 0, 10, 1, 1, 0, 0, 2, 0, 8, 5, 9, 6, 1, 54, 2, 0, 0, 0, 0, 3, 1, 1, 1, 1, 1, 1, 12, 0, 6, 0, 79, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 15, 0, 0, 78, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 068, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 53, 27, 1, 0, 26, 1, 1, 5, 1, 9, 3, 2, 1, 54, 2, 0, 3, 0, 6, 1, 1, 1, 1, 27, 1, 0, 6, 0, 8, 1, 1, 0, 0, 44, 0, 11, 3, 12, 4, 1, 55, 0, 1, 3, 5, 1, 5, 3, 1, 1, 1, 1, 1, 7, 0, 48, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 14, 0, 0, 61, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 069, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 55, 28, 0, 0, 25, 3, 0, 0, 1, 4, 2, 1, 1, 54, 2, 0, 4, 3, 7, 4, 1, 1, 0, 27, 0, 0, 0, 1, 1, 2, 1, 0, 2, 8, 0, 3, 1, 6, 2, 1, 52, 4, 0, 4, 3, 0, 9, 1, 1, 1, 1, 1, 1, 8, 0, 10, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 8, 0, 0, 44, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 070, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 55, 28, 0, 0, 28, 0, 0, 11, 1, 12, 2, 1, 1, 54, 2, 0, 1, 0, 4, 1, 1, 1, 0, 28, 0, 0, 10, 4, 11, 5, 1, 0, 0, 7, 0, 0, 0, 1, 1, 1, 54, 2, 0, 3, 3, 3, 6, 4, 1, 1, 1, 1, 1, 13, 0, 9, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 12, 0, 0, 85, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 28, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 25, 3, 0, 28, 0, 0, 24, 4, 28, 5, 2, 1, 54, 2, 0, 1, 0, 4, 1, 1, 1, 0, 28, 0, 0, 42, 10, 42, 10, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 52, 4, 0, 4, 0, 0, 9, 1, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 072, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51, 26, 2, 0, 26, 2, 0, 35, 8, 40, 9, 5, 1, 53, 3, 0, 6, 2, 10, 3, 1, 1, 0, 28, 0, 0, 16, 5, 17, 6, 1, 0, 0, 1, 0, 9, 2, 10, 3, 1, 53, 3, 0, 28, 0, 6, 32, 7, 1, 1, 1, 1, 1, 0, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 073, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 52, 28, 0, 0, 27, 1, 0, 17, 4, 19, 5, 3, 1, 53, 3, 0, 2, 0, 6, 1, 1, 1, 1, 28, 0, 0, 34, 7, 35, 8, 1, 0, 0, 3, 0, 6, 0, 7, 1, 1, 51, 2, 1, 0, 2, 1, 4, 3, 1, 1, 1, 1, 1, 15, 0, 8, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 13, 0, 0, 72, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 074, F, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 1, 55, 27, 1, 0, 26, 1, 0, 1, 0, 4, 1, 1, 1, 54, 2, 0, 23, 7, 26, 8, 1, 1, 0, 28, 0, 0, 6, 2, 7, 3, 1, 0, 0, 10, 0, 7, 3, 8, 4, 1, 51, 4, 0, 2, 0, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 73, 0, 0, 15, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 78, 1, 0, 8, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-2, Run: 075, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 53, 27, 1, 0, 28, 0, 0, 21, 3, 23, 4, 3, 1, 51, 5, 0, 7, 2, 13, 3, 1, 1, 0, 28, 0, 0, 4, 0, 5, 1, 1, 0, 0, 7, 0, 2, 1, 3, 2, 1, 55, 1, 0, 8, 1, 0, 10, 1, 1, 1, 1, 1, 1, 13, 0, 11, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 15, 0, 0, 63, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 28, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 27, 1, 0, 26, 2, 0, 2, 0, 6, 1, 4, 1, 55, 1, 0, 25, 8, 27, 9, 1, 1, 0, 28, 0, 0, 4, 0, 4, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 51, 5, 0, 0, 7, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 077, F, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 51, 27, 1, 0, 26, 2, 0, 6, 0, 10, 1, 5, 1, 52, 3, 1, 21, 6, 26, 8, 1, 1, 0, 28, 0, 0, 6, 2, 7, 3, 1, 0, 0, 9, 0, 8, 2, 9, 3, 1, 54, 2, 0, 4, 3, 0, 7, 1, 1, 1, 1, 1, 1, 11, 1, 15, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 8, 0, 0, 54, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
