Input Number, Run_Number, Result@ 100, E, X1, F, A, B, C, PO, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 094, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 195, 8, 8, 195, 19, 10, 8, 19, 28, 38, 162, 90
INVAR-2, Run: 095, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 172, 6, 6, 172, 19, 11, 7, 19, 28, 38, 212, 115
INVAR-2, Run: 096, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 285, 12, 12, 185, 19, 16, 3, 19, 28, 39, 269, 143
INVAR-2, Run: 097, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 613, 19, 19, 513, 19, 17, 2, 19, 28, 39, 223, 120
INVAR-2, Run: 098, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 478, 19, 19, 378, 19, 13, 6, 19, 28, 39, 445, 231
INVAR-2, Run: 099, F, 1, 0, 0, 0, 0, 0, 0, 96, 0, 0, 1, 0, 18, 38, 187, 15, 15, 187, 19, 11, 7, 19, 28, 38, 130, 74
INVAR-2, Run: 100, F, 2, 0, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 17, 39, 279, 14, 14, 179, 19, 14, 5, 19, 28, 39, 229, 123
INVAR-3, Run: 001, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 740, 45, 45, 740, 55, 32, 22, 55, 82, 110, 952, 503
INVAR-3, Run: 002, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1243, 39, 39, 1243, 55, 34, 20, 55, 82, 110, 788, 421
INVAR-3, Run: 003, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 725, 32, 32, 725, 55, 28, 26, 55, 82, 110, 1164, 609
INVAR-3, Run: 004, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1213, 34, 34, 933, 55, 36, 19, 55, 82, 111, 1217, 635
INVAR-3, Run: 005, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1271, 47, 47, 1271, 55, 33, 21, 55, 82, 110, 2562, 1308
INVAR-3, Run: 006, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1604, 43, 43, 1324, 55, 33, 22, 55, 82, 111, 1525, 789
INVAR-3, Run: 007, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 970, 28, 28, 970, 55, 34, 20, 55, 82, 110, 1246, 650
INVAR-3, Run: 008, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1128, 47, 47, 848, 55, 31, 24, 55, 82, 111, 1397, 725
INVAR-3, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 716, 34, 32, 716, 55, 40, 14, 54, 82, 110, 1188, 621
INVAR-3, Run: 010, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1631, 35, 35, 1351, 55, 32, 23, 55, 82, 111, 1925, 989
INVAR-3, Run: 011, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1076, 28, 28, 1076, 55, 36, 18, 55, 82, 110, 1450, 752
INVAR-3, Run: 012, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1495, 46, 46, 1215, 55, 37, 18, 55, 82, 111, 1111, 582
INVAR-3, Run: 013, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1229, 26, 26, 1229, 55, 30, 24, 55, 82, 110, 1422, 738
INVAR-3, Run: 014, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1151, 42, 42, 1151, 55, 30, 24, 55, 82, 110, 1384, 719
INVAR-3, Run: 015, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 2177, 41, 41, 1897, 55, 35, 20, 55, 82, 111, 1735, 894
INVAR-3, Run: 016, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1354, 36, 36, 1074, 55, 34, 21, 55, 82, 111, 1727, 890
INVAR-3, Run: 017, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 916, 39, 39, 916, 55, 34, 20, 55, 82, 110, 3394, 1724
INVAR-3, Run: 018, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1326, 38, 36, 1326, 55, 33, 21, 54, 82, 110, 3308, 1681
INVAR-3, Run: 019, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1099, 44, 42, 1099, 55, 34, 20, 54, 82, 110, 1184, 619
INVAR-3, Run: 020, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 803, 27, 27, 803, 55, 38, 16, 55, 82, 110, 1530, 792
INVAR-3, Run: 021, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 988, 52, 52, 708, 55, 40, 15, 55, 82, 111, 1505, 779
INVAR-3, Run: 022, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1388, 27, 27, 1108, 55, 38, 17, 55, 82, 111, 991, 522
INVAR-3, Run: 023, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1679, 31, 31, 1679, 55, 29, 25, 55, 82, 110, 3376, 1715
INVAR-3, Run: 024, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 910, 29, 29, 910, 55, 30, 24, 55, 82, 110, 956, 505
INVAR-3, Run: 025, F, 3, 0, 0, 0, 0, 0, 0, 284, 0, 2, 1, 2, 52, 112, 786, 47, 45, 786, 56, 33, 22, 55, 82, 112, 870, 461
INVAR-3, Run: 026, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 976, 45, 45, 976, 55, 33, 21, 55, 82, 110, 2230, 1142
INVAR-3, Run: 027, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1700, 37, 37, 1420, 55, 35, 20, 55, 82, 111, 1637, 845
INVAR-3, Run: 028, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1181, 28, 28, 901, 55, 29, 26, 55, 82, 111, 1117, 585
INVAR-3, Run: 029, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1606, 27, 27, 1606, 55, 41, 13, 55, 82, 110, 1414, 734
INVAR-3, Run: 030, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1162, 31, 31, 882, 55, 34, 21, 55, 82, 111, 901, 477
INVAR-3, Run: 031, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 666, 35, 35, 666, 55, 36, 18, 55, 82, 110, 1506, 780
INVAR-3, Run: 032, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 730, 27, 27, 730, 55, 39, 15, 55, 82, 110, 996, 525
INVAR-3, Run: 033, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1386, 35, 35, 1386, 55, 34, 20, 55, 82, 110, 1404, 729
INVAR-3, Run: 034, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 899, 31, 31, 899, 55, 32, 22, 55, 82, 110, 932, 493
INVAR-3, Run: 035, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1802, 42, 42, 1522, 55, 32, 23, 55, 82, 111, 1957, 1005
INVAR-3, Run: 036, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1546, 38, 38, 1546, 55, 33, 21, 55, 82, 110, 1304, 679
INVAR-3, Run: 037, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1490, 39, 39, 1210, 55, 37, 18, 55, 82, 111, 1123, 588
INVAR-3, Run: 038, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 942, 39, 39, 942, 55, 32, 22, 55, 82, 110, 1568, 811
INVAR-3, Run: 039, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 893, 45, 45, 613, 55, 39, 16, 55, 82, 111, 1221, 637
INVAR-3, Run: 040, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 917, 38, 38, 637, 55, 33, 22, 55, 82, 111, 887, 470
INVAR-3, Run: 041, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1248, 48, 48, 1248, 55, 37, 17, 55, 82, 110, 1426, 740
INVAR-3, Run: 042, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1202, 43, 41, 1202, 55, 36, 18, 54, 82, 110, 1606, 830
INVAR-3, Run: 043, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 926, 49, 49, 926, 55, 32, 22, 55, 82, 110, 2276, 1165
INVAR-3, Run: 044, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1233, 35, 35, 1233, 55, 40, 14, 55, 82, 110, 2690, 1372
INVAR-3, Run: 045, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1152, 38, 36, 1152, 55, 36, 18, 54, 82, 110, 1314, 684
INVAR-3, Run: 046, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1198, 30, 30, 1198, 55, 32, 22, 55, 82, 110, 1442, 748
INVAR-3, Run: 047, F, 2, 0, 0, 0, 0, 0, 0, 284, 0, 4, 1, 4, 52, 112, 817, 33, 29, 817, 56, 28, 27, 54, 82, 112, 1336, 694
INVAR-3, Run: 048, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1022, 37, 35, 1022, 55, 37, 17, 54, 82, 110, 1258, 656
INVAR-3, Run: 049, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 963, 29, 29, 963, 55, 34, 20, 55, 82, 110, 1290, 672
INVAR-3, Run: 050, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1032, 31, 31, 1032, 55, 35, 19, 55, 82, 110, 896, 475
INVAR-3, Run: 051, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1164, 32, 32, 884, 55, 32, 23, 55, 82, 111, 1365, 709
INVAR-3, Run: 052, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 847, 39, 39, 847, 55, 38, 16, 55, 82, 110, 1310, 682
INVAR-3, Run: 053, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 929, 44, 44, 929, 55, 38, 16, 55, 82, 110, 900, 477
INVAR-3, Run: 054, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 842, 44, 42, 842, 55, 30, 24, 54, 82, 110, 1468, 761
INVAR-3, Run: 055, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1098, 36, 34, 1098, 55, 34, 20, 54, 82, 110, 1242, 648
INVAR-3, Run: 056, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1088, 35, 35, 1088, 55, 29, 25, 55, 82, 110, 1008, 531
INVAR-3, Run: 057, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 669, 12, 12, 669, 55, 36, 18, 55, 82, 110, 2078, 1066
INVAR-3, Run: 058, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 948, 50, 50, 948, 55, 41, 13, 55, 82, 110, 2440, 1247
INVAR-3, Run: 059, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1973, 37, 37, 1693, 55, 38, 17, 55, 82, 111, 1441, 747
INVAR-3, Run: 060, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 696, 45, 45, 696, 55, 38, 16, 55, 82, 110, 2220, 1137
INVAR-3, Run: 061, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1011, 25, 25, 1011, 55, 33, 21, 55, 82, 110, 3536, 1795
INVAR-3, Run: 062, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1138, 45, 45, 858, 55, 37, 18, 55, 82, 111, 1465, 759
INVAR-3, Run: 063, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 824, 19, 19, 824, 55, 35, 19, 55, 82, 110, 1398, 726
INVAR-3, Run: 064, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1808, 40, 40, 1528, 55, 31, 24, 55, 82, 111, 1795, 924
INVAR-3, Run: 065, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1316, 50, 50, 1036, 55, 31, 24, 55, 82, 111, 1765, 909
INVAR-3, Run: 066, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1458, 35, 35, 1178, 55, 33, 22, 55, 82, 111, 1811, 932
INVAR-3, Run: 067, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 911, 34, 34, 911, 55, 31, 23, 55, 82, 110, 894, 474
INVAR-3, Run: 068, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 992, 36, 36, 712, 55, 32, 23, 55, 82, 111, 1239, 646
INVAR-3, Run: 069, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1083, 41, 41, 1083, 55, 36, 18, 55, 82, 110, 1856, 955
INVAR-3, Run: 070, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1407, 32, 32, 1407, 55, 34, 20, 55, 82, 110, 1200, 627
INVAR-3, Run: 071, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1314, 55, 55, 1034, 55, 33, 22, 55, 82, 111, 1379, 716
INVAR-3, Run: 072, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1961, 46, 46, 1681, 55, 35, 20, 55, 82, 111, 1501, 777
INVAR-3, Run: 073, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 742, 26, 26, 742, 55, 35, 19, 55, 82, 110, 2724, 1389
INVAR-3, Run: 074, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 932, 25, 25, 932, 55, 39, 15, 55, 82, 110, 988, 521
INVAR-3, Run: 075, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1448, 25, 25, 1168, 55, 38, 17, 55, 82, 111, 1455, 754
INVAR-3, Run: 076, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1244, 37, 37, 1244, 55, 34, 20, 55, 82, 110, 1676, 865
INVAR-3, Run: 077, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 645, 37, 37, 645, 55, 31, 23, 55, 82, 110, 1930, 992
INVAR-3, Run: 078, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 711, 35, 35, 711, 55, 36, 18, 55, 82, 110, 1838, 946
INVAR-3, Run: 079, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1164, 45, 43, 1164, 55, 43, 11, 54, 82, 110, 1008, 531
INVAR-3, Run: 080, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1004, 37, 37, 724, 55, 35, 20, 55, 82, 111, 1667, 860
INVAR-3, Run: 081, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1026, 43, 43, 1026, 55, 35, 19, 55, 82, 110, 1246, 650
INVAR-3, Run: 082, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1065, 45, 43, 1065, 55, 36, 18, 54, 82, 110, 1856, 955
INVAR-3, Run: 083, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1115, 35, 35, 1115, 55, 31, 23, 55, 82, 110, 1544, 799
INVAR-3, Run: 084, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1306, 39, 39, 1026, 55, 37, 18, 55, 82, 111, 1247, 650
INVAR-3, Run: 085, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1143, 40, 40, 863, 55, 32, 23, 55, 82, 111, 1171, 612
INVAR-3, Run: 086, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 682, 34, 34, 402, 55, 32, 23, 55, 82, 111, 765, 409
INVAR-3, Run: 087, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1142, 42, 42, 1142, 55, 26, 28, 55, 82, 110, 1458, 756
INVAR-3, Run: 088, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1126, 42, 40, 1126, 55, 29, 25, 54, 82, 110, 2492, 1273
INVAR-3, Run: 089, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 943, 34, 34, 663, 55, 32, 23, 55, 82, 111, 1271, 662
INVAR-3, Run: 090, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 1345, 36, 34, 1345, 55, 32, 22, 54, 82, 110, 2350, 1202
INVAR-3, Run: 091, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 910, 30, 30, 630, 55, 36, 19, 55, 82, 111, 767, 410
INVAR-3, Run: 092, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 910, 33, 33, 910, 55, 29, 25, 55, 82, 110, 1702, 878
INVAR-3, Run: 093, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1724, 44, 44, 1444, 55, 37, 18, 55, 82, 111, 1269, 661
INVAR-3, Run: 094, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1397, 35, 35, 1117, 55, 41, 14, 55, 82, 111, 1667, 860
INVAR-3, Run: 095, F, 1, 0, 0, 0, 0, 0, 0, 276, 0, 0, 1, 0, 54, 110, 1034, 30, 30, 1034, 55, 36, 18, 55, 82, 110, 1556, 805
INVAR-3, Run: 096, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1385, 51, 51, 1105, 55, 30, 25, 55, 82, 111, 1445, 749
INVAR-3, Run: 097, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 990, 36, 34, 990, 55, 32, 22, 54, 82, 110, 1294, 674
INVAR-3, Run: 098, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 712, 38, 36, 712, 55, 37, 17, 54, 82, 110, 2738, 1396
INVAR-3, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 276, 0, 2, 1, 2, 54, 110, 562, 42, 40, 562, 55, 32, 22, 54, 82, 110, 1132, 593
INVAR-3, Run: 100, F, 2, 0, 0, 1, 0, 0, 1, 0, 280, 280, 0, 0, 53, 111, 1582, 36, 36, 1302, 55, 31, 24, 55, 82, 111, 1703, 878
INVAR-4, Run: 001, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 107, 10, 10, 37, 13, 7, 6, 13, 19, 27, 111, 61
INVAR-4, Run: 002, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 183, 6, 6, 113, 13, 10, 3, 13, 19, 27, 141, 76
INVAR-4, Run: 003, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 275, 13, 13, 205, 13, 4, 9, 13, 19, 27, 61, 36
INVAR-4, Run: 004, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 201, 6, 6, 131, 13, 8, 5, 13, 19, 27, 115, 63
INVAR-4, Run: 005, F, 2, 0, 1, 0, 0, 0, 0, 74, 0, 2, 1, 2, 11, 28, 34, 6, 4, 34, 14, 9, 4, 13, 19, 28, 152, 81
INVAR-4, Run: 006, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 209, 8, 8, 139, 13, 11, 2, 13, 19, 27, 85, 48
INVAR-4, Run: 007, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 203, 8, 8, 133, 13, 7, 6, 13, 19, 27, 153, 82
INVAR-4, Run: 008, F, 3, 0, 1, 0, 0, 0, 0, 74, 0, 0, 1, 0, 11, 28, 102, 16, 16, 102, 14, 4, 9, 14, 19, 28, 162, 86
INVAR-4, Run: 009, F, 0, 0, 1, 0, 0, 0, 0, 66, 0, 0, 1, 0, 13, 26, 64, 10, 10, 64, 13, 10, 2, 13, 19, 26, 130, 71
INVAR-4, Run: 010, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 116, 9, 9, 46, 13, 9, 4, 13, 19, 27, 125, 68
INVAR-4, Run: 011, F, 0, 0, 1, 0, 0, 0, 0, 66, 0, 0, 1, 0, 13, 26, 131, 11, 11, 131, 13, 8, 4, 13, 19, 26, 194, 103
INVAR-4, Run: 012, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 120, 10, 10, 50, 13, 5, 8, 13, 19, 27, 51, 31
INVAR-4, Run: 013, F, 0, 0, 1, 0, 0, 0, 0, 66, 0, 0, 1, 0, 13, 26, 66, 6, 6, 66, 13, 9, 3, 13, 19, 26, 142, 77
INVAR-4, Run: 014, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 169, 13, 13, 99, 13, 9, 4, 13, 19, 27, 197, 104
INVAR-4, Run: 015, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 151, 7, 7, 81, 13, 8, 5, 13, 19, 27, 71, 41
INVAR-4, Run: 016, F, 4, 0, 1, 1, 0, 0, 1, 0, 78, 78, 0, 0, 10, 29, 240, 5, 5, 162, 14, 10, 4, 14, 19, 29, 93, 51
INVAR-4, Run: 017, F, 0, 0, 1, 0, 0, 0, 0, 66, 0, 0, 1, 0, 13, 26, 171, 7, 7, 171, 13, 8, 4, 13, 19, 26, 96, 54
INVAR-4, Run: 018, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 130, 7, 7, 60, 13, 10, 3, 13, 19, 27, 145, 78
INVAR-4, Run: 019, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 210, 6, 6, 140, 13, 7, 6, 13, 19, 27, 167, 89
INVAR-4, Run: 020, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 184, 10, 10, 114, 13, 8, 5, 13, 19, 27, 127, 69
INVAR-4, Run: 021, F, 0, 0, 1, 0, 0, 0, 0, 66, 0, 0, 1, 0, 13, 26, 79, 8, 8, 79, 13, 6, 6, 13, 19, 26, 176, 94
INVAR-4, Run: 022, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 178, 9, 9, 108, 13, 9, 4, 13, 19, 27, 183, 97
INVAR-4, Run: 023, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 183, 14, 14, 113, 13, 6, 7, 13, 19, 27, 159, 85
INVAR-4, Run: 024, F, 3, 0, 1, 0, 0, 0, 0, 74, 0, 0, 1, 0, 11, 28, 55, 8, 8, 55, 14, 8, 5, 14, 19, 28, 136, 73
INVAR-4, Run: 025, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 255, 6, 6, 185, 13, 9, 4, 13, 19, 27, 151, 81
INVAR-4, Run: 026, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 259, 8, 8, 189, 13, 6, 7, 13, 19, 27, 217, 114
INVAR-4, Run: 027, F, 2, 0, 1, 0, 0, 0, 0, 74, 0, 2, 1, 2, 11, 28, 76, 10, 8, 76, 14, 11, 2, 13, 19, 28, 110, 60
INVAR-4, Run: 028, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 199, 10, 10, 129, 13, 11, 2, 13, 19, 27, 107, 59
INVAR-4, Run: 029, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 266, 12, 12, 196, 13, 9, 4, 13, 19, 27, 133, 72
INVAR-4, Run: 030, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 189, 7, 7, 119, 13, 8, 5, 13, 19, 27, 213, 112
INVAR-4, Run: 031, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 213, 10, 10, 143, 13, 9, 4, 13, 19, 27, 157, 84
INVAR-4, Run: 032, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 225, 6, 6, 155, 13, 8, 5, 13, 19, 27, 151, 81
INVAR-4, Run: 033, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 128, 8, 8, 58, 13, 9, 4, 13, 19, 27, 235, 123
INVAR-4, Run: 034, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 230, 9, 9, 160, 13, 8, 5, 13, 19, 27, 139, 75
INVAR-4, Run: 035, F, 0, 0, 1, 0, 0, 0, 0, 66, 0, 0, 1, 0, 13, 26, 80, 7, 7, 80, 13, 10, 2, 13, 19, 26, 48, 30
INVAR-4, Run: 036, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 109, 5, 5, 39, 13, 6, 7, 13, 19, 27, 83, 47
INVAR-4, Run: 037, F, 2, 0, 1, 0, 0, 0, 0, 74, 0, 2, 1, 2, 11, 28, 81, 10, 8, 81, 14, 7, 6, 13, 19, 28, 126, 68
INVAR-4, Run: 038, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 127, 9, 9, 57, 13, 8, 5, 13, 19, 27, 109, 60
INVAR-4, Run: 039, F, 1, 0, 1, 1, 0, 0, 1, 0, 70, 70, 0, 0, 12, 27, 191, 6, 6, 121, 13, 11, 2, 13, 19, 27, 135, 73
