Input Number, Run_Number, Result@ 100, X, V, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 1, 1, 0, 84, 62, 11, 5, 67, 10
INVAR-1, Run: 002, F, 0, 1, 0, 100, 74, 12, 2, 84, 3
INVAR-1, Run: 003, F, 1, 2, 0, 123, 89, 12, 2, 92, 9
INVAR-1, Run: 004, F, 4, 0, 0, 96, 70, 12, 2, 74, 10
INVAR-1, Run: 005, F, 2, 0, 0, 89, 66, 12, 2, 61, 19
INVAR-1, Run: 006, F, 2, 0, 0, 98, 71, 11, 5, 76, 11
INVAR-1, Run: 007, F, 1, 0, 0, 108, 79, 12, 2, 81, 12
INVAR-1, Run: 008, F, 0, 2, 0, 88, 65, 11, 5, 64, 15
INVAR-1, Run: 009, F, 0, 1, 0, 85, 64, 12, 2, 59, 18
INVAR-1, Run: 010, F, 1, 1, 0, 105, 77, 12, 2, 79, 11
INVAR-1, Run: 011, F, 0, 1, 0, 115, 84, 12, 2, 93, 4
INVAR-1, Run: 012, F, 0, 1, 0, 103, 76, 12, 2, 88, 1
INVAR-1, Run: 013, F, 0, 2, 0, 112, 82, 12, 2, 86, 8
INVAR-1, Run: 014, F, 2, 0, 0, 119, 86, 12, 2, 91, 9
INVAR-1, Run: 015, F, 1, 2, 0, 102, 75, 12, 2, 80, 7
INVAR-1, Run: 016, F, 0, 1, 0, 94, 70, 12, 2, 80, 3
INVAR-1, Run: 017, F, 1, 2, 0, 117, 85, 12, 2, 91, 6
INVAR-1, Run: 018, F, 1, 1, 0, 111, 81, 12, 2, 84, 10
INVAR-1, Run: 019, F, 1, 0, 0, 84, 63, 12, 2, 73, 4
INVAR-1, Run: 020, F, 0, 2, 0, 88, 66, 12, 2, 72, 6
INVAR-1, Run: 021, F, 2, 0, 0, 122, 87, 11, 5, 94, 9
INVAR-1, Run: 022, F, 0, 1, 0, 85, 64, 12, 2, 66, 11
INVAR-1, Run: 023, F, 3, 0, 0, 100, 73, 12, 2, 72, 15
INVAR-1, Run: 024, F, 1, 1, 0, 111, 81, 12, 2, 89, 5
INVAR-1, Run: 025, F, 0, 1, 0, 106, 78, 12, 2, 87, 4
INVAR-1, Run: 026, F, 2, 0, 0, 104, 76, 12, 2, 84, 6
INVAR-1, Run: 027, F, 1, 0, 0, 99, 73, 12, 2, 76, 11
INVAR-1, Run: 028, F, 2, 1, 0, 104, 76, 12, 2, 86, 3
INVAR-1, Run: 029, F, 1, 2, 0, 111, 81, 12, 2, 93, 0
INVAR-1, Run: 030, F, 0, 4, 0, 97, 72, 12, 2, 73, 9
INVAR-1, Run: 031, F, 1, 0, 0, 90, 67, 12, 2, 66, 15
INVAR-1, Run: 032, F, 0, 1, 0, 100, 74, 12, 2, 85, 2
INVAR-1, Run: 033, F, 1, 1, 0, 111, 81, 12, 2, 89, 5
INVAR-1, Run: 034, F, 0, 1, 0, 112, 82, 12, 2, 94, 1
INVAR-1, Run: 035, F, 0, 2, 0, 103, 76, 12, 2, 79, 9
INVAR-1, Run: 036, F, 2, 1, 0, 98, 72, 12, 2, 76, 9
INVAR-1, Run: 037, F, 1, 1, 0, 114, 83, 12, 2, 92, 4
INVAR-1, Run: 038, F, 3, 0, 0, 97, 71, 12, 2, 81, 4
INVAR-1, Run: 039, F, 2, 0, 0, 101, 74, 12, 2, 81, 7
INVAR-1, Run: 040, F, 1, 1, 0, 105, 76, 11, 5, 78, 13
INVAR-1, Run: 041, F, 2, 0, 0, 107, 77, 11, 5, 84, 9
INVAR-1, Run: 042, F, 2, 0, 0, 101, 74, 12, 2, 74, 14
INVAR-1, Run: 043, F, 2, 0, 0, 95, 69, 11, 5, 66, 19
INVAR-1, Run: 044, F, 2, 1, 0, 110, 80, 12, 2, 90, 3
INVAR-1, Run: 045, F, 1, 0, 0, 99, 73, 12, 2, 73, 14
INVAR-1, Run: 046, F, 2, 0, 0, 83, 62, 12, 2, 66, 10
INVAR-1, Run: 047, F, 1, 0, 0, 90, 67, 12, 2, 72, 9
INVAR-1, Run: 048, F, 0, 1, 0, 103, 76, 12, 2, 83, 6
INVAR-1, Run: 049, F, 1, 2, 0, 99, 73, 12, 2, 82, 3
INVAR-1, Run: 050, F, 2, 0, 0, 104, 76, 12, 2, 84, 6
INVAR-1, Run: 051, F, 0, 1, 0, 121, 88, 12, 2, 91, 10
INVAR-1, Run: 052, F, 3, 0, 0, 94, 69, 12, 2, 67, 16
INVAR-1, Run: 053, F, 1, 1, 0, 102, 75, 12, 2, 85, 3
INVAR-1, Run: 054, F, 2, 0, 0, 89, 66, 12, 2, 75, 5
INVAR-1, Run: 055, F, 1, 0, 0, 108, 79, 12, 2, 86, 7
INVAR-1, Run: 056, F, 0, 1, 0, 97, 72, 12, 2, 72, 13
INVAR-1, Run: 057, F, 0, 2, 0, 109, 80, 12, 2, 88, 4
INVAR-1, Run: 058, F, 0, 1, 0, 106, 77, 11, 5, 91, 1
INVAR-1, Run: 059, F, 2, 1, 0, 116, 84, 12, 2, 83, 14
INVAR-1, Run: 060, F, 0, 4, 0, 121, 88, 12, 2, 93, 5
INVAR-1, Run: 061, F, 1, 1, 0, 96, 71, 12, 2, 76, 8
INVAR-1, Run: 062, F, 2, 1, 0, 98, 72, 12, 2, 79, 6
INVAR-1, Run: 063, F, 2, 0, 0, 107, 77, 11, 5, 86, 7
INVAR-1, Run: 064, F, 4, 0, 0, 123, 88, 12, 2, 92, 10
INVAR-1, Run: 065, F, 0, 2, 0, 88, 65, 11, 5, 73, 6
INVAR-1, Run: 066, F, 1, 0, 0, 93, 69, 12, 2, 79, 4
INVAR-1, Run: 067, F, 1, 1, 0, 102, 75, 12, 2, 80, 8
INVAR-1, Run: 068, F, 1, 0, 0, 99, 73, 12, 2, 80, 7
INVAR-1, Run: 069, F, 2, 0, 0, 95, 70, 12, 2, 80, 4
INVAR-1, Run: 070, F, 0, 1, 0, 106, 77, 11, 5, 77, 15
INVAR-1, Run: 071, F, 1, 1, 0, 87, 65, 12, 2, 69, 9
INVAR-1, Run: 072, F, 0, 1, 0, 97, 72, 12, 2, 84, 1
INVAR-1, Run: 073, F, 1, 0, 0, 114, 83, 12, 2, 95, 2
INVAR-1, Run: 074, F, 0, 2, 0, 94, 70, 12, 2, 77, 5
INVAR-1, Run: 075, F, 2, 2, 0, 125, 90, 12, 2, 93, 9
INVAR-1, Run: 076, F, 0, 3, 0, 106, 78, 12, 2, 82, 7
INVAR-1, Run: 077, F, 0, 2, 0, 88, 66, 12, 2, 72, 6
INVAR-1, Run: 078, F, 2, 0, 0, 113, 81, 11, 5, 82, 15
INVAR-1, Run: 079, F, 4, 0, 0, 108, 78, 12, 2, 76, 16
INVAR-1, Run: 080, F, 0, 1, 0, 91, 68, 12, 2, 77, 4
INVAR-1, Run: 081, F, 3, 1, 0, 91, 67, 12, 2, 74, 6
INVAR-1, Run: 082, F, 0, 2, 0, 106, 78, 12, 2, 88, 2
INVAR-1, Run: 083, F, 0, 1, 0, 91, 68, 12, 2, 75, 6
INVAR-1, Run: 084, F, 0, 2, 0, 106, 78, 12, 2, 77, 13
INVAR-1, Run: 085, F, 1, 1, 0, 108, 79, 12, 2, 87, 5
INVAR-1, Run: 086, F, 1, 1, 0, 84, 62, 11, 5, 62, 15
INVAR-1, Run: 087, F, 0, 2, 0, 103, 76, 12, 2, 82, 6
INVAR-1, Run: 088, F, 2, 3, 0, 107, 78, 12, 2, 85, 4
INVAR-1, Run: 089, F, 0, 2, 0, 88, 66, 12, 2, 74, 4
INVAR-1, Run: 090, F, 1, 1, 0, 99, 73, 12, 2, 77, 9
INVAR-1, Run: 091, F, 2, 0, 0, 113, 82, 12, 2, 88, 8
INVAR-1, Run: 092, F, 0, 1, 0, 94, 70, 12, 2, 74, 9
INVAR-1, Run: 093, F, 0, 1, 0, 91, 68, 12, 2, 74, 7
INVAR-1, Run: 094, F, 3, 1, 0, 91, 66, 11, 5, 60, 21
INVAR-1, Run: 095, F, 0, 1, 0, 100, 74, 12, 2, 79, 8
INVAR-1, Run: 096, F, 2, 1, 0, 110, 79, 11, 5, 83, 11
INVAR-1, Run: 097, F, 1, 1, 0, 87, 65, 12, 2, 69, 9
INVAR-1, Run: 098, F, 1, 3, 0, 90, 67, 12, 2, 71, 7
INVAR-1, Run: 099, F, 0, 2, 0, 100, 74, 12, 2, 83, 3
INVAR-1, Run: 100, F, 2, 0, 0, 104, 76, 12, 2, 87, 3
INVAR-10, Run: 001, F, 0, 1, 0, 100, 80, 16, 2, 90, 7
INVAR-10, Run: 002, F, 0, 2, 0, 109, 85, 15, 5, 93, 10
INVAR-10, Run: 003, F, 1, 0, 0, 111, 86, 15, 5, 85, 21
INVAR-10, Run: 004, F, 2, 1, 0, 101, 80, 16, 2, 86, 11
INVAR-10, Run: 005, F, 0, 1, 0, 106, 84, 16, 2, 96, 5
INVAR-10, Run: 006, F, 2, 0, 0, 113, 88, 16, 2, 96, 10
INVAR-10, Run: 007, F, 0, 2, 0, 124, 95, 15, 5, 98, 15
INVAR-10, Run: 008, F, 1, 0, 0, 90, 72, 15, 5, 82, 10
INVAR-10, Run: 009, F, 4, 2, 0, 99, 78, 16, 2, 89, 5
INVAR-10, Run: 010, F, 1, 2, 0, 108, 85, 16, 2, 93, 8
INVAR-10, Run: 011, F, 2, 1, 0, 95, 76, 16, 2, 86, 7
INVAR-10, Run: 012, F, 0, 1, 0, 100, 80, 16, 2, 82, 15
INVAR-10, Run: 013, F, 0, 1, 0, 121, 94, 16, 2, 102, 9
INVAR-10, Run: 014, F, 4, 0, 0, 99, 77, 15, 5, 92, 5
INVAR-10, Run: 015, F, 0, 3, 0, 106, 84, 16, 2, 89, 10
INVAR-10, Run: 016, F, 2, 0, 0, 110, 86, 16, 2, 99, 5
INVAR-10, Run: 017, F, 0, 2, 0, 97, 78, 16, 2, 92, 2
INVAR-10, Run: 018, F, 2, 2, 0, 86, 70, 16, 2, 82, 4
INVAR-10, Run: 019, F, 0, 2, 0, 103, 82, 16, 2, 86, 12
INVAR-10, Run: 020, F, 0, 2, 0, 97, 78, 16, 2, 89, 5
INVAR-10, Run: 021, F, 2, 1, 0, 92, 74, 16, 2, 74, 17
INVAR-10, Run: 022, F, 0, 1, 0, 73, 62, 16, 2, 72, 7
INVAR-10, Run: 023, F, 2, 1, 0, 89, 72, 16, 2, 77, 12
INVAR-10, Run: 024, F, 0, 1, 0, 109, 86, 16, 2, 96, 7
INVAR-10, Run: 025, F, 0, 1, 0, 100, 79, 15, 5, 73, 25
INVAR-10, Run: 026, F, 1, 0, 0, 111, 87, 16, 2, 94, 11
INVAR-10, Run: 027, F, 1, 0, 0, 69, 59, 16, 2, 63, 14
INVAR-10, Run: 028, F, 2, 1, 0, 92, 74, 16, 2, 80, 11
INVAR-10, Run: 029, F, 2, 0, 0, 101, 80, 16, 2, 77, 21
INVAR-10, Run: 030, F, 2, 1, 0, 92, 74, 16, 2, 87, 4
INVAR-10, Run: 031, F, 0, 2, 0, 91, 74, 16, 2, 80, 10
INVAR-10, Run: 032, F, 2, 1, 0, 107, 84, 16, 2, 98, 3
INVAR-10, Run: 033, F, 3, 0, 0, 91, 73, 16, 2, 89, 2
INVAR-10, Run: 034, F, 2, 1, 0, 104, 82, 16, 2, 88, 11
INVAR-10, Run: 035, F, 2, 0, 0, 104, 82, 16, 2, 82, 18
INVAR-10, Run: 036, F, 1, 1, 0, 99, 79, 16, 2, 86, 10
INVAR-10, Run: 037, F, 2, 0, 0, 107, 84, 16, 2, 84, 18
INVAR-10, Run: 038, F, 1, 1, 0, 111, 86, 15, 5, 102, 3
INVAR-10, Run: 039, F, 0, 1, 0, 100, 80, 16, 2, 94, 3
INVAR-10, Run: 040, F, 0, 2, 0, 82, 68, 16, 2, 73, 11
INVAR-10, Run: 041, F, 1, 2, 0, 108, 85, 16, 2, 92, 9
INVAR-10, Run: 042, F, 2, 1, 0, 89, 72, 16, 2, 87, 2
INVAR-10, Run: 043, F, 2, 0, 0, 107, 84, 16, 2, 98, 4
INVAR-10, Run: 044, F, 2, 1, 0, 107, 84, 16, 2, 91, 10
INVAR-10, Run: 045, F, 2, 0, 0, 116, 90, 16, 2, 97, 11
INVAR-10, Run: 046, F, 0, 2, 0, 94, 75, 15, 5, 74, 19
INVAR-10, Run: 047, F, 0, 2, 0, 100, 79, 15, 5, 74, 23
INVAR-10, Run: 048, F, 2, 1, 0, 101, 80, 16, 2, 89, 8
INVAR-10, Run: 049, F, 0, 1, 0, 94, 75, 15, 5, 65, 29
INVAR-10, Run: 050, F, 2, 0, 0, 101, 80, 16, 2, 95, 3
INVAR-10, Run: 051, F, 2, 1, 0, 113, 88, 16, 2, 98, 7
INVAR-10, Run: 052, F, 0, 1, 0, 106, 84, 16, 2, 82, 19
INVAR-10, Run: 053, F, 1, 0, 0, 90, 73, 16, 2, 79, 12
INVAR-10, Run: 054, F, 2, 2, 0, 104, 82, 16, 2, 69, 29
INVAR-10, Run: 055, F, 2, 2, 0, 110, 86, 16, 2, 78, 24
INVAR-10, Run: 056, F, 2, 2, 0, 89, 72, 16, 2, 75, 13
INVAR-10, Run: 057, F, 2, 0, 0, 98, 78, 16, 2, 85, 11
INVAR-10, Run: 058, F, 2, 1, 0, 107, 84, 16, 2, 80, 21
INVAR-10, Run: 059, F, 2, 0, 0, 110, 86, 16, 2, 90, 14
INVAR-10, Run: 060, F, 2, 2, 0, 116, 90, 16, 2, 101, 5
INVAR-10, Run: 061, F, 1, 0, 0, 96, 77, 16, 2, 89, 6
INVAR-10, Run: 062, F, 2, 1, 0, 92, 74, 16, 2, 73, 18
INVAR-10, Run: 063, F, 0, 4, 0, 94, 75, 15, 5, 80, 11
INVAR-10, Run: 064, F, 1, 0, 0, 99, 78, 15, 5, 80, 18
INVAR-10, Run: 065, F, 1, 1, 0, 81, 67, 16, 2, 75, 9
INVAR-10, Run: 066, F, 1, 0, 0, 102, 81, 16, 2, 68, 31
INVAR-10, Run: 067, F, 0, 2, 0, 124, 96, 16, 2, 94, 18
INVAR-10, Run: 068, F, 0, 1, 0, 97, 78, 16, 2, 89, 6
INVAR-10, Run: 069, F, 1, 0, 0, 102, 81, 16, 2, 80, 19
INVAR-10, Run: 070, F, 2, 0, 0, 89, 72, 16, 2, 74, 16
INVAR-10, Run: 071, F, 1, 1, 0, 108, 85, 16, 2, 94, 8
INVAR-10, Run: 072, F, 2, 0, 0, 104, 82, 16, 2, 97, 3
INVAR-10, Run: 073, F, 1, 1, 0, 78, 65, 16, 2, 75, 7
INVAR-10, Run: 074, F, 1, 0, 0, 90, 73, 16, 2, 76, 15
INVAR-10, Run: 075, F, 1, 0, 0, 111, 87, 16, 2, 91, 14
INVAR-10, Run: 076, F, 2, 0, 0, 119, 92, 16, 2, 102, 8
INVAR-10, Run: 077, F, 1, 1, 0, 123, 95, 16, 2, 92, 20
INVAR-10, Run: 078, F, 1, 2, 0, 93, 75, 16, 2, 80, 11
INVAR-10, Run: 079, F, 1, 0, 0, 99, 79, 16, 2, 87, 10
INVAR-10, Run: 080, F, 1, 1, 0, 96, 77, 16, 2, 86, 8
INVAR-10, Run: 081, F, 2, 2, 0, 101, 80, 16, 2, 71, 25
INVAR-10, Run: 082, F, 2, 0, 0, 101, 80, 16, 2, 82, 16
INVAR-10, Run: 083, F, 0, 2, 0, 82, 68, 16, 2, 80, 4
INVAR-10, Run: 084, F, 2, 0, 0, 92, 74, 16, 2, 74, 18
INVAR-10, Run: 085, F, 1, 1, 0, 87, 71, 16, 2, 82, 6
INVAR-10, Run: 086, F, 2, 0, 0, 80, 66, 16, 2, 74, 10
INVAR-10, Run: 087, F, 2, 1, 0, 95, 76, 16, 2, 77, 16
INVAR-10, Run: 088, F, 4, 1, 0, 93, 74, 16, 2, 65, 26
INVAR-10, Run: 089, F, 0, 2, 0, 85, 70, 16, 2, 58, 28
INVAR-10, Run: 090, F, 2, 1, 0, 83, 68, 16, 2, 78, 7
INVAR-10, Run: 091, F, 2, 0, 0, 89, 72, 16, 2, 77, 13
INVAR-10, Run: 092, F, 1, 0, 0, 96, 76, 15, 5, 87, 9
INVAR-10, Run: 093, F, 1, 1, 0, 111, 87, 16, 2, 101, 3
INVAR-10, Run: 094, F, 0, 1, 0, 91, 74, 16, 2, 76, 15
INVAR-10, Run: 095, F, 1, 1, 0, 72, 61, 16, 2, 58, 20
INVAR-10, Run: 096, F, 1, 0, 0, 102, 80, 15, 5, 75, 25
INVAR-10, Run: 097, F, 2, 1, 0, 104, 82, 16, 2, 87, 12
INVAR-10, Run: 098, F, 0, 3, 0, 97, 78, 16, 2, 84, 9
INVAR-10, Run: 099, F, 2, 0, 0, 92, 73, 15, 5, 80, 13
INVAR-10, Run: 100, F, 0, 1, 0, 115, 90, 16, 2, 98, 9
INVAR-11, Run: 001, F, 2, 0, 0, 85, 73, 31, 7, 79, 32
INVAR-11, Run: 002, F, 0, 1, 0, 117, 97, 33, 1, 103, 27
INVAR-11, Run: 003, F, 1, 2, 0, 98, 83, 32, 4, 92, 25
INVAR-11, Run: 004, F, 3, 0, 0, 105, 87, 32, 4, 103, 20
INVAR-11, Run: 005, F, 0, 2, 0, 105, 89, 33, 1, 88, 33
INVAR-11, Run: 006, F, 2, 0, 0, 115, 94, 32, 4, 119, 11
INVAR-11, Run: 007, F, 1, 0, 0, 89, 77, 32, 4, 82, 31
INVAR-11, Run: 008, F, 0, 3, 0, 99, 85, 33, 1, 96, 20
INVAR-11, Run: 009, F, 1, 2, 0, 101, 84, 31, 7, 90, 30
INVAR-11, Run: 010, F, 2, 0, 0, 109, 91, 33, 1, 120, 5
INVAR-11, Run: 011, F, 0, 1, 0, 93, 81, 33, 1, 90, 24
INVAR-11, Run: 012, F, 0, 1, 0, 114, 95, 33, 1, 111, 17
INVAR-11, Run: 013, F, 0, 1, 0, 111, 93, 33, 1, 88, 38
INVAR-11, Run: 014, F, 2, 0, 0, 118, 97, 33, 1, 99, 32
INVAR-11, Run: 015, F, 2, 0, 0, 97, 82, 32, 4, 95, 23
INVAR-11, Run: 016, F, 2, 0, 0, 97, 82, 32, 4, 88, 30
INVAR-11, Run: 017, F, 0, 1, 0, 93, 81, 33, 1, 91, 23
INVAR-11, Run: 018, F, 2, 0, 0, 91, 79, 33, 1, 100, 13
INVAR-11, Run: 019, F, 1, 1, 0, 110, 92, 33, 1, 96, 29
INVAR-11, Run: 020, F, 2, 0, 0, 109, 90, 32, 4, 114, 12
INVAR-11, Run: 021, F, 0, 1, 0, 105, 88, 32, 4, 99, 24
INVAR-11, Run: 022, F, 1, 0, 0, 116, 95, 32, 4, 103, 28
INVAR-11, Run: 023, F, 1, 2, 0, 98, 84, 33, 1, 87, 29
INVAR-11, Run: 024, F, 0, 1, 0, 114, 94, 32, 4, 109, 20
INVAR-11, Run: 025, F, 1, 1, 0, 89, 77, 32, 4, 82, 30
INVAR-11, Run: 026, F, 0, 1, 0, 99, 84, 32, 4, 84, 35
INVAR-11, Run: 027, F, 3, 0, 0, 78, 69, 32, 4, 72, 33
INVAR-11, Run: 028, F, 1, 1, 0, 98, 84, 33, 1, 90, 27
INVAR-11, Run: 029, F, 2, 1, 0, 97, 82, 32, 4, 98, 19
INVAR-11, Run: 030, F, 0, 1, 0, 99, 84, 32, 4, 81, 38
INVAR-11, Run: 031, F, 1, 0, 0, 101, 85, 32, 4, 89, 32
INVAR-11, Run: 032, F, 0, 2, 0, 114, 95, 33, 1, 121, 6
INVAR-11, Run: 033, F, 2, 0, 0, 94, 80, 32, 4, 82, 34
INVAR-11, Run: 034, F, 2, 0, 0, 112, 93, 33, 1, 120, 7
INVAR-11, Run: 035, F, 2, 0, 0, 79, 71, 33, 1, 93, 12
INVAR-11, Run: 036, F, 1, 0, 0, 104, 88, 33, 1, 97, 25
INVAR-11, Run: 037, F, 0, 1, 0, 102, 86, 32, 4, 102, 19
INVAR-11, Run: 038, F, 0, 3, 0, 114, 95, 33, 1, 108, 18
INVAR-11, Run: 039, F, 0, 1, 0, 90, 78, 32, 4, 85, 28
INVAR-11, Run: 040, F, 1, 0, 0, 92, 80, 33, 1, 89, 25
INVAR-11, Run: 041, F, 2, 1, 0, 97, 83, 33, 1, 109, 7
INVAR-11, Run: 042, F, 2, 1, 0, 91, 79, 33, 1, 100, 12
INVAR-11, Run: 043, F, 2, 0, 0, 97, 83, 33, 1, 111, 6
INVAR-11, Run: 044, F, 1, 0, 0, 95, 81, 32, 4, 103, 14
INVAR-11, Run: 045, F, 1, 1, 0, 107, 90, 33, 1, 99, 24
INVAR-11, Run: 046, F, 1, 2, 0, 95, 81, 32, 4, 89, 26
INVAR-11, Run: 047, F, 2, 0, 0, 100, 85, 33, 1, 117, 2
INVAR-11, Run: 048, F, 0, 1, 0, 114, 94, 32, 4, 97, 32
INVAR-11, Run: 049, F, 4, 1, 0, 101, 85, 33, 1, 78, 40
INVAR-11, Run: 050, F, 0, 1, 0, 93, 81, 33, 1, 97, 17
INVAR-11, Run: 051, F, 0, 2, 0, 102, 87, 33, 1, 99, 20
INVAR-11, Run: 052, F, 1, 1, 0, 89, 78, 33, 1, 89, 22
INVAR-11, Run: 053, F, 2, 0, 0, 79, 70, 32, 4, 89, 17
INVAR-11, Run: 054, F, 3, 1, 0, 93, 79, 32, 4, 86, 28
INVAR-11, Run: 055, F, 3, 1, 0, 87, 76, 33, 1, 105, 4
INVAR-11, Run: 056, F, 1, 2, 0, 95, 82, 33, 1, 97, 17
INVAR-11, Run: 057, F, 1, 0, 0, 107, 90, 33, 1, 111, 13
INVAR-11, Run: 058, F, 1, 3, 0, 98, 84, 33, 1, 107, 8
INVAR-11, Run: 059, F, 0, 2, 0, 87, 77, 33, 1, 98, 11
INVAR-11, Run: 060, F, 2, 1, 0, 88, 77, 33, 1, 105, 5
INVAR-11, Run: 061, F, 0, 1, 0, 87, 76, 32, 4, 88, 23
INVAR-11, Run: 062, F, 4, 1, 0, 92, 78, 32, 4, 81, 32
INVAR-11, Run: 063, F, 1, 1, 0, 80, 72, 33, 1, 87, 18
INVAR-11, Run: 064, F, 0, 2, 0, 96, 82, 32, 4, 88, 28
INVAR-11, Run: 065, F, 0, 1, 0, 105, 89, 33, 1, 87, 35
INVAR-11, Run: 066, F, 0, 1, 0, 99, 85, 33, 1, 95, 23
INVAR-11, Run: 067, F, 2, 1, 0, 88, 77, 33, 1, 104, 6
INVAR-11, Run: 068, F, 0, 2, 0, 96, 83, 33, 1, 102, 13
INVAR-11, Run: 069, F, 1, 0, 0, 116, 95, 32, 4, 100, 31
INVAR-11, Run: 070, F, 2, 0, 0, 115, 94, 32, 4, 88, 42
INVAR-11, Run: 071, F, 2, 0, 0, 94, 81, 33, 1, 92, 23
INVAR-11, Run: 072, F, 4, 1, 0, 119, 97, 33, 1, 113, 17
INVAR-11, Run: 073, F, 3, 0, 0, 96, 82, 33, 1, 100, 16
INVAR-11, Run: 074, F, 1, 1, 0, 110, 92, 33, 1, 117, 8
INVAR-11, Run: 075, F, 2, 0, 0, 106, 88, 32, 4, 90, 34
INVAR-11, Run: 076, F, 1, 1, 0, 110, 92, 33, 1, 110, 15
INVAR-11, Run: 077, F, 0, 1, 0, 102, 86, 32, 4, 95, 26
INVAR-11, Run: 078, F, 1, 1, 0, 92, 79, 32, 4, 89, 25
INVAR-11, Run: 079, F, 1, 1, 0, 89, 77, 32, 4, 87, 25
INVAR-11, Run: 080, F, 0, 3, 0, 96, 83, 33, 1, 107, 7
INVAR-11, Run: 081, F, 4, 0, 0, 113, 92, 32, 4, 103, 25
INVAR-11, Run: 082, F, 1, 1, 0, 101, 85, 32, 4, 103, 17
INVAR-11, Run: 083, F, 0, 2, 0, 87, 76, 32, 4, 79, 31
INVAR-11, Run: 084, F, 0, 2, 0, 111, 92, 32, 4, 98, 28
INVAR-11, Run: 085, F, 1, 2, 0, 104, 88, 33, 1, 115, 5
INVAR-11, Run: 086, F, 2, 0, 0, 118, 96, 32, 4, 116, 16
INVAR-11, Run: 087, F, 2, 1, 0, 82, 72, 32, 4, 88, 19
INVAR-11, Run: 088, F, 4, 0, 0, 98, 83, 33, 1, 95, 22
INVAR-11, Run: 089, F, 0, 3, 0, 84, 75, 33, 1, 86, 20
INVAR-11, Run: 090, F, 1, 0, 0, 95, 81, 32, 4, 92, 25
INVAR-11, Run: 091, F, 2, 3, 0, 121, 99, 33, 1, 125, 5
INVAR-11, Run: 092, F, 3, 1, 0, 117, 96, 33, 1, 124, 5
INVAR-11, Run: 093, F, 2, 0, 0, 106, 89, 33, 1, 96, 27
INVAR-11, Run: 094, F, 1, 1, 0, 107, 90, 33, 1, 93, 30
INVAR-11, Run: 095, F, 0, 1, 0, 108, 90, 32, 4, 89, 36
INVAR-11, Run: 096, F, 0, 1, 0, 99, 85, 33, 1, 83, 35
INVAR-11, Run: 097, F, 1, 3, 0, 110, 91, 32, 4, 97, 27
INVAR-11, Run: 098, F, 1, 1, 0, 110, 92, 33, 1, 97, 28
INVAR-11, Run: 099, F, 0, 3, 0, 117, 96, 32, 4, 123, 6
INVAR-11, Run: 100, F, 2, 1, 0, 109, 91, 33, 1, 116, 8
INVAR-12, Run: 001, F, 2, 1, 0, 111, 116, 66, 2, 121, 62
INVAR-12, Run: 002, F, 2, 0, 0, 108, 114, 66, 2, 83, 99
INVAR-12, Run: 003, F, 2, 2, 0, 114, 118, 66, 2, 174, 10
INVAR-12, Run: 004, F, 0, 4, 0, 116, 120, 66, 2, 142, 42
INVAR-12, Run: 005, F, 1, 0, 0, 88, 100, 65, 5, 104, 66
INVAR-12, Run: 006, F, 0, 1, 0, 107, 114, 66, 2, 120, 61
INVAR-12, Run: 007, F, 0, 2, 0, 92, 104, 66, 2, 121, 49
INVAR-12, Run: 008, F, 2, 0, 0, 93, 103, 65, 5, 118, 55
INVAR-12, Run: 009, F, 0, 2, 0, 92, 103, 65, 5, 144, 27
INVAR-12, Run: 010, F, 0, 1, 0, 98, 107, 65, 5, 143, 33
INVAR-12, Run: 011, F, 0, 1, 0, 101, 110, 66, 2, 166, 11
INVAR-12, Run: 012, F, 2, 0, 0, 105, 112, 66, 2, 168, 12
INVAR-12, Run: 013, F, 2, 1, 0, 99, 107, 65, 5, 94, 82
INVAR-12, Run: 014, F, 1, 0, 0, 94, 105, 66, 2, 129, 44
INVAR-12, Run: 015, F, 2, 0, 0, 84, 98, 66, 2, 123, 43
INVAR-12, Run: 016, F, 2, 2, 0, 93, 104, 66, 2, 130, 40
INVAR-12, Run: 017, F, 1, 1, 0, 100, 109, 66, 2, 153, 23
INVAR-12, Run: 018, F, 1, 0, 0, 94, 104, 65, 5, 88, 86
INVAR-12, Run: 019, F, 2, 0, 0, 99, 108, 66, 2, 107, 69
INVAR-12, Run: 020, F, 1, 1, 0, 103, 111, 66, 2, 118, 60
INVAR-12, Run: 021, F, 1, 0, 0, 82, 96, 65, 5, 106, 60
INVAR-12, Run: 022, F, 0, 1, 0, 86, 100, 66, 2, 144, 23
INVAR-12, Run: 023, F, 0, 1, 0, 92, 104, 66, 2, 98, 73
INVAR-12, Run: 024, F, 0, 2, 0, 107, 113, 65, 5, 136, 45
INVAR-12, Run: 025, F, 1, 0, 0, 103, 111, 66, 2, 107, 72
INVAR-12, Run: 026, F, 0, 2, 0, 110, 116, 66, 2, 166, 16
INVAR-12, Run: 027, F, 3, 0, 0, 95, 105, 66, 2, 126, 47
INVAR-12, Run: 028, F, 2, 0, 0, 102, 110, 66, 2, 123, 55
INVAR-12, Run: 029, F, 1, 2, 0, 91, 102, 65, 5, 117, 53
INVAR-12, Run: 030, F, 1, 1, 0, 94, 105, 66, 2, 140, 32
INVAR-12, Run: 031, F, 2, 2, 0, 117, 120, 66, 2, 171, 15
