Input Number, Run_Number, Result@ 100, X, V, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-18, Run: 018, F, 0, 2, 0, 96, 118, 54, 3, 129, 44
INVAR-18, Run: 019, F, 0, 1, 0, 99, 120, 54, 3, 113, 63
INVAR-18, Run: 020, F, 2, 2, 0, 106, 124, 54, 3, 104, 75
INVAR-18, Run: 021, F, 0, 1, 0, 96, 118, 54, 3, 115, 59
INVAR-18, Run: 022, F, 0, 1, 0, 90, 113, 53, 6, 131, 40
INVAR-18, Run: 023, F, 0, 1, 0, 78, 106, 54, 3, 147, 15
INVAR-18, Run: 024, F, 2, 0, 0, 79, 106, 54, 3, 120, 43
INVAR-18, Run: 025, F, 1, 1, 0, 104, 123, 54, 3, 148, 31
INVAR-18, Run: 026, F, 2, 0, 0, 106, 124, 54, 3, 130, 51
INVAR-18, Run: 027, F, 2, 1, 0, 103, 122, 54, 3, 143, 35
INVAR-18, Run: 028, F, 0, 2, 0, 111, 128, 54, 3, 150, 33
INVAR-18, Run: 029, F, 1, 0, 0, 83, 109, 54, 3, 148, 18
INVAR-18, Run: 030, F, 0, 1, 0, 99, 120, 54, 3, 145, 31
INVAR-18, Run: 031, F, 3, 1, 0, 96, 117, 54, 3, 136, 37
INVAR-18, Run: 032, F, 0, 2, 0, 96, 118, 54, 3, 122, 51
INVAR-18, Run: 033, F, 0, 1, 0, 99, 120, 54, 3, 119, 57
INVAR-18, Run: 034, F, 2, 1, 0, 106, 125, 55, 0, 125, 54
INVAR-18, Run: 035, F, 0, 1, 0, 90, 114, 54, 3, 120, 50
INVAR-18, Run: 036, F, 2, 1, 0, 85, 110, 54, 3, 115, 51
INVAR-18, Run: 037, F, 0, 1, 0, 87, 112, 54, 3, 125, 43
INVAR-18, Run: 038, F, 1, 1, 0, 119, 134, 55, 0, 183, 5
INVAR-18, Run: 039, F, 2, 1, 0, 97, 118, 54, 3, 114, 60
INVAR-18, Run: 040, F, 2, 0, 0, 97, 118, 54, 3, 130, 45
INVAR-18, Run: 041, F, 0, 2, 0, 93, 116, 54, 3, 128, 43
INVAR-18, Run: 042, F, 1, 0, 0, 80, 107, 54, 3, 138, 26
INVAR-18, Run: 043, F, 1, 0, 0, 92, 115, 54, 3, 138, 34
INVAR-18, Run: 044, F, 2, 1, 0, 97, 118, 54, 3, 146, 28
INVAR-18, Run: 045, F, 0, 2, 0, 117, 131, 53, 6, 142, 46
INVAR-18, Run: 046, F, 1, 1, 0, 110, 127, 54, 3, 177, 6
INVAR-18, Run: 047, F, 2, 1, 0, 100, 120, 54, 3, 155, 21
INVAR-18, Run: 048, F, 0, 2, 0, 90, 114, 54, 3, 112, 57
INVAR-18, Run: 049, F, 0, 1, 0, 120, 135, 55, 0, 178, 11
INVAR-18, Run: 050, F, 0, 2, 0, 105, 124, 54, 3, 147, 32
INVAR-18, Run: 051, F, 0, 3, 0, 108, 127, 55, 0, 137, 42
INVAR-18, Run: 052, F, 2, 0, 0, 88, 112, 54, 3, 130, 39
INVAR-18, Run: 053, F, 3, 0, 0, 102, 121, 54, 3, 126, 52
INVAR-18, Run: 054, F, 1, 1, 0, 119, 133, 54, 3, 161, 28
INVAR-18, Run: 055, F, 1, 0, 0, 104, 123, 54, 3, 158, 22
INVAR-18, Run: 056, F, 0, 1, 0, 108, 126, 54, 3, 134, 48
INVAR-18, Run: 057, F, 0, 2, 0, 102, 122, 54, 3, 132, 45
INVAR-18, Run: 058, F, 2, 0, 0, 94, 116, 54, 3, 110, 63
INVAR-18, Run: 059, F, 0, 1, 0, 99, 120, 54, 3, 127, 49
INVAR-18, Run: 060, F, 0, 1, 0, 96, 118, 54, 3, 116, 58
INVAR-18, Run: 061, F, 1, 0, 0, 107, 125, 54, 3, 125, 57
INVAR-18, Run: 062, F, 0, 2, 0, 96, 118, 54, 3, 150, 23
INVAR-18, Run: 063, F, 0, 1, 0, 105, 124, 54, 3, 132, 48
INVAR-18, Run: 064, F, 1, 0, 0, 110, 127, 54, 3, 135, 49
INVAR-18, Run: 065, F, 0, 1, 0, 87, 112, 54, 3, 122, 46
INVAR-18, Run: 066, F, 2, 0, 0, 91, 114, 54, 3, 157, 14
INVAR-18, Run: 067, F, 0, 3, 0, 108, 126, 54, 3, 133, 47
INVAR-18, Run: 068, F, 1, 0, 0, 86, 111, 54, 3, 110, 58
INVAR-18, Run: 069, F, 2, 0, 0, 112, 128, 54, 3, 138, 47
INVAR-18, Run: 070, F, 0, 1, 0, 87, 112, 54, 3, 108, 60
INVAR-18, Run: 071, F, 2, 1, 0, 88, 112, 54, 3, 120, 48
INVAR-18, Run: 072, F, 0, 2, 0, 90, 114, 54, 3, 93, 76
INVAR-18, Run: 073, F, 1, 0, 0, 86, 111, 54, 3, 118, 50
INVAR-18, Run: 074, F, 2, 0, 0, 100, 119, 53, 6, 122, 56
INVAR-18, Run: 075, F, 1, 0, 0, 101, 120, 53, 6, 111, 68
INVAR-18, Run: 076, F, 1, 1, 0, 110, 127, 54, 3, 135, 48
INVAR-18, Run: 077, F, 1, 1, 0, 83, 109, 54, 3, 85, 80
INVAR-18, Run: 078, F, 0, 1, 0, 93, 116, 54, 3, 104, 68
INVAR-18, Run: 079, F, 1, 0, 0, 95, 117, 54, 3, 139, 35
INVAR-18, Run: 080, F, 2, 0, 0, 94, 116, 54, 3, 157, 16
INVAR-18, Run: 081, F, 0, 2, 0, 87, 112, 54, 3, 120, 47
INVAR-18, Run: 082, F, 2, 1, 0, 103, 122, 54, 3, 133, 45
INVAR-18, Run: 083, F, 0, 1, 0, 99, 120, 54, 3, 119, 57
INVAR-18, Run: 084, F, 1, 1, 0, 98, 118, 53, 6, 114, 62
INVAR-18, Run: 085, F, 0, 2, 0, 87, 112, 54, 3, 99, 68
INVAR-18, Run: 086, F, 1, 0, 0, 107, 125, 54, 3, 139, 43
INVAR-18, Run: 087, F, 2, 1, 0, 106, 123, 53, 6, 124, 57
INVAR-18, Run: 088, F, 1, 1, 0, 101, 121, 54, 3, 126, 51
INVAR-18, Run: 089, F, 0, 1, 0, 87, 112, 54, 3, 107, 61
INVAR-18, Run: 090, F, 0, 1, 0, 99, 120, 54, 3, 115, 61
INVAR-18, Run: 091, F, 2, 0, 0, 109, 126, 54, 3, 126, 57
INVAR-18, Run: 092, F, 1, 1, 0, 101, 121, 54, 3, 134, 43
INVAR-18, Run: 093, F, 2, 0, 0, 97, 117, 53, 6, 145, 31
INVAR-18, Run: 094, F, 1, 1, 0, 107, 125, 54, 3, 126, 55
INVAR-18, Run: 095, F, 2, 1, 0, 130, 140, 54, 3, 166, 30
INVAR-18, Run: 096, F, 0, 2, 0, 90, 113, 53, 6, 110, 60
INVAR-18, Run: 097, F, 2, 0, 0, 94, 116, 54, 3, 108, 65
INVAR-18, Run: 098, F, 0, 1, 0, 102, 122, 54, 3, 165, 13
INVAR-18, Run: 099, F, 0, 3, 0, 114, 131, 55, 0, 176, 7
INVAR-18, Run: 100, F, 0, 2, 0, 87, 112, 54, 3, 134, 33
INVAR-19, Run: 001, F, 1, 1, 0, 85, 68, 0, 0, 67, 0
INVAR-19, Run: 002, F, 3, 0, 0, 98, 76, 0, 0, 76, 0
INVAR-19, Run: 003, F, 1, 0, 0, 91, 72, 0, 0, 72, 0
INVAR-19, Run: 004, F, 1, 1, 0, 112, 86, 0, 0, 85, 0
INVAR-19, Run: 005, F, 2, 0, 0, 111, 85, 0, 0, 85, 0
INVAR-19, Run: 006, F, 1, 0, 0, 100, 78, 0, 0, 78, 0
INVAR-19, Run: 007, F, 0, 2, 0, 116, 89, 0, 0, 87, 0
INVAR-19, Run: 008, F, 1, 1, 0, 94, 74, 0, 0, 73, 0
INVAR-19, Run: 009, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 010, F, 2, 1, 0, 111, 85, 0, 0, 84, 0
INVAR-19, Run: 011, F, 1, 1, 0, 103, 80, 0, 0, 79, 0
INVAR-19, Run: 012, F, 1, 2, 0, 103, 80, 0, 0, 78, 0
INVAR-19, Run: 013, F, 2, 2, 0, 96, 75, 0, 0, 73, 0
INVAR-19, Run: 014, F, 2, 2, 0, 114, 87, 0, 0, 85, 0
INVAR-19, Run: 015, F, 0, 2, 0, 92, 73, 0, 0, 71, 0
INVAR-19, Run: 016, F, 2, 0, 0, 111, 85, 0, 0, 85, 0
INVAR-19, Run: 017, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 018, F, 0, 1, 0, 92, 73, 0, 0, 72, 0
INVAR-19, Run: 019, F, 1, 1, 0, 109, 84, 0, 0, 83, 0
INVAR-19, Run: 020, F, 2, 0, 0, 99, 77, 0, 0, 77, 0
INVAR-19, Run: 021, F, 0, 2, 0, 104, 81, 0, 0, 79, 0
INVAR-19, Run: 022, F, 2, 1, 0, 108, 83, 0, 0, 82, 0
INVAR-19, Run: 023, F, 2, 1, 0, 99, 77, 0, 0, 76, 0
INVAR-19, Run: 024, F, 2, 1, 0, 87, 69, 0, 0, 68, 0
INVAR-19, Run: 025, F, 0, 1, 0, 95, 75, 0, 0, 74, 0
INVAR-19, Run: 026, F, 2, 0, 0, 90, 71, 0, 0, 71, 0
INVAR-19, Run: 027, F, 0, 1, 0, 116, 89, 0, 0, 88, 0
INVAR-19, Run: 028, F, 2, 0, 0, 126, 95, 0, 0, 95, 0
INVAR-19, Run: 029, F, 1, 0, 0, 106, 82, 0, 0, 82, 0
INVAR-19, Run: 030, F, 0, 1, 0, 101, 79, 0, 0, 78, 0
INVAR-19, Run: 031, F, 0, 1, 0, 98, 77, 0, 0, 76, 0
INVAR-19, Run: 032, F, 1, 0, 0, 109, 84, 0, 0, 84, 0
INVAR-19, Run: 033, F, 2, 0, 0, 114, 87, 0, 0, 87, 0
INVAR-19, Run: 034, F, 0, 1, 0, 113, 87, 0, 0, 86, 0
INVAR-19, Run: 035, F, 1, 1, 0, 91, 72, 0, 0, 71, 0
INVAR-19, Run: 036, F, 0, 1, 0, 95, 75, 0, 0, 74, 0
INVAR-19, Run: 037, F, 0, 1, 0, 104, 81, 0, 0, 80, 0
INVAR-19, Run: 038, F, 0, 1, 0, 95, 75, 0, 0, 74, 0
INVAR-19, Run: 039, F, 0, 1, 0, 116, 89, 0, 0, 88, 0
INVAR-19, Run: 040, F, 3, 0, 0, 101, 78, 0, 0, 78, 0
INVAR-19, Run: 041, F, 1, 0, 0, 103, 80, 0, 0, 80, 0
INVAR-19, Run: 042, F, 0, 1, 0, 98, 77, 0, 0, 76, 0
INVAR-19, Run: 043, F, 0, 2, 0, 98, 77, 0, 0, 75, 0
INVAR-19, Run: 044, F, 2, 0, 0, 123, 93, 0, 0, 93, 0
INVAR-19, Run: 045, F, 0, 1, 0, 119, 91, 0, 0, 90, 0
INVAR-19, Run: 046, F, 0, 3, 0, 104, 81, 0, 0, 78, 0
INVAR-19, Run: 047, F, 0, 2, 0, 98, 77, 0, 0, 75, 0
INVAR-19, Run: 048, F, 2, 0, 0, 108, 83, 0, 0, 83, 0
INVAR-19, Run: 049, F, 2, 1, 0, 105, 81, 0, 0, 80, 0
INVAR-19, Run: 050, F, 1, 0, 0, 85, 68, 0, 0, 68, 0
INVAR-19, Run: 051, F, 2, 0, 0, 90, 71, 0, 0, 71, 0
INVAR-19, Run: 052, F, 1, 0, 0, 88, 70, 0, 0, 70, 0
INVAR-19, Run: 053, F, 3, 1, 0, 107, 82, 0, 0, 81, 0
INVAR-19, Run: 054, F, 1, 0, 0, 97, 76, 0, 0, 76, 0
INVAR-19, Run: 055, F, 0, 2, 0, 104, 81, 0, 0, 79, 0
INVAR-19, Run: 056, F, 2, 0, 0, 117, 89, 0, 0, 89, 0
INVAR-19, Run: 057, F, 0, 1, 0, 95, 75, 0, 0, 74, 0
INVAR-19, Run: 058, F, 0, 3, 0, 92, 73, 0, 0, 70, 0
INVAR-19, Run: 059, F, 1, 0, 0, 103, 80, 0, 0, 80, 0
INVAR-19, Run: 060, F, 2, 2, 0, 114, 87, 0, 0, 85, 0
INVAR-19, Run: 061, F, 1, 1, 0, 103, 80, 0, 0, 79, 0
INVAR-19, Run: 062, F, 0, 1, 0, 107, 83, 0, 0, 82, 0
INVAR-19, Run: 063, F, 0, 1, 0, 98, 77, 0, 0, 76, 0
INVAR-19, Run: 064, F, 2, 0, 0, 102, 79, 0, 0, 79, 0
INVAR-19, Run: 065, F, 0, 2, 0, 95, 75, 0, 0, 73, 0
INVAR-19, Run: 066, F, 2, 1, 0, 114, 87, 0, 0, 86, 0
INVAR-19, Run: 067, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 068, F, 0, 1, 0, 98, 77, 0, 0, 76, 0
INVAR-19, Run: 069, F, 2, 2, 0, 102, 79, 0, 0, 77, 0
INVAR-19, Run: 070, F, 1, 0, 0, 115, 88, 0, 0, 88, 0
INVAR-19, Run: 071, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 072, F, 1, 2, 0, 97, 76, 0, 0, 74, 0
INVAR-19, Run: 073, F, 2, 1, 0, 108, 83, 0, 0, 82, 0
INVAR-19, Run: 074, F, 0, 2, 0, 89, 71, 0, 0, 69, 0
INVAR-19, Run: 075, F, 0, 1, 0, 128, 97, 0, 0, 96, 0
INVAR-19, Run: 076, F, 2, 0, 0, 90, 71, 0, 0, 71, 0
INVAR-19, Run: 077, F, 0, 1, 0, 101, 79, 0, 0, 78, 0
INVAR-19, Run: 078, F, 0, 1, 0, 98, 77, 0, 0, 76, 0
INVAR-19, Run: 079, F, 0, 2, 0, 89, 71, 0, 0, 69, 0
INVAR-19, Run: 080, F, 2, 1, 0, 99, 77, 0, 0, 76, 0
INVAR-19, Run: 081, F, 2, 0, 0, 108, 83, 0, 0, 83, 0
INVAR-19, Run: 082, F, 2, 1, 0, 93, 73, 0, 0, 72, 0
INVAR-19, Run: 083, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 084, F, 1, 1, 0, 97, 76, 0, 0, 75, 0
INVAR-19, Run: 085, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 086, F, 0, 1, 0, 80, 65, 0, 0, 64, 0
INVAR-19, Run: 087, F, 1, 0, 0, 103, 80, 0, 0, 80, 0
INVAR-19, Run: 088, F, 2, 0, 0, 93, 73, 0, 0, 73, 0
INVAR-19, Run: 089, F, 2, 0, 0, 96, 75, 0, 0, 75, 0
INVAR-19, Run: 090, F, 1, 0, 0, 118, 90, 0, 0, 90, 0
INVAR-19, Run: 091, F, 1, 2, 0, 79, 64, 0, 0, 62, 0
INVAR-19, Run: 092, F, 0, 1, 0, 98, 77, 0, 0, 76, 0
INVAR-19, Run: 093, F, 1, 0, 0, 100, 78, 0, 0, 78, 0
INVAR-19, Run: 094, F, 0, 1, 0, 89, 71, 0, 0, 70, 0
INVAR-19, Run: 095, F, 0, 2, 0, 95, 75, 0, 0, 73, 0
INVAR-19, Run: 096, F, 2, 1, 0, 93, 73, 0, 0, 72, 0
INVAR-19, Run: 097, F, 0, 1, 0, 101, 79, 0, 0, 78, 0
INVAR-19, Run: 098, F, 2, 0, 0, 93, 73, 0, 0, 73, 0
INVAR-19, Run: 099, F, 0, 1, 0, 110, 85, 0, 0, 84, 0
INVAR-19, Run: 100, F, 1, 0, 0, 94, 74, 0, 0, 74, 0
INVAR-2, Run: 001, F, 0, 1, 0, 100, 86, 22, 2, 98, 11
INVAR-2, Run: 002, F, 3, 3, 0, 109, 91, 22, 2, 100, 12
INVAR-2, Run: 003, F, 1, 2, 0, 90, 79, 22, 2, 69, 32
INVAR-2, Run: 004, F, 3, 1, 0, 106, 88, 21, 5, 75, 38
INVAR-2, Run: 005, F, 0, 2, 0, 97, 84, 22, 2, 89, 17
INVAR-2, Run: 006, F, 1, 1, 0, 96, 83, 22, 2, 104, 2
INVAR-2, Run: 007, F, 0, 1, 0, 97, 83, 21, 5, 91, 17
INVAR-2, Run: 008, F, 2, 1, 0, 95, 82, 22, 2, 98, 7
INVAR-2, Run: 009, F, 0, 1, 0, 106, 89, 21, 5, 103, 11
INVAR-2, Run: 010, F, 1, 1, 0, 93, 81, 22, 2, 97, 7
INVAR-2, Run: 011, F, 3, 0, 0, 91, 79, 22, 2, 83, 20
INVAR-2, Run: 012, F, 2, 0, 0, 92, 80, 22, 2, 96, 8
INVAR-2, Run: 013, F, 0, 1, 0, 118, 97, 21, 5, 104, 18
INVAR-2, Run: 014, F, 0, 2, 0, 112, 94, 22, 2, 111, 5
INVAR-2, Run: 015, F, 2, 0, 0, 101, 86, 22, 2, 85, 25
INVAR-2, Run: 016, F, 1, 0, 0, 90, 79, 22, 2, 87, 16
INVAR-2, Run: 017, F, 0, 3, 0, 115, 96, 22, 2, 89, 28
INVAR-2, Run: 018, F, 4, 1, 0, 84, 73, 21, 5, 73, 25
INVAR-2, Run: 019, F, 2, 0, 0, 95, 82, 22, 2, 98, 8
INVAR-2, Run: 020, F, 2, 1, 0, 98, 84, 22, 2, 101, 6
INVAR-2, Run: 021, F, 2, 0, 0, 116, 95, 21, 5, 107, 14
INVAR-2, Run: 022, F, 2, 0, 0, 98, 83, 21, 5, 102, 7
INVAR-2, Run: 023, F, 4, 0, 0, 96, 82, 22, 2, 73, 33
INVAR-2, Run: 024, F, 1, 0, 0, 120, 99, 22, 2, 110, 13
INVAR-2, Run: 025, F, 0, 2, 0, 127, 103, 21, 5, 100, 27
INVAR-2, Run: 026, F, 2, 0, 0, 104, 87, 21, 5, 79, 34
INVAR-2, Run: 027, F, 2, 1, 0, 107, 90, 22, 2, 98, 15
INVAR-2, Run: 028, F, 0, 2, 0, 118, 98, 22, 2, 114, 6
INVAR-2, Run: 029, F, 2, 1, 0, 110, 91, 21, 5, 76, 40
INVAR-2, Run: 030, F, 0, 1, 0, 97, 84, 22, 2, 95, 12
INVAR-2, Run: 031, F, 1, 0, 0, 93, 81, 22, 2, 67, 38
INVAR-2, Run: 032, F, 2, 0, 0, 104, 88, 22, 2, 88, 24
INVAR-2, Run: 033, F, 0, 2, 0, 82, 73, 21, 5, 74, 23
INVAR-2, Run: 034, F, 2, 1, 0, 92, 80, 22, 2, 96, 7
INVAR-2, Run: 035, F, 0, 1, 0, 97, 84, 22, 2, 89, 18
INVAR-2, Run: 036, F, 2, 0, 0, 86, 76, 22, 2, 89, 11
INVAR-2, Run: 037, F, 1, 0, 0, 108, 91, 22, 2, 99, 16
INVAR-2, Run: 038, F, 1, 1, 0, 81, 73, 22, 2, 83, 13
INVAR-2, Run: 039, F, 1, 1, 0, 96, 82, 21, 5, 68, 39
INVAR-2, Run: 040, F, 0, 2, 0, 94, 81, 21, 5, 101, 4
INVAR-2, Run: 041, F, 0, 2, 0, 112, 93, 21, 5, 91, 26
INVAR-2, Run: 042, F, 2, 1, 0, 89, 78, 22, 2, 93, 8
INVAR-2, Run: 043, F, 2, 0, 0, 98, 84, 22, 2, 96, 12
INVAR-2, Run: 044, F, 1, 2, 0, 93, 81, 22, 2, 64, 39
INVAR-2, Run: 045, F, 2, 0, 0, 86, 75, 21, 5, 95, 6
INVAR-2, Run: 046, F, 1, 4, 0, 105, 88, 21, 5, 75, 35
INVAR-2, Run: 047, F, 0, 1, 0, 103, 88, 22, 2, 86, 25
INVAR-2, Run: 048, F, 4, 0, 0, 99, 84, 22, 2, 100, 8
INVAR-2, Run: 049, F, 2, 1, 0, 98, 84, 22, 2, 78, 29
INVAR-2, Run: 050, F, 2, 1, 0, 104, 87, 21, 5, 78, 34
INVAR-2, Run: 051, F, 1, 0, 0, 123, 101, 22, 2, 112, 13
INVAR-2, Run: 052, F, 2, 1, 0, 122, 99, 21, 5, 109, 15
INVAR-2, Run: 053, F, 0, 2, 0, 100, 86, 22, 2, 91, 17
INVAR-2, Run: 054, F, 0, 2, 0, 97, 84, 22, 2, 99, 7
INVAR-2, Run: 055, F, 2, 0, 0, 104, 88, 22, 2, 100, 12
INVAR-2, Run: 056, F, 2, 1, 0, 98, 84, 22, 2, 76, 31
INVAR-2, Run: 057, F, 1, 0, 0, 108, 91, 22, 2, 104, 11
INVAR-2, Run: 058, F, 2, 2, 0, 101, 86, 22, 2, 93, 15
INVAR-2, Run: 059, F, 3, 0, 0, 115, 95, 22, 2, 105, 14
INVAR-2, Run: 060, F, 1, 0, 0, 111, 93, 22, 2, 107, 10
INVAR-2, Run: 061, F, 0, 3, 0, 112, 94, 22, 2, 94, 21
INVAR-2, Run: 062, F, 1, 0, 0, 102, 86, 21, 5, 80, 32
INVAR-2, Run: 063, F, 0, 2, 0, 103, 88, 22, 2, 85, 25
INVAR-2, Run: 064, F, 2, 0, 0, 92, 79, 21, 5, 73, 32
INVAR-2, Run: 065, F, 1, 0, 0, 111, 93, 22, 2, 104, 13
INVAR-2, Run: 066, F, 0, 1, 0, 79, 72, 22, 2, 92, 3
INVAR-2, Run: 067, F, 1, 1, 0, 102, 87, 22, 2, 85, 25
INVAR-2, Run: 068, F, 3, 0, 0, 91, 79, 22, 2, 90, 13
INVAR-2, Run: 069, F, 2, 1, 0, 104, 88, 22, 2, 82, 29
INVAR-2, Run: 070, F, 0, 3, 0, 85, 76, 22, 2, 84, 13
INVAR-2, Run: 071, F, 2, 0, 0, 92, 80, 22, 2, 95, 9
INVAR-2, Run: 072, F, 0, 4, 0, 100, 86, 22, 2, 88, 18
INVAR-2, Run: 073, F, 1, 1, 0, 87, 77, 22, 2, 78, 22
INVAR-2, Run: 074, F, 1, 0, 0, 108, 90, 21, 5, 79, 37
INVAR-2, Run: 075, F, 1, 0, 0, 108, 90, 21, 5, 103, 13
INVAR-2, Run: 076, F, 0, 2, 0, 97, 84, 22, 2, 90, 16
INVAR-2, Run: 077, F, 2, 0, 0, 83, 74, 22, 2, 89, 9
INVAR-2, Run: 078, F, 2, 3, 0, 110, 91, 21, 5, 106, 8
INVAR-2, Run: 079, F, 1, 1, 0, 96, 83, 22, 2, 91, 15
INVAR-2, Run: 080, F, 1, 0, 0, 84, 75, 22, 2, 83, 16
INVAR-2, Run: 081, F, 2, 0, 0, 80, 72, 22, 2, 78, 18
INVAR-2, Run: 082, F, 1, 0, 0, 99, 85, 22, 2, 104, 5
INVAR-2, Run: 083, F, 2, 0, 0, 107, 90, 22, 2, 106, 8
INVAR-2, Run: 084, F, 1, 1, 0, 102, 87, 22, 2, 97, 13
INVAR-2, Run: 085, F, 1, 1, 0, 111, 93, 22, 2, 96, 20
INVAR-2, Run: 086, F, 1, 1, 0, 99, 85, 22, 2, 98, 10
INVAR-2, Run: 087, F, 1, 0, 0, 93, 81, 22, 2, 98, 7
INVAR-2, Run: 088, F, 2, 1, 0, 101, 86, 22, 2, 89, 20
INVAR-2, Run: 089, F, 1, 0, 0, 105, 89, 22, 2, 105, 8
INVAR-2, Run: 090, F, 1, 0, 0, 105, 89, 22, 2, 110, 3
INVAR-2, Run: 091, F, 0, 1, 0, 88, 78, 22, 2, 74, 27
INVAR-2, Run: 092, F, 2, 0, 0, 119, 98, 22, 2, 106, 16
INVAR-2, Run: 093, F, 3, 0, 0, 100, 84, 21, 5, 70, 40
INVAR-2, Run: 094, F, 2, 1, 0, 110, 92, 22, 2, 101, 14
INVAR-2, Run: 095, F, 1, 1, 0, 111, 93, 22, 2, 101, 15
INVAR-2, Run: 096, F, 0, 2, 0, 97, 84, 22, 2, 92, 14
INVAR-2, Run: 097, F, 1, 1, 0, 84, 75, 22, 2, 64, 34
INVAR-2, Run: 098, F, 0, 2, 0, 94, 82, 22, 2, 84, 20
INVAR-2, Run: 099, F, 0, 1, 0, 103, 88, 22, 2, 87, 24
INVAR-2, Run: 100, F, 1, 1, 0, 96, 83, 22, 2, 74, 32
INVAR-20, Run: 001, F, 1, 0, 0, 87, 88, 0, 0, 88, 0
INVAR-20, Run: 002, F, 0, 2, 0, 97, 95, 0, 0, 93, 0
INVAR-20, Run: 003, F, 3, 0, 0, 112, 104, 0, 0, 104, 0
INVAR-20, Run: 004, F, 2, 0, 0, 98, 95, 0, 0, 95, 0
INVAR-20, Run: 005, F, 2, 1, 0, 95, 93, 0, 0, 92, 0
INVAR-20, Run: 006, F, 1, 1, 0, 93, 92, 0, 0, 91, 0
INVAR-20, Run: 007, F, 1, 1, 0, 108, 102, 0, 0, 101, 0
INVAR-20, Run: 008, F, 1, 1, 0, 84, 86, 0, 0, 85, 0
INVAR-20, Run: 009, F, 0, 3, 0, 109, 103, 0, 0, 100, 0
INVAR-20, Run: 010, F, 1, 0, 0, 87, 88, 0, 0, 88, 0
INVAR-20, Run: 011, F, 2, 0, 0, 89, 89, 0, 0, 89, 0
INVAR-20, Run: 012, F, 0, 2, 0, 109, 103, 0, 0, 101, 0
INVAR-20, Run: 013, F, 1, 1, 0, 99, 96, 0, 0, 95, 0
INVAR-20, Run: 014, F, 2, 1, 0, 104, 99, 0, 0, 98, 0
INVAR-20, Run: 015, F, 2, 1, 0, 104, 99, 0, 0, 98, 0
INVAR-20, Run: 016, F, 2, 2, 0, 104, 99, 0, 0, 97, 0
INVAR-20, Run: 017, F, 2, 0, 0, 101, 97, 0, 0, 97, 0
INVAR-20, Run: 018, F, 2, 1, 0, 107, 101, 0, 0, 100, 0
INVAR-20, Run: 019, F, 0, 1, 0, 97, 95, 0, 0, 94, 0
INVAR-20, Run: 020, F, 4, 1, 0, 84, 85, 0, 0, 84, 0
INVAR-20, Run: 021, F, 1, 0, 0, 90, 90, 0, 0, 90, 0
INVAR-20, Run: 022, F, 0, 2, 0, 100, 97, 0, 0, 95, 0
INVAR-20, Run: 023, F, 1, 0, 0, 93, 92, 0, 0, 92, 0
INVAR-20, Run: 024, F, 1, 1, 0, 108, 102, 0, 0, 101, 0
INVAR-20, Run: 025, F, 0, 1, 0, 97, 95, 0, 0, 94, 0
INVAR-20, Run: 026, F, 1, 1, 0, 105, 100, 0, 0, 99, 0
INVAR-20, Run: 027, F, 0, 1, 0, 97, 95, 0, 0, 94, 0
INVAR-20, Run: 028, F, 0, 1, 0, 94, 93, 0, 0, 92, 0
INVAR-20, Run: 029, F, 1, 1, 0, 90, 90, 0, 0, 89, 0
INVAR-20, Run: 030, F, 0, 2, 0, 103, 99, 0, 0, 97, 0
INVAR-20, Run: 031, F, 0, 2, 0, 100, 97, 0, 0, 95, 0
INVAR-20, Run: 032, F, 2, 0, 0, 107, 101, 0, 0, 101, 0
INVAR-20, Run: 033, F, 4, 0, 0, 117, 107, 0, 0, 107, 0
INVAR-20, Run: 034, F, 1, 0, 0, 108, 102, 0, 0, 102, 0
INVAR-20, Run: 035, F, 3, 0, 0, 94, 92, 0, 0, 92, 0
INVAR-20, Run: 036, F, 1, 0, 0, 96, 94, 0, 0, 94, 0
INVAR-20, Run: 037, F, 0, 2, 0, 103, 99, 0, 0, 97, 0
INVAR-20, Run: 038, F, 0, 2, 0, 88, 89, 0, 0, 87, 0
INVAR-20, Run: 039, F, 2, 0, 0, 110, 103, 0, 0, 103, 0
INVAR-20, Run: 040, F, 2, 0, 0, 98, 95, 0, 0, 95, 0
INVAR-20, Run: 041, F, 2, 0, 0, 92, 91, 0, 0, 91, 0
INVAR-20, Run: 042, F, 0, 3, 0, 100, 97, 0, 0, 94, 0
INVAR-20, Run: 043, F, 2, 1, 0, 95, 93, 0, 0, 92, 0
INVAR-20, Run: 044, F, 2, 0, 0, 107, 101, 0, 0, 101, 0
INVAR-20, Run: 045, F, 2, 0, 0, 101, 97, 0, 0, 97, 0
INVAR-20, Run: 046, F, 2, 0, 0, 104, 99, 0, 0, 99, 0
INVAR-20, Run: 047, F, 2, 2, 0, 101, 97, 0, 0, 95, 0
INVAR-20, Run: 048, F, 1, 0, 0, 90, 90, 0, 0, 90, 0
