Input Number, Run_Number, Result@ 100, Y, X, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 1, 0, 1, 95, 7, 43, 3, 8, 44
INVAR-1, Run: 002, F, 1, 0, 0, 107, 7, 47, 3, 12, 45
INVAR-1, Run: 003, F, 1, 0, 0, 92, 7, 42, 3, 6, 46
INVAR-1, Run: 004, F, 2, 0, 0, 99, 7, 44, 3, 11, 43
INVAR-1, Run: 005, F, 0, 0, 1, 88, 7, 41, 3, 6, 44
INVAR-1, Run: 006, F, 2, 0, 0, 99, 7, 44, 3, 13, 41
INVAR-1, Run: 007, F, 2, 0, 0, 93, 8, 43, 0, 2, 49
INVAR-1, Run: 008, F, 1, 0, 1, 107, 7, 47, 3, 7, 49
INVAR-1, Run: 009, F, 1, 0, 0, 113, 8, 50, 0, 4, 54
INVAR-1, Run: 010, F, 1, 0, 0, 83, 7, 39, 3, 4, 45
INVAR-1, Run: 011, F, 2, 0, 0, 87, 7, 40, 3, 16, 34
INVAR-1, Run: 012, F, 0, 0, 1, 112, 7, 49, 3, 9, 49
INVAR-1, Run: 013, F, 1, 0, 1, 80, 7, 38, 3, 14, 33
INVAR-1, Run: 014, F, 0, 0, 1, 94, 7, 43, 3, 14, 38
INVAR-1, Run: 015, F, 2, 0, 0, 93, 7, 42, 3, 13, 39
INVAR-1, Run: 016, F, 1, 0, 0, 95, 7, 43, 3, 16, 37
INVAR-1, Run: 017, F, 1, 0, 0, 92, 7, 42, 3, 13, 39
INVAR-1, Run: 018, F, 1, 0, 1, 116, 8, 51, 0, 8, 50
INVAR-1, Run: 019, F, 0, 0, 1, 112, 7, 49, 3, 1, 57
INVAR-1, Run: 020, F, 1, 0, 1, 86, 7, 40, 3, 11, 38
INVAR-1, Run: 021, F, 0, 0, 1, 106, 7, 47, 3, 14, 42
INVAR-1, Run: 022, F, 0, 0, 1, 88, 7, 41, 3, 13, 37
INVAR-1, Run: 023, F, 0, 0, 2, 94, 8, 44, 0, 6, 44
INVAR-1, Run: 024, F, 2, 0, 0, 81, 7, 38, 3, 12, 36
INVAR-1, Run: 025, F, 1, 0, 0, 95, 7, 43, 3, 9, 44
INVAR-1, Run: 026, F, 0, 0, 1, 94, 7, 43, 3, 14, 38
INVAR-1, Run: 027, F, 2, 0, 0, 96, 7, 43, 3, 14, 39
INVAR-1, Run: 028, F, 3, 0, 0, 103, 8, 46, 0, 3, 51
INVAR-1, Run: 029, F, 2, 0, 0, 75, 7, 36, 3, 13, 33
INVAR-1, Run: 030, F, 1, 0, 1, 98, 7, 44, 3, 12, 41
INVAR-1, Run: 031, F, 3, 0, 1, 121, 7, 51, 3, 15, 45
INVAR-1, Run: 032, F, 0, 0, 1, 103, 7, 46, 3, 13, 42
INVAR-1, Run: 033, F, 1, 0, 0, 80, 6, 37, 6, 16, 33
INVAR-1, Run: 034, F, 2, 0, 1, 84, 8, 40, 0, 6, 41
INVAR-1, Run: 035, F, 0, 0, 1, 112, 7, 49, 3, 11, 47
INVAR-1, Run: 036, F, 2, 0, 1, 90, 8, 42, 0, 0, 49
INVAR-1, Run: 037, F, 1, 0, 1, 119, 7, 51, 3, 11, 49
INVAR-1, Run: 038, F, 1, 0, 2, 95, 7, 43, 3, 12, 39
INVAR-1, Run: 039, F, 1, 0, 1, 116, 7, 50, 3, 9, 50
INVAR-1, Run: 040, F, 2, 0, 0, 105, 8, 47, 0, 3, 52
INVAR-1, Run: 041, F, 1, 0, 0, 95, 8, 44, 0, 0, 52
INVAR-1, Run: 042, F, 1, 0, 0, 104, 7, 46, 3, 14, 42
INVAR-1, Run: 043, F, 1, 0, 0, 107, 7, 47, 3, 11, 46
INVAR-1, Run: 044, F, 0, 0, 2, 94, 8, 44, 0, 3, 47
INVAR-1, Run: 045, F, 1, 0, 1, 98, 7, 44, 3, 16, 37
