Input Number, Run_Number, Result@ 100, X, Y, Z
19, Run: 095, P, 111, 0, 0
19, Run: 096, P, 95, 0, 0
19, Run: 097, P, 103, 0, 0
19, Run: 098, P, 118, 0, 0
19, Run: 099, P, 113, 0, 0
19, Run: 100, P, 82, 0, 0
20, Run: 001, P, 86, 0, 0
20, Run: 002, P, 101, 0, 0
20, Run: 003, P, 107, 0, 0
20, Run: 004, P, 99, 0, 0
20, Run: 005, P, 110, 0, 0
20, Run: 006, P, 85, 0, 0
20, Run: 007, P, 96, 0, 0
20, Run: 008, P, 119, 0, 0
20, Run: 009, P, 99, 0, 0
20, Run: 010, P, 108, 0, 0
20, Run: 011, P, 101, 0, 0
20, Run: 012, P, 83, 0, 0
20, Run: 013, P, 95, 0, 0
20, Run: 014, P, 98, 0, 0
20, Run: 015, P, 95, 0, 0
20, Run: 016, P, 95, 0, 0
20, Run: 017, P, 83, 0, 0
20, Run: 018, P, 91, 0, 0
20, Run: 019, P, 96, 0, 0
20, Run: 020, P, 93, 0, 0
20, Run: 021, P, 103, 0, 0
20, Run: 022, P, 101, 0, 0
20, Run: 023, P, 107, 0, 0
20, Run: 024, P, 104, 0, 0
20, Run: 025, P, 97, 0, 0
20, Run: 026, P, 85, 0, 0
20, Run: 027, P, 113, 0, 0
20, Run: 028, P, 88, 0, 0
20, Run: 029, P, 124, 0, 0
20, Run: 030, P, 98, 0, 0
20, Run: 031, P, 99, 0, 0
20, Run: 032, P, 116, 0, 0
20, Run: 033, P, 88, 0, 0
20, Run: 034, P, 105, 0, 0
20, Run: 035, P, 103, 0, 0
20, Run: 036, P, 99, 0, 0
20, Run: 037, P, 91, 0, 0
20, Run: 038, P, 106, 0, 0
20, Run: 039, P, 108, 0, 0
20, Run: 040, P, 102, 0, 0
20, Run: 041, P, 110, 0, 0
20, Run: 042, P, 93, 0, 0
20, Run: 043, P, 111, 0, 0
20, Run: 044, P, 97, 0, 0
20, Run: 045, P, 93, 0, 0
20, Run: 046, P, 113, 0, 0
20, Run: 047, P, 89, 0, 0
20, Run: 048, P, 116, 0, 0
20, Run: 049, P, 106, 0, 0
20, Run: 050, P, 88, 0, 0
20, Run: 051, P, 103, 0, 0
20, Run: 052, P, 104, 0, 0
20, Run: 053, P, 100, 0, 0
20, Run: 054, P, 100, 0, 0
20, Run: 055, P, 99, 0, 0
20, Run: 056, P, 108, 0, 0
20, Run: 057, P, 105, 0, 0
20, Run: 058, P, 96, 0, 0
20, Run: 059, P, 111, 0, 0
20, Run: 060, P, 110, 0, 0
20, Run: 061, P, 96, 0, 0
20, Run: 062, P, 107, 0, 0
20, Run: 063, P, 109, 0, 0
20, Run: 064, P, 100, 0, 0
20, Run: 065, P, 99, 0, 0
20, Run: 066, P, 112, 0, 0
20, Run: 067, P, 96, 0, 0
20, Run: 068, P, 103, 0, 0
20, Run: 069, P, 101, 0, 0
20, Run: 070, P, 91, 0, 0
20, Run: 071, P, 77, 0, 0
20, Run: 072, P, 98, 0, 0
20, Run: 073, P, 120, 0, 0
20, Run: 074, P, 96, 0, 0
20, Run: 075, P, 103, 0, 0
20, Run: 076, P, 89, 0, 0
20, Run: 077, P, 86, 0, 0
20, Run: 078, P, 88, 0, 0
20, Run: 079, P, 103, 0, 0
20, Run: 080, P, 94, 0, 0
20, Run: 081, P, 107, 0, 0
20, Run: 082, P, 100, 0, 0
20, Run: 083, P, 97, 0, 0
20, Run: 084, P, 93, 0, 0
20, Run: 085, P, 109, 0, 0
20, Run: 086, P, 106, 0, 0
20, Run: 087, P, 95, 0, 0
20, Run: 088, P, 108, 0, 0
20, Run: 089, P, 122, 0, 0
20, Run: 090, P, 94, 0, 0
20, Run: 091, P, 103, 0, 0
20, Run: 092, P, 94, 0, 0
20, Run: 093, P, 117, 0, 0
20, Run: 094, P, 89, 0, 0
20, Run: 095, P, 110, 0, 0
20, Run: 096, P, 103, 0, 0
20, Run: 097, P, 100, 0, 0
20, Run: 098, P, 106, 0, 0
20, Run: 099, P, 97, 0, 0
20, Run: 100, P, 90, 0, 0
21, Run: 001, P, 113, 0, 0
21, Run: 002, P, 104, 0, 0
21, Run: 003, P, 108, 0, 0
21, Run: 004, P, 88, 0, 0
21, Run: 005, P, 109, 0, 0
21, Run: 006, P, 106, 0, 0
21, Run: 007, P, 90, 0, 0
21, Run: 008, P, 106, 0, 0
21, Run: 009, P, 104, 0, 0
21, Run: 010, P, 108, 0, 0
21, Run: 011, P, 98, 0, 0
21, Run: 012, P, 93, 0, 0
21, Run: 013, P, 101, 0, 0
21, Run: 014, P, 97, 0, 0
21, Run: 015, P, 92, 0, 0
21, Run: 016, P, 92, 0, 0
21, Run: 017, P, 102, 0, 0
21, Run: 018, P, 101, 0, 0
21, Run: 019, P, 100, 0, 0
21, Run: 020, P, 104, 0, 0
21, Run: 021, P, 96, 0, 0
21, Run: 022, P, 100, 0, 0
21, Run: 023, P, 103, 0, 0
21, Run: 024, P, 90, 0, 0
21, Run: 025, P, 104, 0, 0
21, Run: 026, P, 100, 0, 0
21, Run: 027, P, 97, 0, 0
21, Run: 028, P, 108, 0, 0
21, Run: 029, P, 101, 0, 0
21, Run: 030, P, 91, 0, 0
21, Run: 031, P, 112, 0, 0
21, Run: 032, P, 111, 0, 0
21, Run: 033, P, 87, 0, 0
21, Run: 034, P, 92, 0, 0
21, Run: 035, P, 102, 0, 0
21, Run: 036, P, 100, 0, 0
21, Run: 037, P, 97, 0, 0
21, Run: 038, P, 111, 0, 0
21, Run: 039, P, 104, 0, 0
21, Run: 040, P, 104, 0, 0
21, Run: 041, P, 96, 0, 0
21, Run: 042, P, 114, 0, 0
21, Run: 043, P, 113, 0, 0
21, Run: 044, P, 110, 0, 0
21, Run: 045, P, 107, 0, 0
21, Run: 046, P, 99, 0, 0
21, Run: 047, P, 120, 0, 0
21, Run: 048, P, 93, 0, 0
21, Run: 049, P, 86, 0, 0
21, Run: 050, P, 99, 0, 0
21, Run: 051, P, 89, 0, 0
21, Run: 052, P, 101, 0, 0
21, Run: 053, P, 113, 0, 0
21, Run: 054, P, 111, 0, 0
21, Run: 055, P, 109, 0, 0
21, Run: 056, P, 98, 0, 0
21, Run: 057, P, 106, 0, 0
21, Run: 058, P, 90, 0, 0
21, Run: 059, P, 83, 0, 0
21, Run: 060, P, 110, 0, 0
21, Run: 061, P, 97, 0, 0
21, Run: 062, P, 109, 0, 0
21, Run: 063, P, 104, 0, 0
21, Run: 064, P, 90, 0, 0
21, Run: 065, P, 95, 0, 0
21, Run: 066, P, 96, 0, 0
21, Run: 067, P, 106, 0, 0
21, Run: 068, P, 105, 0, 0
21, Run: 069, P, 116, 0, 0
21, Run: 070, P, 98, 0, 0
21, Run: 071, P, 86, 0, 0
21, Run: 072, P, 100, 0, 0
21, Run: 073, P, 97, 0, 0
21, Run: 074, P, 94, 0, 0
21, Run: 075, P, 107, 0, 0
21, Run: 076, P, 115, 0, 0
21, Run: 077, P, 87, 0, 0
21, Run: 078, P, 113, 0, 0
21, Run: 079, P, 103, 0, 0
21, Run: 080, P, 121, 0, 0
21, Run: 081, P, 92, 0, 0
21, Run: 082, P, 88, 0, 0
21, Run: 083, P, 94, 0, 0
21, Run: 084, P, 88, 0, 0
21, Run: 085, P, 101, 0, 0
21, Run: 086, P, 107, 0, 0
21, Run: 087, P, 103, 0, 0
21, Run: 088, P, 107, 0, 0
21, Run: 089, P, 88, 0, 0
21, Run: 090, P, 88, 0, 0
21, Run: 091, P, 91, 0, 0
21, Run: 092, P, 98, 0, 0
21, Run: 093, P, 104, 0, 0
21, Run: 094, P, 92, 0, 0
21, Run: 095, P, 105, 0, 0
21, Run: 096, P, 81, 0, 0
21, Run: 097, P, 93, 0, 0
21, Run: 098, P, 95, 0, 0
21, Run: 099, P, 89, 0, 0
21, Run: 100, P, 98, 0, 0
25, Run: 001, P, 87, 0, 0
25, Run: 002, P, 97, 0, 0
25, Run: 003, P, 103, 0, 0
25, Run: 004, P, 98, 0, 0
25, Run: 005, P, 72, 0, 0
25, Run: 006, P, 82, 0, 0
25, Run: 007, P, 109, 0, 0
25, Run: 008, P, 100, 0, 0
25, Run: 009, P, 94, 0, 0
25, Run: 010, P, 101, 0, 0
25, Run: 011, P, 86, 0, 0
25, Run: 012, P, 103, 0, 0
25, Run: 013, P, 90, 0, 0
25, Run: 014, P, 81, 0, 0
25, Run: 015, P, 89, 0, 0
25, Run: 016, P, 75, 0, 0
25, Run: 017, P, 105, 0, 0
25, Run: 018, P, 103, 0, 0
25, Run: 019, P, 91, 0, 0
25, Run: 020, P, 106, 0, 0
25, Run: 021, P, 112, 0, 0
25, Run: 022, P, 110, 0, 0
25, Run: 023, P, 113, 0, 0
25, Run: 024, P, 91, 0, 0
25, Run: 025, P, 114, 0, 0
25, Run: 026, P, 98, 0, 0
25, Run: 027, P, 110, 0, 0
25, Run: 028, P, 84, 0, 0
25, Run: 029, P, 106, 0, 0
25, Run: 030, P, 106, 0, 0
25, Run: 031, P, 102, 0, 0
25, Run: 032, P, 104, 0, 0
25, Run: 033, P, 98, 0, 0
25, Run: 034, P, 95, 0, 0
25, Run: 035, P, 99, 0, 0
25, Run: 036, P, 103, 0, 0
25, Run: 037, P, 104, 0, 0
25, Run: 038, P, 93, 0, 0
25, Run: 039, P, 91, 0, 0
25, Run: 040, P, 112, 0, 0
25, Run: 041, P, 103, 0, 0
25, Run: 042, P, 118, 0, 0
25, Run: 043, P, 99, 0, 0
25, Run: 044, P, 109, 0, 0
25, Run: 045, P, 102, 0, 0
25, Run: 046, P, 86, 0, 0
25, Run: 047, P, 104, 0, 0
25, Run: 048, P, 105, 0, 0
25, Run: 049, P, 104, 0, 0
25, Run: 050, P, 97, 0, 0
25, Run: 051, P, 104, 0, 0
25, Run: 052, P, 96, 0, 0
25, Run: 053, P, 94, 0, 0
25, Run: 054, P, 85, 0, 0
25, Run: 055, P, 92, 0, 0
25, Run: 056, P, 115, 0, 0
25, Run: 057, P, 103, 0, 0
25, Run: 058, P, 105, 0, 0
25, Run: 059, P, 104, 0, 0
25, Run: 060, P, 90, 0, 0
25, Run: 061, P, 105, 0, 0
25, Run: 062, P, 107, 0, 0
25, Run: 063, P, 115, 0, 0
25, Run: 064, P, 109, 0, 0
25, Run: 065, P, 91, 0, 0
25, Run: 066, P, 96, 0, 0
25, Run: 067, P, 85, 0, 0
25, Run: 068, P, 110, 0, 0
25, Run: 069, P, 107, 0, 0
25, Run: 070, P, 123, 0, 0
25, Run: 071, P, 107, 0, 0
25, Run: 072, P, 94, 0, 0
25, Run: 073, P, 100, 0, 0
25, Run: 074, P, 111, 0, 0
25, Run: 075, P, 107, 0, 0
25, Run: 076, P, 83, 0, 0
25, Run: 077, P, 88, 0, 0
25, Run: 078, P, 109, 0, 0
25, Run: 079, P, 95, 0, 0
25, Run: 080, P, 95, 0, 0
25, Run: 081, P, 102, 0, 0
25, Run: 082, P, 101, 0, 0
25, Run: 083, P, 105, 0, 0
25, Run: 084, P, 103, 0, 0
25, Run: 085, P, 110, 0, 0
25, Run: 086, P, 105, 0, 0
25, Run: 087, P, 97, 0, 0
25, Run: 088, P, 121, 0, 0
25, Run: 089, P, 98, 0, 0
25, Run: 090, P, 78, 0, 0
25, Run: 091, P, 73, 0, 0
25, Run: 092, P, 98, 0, 0
25, Run: 093, P, 101, 0, 0
25, Run: 094, P, 96, 0, 0
25, Run: 095, P, 107, 0, 0
25, Run: 096, P, 117, 0, 0
25, Run: 097, P, 95, 0, 0
25, Run: 098, P, 109, 0, 0
25, Run: 099, P, 103, 0, 0
25, Run: 100, P, 101, 0, 0
26, Run: 001, P, 117, 0, 0
26, Run: 002, P, 90, 0, 0
26, Run: 003, P, 80, 0, 0
26, Run: 004, P, 91, 0, 0
26, Run: 005, P, 90, 0, 0
26, Run: 006, P, 104, 0, 0
26, Run: 007, P, 104, 0, 0
26, Run: 008, P, 95, 0, 0
26, Run: 009, P, 94, 0, 0
26, Run: 010, P, 100, 0, 0
26, Run: 011, P, 91, 0, 0
26, Run: 012, P, 94, 0, 0
26, Run: 013, P, 89, 0, 0
26, Run: 014, P, 94, 0, 0
26, Run: 015, P, 103, 0, 0
26, Run: 016, P, 108, 0, 0
26, Run: 017, P, 116, 0, 0
26, Run: 018, P, 104, 0, 0
26, Run: 019, P, 109, 0, 0
26, Run: 020, P, 111, 0, 0
26, Run: 021, P, 98, 0, 0
26, Run: 022, P, 111, 0, 0
26, Run: 023, P, 95, 0, 0
26, Run: 024, P, 83, 0, 0
26, Run: 025, P, 110, 0, 0
26, Run: 026, P, 106, 0, 0
26, Run: 027, P, 92, 0, 0
26, Run: 028, P, 91, 0, 0
26, Run: 029, P, 116, 0, 0
26, Run: 030, P, 85, 0, 0
26, Run: 031, P, 93, 0, 0
26, Run: 032, P, 102, 0, 0
26, Run: 033, P, 102, 0, 0
26, Run: 034, P, 97, 0, 0
26, Run: 035, P, 100, 0, 0
26, Run: 036, P, 107, 0, 0
26, Run: 037, P, 103, 0, 0
26, Run: 038, P, 107, 0, 0
26, Run: 039, P, 103, 0, 0
26, Run: 040, P, 110, 0, 0
26, Run: 041, P, 124, 0, 0
26, Run: 042, P, 99, 0, 0
26, Run: 043, P, 111, 0, 0
26, Run: 044, P, 101, 0, 0
26, Run: 045, P, 96, 0, 0
26, Run: 046, P, 112, 0, 0
26, Run: 047, P, 104, 0, 0
26, Run: 048, P, 89, 0, 0
26, Run: 049, P, 92, 0, 0
26, Run: 050, P, 105, 0, 0
26, Run: 051, P, 112, 0, 0
26, Run: 052, P, 106, 0, 0
26, Run: 053, P, 88, 0, 0
26, Run: 054, P, 97, 0, 0
26, Run: 055, P, 83, 0, 0
26, Run: 056, P, 76, 0, 0
26, Run: 057, P, 114, 0, 0
26, Run: 058, P, 105, 0, 0
26, Run: 059, P, 101, 0, 0
26, Run: 060, P, 102, 0, 0
26, Run: 061, P, 107, 0, 0
26, Run: 062, P, 95, 0, 0
26, Run: 063, P, 107, 0, 0
26, Run: 064, P, 111, 0, 0
26, Run: 065, P, 101, 0, 0
26, Run: 066, P, 106, 0, 0
26, Run: 067, P, 92, 0, 0
26, Run: 068, P, 77, 0, 0
26, Run: 069, P, 112, 0, 0
26, Run: 070, P, 131, 0, 0
26, Run: 071, P, 93, 0, 0
26, Run: 072, P, 107, 0, 0
26, Run: 073, P, 99, 0, 0
26, Run: 074, P, 97, 0, 0
26, Run: 075, P, 79, 0, 0
26, Run: 076, P, 97, 0, 0
26, Run: 077, P, 85, 0, 0
26, Run: 078, P, 94, 0, 0
26, Run: 079, P, 99, 0, 0
26, Run: 080, P, 111, 0, 0
26, Run: 081, P, 98, 0, 0
26, Run: 082, P, 97, 0, 0
26, Run: 083, P, 117, 0, 0
26, Run: 084, P, 106, 0, 0
26, Run: 085, P, 104, 0, 0
26, Run: 086, P, 98, 0, 0
26, Run: 087, P, 84, 0, 0
26, Run: 088, P, 110, 0, 0
26, Run: 089, P, 98, 0, 0
26, Run: 090, P, 95, 0, 0
26, Run: 091, P, 92, 0, 0
26, Run: 092, P, 104, 0, 0
26, Run: 093, P, 77, 0, 0
26, Run: 094, P, 96, 0, 0
26, Run: 095, P, 106, 0, 0
26, Run: 096, P, 105, 0, 0
26, Run: 097, P, 113, 0, 0
26, Run: 098, P, 102, 0, 0
26, Run: 099, P, 93, 0, 0
26, Run: 100, P, 97, 0, 0
27, Run: 001, P, 103, 0, 0
27, Run: 002, P, 96, 0, 0
27, Run: 003, P, 94, 0, 0
27, Run: 004, P, 92, 0, 0
27, Run: 005, P, 115, 0, 0
27, Run: 006, P, 126, 0, 0
27, Run: 007, P, 94, 0, 0
27, Run: 008, P, 102, 0, 0
27, Run: 009, P, 105, 0, 0
27, Run: 010, P, 101, 0, 0
27, Run: 011, P, 96, 0, 0
27, Run: 012, P, 92, 0, 0
27, Run: 013, P, 100, 0, 0
27, Run: 014, P, 107, 0, 0
27, Run: 015, P, 114, 0, 0
27, Run: 016, P, 98, 0, 0
27, Run: 017, P, 101, 0, 0
27, Run: 018, P, 104, 0, 0
27, Run: 019, P, 101, 0, 0
27, Run: 020, P, 105, 0, 0
27, Run: 021, P, 131, 0, 0
27, Run: 022, P, 95, 0, 0
27, Run: 023, P, 97, 0, 0
27, Run: 024, P, 86, 0, 0
27, Run: 025, P, 116, 0, 0
27, Run: 026, P, 109, 0, 0
27, Run: 027, P, 104, 0, 0
27, Run: 028, P, 100, 0, 0
27, Run: 029, P, 112, 0, 0
27, Run: 030, P, 92, 0, 0
27, Run: 031, P, 106, 0, 0
27, Run: 032, P, 91, 0, 0
27, Run: 033, P, 102, 0, 0
27, Run: 034, P, 102, 0, 0
27, Run: 035, P, 110, 0, 0
27, Run: 036, P, 104, 0, 0
27, Run: 037, P, 104, 0, 0
27, Run: 038, P, 109, 0, 0
27, Run: 039, P, 105, 0, 0
27, Run: 040, P, 99, 0, 0
27, Run: 041, P, 114, 0, 0
27, Run: 042, P, 109, 0, 0
27, Run: 043, P, 89, 0, 0
27, Run: 044, P, 95, 0, 0
27, Run: 045, P, 87, 0, 0
27, Run: 046, P, 113, 0, 0
27, Run: 047, P, 109, 0, 0
27, Run: 048, P, 95, 0, 0
27, Run: 049, P, 102, 0, 0
27, Run: 050, P, 108, 0, 0
27, Run: 051, P, 108, 0, 0
27, Run: 052, P, 103, 0, 0
27, Run: 053, P, 113, 0, 0
27, Run: 054, P, 89, 0, 0
27, Run: 055, P, 86, 0, 0
27, Run: 056, P, 96, 0, 0
27, Run: 057, P, 107, 0, 0
27, Run: 058, P, 114, 0, 0
27, Run: 059, P, 87, 0, 0
27, Run: 060, P, 92, 0, 0
27, Run: 061, P, 98, 0, 0
27, Run: 062, P, 97, 0, 0
27, Run: 063, P, 96, 0, 0
27, Run: 064, P, 89, 0, 0
27, Run: 065, P, 117, 0, 0
27, Run: 066, P, 104, 0, 0
27, Run: 067, P, 95, 0, 0
27, Run: 068, P, 98, 0, 0
27, Run: 069, P, 98, 0, 0
27, Run: 070, P, 109, 0, 0
27, Run: 071, P, 97, 0, 0
27, Run: 072, P, 102, 0, 0
27, Run: 073, P, 89, 0, 0
27, Run: 074, P, 89, 0, 0
27, Run: 075, P, 115, 0, 0
27, Run: 076, P, 100, 0, 0
27, Run: 077, P, 89, 0, 0
27, Run: 078, P, 106, 0, 0
27, Run: 079, P, 97, 0, 0
27, Run: 080, P, 107, 0, 0
27, Run: 081, P, 79, 0, 0
27, Run: 082, P, 107, 0, 0
27, Run: 083, P, 86, 0, 0
27, Run: 084, P, 121, 0, 0
27, Run: 085, P, 106, 0, 0
27, Run: 086, P, 104, 0, 0
27, Run: 087, P, 90, 0, 0
27, Run: 088, P, 87, 0, 0
27, Run: 089, P, 88, 0, 0
27, Run: 090, P, 105, 0, 0
27, Run: 091, P, 99, 0, 0
27, Run: 092, P, 98, 0, 0
27, Run: 093, P, 103, 0, 0
27, Run: 094, P, 95, 0, 0
27, Run: 095, P, 108, 0, 0
27, Run: 096, P, 107, 0, 0
27, Run: 097, P, 89, 0, 0
27, Run: 098, P, 100, 0, 0
27, Run: 099, P, 101, 0, 0
27, Run: 100, P, 105, 0, 0
28, Run: 001, P, 113, 0, 0
28, Run: 002, P, 106, 0, 0
28, Run: 003, P, 94, 0, 0
28, Run: 004, P, 110, 0, 0
28, Run: 005, P, 88, 0, 0
28, Run: 006, P, 99, 0, 0
28, Run: 007, P, 104, 0, 0
28, Run: 008, P, 94, 0, 0
28, Run: 009, P, 107, 0, 0
28, Run: 010, P, 94, 0, 0
28, Run: 011, P, 102, 0, 0
28, Run: 012, P, 83, 0, 0
28, Run: 013, P, 115, 0, 0
28, Run: 014, P, 92, 0, 0
28, Run: 015, P, 106, 0, 0
28, Run: 016, P, 96, 0, 0
28, Run: 017, P, 106, 0, 0
28, Run: 018, P, 102, 0, 0
28, Run: 019, P, 103, 0, 0
28, Run: 020, P, 90, 0, 0
28, Run: 021, P, 98, 0, 0
28, Run: 022, P, 100, 0, 0
28, Run: 023, P, 83, 0, 0
28, Run: 024, P, 93, 0, 0
28, Run: 025, P, 83, 0, 0
28, Run: 026, P, 103, 0, 0
28, Run: 027, P, 94, 0, 0
28, Run: 028, P, 104, 0, 0
28, Run: 029, P, 99, 0, 0
28, Run: 030, P, 104, 0, 0
28, Run: 031, P, 111, 0, 0
28, Run: 032, P, 99, 0, 0
28, Run: 033, P, 84, 0, 0
28, Run: 034, P, 85, 0, 0
28, Run: 035, P, 105, 0, 0
28, Run: 036, P, 91, 0, 0
28, Run: 037, P, 104, 0, 0
28, Run: 038, P, 72, 0, 0
28, Run: 039, P, 87, 0, 0
28, Run: 040, P, 111, 0, 0
28, Run: 041, P, 102, 0, 0
28, Run: 042, P, 108, 0, 0
28, Run: 043, P, 119, 0, 0
28, Run: 044, P, 114, 0, 0
28, Run: 045, P, 86, 0, 0
28, Run: 046, P, 106, 0, 0
28, Run: 047, P, 94, 0, 0
28, Run: 048, P, 99, 0, 0
28, Run: 049, P, 96, 0, 0
28, Run: 050, P, 94, 0, 0
28, Run: 051, P, 85, 0, 0
28, Run: 052, P, 101, 0, 0
28, Run: 053, P, 93, 0, 0
28, Run: 054, P, 98, 0, 0
28, Run: 055, P, 101, 0, 0
28, Run: 056, P, 103, 0, 0
28, Run: 057, P, 107, 0, 0
28, Run: 058, P, 94, 0, 0
28, Run: 059, P, 119, 0, 0
28, Run: 060, P, 93, 0, 0
28, Run: 061, P, 90, 0, 0
28, Run: 062, P, 106, 0, 0
28, Run: 063, P, 109, 0, 0
28, Run: 064, P, 103, 0, 0
28, Run: 065, P, 86, 0, 0
28, Run: 066, P, 109, 0, 0
28, Run: 067, P, 78, 0, 0
28, Run: 068, P, 99, 0, 0
28, Run: 069, P, 93, 0, 0
28, Run: 070, P, 106, 0, 0
28, Run: 071, P, 94, 0, 0
28, Run: 072, P, 102, 0, 0
28, Run: 073, P, 86, 0, 0
28, Run: 074, P, 109, 0, 0
28, Run: 075, P, 108, 0, 0
28, Run: 076, P, 109, 0, 0
28, Run: 077, P, 83, 0, 0
28, Run: 078, P, 97, 0, 0
28, Run: 079, P, 118, 0, 0
28, Run: 080, P, 117, 0, 0
28, Run: 081, P, 102, 0, 0
28, Run: 082, P, 107, 0, 0
28, Run: 083, P, 99, 0, 0
28, Run: 084, P, 104, 0, 0
28, Run: 085, P, 116, 0, 0
28, Run: 086, P, 115, 0, 0
28, Run: 087, P, 109, 0, 0
28, Run: 088, P, 99, 0, 0
28, Run: 089, P, 95, 0, 0
28, Run: 090, P, 103, 0, 0
28, Run: 091, P, 120, 0, 0
28, Run: 092, P, 114, 0, 0
28, Run: 093, P, 101, 0, 0
28, Run: 094, P, 101, 0, 0
28, Run: 095, P, 114, 0, 0
28, Run: 096, P, 78, 0, 0
28, Run: 097, P, 97, 0, 0
28, Run: 098, P, 94, 0, 0
28, Run: 099, P, 86, 0, 0
28, Run: 100, P, 115, 0, 0
29, Run: 001, P, 101, 0, 0
29, Run: 002, P, 98, 0, 0
29, Run: 003, P, 104, 0, 0
29, Run: 004, P, 100, 0, 0
29, Run: 005, P, 105, 0, 0
29, Run: 006, P, 92, 0, 0
29, Run: 007, P, 100, 0, 0
29, Run: 008, P, 93, 0, 0
29, Run: 009, P, 97, 0, 0
29, Run: 010, P, 109, 0, 0
29, Run: 011, P, 83, 0, 0
29, Run: 012, P, 90, 0, 0
29, Run: 013, P, 100, 0, 0
29, Run: 014, P, 87, 0, 0
29, Run: 015, P, 100, 0, 0
29, Run: 016, P, 88, 0, 0
29, Run: 017, P, 117, 0, 0
29, Run: 018, P, 100, 0, 0
29, Run: 019, P, 101, 0, 0
29, Run: 020, P, 106, 0, 0
29, Run: 021, P, 101, 0, 0
29, Run: 022, P, 107, 0, 0
29, Run: 023, P, 92, 0, 0
29, Run: 024, P, 98, 0, 0
29, Run: 025, P, 94, 0, 0
29, Run: 026, P, 122, 0, 0
29, Run: 027, P, 89, 0, 0
29, Run: 028, P, 107, 0, 0
29, Run: 029, P, 111, 0, 0
29, Run: 030, P, 104, 0, 0
29, Run: 031, P, 101, 0, 0
29, Run: 032, P, 97, 0, 0
29, Run: 033, P, 87, 0, 0
29, Run: 034, P, 105, 0, 0
