Input Number, Run_Number, Result@ 100, E, PE, B, X1, A, C, PO, D, CO, Y, CE, F
4, Run: 001, F, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
4, Run: 002, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 003, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 004, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 005, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
4, Run: 006, F, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
4, Run: 007, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 008, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 009, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 010, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 011, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 012, F, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
4, Run: 013, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 014, F, 8, 0, 0, 0, 1, 0, 1, 0, 184, 184, 0, 1
4, Run: 015, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
4, Run: 016, F, 11, 0, 0, 0, 1, 0, 1, 0, 166, 166, 0, 1
4, Run: 017, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 018, F, 5, 0, 0, 0, 1, 0, 1, 0, 202, 202, 0, 1
4, Run: 019, F, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
4, Run: 020, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
4, Run: 021, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
4, Run: 022, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
4, Run: 023, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 024, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
4, Run: 025, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 026, F, 10, 0, 0, 0, 1, 0, 1, 0, 172, 172, 0, 1
4, Run: 027, F, 9, 0, 0, 0, 1, 0, 1, 0, 178, 178, 0, 1
4, Run: 028, F, 7, 0, 0, 0, 1, 0, 1, 0, 190, 190, 0, 1
