Input Number, Run_Number, Result@ 100, Y, A, X1, B, C, PO, D, CO, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 418, 182, 1, 1, 191, 0, 183, 200, 4969, 82, 81, 4787, 100, 54, 45, 191, 100, 200, 6324, 3162
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 520, 80, 1, 2, 140, 0, 82, 200, 4737, 74, 72, 4657, 100, 59, 40, 140, 100, 200, 6680, 3340
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 32, 568, 1, 2, 384, 0, 570, 200, 4474, 68, 66, 3906, 100, 60, 39, 384, 100, 200, 3798, 1899
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 232, 368, 1, 1, 284, 0, 369, 200, 4995, 59, 58, 4627, 100, 67, 32, 284, 100, 200, 4652, 2326
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 354, 246, 1, 4, 223, 0, 250, 200, 4192, 78, 74, 3946, 100, 68, 31, 223, 100, 200, 4916, 2458
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 514, 86, 1, 2, 143, 0, 88, 200, 4650, 81, 79, 4564, 100, 59, 40, 143, 100, 200, 4716, 2358
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 492, 108, 1, 2, 154, 0, 110, 200, 4245, 61, 59, 4137, 100, 65, 34, 154, 100, 200, 4306, 2153
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 424, 176, 1, 2, 188, 0, 178, 200, 5495, 103, 101, 5319, 100, 66, 33, 188, 100, 200, 5386, 2693
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 1, 181, 0, 163, 200, 5565, 71, 70, 5403, 100, 64, 35, 181, 100, 200, 5690, 2845
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 324, 276, 1, 0, 238, 0, 276, 200, 4993, 74, 74, 4717, 100, 60, 39, 238, 100, 200, 3150, 1575
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 250, 350, 1, 2, 275, 0, 352, 200, 5065, 59, 57, 4715, 100, 62, 37, 275, 100, 200, 3606, 1803
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 184, 416, 1, 3, 308, 0, 419, 200, 5129, 71, 68, 4713, 100, 65, 34, 308, 100, 200, 4190, 2095
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 320, 280, 1, 3, 240, 0, 283, 200, 5489, 83, 80, 5209, 100, 68, 31, 240, 100, 200, 6136, 3068
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 484, 116, 1, 1, 158, 0, 117, 200, 5135, 65, 64, 5019, 100, 66, 33, 158, 100, 200, 3584, 1792
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 224, 376, 1, 1, 288, 0, 377, 200, 4689, 89, 88, 4313, 100, 54, 45, 288, 100, 200, 3642, 1821
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 508, 92, 1, 1, 146, 0, 93, 200, 3951, 57, 56, 3859, 100, 64, 35, 146, 100, 200, 5612, 2806
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 330, 270, 1, 2, 235, 0, 272, 200, 4042, 70, 68, 3772, 100, 70, 29, 235, 100, 200, 4498, 2249
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 0, 181, 0, 162, 200, 4028, 64, 64, 3866, 100, 71, 28, 181, 100, 200, 3504, 1752
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 542, 58, 1, 1, 129, 0, 59, 200, 3711, 71, 70, 3653, 100, 62, 37, 129, 100, 200, 5418, 2709
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 402, 198, 1, 3, 199, 0, 201, 200, 4786, 81, 78, 4588, 100, 73, 26, 199, 100, 200, 6068, 3034
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 2, 181, 0, 164, 200, 4604, 72, 70, 4442, 100, 52, 47, 181, 100, 200, 4946, 2473
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 2, 181, 0, 164, 200, 5425, 75, 73, 5263, 100, 55, 44, 181, 100, 200, 3774, 1887
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 66, 534, 1, 2, 367, 0, 536, 200, 5136, 55, 53, 4602, 100, 64, 35, 367, 100, 200, 5772, 2886
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 276, 324, 1, 2, 262, 0, 326, 200, 5324, 68, 66, 5000, 100, 61, 38, 262, 100, 200, 5434, 2717
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 356, 244, 1, 2, 222, 0, 246, 200, 3866, 82, 80, 3622, 100, 51, 48, 222, 100, 200, 5638, 2819
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 406, 194, 1, 4, 197, 0, 198, 200, 5181, 75, 71, 4987, 100, 62, 37, 197, 100, 200, 5062, 2531
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 376, 224, 1, 4, 212, 0, 228, 200, 4391, 89, 85, 4167, 100, 61, 38, 212, 100, 200, 4516, 2258
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 502, 98, 1, 2, 149, 0, 100, 200, 4424, 88, 86, 4326, 100, 58, 41, 149, 100, 200, 3370, 1685
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 530, 70, 1, 1, 135, 0, 71, 200, 4257, 61, 60, 4187, 100, 59, 40, 135, 100, 200, 4270, 2135
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 498, 102, 1, 1, 151, 0, 103, 200, 4180, 64, 63, 4078, 100, 64, 35, 151, 100, 200, 5240, 2620
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 480, 120, 1, 4, 160, 0, 124, 200, 4336, 82, 78, 4216, 100, 54, 45, 160, 100, 200, 5420, 2710
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 458, 142, 1, 2, 171, 0, 144, 200, 4053, 92, 90, 3911, 100, 56, 43, 171, 100, 200, 3944, 1972
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 542, 58, 1, 1, 129, 0, 59, 200, 4624, 73, 72, 4566, 100, 64, 35, 129, 100, 200, 4174, 2087
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 332, 268, 1, 1, 234, 0, 269, 200, 5453, 71, 70, 5185, 100, 54, 45, 234, 100, 200, 5662, 2831
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 364, 236, 1, 4, 218, 0, 240, 200, 4013, 70, 66, 3777, 100, 68, 31, 218, 100, 200, 4446, 2223
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 548, 52, 1, 0, 126, 0, 52, 200, 5333, 64, 64, 5281, 100, 68, 31, 126, 100, 200, 4784, 2392
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 96, 504, 1, 3, 352, 0, 507, 200, 5118, 77, 74, 4614, 100, 67, 32, 352, 100, 200, 3732, 1866
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 456, 144, 1, 1, 172, 0, 145, 200, 5080, 58, 57, 4936, 100, 58, 41, 172, 100, 200, 7292, 3646
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 548, 52, 1, 1, 126, 0, 53, 200, 4092, 86, 85, 4040, 100, 49, 50, 126, 100, 200, 5720, 2860
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 142, 458, 1, 1, 329, 0, 459, 200, 5290, 75, 74, 4832, 100, 60, 39, 329, 100, 200, 4472, 2236
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 392, 208, 1, 2, 204, 0, 210, 200, 4574, 78, 76, 4366, 100, 60, 39, 204, 100, 200, 4416, 2208
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 524, 76, 1, 2, 138, 0, 78, 200, 5425, 77, 75, 5349, 100, 60, 39, 138, 100, 200, 4534, 2267
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 544, 56, 1, 2, 128, 0, 58, 200, 4611, 65, 63, 4555, 100, 62, 37, 128, 100, 200, 4650, 2325
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 284, 316, 1, 1, 258, 0, 317, 200, 4089, 59, 58, 3773, 100, 62, 37, 258, 100, 200, 4792, 2396
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 510, 90, 1, 1, 145, 0, 91, 200, 4005, 69, 68, 3915, 100, 60, 39, 145, 100, 200, 5676, 2838
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 538, 62, 1, 2, 131, 0, 64, 200, 4943, 93, 91, 4881, 100, 61, 38, 131, 100, 200, 4724, 2362
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 254, 346, 1, 2, 273, 0, 348, 200, 4395, 102, 100, 4049, 100, 60, 39, 273, 100, 200, 4202, 2101
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 400, 200, 1, 4, 200, 0, 204, 200, 4479, 80, 76, 4279, 100, 58, 41, 200, 100, 200, 5036, 2518
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 400, 200, 1, 0, 200, 0, 200, 200, 4673, 57, 57, 4473, 100, 65, 34, 200, 100, 200, 5254, 2627
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 272, 328, 1, 1, 264, 0, 329, 200, 5171, 68, 67, 4843, 100, 68, 31, 264, 100, 200, 4798, 2399
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 458, 142, 1, 2, 171, 0, 144, 200, 4824, 74, 72, 4682, 100, 56, 43, 171, 100, 200, 6070, 3035
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 470, 130, 1, 2, 165, 0, 132, 200, 4629, 89, 87, 4499, 100, 60, 39, 165, 100, 200, 7222, 3611
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 132, 468, 1, 4, 334, 0, 472, 200, 4250, 86, 82, 3782, 100, 61, 38, 334, 100, 200, 3028, 1514
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 446, 154, 1, 2, 177, 0, 156, 200, 3862, 77, 75, 3708, 100, 60, 39, 177, 100, 200, 4518, 2259
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 398, 202, 1, 1, 201, 0, 203, 200, 4900, 76, 75, 4698, 100, 47, 52, 201, 100, 200, 7448, 3724
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 106, 62, 1, 2, 59, 0, 64, 56, 704, 24, 22, 642, 28, 18, 9, 59, 28, 56, 456, 228
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 70, 98, 1, 1, 77, 0, 99, 56, 502, 22, 21, 404, 28, 21, 6, 77, 28, 56, 362, 181
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 3, 39, 0, 25, 56, 751, 25, 22, 729, 28, 20, 7, 39, 28, 56, 1016, 508
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 1, 48, 0, 41, 56, 542, 18, 17, 502, 28, 19, 8, 48, 28, 56, 474, 237
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 62, 106, 1, 1, 81, 0, 107, 56, 543, 26, 25, 437, 28, 21, 6, 81, 28, 56, 470, 235
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 0, 49, 0, 42, 56, 626, 24, 24, 584, 28, 16, 11, 49, 28, 56, 474, 237
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 0, 48, 0, 40, 56, 449, 26, 26, 409, 28, 15, 12, 48, 28, 56, 1450, 725
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 50, 118, 1, 1, 87, 0, 119, 56, 742, 21, 20, 624, 28, 19, 8, 87, 28, 56, 612, 306
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 2, 44, 0, 34, 56, 746, 27, 25, 714, 28, 20, 7, 44, 28, 56, 578, 289
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 124, 44, 1, 1, 50, 0, 45, 56, 766, 19, 18, 722, 28, 24, 3, 50, 28, 56, 840, 420
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 1, 39, 0, 23, 56, 398, 19, 18, 376, 28, 18, 9, 39, 28, 56, 286, 143
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 108, 60, 1, 1, 58, 0, 61, 56, 546, 21, 20, 486, 28, 17, 10, 58, 28, 56, 630, 315
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 78, 90, 1, 2, 73, 0, 92, 56, 654, 23, 21, 564, 28, 20, 7, 73, 28, 56, 342, 171
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 72, 96, 1, 1, 76, 0, 97, 56, 718, 20, 19, 622, 28, 17, 10, 76, 28, 56, 592, 296
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 80, 88, 1, 3, 72, 0, 91, 56, 448, 35, 32, 360, 28, 16, 11, 72, 28, 56, 594, 297
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 46, 122, 1, 1, 89, 0, 123, 56, 476, 12, 11, 354, 28, 21, 6, 89, 28, 56, 358, 179
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 4, 48, 0, 44, 56, 482, 23, 19, 442, 28, 19, 8, 48, 28, 56, 384, 192
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 0, 51, 0, 46, 56, 564, 29, 29, 518, 28, 17, 10, 51, 28, 56, 850, 425
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 92, 76, 1, 2, 66, 0, 78, 56, 537, 26, 24, 461, 28, 16, 11, 66, 28, 56, 490, 245
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 1, 48, 0, 41, 56, 541, 20, 19, 501, 28, 19, 8, 48, 28, 56, 458, 229
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 1, 49, 0, 43, 56, 578, 18, 17, 536, 28, 22, 5, 49, 28, 56, 886, 443
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 0, 56, 0, 56, 56, 681, 17, 17, 625, 28, 19, 8, 56, 28, 56, 1414, 707
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 1, 45, 0, 35, 56, 487, 31, 30, 453, 28, 14, 13, 45, 28, 56, 594, 297
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 3, 54, 0, 55, 56, 547, 23, 20, 495, 28, 22, 5, 54, 28, 56, 646, 323
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 110, 58, 1, 0, 57, 0, 58, 56, 910, 40, 40, 852, 28, 18, 9, 57, 28, 56, 640, 320
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 1, 43, 0, 31, 56, 624, 30, 29, 594, 28, 14, 13, 43, 28, 56, 406, 203
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0, 27, 56, 551, 25, 24, 525, 28, 13, 14, 41, 28, 56, 1024, 512
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 66, 102, 1, 2, 79, 0, 104, 56, 601, 24, 22, 499, 28, 16, 11, 79, 28, 56, 516, 258
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 3, 61, 0, 69, 56, 780, 29, 26, 714, 28, 20, 7, 61, 28, 56, 1068, 534
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 2, 55, 0, 56, 56, 825, 20, 18, 771, 28, 19, 8, 55, 28, 56, 242, 121
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 52, 116, 1, 3, 86, 0, 119, 56, 458, 20, 17, 342, 28, 15, 12, 86, 28, 56, 524, 262
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 2, 43, 0, 32, 56, 614, 23, 21, 584, 28, 18, 9, 43, 28, 56, 688, 344
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 1, 38, 0, 21, 56, 402, 22, 21, 382, 28, 15, 12, 38, 28, 56, 870, 435
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 0, 38, 0, 20, 56, 506, 22, 22, 486, 28, 18, 9, 38, 28, 56, 1406, 703
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 4, 40, 0, 28, 56, 584, 26, 22, 560, 28, 16, 11, 40, 28, 56, 788, 394
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 2, 75, 0, 96, 56, 517, 26, 24, 423, 28, 18, 9, 75, 28, 56, 462, 231
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 3, 39, 0, 25, 56, 584, 28, 25, 562, 28, 22, 5, 39, 28, 56, 542, 271
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0, 24, 56, 399, 21, 19, 377, 28, 16, 11, 39, 28, 56, 1010, 505
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 52, 0, 50, 56, 528, 26, 24, 480, 28, 18, 9, 52, 28, 56, 676, 338
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 6, 162, 1, 1, 109, 0, 163, 56, 820, 24, 23, 658, 28, 16, 11, 109, 28, 56, 578, 289
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 14, 154, 1, 0, 105, 0, 154, 56, 599, 30, 30, 445, 28, 14, 13, 105, 28, 56, 508, 254
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 62, 106, 1, 0, 81, 0, 106, 56, 502, 26, 26, 396, 28, 15, 12, 81, 28, 56, 1374, 687
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 18, 150, 1, 0, 103, 0, 150, 56, 772, 13, 13, 622, 28, 20, 7, 103, 28, 56, 502, 251
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 72, 96, 1, 3, 76, 0, 99, 56, 591, 23, 20, 495, 28, 18, 9, 76, 28, 56, 352, 176
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 1, 54, 0, 53, 56, 656, 19, 18, 604, 28, 24, 3, 54, 28, 56, 584, 292
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 0, 39, 0, 22, 56, 519, 18, 18, 497, 28, 10, 17, 39, 28, 56, 498, 249
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 124, 44, 1, 2, 50, 0, 46, 56, 839, 37, 35, 795, 28, 16, 11, 50, 28, 56, 840, 420
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 152, 16, 1, 4, 36, 0, 20, 56, 515, 21, 17, 499, 28, 21, 6, 36, 28, 56, 734, 367
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 1, 47, 0, 39, 56, 566, 25, 24, 528, 28, 19, 8, 47, 28, 56, 770, 385
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 1, 39, 0, 23, 56, 575, 22, 21, 553, 28, 16, 11, 39, 28, 56, 876, 438
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 3, 38, 0, 23, 56, 388, 27, 24, 368, 28, 16, 11, 38, 28, 56, 1090, 545
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0, 27, 56, 742, 25, 24, 716, 28, 15, 12, 41, 28, 56, 668, 334
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 2, 166, 1, 1, 111, 0, 167, 56, 684, 18, 17, 518, 28, 20, 7, 111, 28, 56, 654, 327
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 28, 140, 1, 1, 98, 0, 141, 56, 544, 24, 23, 404, 28, 23, 4, 98, 28, 56, 310, 155
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 36, 132, 1, 2, 94, 0, 134, 56, 627, 19, 17, 495, 28, 12, 15, 94, 28, 56, 354, 177
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 1, 75, 0, 95, 56, 759, 17, 16, 665, 28, 15, 12, 75, 28, 56, 936, 468
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 2, 61, 0, 68, 56, 613, 27, 25, 547, 28, 15, 12, 61, 28, 56, 408, 204
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 1, 47, 0, 39, 56, 698, 27, 26, 660, 28, 18, 9, 47, 28, 56, 394, 197
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 124, 44, 1, 0, 50, 0, 44, 56, 686, 22, 22, 642, 28, 19, 8, 50, 28, 56, 636, 318
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 152, 16, 1, 1, 36, 0, 17, 56, 392, 25, 24, 376, 28, 15, 12, 36, 28, 56, 864, 432
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 2, 56, 0, 58, 56, 514, 22, 20, 458, 28, 15, 12, 56, 28, 56, 490, 245
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 42, 126, 1, 1, 91, 0, 127, 56, 552, 13, 12, 426, 28, 14, 13, 91, 28, 56, 660, 330
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 2, 49, 0, 44, 56, 572, 25, 23, 530, 28, 13, 14, 49, 28, 56, 916, 458
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 3, 56, 0, 59, 56, 566, 23, 20, 510, 28, 11, 16, 56, 28, 56, 442, 221
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 40, 0, 24, 56, 556, 22, 22, 532, 28, 16, 11, 40, 28, 56, 462, 231
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 96, 72, 1, 1, 64, 0, 73, 56, 475, 15, 14, 403, 28, 18, 9, 64, 28, 56, 432, 216
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 0, 49, 0, 42, 56, 719, 29, 29, 677, 28, 16, 11, 49, 28, 56, 412, 206
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 118, 50, 1, 2, 53, 0, 52, 56, 683, 20, 18, 633, 28, 16, 11, 53, 28, 56, 596, 298
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 66, 102, 1, 2, 79, 0, 104, 56, 579, 20, 18, 477, 28, 18, 9, 79, 28, 56, 432, 216
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 2, 41, 0, 28, 56, 440, 26, 24, 414, 28, 20, 7, 41, 28, 56, 1484, 742
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 124, 44, 1, 2, 50, 0, 46, 56, 623, 20, 18, 579, 28, 18, 9, 50, 28, 56, 562, 281
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 3, 44, 0, 35, 56, 579, 23, 20, 547, 28, 19, 8, 44, 28, 56, 522, 261
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 118, 50, 1, 1, 53, 0, 51, 56, 733, 30, 29, 683, 28, 21, 6, 53, 28, 56, 468, 234
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 1, 40, 0, 25, 56, 550, 22, 21, 526, 28, 22, 5, 40, 28, 56, 542, 271
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 1, 44, 0, 33, 56, 767, 24, 23, 735, 28, 16, 11, 44, 28, 56, 880, 440
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 42, 0, 28, 56, 458, 17, 17, 430, 28, 21, 6, 42, 28, 56, 618, 309
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 2, 56, 0, 58, 56, 553, 19, 17, 497, 28, 14, 13, 56, 28, 56, 894, 447
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 104, 64, 1, 1, 60, 0, 65, 56, 419, 26, 25, 355, 28, 20, 7, 60, 28, 56, 222, 111
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 2, 40, 0, 26, 56, 680, 18, 16, 656, 28, 15, 12, 40, 28, 56, 674, 337
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 20, 148, 1, 2, 102, 0, 150, 56, 618, 22, 20, 470, 28, 21, 6, 102, 28, 56, 532, 266
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 2, 51, 0, 48, 56, 531, 19, 17, 485, 28, 17, 10, 51, 28, 56, 614, 307
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 0, 55, 0, 54, 56, 524, 18, 18, 470, 28, 21, 6, 55, 28, 56, 480, 240
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 70, 98, 1, 3, 77, 0, 101, 56, 700, 28, 25, 602, 28, 17, 10, 77, 28, 56, 712, 356
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 0, 46, 0, 36, 56, 782, 22, 22, 746, 28, 18, 9, 46, 28, 56, 440, 220
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 30, 138, 1, 0, 97, 0, 138, 56, 699, 25, 25, 561, 28, 16, 11, 97, 28, 56, 606, 303
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 37, 0, 20, 56, 498, 26, 24, 480, 28, 16, 11, 37, 28, 56, 534, 267
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 37, 0, 20, 56, 567, 24, 22, 549, 28, 16, 11, 37, 28, 56, 428, 214
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 84, 84, 1, 1, 70, 0, 85, 56, 721, 25, 24, 637, 28, 22, 5, 70, 28, 56, 692, 346
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 4, 47, 0, 42, 56, 454, 26, 22, 416, 28, 15, 12, 47, 28, 56, 822, 411
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 1, 44, 0, 33, 56, 598, 26, 25, 566, 28, 16, 11, 44, 28, 56, 992, 496
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 64, 104, 1, 1, 80, 0, 105, 56, 640, 20, 19, 536, 28, 17, 10, 80, 28, 56, 816, 408
