Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 80, 2738, 69, 6, 0, 69, 200, 300, 149, 2738
INVAR-10, Run: 064, P, 0, 0, 0, 76, 0, 0, 16, 54, 0, 600, 0, 60, 140, 123, 3225, 70, 7, 3, 70, 200, 300, 139, 3225
INVAR-10, Run: 065, P, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 60, 2139, 68, 3, 0, 68, 200, 300, 128, 2139
INVAR-10, Run: 066, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 137, 3444, 68, 5, 0, 68, 200, 300, 137, 4044
INVAR-10, Run: 067, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 74, 2319, 68, 5, 0, 68, 200, 300, 74, 2919
INVAR-10, Run: 068, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 212, 2452, 68, 4, 1, 68, 200, 300, 212, 3052
INVAR-10, Run: 069, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 121, 2534, 69, 6, 0, 69, 200, 300, 190, 2534
INVAR-10, Run: 070, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 103, 2275, 69, 7, 1, 69, 200, 300, 103, 2875
INVAR-10, Run: 071, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 120, 2537, 70, 8, 1, 70, 200, 300, 190, 2537
INVAR-10, Run: 072, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 210, 2618, 69, 5, 1, 69, 200, 300, 279, 2618
INVAR-10, Run: 073, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 200, 3717, 69, 8, 0, 69, 200, 300, 200, 4317
INVAR-10, Run: 074, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 154, 2136, 68, 4, 1, 68, 200, 300, 154, 2736
INVAR-10, Run: 075, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 109, 2322, 70, 9, 0, 70, 200, 300, 179, 2322
INVAR-10, Run: 076, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 73, 1818, 68, 5, 0, 68, 200, 300, 73, 2418
INVAR-10, Run: 077, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 310, 3521, 68, 4, 1, 68, 200, 300, 310, 4121
INVAR-10, Run: 078, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 110, 2193, 68, 4, 1, 68, 200, 300, 110, 2793
INVAR-10, Run: 079, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 70, 1986, 70, 8, 1, 70, 200, 300, 140, 1986
INVAR-10, Run: 080, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 59, 1718, 69, 4, 2, 69, 200, 300, 128, 1718
INVAR-10, Run: 081, P, 0, 0, 0, 70, 0, 0, 10, 60, 0, 600, 0, 60, 140, 64, 1711, 70, 8, 2, 70, 200, 300, 74, 1711
INVAR-10, Run: 082, P, 0, 0, 0, 75, 0, 0, 13, 56, 0, 600, 0, 62, 138, 102, 2733, 69, 7, 0, 69, 200, 300, 115, 2733
INVAR-10, Run: 083, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 106, 2209, 69, 6, 0, 69, 200, 300, 175, 2209
INVAR-10, Run: 084, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 134, 2942, 69, 6, 2, 69, 200, 300, 134, 3542
INVAR-10, Run: 085, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 301, 4187, 69, 8, 0, 69, 200, 300, 301, 4787
INVAR-10, Run: 086, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 145, 2937, 69, 6, 0, 69, 200, 300, 214, 2937
INVAR-10, Run: 087, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 129, 2522, 68, 5, 0, 68, 200, 300, 129, 3122
INVAR-10, Run: 088, P, 1, 0, 0, 129, 0, 0, 71, 0, 0, 600, 0, 58, 142, 115, 2010, 71, 11, 1, 71, 200, 300, 186, 2010
INVAR-10, Run: 089, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 215, 3793, 68, 5, 0, 68, 200, 300, 215, 4393
INVAR-10, Run: 090, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 111, 2467, 69, 5, 3, 69, 200, 300, 111, 3067
INVAR-10, Run: 091, P, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 64, 3054, 70, 7, 2, 70, 200, 300, 134, 3054
INVAR-10, Run: 092, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 102, 2257, 69, 6, 0, 69, 200, 300, 171, 2257
INVAR-10, Run: 093, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 58, 2658, 69, 4, 2, 69, 200, 300, 127, 2658
INVAR-10, Run: 094, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 90, 1531, 68, 5, 0, 68, 200, 300, 90, 2131
INVAR-10, Run: 095, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 67, 1737, 69, 7, 1, 69, 200, 300, 67, 2337
INVAR-10, Run: 096, P, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 141, 3121, 68, 3, 0, 68, 200, 300, 209, 3121
INVAR-10, Run: 097, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 189, 2608, 68, 4, 1, 68, 200, 300, 189, 3208
INVAR-10, Run: 098, P, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 123, 2867, 68, 5, 0, 68, 200, 300, 123, 3467
INVAR-10, Run: 099, P, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 85, 2539, 69, 5, 1, 69, 200, 300, 154, 2539
INVAR-10, Run: 100, P, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 49, 1988, 69, 7, 1, 69, 200, 300, 49, 2588
INVAR-2, Run: 001, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 43, 367, 21, 4, 2, 21, 56, 84, 64, 367
INVAR-2, Run: 002, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 44, 497, 21, 5, 1, 21, 56, 84, 65, 497
INVAR-2, Run: 003, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 61, 711, 19, 2, 0, 19, 56, 84, 61, 879
INVAR-2, Run: 004, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 28, 175, 20, 3, 0, 20, 56, 84, 48, 175
INVAR-2, Run: 005, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 19, 415, 20, 3, 0, 20, 56, 84, 39, 415
INVAR-2, Run: 006, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 7, 322, 19, 0, 0, 19, 56, 84, 26, 322
INVAR-2, Run: 007, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 89, 851, 19, 1, 1, 19, 56, 84, 89, 1019
INVAR-2, Run: 008, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 17, 449, 20, 2, 1, 20, 56, 84, 37, 449
INVAR-2, Run: 009, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 43, 439, 20, 4, 1, 20, 56, 84, 43, 607
INVAR-2, Run: 010, P, 1, 0, 0, 34, 0, 0, 22, 0, 0, 168, 0, 12, 44, 14, 142, 22, 7, 2, 22, 56, 84, 36, 142
INVAR-2, Run: 011, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 31, 361, 21, 5, 1, 21, 56, 84, 52, 361
INVAR-2, Run: 012, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 15, 260, 21, 5, 1, 21, 56, 84, 36, 260
INVAR-2, Run: 013, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 25, 302, 20, 3, 0, 20, 56, 84, 45, 302
INVAR-2, Run: 014, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 21, 240, 20, 5, 0, 20, 56, 84, 21, 408
INVAR-2, Run: 015, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 15, 256, 19, 2, 0, 19, 56, 84, 15, 424
INVAR-2, Run: 016, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 11, 252, 19, 2, 0, 19, 56, 84, 11, 420
INVAR-2, Run: 017, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 8, 371, 20, 2, 1, 20, 56, 84, 28, 371
INVAR-2, Run: 018, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 119, 781, 20, 3, 2, 20, 56, 84, 119, 949
INVAR-2, Run: 019, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 22, 288, 20, 1, 2, 20, 56, 84, 42, 288
INVAR-2, Run: 020, P, 0, 0, 0, 181, 1, 1, 0, 21, 168, 0, 0, 13, 43, 57, 444, 21, 7, 1, 21, 56, 84, 57, 612
INVAR-2, Run: 021, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 18, 285, 20, 5, 0, 20, 56, 84, 18, 453
INVAR-2, Run: 022, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 27, 229, 20, 1, 2, 20, 56, 84, 47, 229
INVAR-2, Run: 023, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 9, 164, 20, 2, 1, 20, 56, 84, 29, 164
INVAR-2, Run: 024, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 14, 239, 19, 2, 0, 19, 56, 84, 14, 407
INVAR-2, Run: 025, P, 0, 0, 0, 26, 0, 0, 10, 10, 0, 168, 0, 16, 40, 4, 151, 20, 4, 0, 20, 56, 84, 14, 151
INVAR-2, Run: 026, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 14, 329, 20, 5, 0, 20, 56, 84, 14, 497
INVAR-2, Run: 027, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 50, 532, 20, 5, 0, 20, 56, 84, 50, 700
INVAR-2, Run: 028, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 34, 312, 19, 2, 0, 19, 56, 84, 34, 480
INVAR-2, Run: 029, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 7, 202, 19, 0, 0, 19, 56, 84, 26, 202
INVAR-2, Run: 030, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 29, 374, 20, 4, 1, 20, 56, 84, 29, 542
INVAR-2, Run: 031, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 10, 399, 21, 6, 0, 21, 56, 84, 31, 399
INVAR-2, Run: 032, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 24, 354, 19, 2, 0, 19, 56, 84, 24, 522
INVAR-2, Run: 033, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 9, 267, 20, 3, 0, 20, 56, 84, 29, 267
INVAR-2, Run: 034, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 14, 376, 19, 0, 0, 19, 56, 84, 33, 376
INVAR-2, Run: 035, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 27, 295, 20, 5, 0, 20, 56, 84, 27, 463
INVAR-2, Run: 036, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 20, 214, 20, 5, 0, 20, 56, 84, 20, 382
INVAR-2, Run: 037, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 21, 218, 20, 5, 0, 20, 56, 84, 21, 386
INVAR-2, Run: 038, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 14, 448, 20, 2, 1, 20, 56, 84, 34, 448
INVAR-2, Run: 039, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 12, 412, 20, 3, 0, 20, 56, 84, 32, 412
INVAR-2, Run: 040, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 26, 500, 19, 2, 0, 19, 56, 84, 26, 668
INVAR-2, Run: 041, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 38, 552, 20, 5, 0, 20, 56, 84, 38, 720
INVAR-2, Run: 042, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 29, 363, 20, 4, 1, 20, 56, 84, 29, 531
INVAR-2, Run: 043, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 41, 454, 20, 5, 0, 20, 56, 84, 41, 622
INVAR-2, Run: 044, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 18, 239, 20, 3, 0, 20, 56, 84, 38, 239
INVAR-2, Run: 045, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 23, 370, 20, 2, 1, 20, 56, 84, 43, 370
INVAR-2, Run: 046, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 12, 424, 20, 3, 0, 20, 56, 84, 32, 424
INVAR-2, Run: 047, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 36, 521, 20, 3, 0, 20, 56, 84, 56, 521
INVAR-2, Run: 048, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 17, 234, 20, 5, 0, 20, 56, 84, 17, 402
INVAR-2, Run: 049, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 80, 633, 20, 5, 0, 20, 56, 84, 80, 801
INVAR-2, Run: 050, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 15, 341, 20, 3, 0, 20, 56, 84, 35, 341
INVAR-2, Run: 051, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 16, 298, 19, 2, 0, 19, 56, 84, 16, 466
INVAR-2, Run: 052, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 19, 216, 19, 2, 0, 19, 56, 84, 19, 384
INVAR-2, Run: 053, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 20, 407, 20, 3, 0, 20, 56, 84, 40, 407
INVAR-2, Run: 054, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 35, 409, 20, 4, 1, 20, 56, 84, 35, 577
INVAR-2, Run: 055, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 21, 229, 19, 0, 0, 19, 56, 84, 40, 229
INVAR-2, Run: 056, P, 0, 0, 0, 26, 0, 0, 10, 10, 0, 168, 0, 16, 40, 36, 657, 20, 3, 1, 20, 56, 84, 46, 657
INVAR-2, Run: 057, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 67, 466, 20, 5, 0, 20, 56, 84, 67, 634
INVAR-2, Run: 058, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 11, 510, 21, 5, 1, 21, 56, 84, 32, 510
INVAR-2, Run: 059, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 23, 648, 20, 3, 0, 20, 56, 84, 43, 648
INVAR-2, Run: 060, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 7, 412, 20, 3, 0, 20, 56, 84, 27, 412
INVAR-2, Run: 061, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 9, 281, 20, 3, 0, 20, 56, 84, 29, 281
INVAR-2, Run: 062, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 13, 408, 20, 2, 1, 20, 56, 84, 33, 408
INVAR-2, Run: 063, P, 0, 0, 0, 32, 0, 0, 18, 3, 0, 168, 0, 14, 42, 31, 183, 21, 7, 0, 21, 56, 84, 49, 183
INVAR-2, Run: 064, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 39, 508, 20, 3, 0, 20, 56, 84, 59, 508
INVAR-2, Run: 065, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 13, 136, 19, 2, 0, 19, 56, 84, 13, 304
INVAR-2, Run: 066, P, 0, 0, 0, 23, 0, 0, 5, 14, 0, 168, 0, 18, 38, 17, 228, 19, 1, 0, 19, 56, 84, 22, 228
INVAR-2, Run: 067, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 12, 160, 19, 2, 0, 19, 56, 84, 12, 328
INVAR-2, Run: 068, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 20, 269, 20, 2, 1, 20, 56, 84, 40, 269
INVAR-2, Run: 069, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 41, 348, 20, 4, 1, 20, 56, 84, 41, 516
INVAR-2, Run: 070, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 4, 404, 21, 6, 0, 21, 56, 84, 25, 404
INVAR-2, Run: 071, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 46, 436, 20, 3, 0, 20, 56, 84, 66, 436
INVAR-2, Run: 072, P, 0, 0, 0, 33, 0, 0, 0, 20, 17, 151, 0, 16, 40, 30, 230, 20, 4, 0, 20, 56, 84, 30, 247
INVAR-2, Run: 073, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 7, 302, 20, 3, 0, 20, 56, 84, 27, 302
INVAR-2, Run: 074, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 32, 273, 20, 3, 0, 20, 56, 84, 52, 273
INVAR-2, Run: 075, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 18, 256, 20, 4, 1, 20, 56, 84, 18, 424
INVAR-2, Run: 076, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 14, 228, 20, 2, 1, 20, 56, 84, 34, 228
INVAR-2, Run: 077, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 11, 410, 21, 5, 1, 21, 56, 84, 32, 410
INVAR-2, Run: 078, P, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 22, 420, 21, 6, 0, 21, 56, 84, 43, 420
INVAR-2, Run: 079, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 33, 197, 20, 5, 0, 20, 56, 84, 33, 365
INVAR-2, Run: 080, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 26, 453, 20, 3, 0, 20, 56, 84, 46, 453
INVAR-2, Run: 081, P, 0, 0, 0, 181, 1, 1, 0, 21, 168, 0, 0, 13, 43, 46, 644, 21, 5, 3, 21, 56, 84, 46, 812
INVAR-2, Run: 082, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 10, 431, 20, 1, 2, 20, 56, 84, 30, 431
INVAR-2, Run: 083, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 55, 491, 20, 4, 1, 20, 56, 84, 55, 659
INVAR-2, Run: 084, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 74, 518, 20, 4, 1, 20, 56, 84, 74, 686
INVAR-2, Run: 085, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 28, 185, 19, 2, 0, 19, 56, 84, 28, 353
INVAR-2, Run: 086, P, 0, 0, 0, 23, 0, 0, 7, 13, 0, 168, 0, 16, 40, 19, 180, 20, 2, 2, 20, 56, 84, 26, 180
INVAR-2, Run: 087, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 18, 349, 20, 3, 0, 20, 56, 84, 38, 349
INVAR-2, Run: 088, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 8, 315, 20, 3, 0, 20, 56, 84, 28, 315
INVAR-2, Run: 089, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 26, 409, 20, 2, 1, 20, 56, 84, 46, 409
INVAR-2, Run: 090, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 13, 336, 19, 2, 0, 19, 56, 84, 13, 504
INVAR-2, Run: 091, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 12, 291, 19, 2, 0, 19, 56, 84, 12, 459
INVAR-2, Run: 092, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 32, 399, 19, 2, 0, 19, 56, 84, 32, 567
INVAR-2, Run: 093, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 5, 319, 19, 0, 0, 19, 56, 84, 24, 319
INVAR-2, Run: 094, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 36, 349, 20, 3, 2, 20, 56, 84, 36, 517
INVAR-2, Run: 095, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 12, 311, 20, 3, 0, 20, 56, 84, 32, 311
INVAR-2, Run: 096, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 24, 276, 20, 3, 2, 20, 56, 84, 24, 444
INVAR-2, Run: 097, P, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 27, 474, 19, 2, 0, 19, 56, 84, 27, 642
INVAR-2, Run: 098, P, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 39, 608, 20, 3, 0, 20, 56, 84, 59, 608
INVAR-2, Run: 099, P, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 31, 291, 20, 4, 1, 20, 56, 84, 31, 459
INVAR-2, Run: 100, P, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 14, 376, 19, 0, 0, 19, 56, 84, 33, 376
INVAR-3, Run: 001, P, 0, 0, 0, 86, 0, 0, 34, 22, 0, 492, 0, 52, 112, 44, 1196, 56, 4, 0, 56, 164, 246, 78, 1196
INVAR-3, Run: 002, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 139, 2384, 56, 4, 1, 56, 164, 246, 139, 2876
INVAR-3, Run: 003, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 70, 1793, 57, 6, 0, 57, 164, 246, 127, 1793
INVAR-3, Run: 004, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 92, 2171, 58, 9, 2, 58, 164, 246, 92, 2663
INVAR-3, Run: 005, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 79, 1998, 57, 8, 0, 57, 164, 246, 79, 2490
INVAR-3, Run: 006, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 56, 1548, 57, 5, 1, 57, 164, 246, 113, 1548
INVAR-3, Run: 007, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 53, 1608, 56, 4, 1, 56, 164, 246, 53, 2100
INVAR-3, Run: 008, P, 0, 0, 0, 65, 0, 0, 15, 42, 0, 492, 0, 50, 114, 57, 1655, 57, 7, 0, 57, 164, 246, 72, 1655
INVAR-3, Run: 009, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 105, 1731, 56, 3, 2, 56, 164, 246, 105, 2223
INVAR-3, Run: 010, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 134, 2237, 57, 8, 0, 57, 164, 246, 134, 2729
INVAR-3, Run: 011, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 136, 2320, 57, 3, 3, 57, 164, 246, 193, 2320
INVAR-3, Run: 012, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 164, 2391, 57, 8, 0, 57, 164, 246, 164, 2883
INVAR-3, Run: 013, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 102, 2323, 57, 5, 1, 57, 164, 246, 159, 2323
INVAR-3, Run: 014, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 175, 2153, 57, 8, 0, 57, 164, 246, 175, 2645
INVAR-3, Run: 015, P, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 61, 1640, 56, 3, 0, 56, 164, 246, 117, 1640
INVAR-3, Run: 016, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 84, 1923, 56, 5, 0, 56, 164, 246, 84, 2415
INVAR-3, Run: 017, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 67, 1585, 56, 5, 0, 56, 164, 246, 67, 2077
INVAR-3, Run: 018, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 72, 1332, 56, 5, 0, 56, 164, 246, 72, 1824
INVAR-3, Run: 019, P, 0, 0, 0, 58, 0, 0, 6, 50, 0, 492, 0, 52, 112, 51, 1709, 56, 4, 0, 56, 164, 246, 57, 1709
INVAR-3, Run: 020, P, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 120, 2267, 58, 10, 1, 58, 164, 246, 120, 2759
INVAR-3, Run: 021, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 84, 2341, 58, 8, 1, 58, 164, 246, 142, 2341
INVAR-3, Run: 022, P, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 68, 1792, 56, 5, 0, 56, 164, 246, 68, 2284
INVAR-3, Run: 023, P, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 120, 2562, 57, 8, 0, 57, 164, 246, 120, 3054
INVAR-3, Run: 024, P, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 83, 1858, 57, 5, 1, 57, 164, 246, 140, 1858
INVAR-3, Run: 025, P, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 90, 1875, 58, 7, 2, 58, 164, 246, 148, 1875
