Input Number, Run_Number, Result@ 100, Y, X, V
13, Run: 027, F, 0, 0, 10
13, Run: 028, P, 0, 2, 0
13, Run: 029, P, 0, 1, 0
13, Run: 030, P, 0, 2, 0
13, Run: 031, P, 0, 2, 0
13, Run: 032, P, 0, 1, 0
13, Run: 033, P, 0, 2, 0
13, Run: 034, F, 0, 0, 4
13, Run: 035, P, 0, 1, 0
13, Run: 036, P, 0, 2, 0
13, Run: 037, F, 0, 0, 3
13, Run: 038, P, 0, 1, 0
13, Run: 039, F, 0, 0, 15
13, Run: 040, F, 0, 0, 2
13, Run: 041, P, 0, 1, 0
13, Run: 042, P, 0, 1, 0
13, Run: 043, P, 0, 1, 0
13, Run: 044, P, 0, 1, 0
13, Run: 045, F, 0, 0, 5
13, Run: 046, P, 0, 1, 0
13, Run: 047, P, 0, 2, 0
13, Run: 048, P, 0, 1, 0
13, Run: 049, F, 0, 0, 1
13, Run: 050, P, 0, 2, 0
13, Run: 051, P, 0, 1, 0
13, Run: 052, P, 0, 1, 0
13, Run: 053, P, 0, 1, 0
13, Run: 054, F, 0, 0, 16
13, Run: 055, P, 0, 1, 0
13, Run: 056, F, 0, 0, 25
13, Run: 057, F, 0, 0, 33
13, Run: 058, F, 0, 0, 4
13, Run: 059, P, 0, 2, 0
13, Run: 060, P, 0, 1, 0
13, Run: 061, P, 0, 1, 0
13, Run: 062, P, 0, 2, 0
13, Run: 063, P, 0, 2, 0
13, Run: 064, P, 0, 1, 0
13, Run: 065, F, 0, 0, 10
13, Run: 066, P, 0, 2, 0
13, Run: 067, P, 0, 1, 0
13, Run: 068, P, 0, 1, 0
13, Run: 069, P, 0, 0, 0
13, Run: 070, F, 0, 0, 12
13, Run: 071, P, 0, 1, 0
13, Run: 072, F, 0, 0, 37
13, Run: 073, F, 0, 0, 6
13, Run: 074, F, 0, 0, 8
13, Run: 075, P, 0, 1, 0
13, Run: 076, F, 0, 0, 1
13, Run: 077, F, 0, 0, 13
13, Run: 078, P, 0, 1, 0
13, Run: 079, F, 0, 0, 25
13, Run: 080, P, 0, 2, 0
13, Run: 081, F, 0, 0, 24
13, Run: 082, P, 0, 2, 0
13, Run: 083, F, 0, 0, 13
13, Run: 084, P, 0, 1, 0
13, Run: 085, F, 0, 0, 15
13, Run: 086, P, 0, 2, 0
13, Run: 087, P, 0, 1, 0
13, Run: 088, P, 0, 1, 0
13, Run: 089, P, 0, 1, 0
13, Run: 090, F, 0, 0, 17
13, Run: 091, P, 0, 2, 0
13, Run: 092, P, 0, 1, 0
13, Run: 093, P, 0, 1, 0
13, Run: 094, P, 0, 1, 0
13, Run: 095, P, 0, 1, 0
13, Run: 096, P, 0, 1, 0
13, Run: 097, P, 0, 1, 0
13, Run: 098, P, 0, 1, 0
13, Run: 099, P, 0, 0, 0
13, Run: 100, P, 0, 1, 0
14, Run: 001, F, 0, 0, 8
14, Run: 002, P, 0, 2, 0
14, Run: 003, P, 0, 1, 0
14, Run: 004, F, 0, 0, 4
14, Run: 005, P, 0, 2, 0
14, Run: 006, P, 0, 1, 0
14, Run: 007, P, 0, 0, 0
14, Run: 008, P, 0, 2, 0
14, Run: 009, P, 0, 1, 0
14, Run: 010, P, 0, 1, 0
14, Run: 011, F, 0, 0, 2
14, Run: 012, P, 0, 1, 0
14, Run: 013, F, 0, 0, 7
14, Run: 014, F, 0, 0, 3
14, Run: 015, P, 0, 1, 0
14, Run: 016, P, 0, 1, 0
14, Run: 017, F, 0, 0, 6
14, Run: 018, P, 0, 1, 0
14, Run: 019, P, 0, 1, 0
14, Run: 020, P, 0, 2, 0
14, Run: 021, P, 0, 2, 0
14, Run: 022, P, 0, 1, 0
14, Run: 023, P, 0, 1, 0
14, Run: 024, P, 0, 2, 0
14, Run: 025, P, 0, 1, 0
14, Run: 026, P, 0, 0, 0
14, Run: 027, P, 0, 1, 0
14, Run: 028, P, 0, 1, 0
14, Run: 029, F, 0, 0, 6
14, Run: 030, F, 0, 0, 6
14, Run: 031, P, 0, 1, 0
14, Run: 032, P, 0, 2, 0
14, Run: 033, F, 0, 0, 5
14, Run: 034, P, 0, 1, 0
14, Run: 035, F, 0, 0, 4
14, Run: 036, P, 0, 1, 0
14, Run: 037, P, 0, 1, 0
14, Run: 038, P, 0, 1, 0
14, Run: 039, P, 0, 2, 0
14, Run: 040, P, 0, 1, 0
14, Run: 041, P, 0, 1, 0
14, Run: 042, P, 0, 1, 0
14, Run: 043, P, 0, 0, 0
14, Run: 044, F, 0, 0, 2
14, Run: 045, P, 0, 1, 0
14, Run: 046, P, 0, 1, 0
14, Run: 047, F, 0, 0, 3
14, Run: 048, F, 0, 0, 6
14, Run: 049, P, 0, 1, 0
14, Run: 050, P, 0, 2, 0
14, Run: 051, P, 0, 1, 0
14, Run: 052, P, 0, 1, 0
14, Run: 053, P, 0, 1, 0
14, Run: 054, P, 0, 1, 0
14, Run: 055, P, 0, 1, 0
14, Run: 056, F, 0, 0, 5
14, Run: 057, P, 0, 1, 0
14, Run: 058, P, 0, 0, 0
14, Run: 059, F, 0, 0, 2
14, Run: 060, F, 0, 0, 1
14, Run: 061, P, 0, 1, 0
14, Run: 062, P, 0, 1, 0
14, Run: 063, P, 0, 1, 0
14, Run: 064, F, 0, 0, 11
14, Run: 065, P, 0, 1, 0
14, Run: 066, F, 0, 0, 1
14, Run: 067, P, 0, 1, 0
14, Run: 068, P, 0, 2, 0
14, Run: 069, P, 0, 2, 0
14, Run: 070, F, 0, 0, 1
14, Run: 071, F, 0, 0, 2
14, Run: 072, P, 0, 1, 0
14, Run: 073, P, 0, 1, 0
14, Run: 074, P, 0, 1, 0
14, Run: 075, P, 0, 1, 0
14, Run: 076, P, 0, 0, 0
14, Run: 077, F, 0, 0, 1
14, Run: 078, F, 0, 0, 2
14, Run: 079, F, 0, 0, 8
14, Run: 080, P, 0, 2, 0
14, Run: 081, P, 0, 2, 0
14, Run: 082, P, 0, 0, 0
14, Run: 083, F, 0, 0, 4
14, Run: 084, P, 0, 1, 0
14, Run: 085, F, 0, 0, 14
14, Run: 086, F, 0, 0, 8
14, Run: 087, F, 0, 0, 6
14, Run: 088, F, 0, 0, 5
14, Run: 089, P, 0, 2, 0
14, Run: 090, P, 0, 1, 0
14, Run: 091, P, 0, 1, 0
14, Run: 092, P, 0, 1, 0
14, Run: 093, P, 0, 1, 0
14, Run: 094, P, 0, 0, 0
14, Run: 095, F, 0, 0, 7
14, Run: 096, P, 0, 0, 0
14, Run: 097, F, 0, 0, 7
14, Run: 098, F, 0, 0, 10
14, Run: 099, P, 0, 1, 0
14, Run: 100, P, 0, 1, 0
15, Run: 001, P, 0, 1, 0
15, Run: 002, F, 0, 0, 4
15, Run: 003, F, 0, 0, 20
15, Run: 004, P, 0, 1, 0
15, Run: 005, P, 0, 1, 0
15, Run: 006, F, 0, 0, 5
15, Run: 007, P, 0, 2, 0
15, Run: 008, F, 0, 0, 21
15, Run: 009, F, 0, 0, 9
15, Run: 010, F, 0, 0, 2
15, Run: 011, F, 0, 0, 14
15, Run: 012, P, 0, 0, 0
15, Run: 013, P, 0, 0, 0
15, Run: 014, P, 0, 2, 0
15, Run: 015, F, 0, 0, 31
15, Run: 016, F, 0, 0, 5
15, Run: 017, F, 0, 0, 29
15, Run: 018, F, 0, 0, 3
15, Run: 019, P, 0, 2, 0
15, Run: 020, P, 0, 1, 0
15, Run: 021, F, 0, 0, 23
15, Run: 022, P, 0, 1, 0
15, Run: 023, P, 0, 2, 0
15, Run: 024, F, 0, 0, 19
15, Run: 025, F, 0, 0, 23
15, Run: 026, F, 0, 0, 24
15, Run: 027, F, 0, 0, 12
15, Run: 028, F, 0, 0, 15
15, Run: 029, F, 0, 0, 39
15, Run: 030, P, 0, 1, 0
15, Run: 031, F, 0, 0, 5
15, Run: 032, P, 0, 2, 0
15, Run: 033, F, 0, 0, 5
15, Run: 034, F, 0, 0, 13
15, Run: 035, F, 0, 0, 4
15, Run: 036, F, 0, 0, 22
15, Run: 037, F, 0, 0, 2
15, Run: 038, F, 0, 0, 28
15, Run: 039, P, 0, 2, 0
15, Run: 040, F, 0, 0, 15
15, Run: 041, F, 0, 0, 18
15, Run: 042, F, 0, 0, 19
15, Run: 043, F, 0, 0, 1
15, Run: 044, F, 0, 0, 19
15, Run: 045, F, 0, 0, 17
15, Run: 046, P, 0, 2, 0
15, Run: 047, F, 0, 0, 34
15, Run: 048, P, 0, 1, 0
15, Run: 049, F, 0, 0, 4
15, Run: 050, F, 0, 0, 3
15, Run: 051, F, 0, 0, 2
15, Run: 052, P, 0, 1, 0
15, Run: 053, P, 0, 2, 0
15, Run: 054, P, 0, 1, 0
15, Run: 055, P, 0, 2, 0
15, Run: 056, P, 0, 2, 0
15, Run: 057, F, 0, 0, 28
15, Run: 058, P, 0, 2, 0
15, Run: 059, P, 0, 1, 0
15, Run: 060, F, 0, 0, 4
15, Run: 061, P, 0, 1, 0
15, Run: 062, P, 0, 1, 0
15, Run: 063, P, 0, 1, 0
15, Run: 064, F, 0, 0, 30
15, Run: 065, F, 0, 0, 4
15, Run: 066, F, 0, 0, 40
15, Run: 067, P, 0, 2, 0
15, Run: 068, P, 0, 1, 0
15, Run: 069, F, 0, 0, 6
15, Run: 070, P, 0, 1, 0
15, Run: 071, P, 0, 2, 0
15, Run: 072, P, 0, 2, 0
15, Run: 073, P, 0, 1, 0
15, Run: 074, F, 0, 0, 31
15, Run: 075, P, 0, 1, 0
15, Run: 076, F, 0, 0, 17
15, Run: 077, P, 0, 1, 0
15, Run: 078, F, 0, 0, 1
15, Run: 079, F, 0, 0, 22
15, Run: 080, P, 0, 1, 0
15, Run: 081, P, 0, 2, 0
15, Run: 082, P, 0, 2, 0
15, Run: 083, P, 0, 1, 0
15, Run: 084, P, 0, 2, 0
15, Run: 085, F, 0, 0, 20
15, Run: 086, F, 0, 0, 7
15, Run: 087, P, 0, 1, 0
15, Run: 088, P, 0, 2, 0
15, Run: 089, F, 0, 0, 1
15, Run: 090, F, 0, 0, 14
15, Run: 091, F, 0, 0, 3
15, Run: 092, F, 0, 0, 4
15, Run: 093, P, 0, 1, 0
15, Run: 094, F, 0, 0, 10
15, Run: 095, P, 0, 1, 0
15, Run: 096, P, 0, 0, 0
15, Run: 097, P, 0, 2, 0
15, Run: 098, F, 0, 0, 23
15, Run: 099, F, 0, 0, 9
15, Run: 100, P, 0, 1, 0
16, Run: 001, P, 0, 2, 0
16, Run: 002, F, 0, 0, 12
16, Run: 003, P, 0, 1, 0
16, Run: 004, F, 0, 0, 19
16, Run: 005, P, 0, 2, 0
16, Run: 006, F, 0, 0, 9
16, Run: 007, P, 0, 1, 0
16, Run: 008, P, 0, 1, 0
16, Run: 009, P, 0, 1, 0
16, Run: 010, F, 0, 0, 20
16, Run: 011, F, 0, 0, 4
16, Run: 012, P, 0, 1, 0
16, Run: 013, F, 0, 0, 12
16, Run: 014, F, 0, 0, 7
16, Run: 015, P, 0, 1, 0
16, Run: 016, P, 0, 2, 0
16, Run: 017, P, 0, 2, 0
16, Run: 018, P, 0, 1, 0
16, Run: 019, P, 0, 1, 0
16, Run: 020, F, 0, 0, 9
16, Run: 021, P, 0, 1, 0
16, Run: 022, P, 0, 1, 0
16, Run: 023, F, 0, 0, 29
16, Run: 024, F, 0, 0, 3
16, Run: 025, F, 0, 0, 6
16, Run: 026, F, 0, 0, 3
16, Run: 027, P, 0, 1, 0
16, Run: 028, P, 0, 2, 0
16, Run: 029, P, 0, 1, 0
16, Run: 030, P, 0, 2, 0
16, Run: 031, P, 0, 1, 0
16, Run: 032, P, 0, 2, 0
16, Run: 033, P, 0, 1, 0
16, Run: 034, F, 0, 0, 34
