Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, F, 40, 0, 0, 18, 21, 2, 5
INVAR-1, Run: 002, P, 38, 0, 0, 14, 33, 0, 19
INVAR-1, Run: 003, F, 39, 0, 0, 16, 33, 1, 18
INVAR-1, Run: 004, P, 38, 0, 0, 14, 26, 0, 12
INVAR-1, Run: 005, F, 39, 0, 0, 16, 29, 1, 14
INVAR-1, Run: 006, F, 39, 0, 0, 16, 30, 1, 15
INVAR-1, Run: 007, P, 38, 0, 0, 14, 19, 0, 5
INVAR-1, Run: 008, P, 38, 0, 0, 14, 45, 0, 31
INVAR-1, Run: 009, P, 38, 0, 0, 14, 25, 0, 11
INVAR-1, Run: 010, P, 38, 0, 0, 14, 28, 0, 14
INVAR-1, Run: 011, F, 39, 0, 0, 16, 36, 1, 21
INVAR-1, Run: 012, F, 39, 0, 0, 16, 29, 1, 14
INVAR-1, Run: 013, F, 39, 0, 0, 16, 29, 1, 14
INVAR-1, Run: 014, F, 39, 0, 0, 16, 32, 1, 17
INVAR-1, Run: 015, P, 38, 0, 0, 14, 24, 0, 10
INVAR-1, Run: 016, P, 38, 0, 0, 14, 42, 0, 28
INVAR-1, Run: 017, F, 40, 0, 0, 18, 31, 2, 15
INVAR-1, Run: 018, F, 43, 0, 0, 24, 35, 5, 16
INVAR-1, Run: 019, P, 38, 0, 0, 14, 26, 0, 12
INVAR-1, Run: 020, F, 40, 0, 0, 18, 35, 2, 19
INVAR-1, Run: 021, F, 42, 0, 0, 22, 40, 4, 22
INVAR-1, Run: 022, F, 40, 0, 0, 18, 40, 2, 24
INVAR-1, Run: 023, F, 39, 0, 0, 16, 32, 1, 17
INVAR-1, Run: 024, P, 38, 0, 0, 14, 23, 0, 9
INVAR-1, Run: 025, F, 39, 0, 0, 16, 27, 1, 12
INVAR-1, Run: 026, F, 39, 0, 0, 16, 26, 1, 11
INVAR-1, Run: 027, F, 39, 0, 0, 16, 28, 1, 13
INVAR-1, Run: 028, P, 38, 0, 0, 14, 22, 0, 8
INVAR-1, Run: 029, P, 38, 0, 0, 14, 19, 0, 5
INVAR-1, Run: 030, P, 38, 0, 0, 14, 23, 0, 9
INVAR-1, Run: 031, P, 38, 0, 0, 14, 22, 0, 8
INVAR-1, Run: 032, P, 38, 0, 0, 14, 25, 0, 11
INVAR-1, Run: 033, P, 38, 0, 0, 14, 36, 0, 22
INVAR-1, Run: 034, F, 41, 0, 0, 20, 47, 3, 30
INVAR-1, Run: 035, F, 41, 0, 0, 20, 40, 3, 23
INVAR-1, Run: 036, F, 41, 0, 0, 20, 51, 3, 34
INVAR-1, Run: 037, P, 38, 0, 0, 14, 25, 0, 11
INVAR-1, Run: 038, F, 40, 0, 0, 18, 38, 2, 22
INVAR-1, Run: 039, F, 39, 0, 0, 16, 31, 1, 16
INVAR-1, Run: 040, F, 40, 0, 0, 18, 29, 2, 13
INVAR-1, Run: 041, F, 41, 0, 0, 20, 45, 3, 28
INVAR-1, Run: 042, P, 38, 0, 0, 14, 30, 0, 16
INVAR-1, Run: 043, P, 38, 0, 0, 14, 23, 0, 9
INVAR-1, Run: 044, P, 38, 0, 0, 14, 23, 0, 9
INVAR-1, Run: 045, F, 39, 0, 0, 16, 21, 1, 6
INVAR-1, Run: 046, F, 40, 0, 0, 18, 33, 2, 17
INVAR-1, Run: 047, P, 38, 0, 0, 14, 28, 0, 14
INVAR-1, Run: 048, F, 42, 0, 0, 22, 33, 4, 15
INVAR-1, Run: 049, P, 38, 0, 0, 14, 25, 0, 11
INVAR-1, Run: 050, F, 39, 0, 0, 16, 29, 1, 14
INVAR-1, Run: 051, P, 38, 0, 0, 14, 24, 0, 10
INVAR-1, Run: 052, P, 38, 0, 0, 14, 22, 0, 8
INVAR-1, Run: 053, F, 39, 0, 0, 16, 25, 1, 10
INVAR-1, Run: 054, F, 42, 0, 0, 22, 43, 4, 25
INVAR-1, Run: 055, F, 41, 0, 0, 20, 43, 3, 26
INVAR-1, Run: 056, F, 39, 0, 0, 16, 32, 1, 17
INVAR-1, Run: 057, F, 40, 0, 0, 18, 28, 2, 12
INVAR-1, Run: 058, P, 38, 0, 0, 14, 28, 0, 14
INVAR-1, Run: 059, F, 39, 0, 0, 16, 21, 1, 6
INVAR-1, Run: 060, P, 38, 0, 0, 14, 27, 0, 13
INVAR-1, Run: 061, F, 39, 0, 0, 16, 28, 1, 13
INVAR-1, Run: 062, P, 38, 0, 0, 14, 30, 0, 16
INVAR-1, Run: 063, P, 38, 0, 0, 14, 20, 0, 6
INVAR-1, Run: 064, P, 38, 0, 0, 14, 21, 0, 7
INVAR-1, Run: 065, P, 38, 0, 0, 14, 23, 0, 9
INVAR-1, Run: 066, F, 39, 0, 0, 16, 29, 1, 14
INVAR-1, Run: 067, F, 39, 0, 0, 16, 26, 1, 11
INVAR-1, Run: 068, F, 39, 0, 0, 16, 31, 1, 16
INVAR-1, Run: 069, F, 42, 0, 0, 22, 50, 4, 32
INVAR-1, Run: 070, F, 40, 0, 0, 18, 31, 2, 15
INVAR-1, Run: 071, P, 38, 0, 0, 14, 29, 0, 15
INVAR-1, Run: 072, F, 40, 0, 0, 18, 40, 2, 24
INVAR-1, Run: 073, F, 40, 0, 0, 18, 34, 2, 18
INVAR-1, Run: 074, F, 39, 0, 0, 16, 21, 1, 6
INVAR-1, Run: 075, F, 39, 0, 0, 16, 27, 1, 12
INVAR-1, Run: 076, F, 40, 0, 0, 18, 32, 2, 16
INVAR-1, Run: 077, P, 38, 0, 0, 14, 29, 0, 15
INVAR-1, Run: 078, F, 39, 0, 0, 16, 26, 1, 11
INVAR-1, Run: 079, F, 42, 0, 0, 22, 51, 4, 33
INVAR-1, Run: 080, F, 39, 0, 0, 16, 30, 1, 15
INVAR-1, Run: 081, P, 38, 0, 0, 14, 37, 0, 23
INVAR-1, Run: 082, P, 38, 0, 0, 14, 28, 0, 14
INVAR-1, Run: 083, F, 39, 0, 0, 16, 39, 1, 24
INVAR-1, Run: 084, F, 39, 0, 0, 16, 31, 1, 16
INVAR-1, Run: 085, F, 39, 0, 0, 16, 25, 1, 10
INVAR-1, Run: 086, P, 38, 0, 0, 14, 29, 0, 15
INVAR-1, Run: 087, F, 43, 0, 0, 24, 60, 5, 41
INVAR-1, Run: 088, F, 39, 0, 0, 16, 29, 1, 14
INVAR-1, Run: 089, F, 40, 0, 0, 18, 27, 2, 11
INVAR-1, Run: 090, F, 39, 0, 0, 16, 33, 1, 18
INVAR-1, Run: 091, F, 39, 0, 0, 16, 38, 1, 23
INVAR-1, Run: 092, P, 38, 0, 0, 14, 25, 0, 11
INVAR-1, Run: 093, P, 38, 0, 0, 14, 23, 0, 9
INVAR-1, Run: 094, P, 38, 0, 0, 14, 32, 0, 18
INVAR-1, Run: 095, F, 39, 0, 0, 16, 47, 1, 32
INVAR-1, Run: 096, P, 38, 0, 0, 14, 32, 0, 18
INVAR-1, Run: 097, P, 38, 0, 0, 14, 30, 0, 16
INVAR-1, Run: 098, F, 40, 0, 0, 18, 29, 2, 13
INVAR-1, Run: 099, P, 38, 0, 0, 14, 34, 0, 20
INVAR-1, Run: 100, F, 40, 0, 0, 18, 37, 2, 21
INVAR-10, Run: 001, P, 12, 0, 0, 5, 17, 0, 12
INVAR-10, Run: 002, F, 13, 0, 0, 7, 12, 1, 6
INVAR-10, Run: 003, F, 17, 0, 0, 15, 36, 5, 26
INVAR-10, Run: 004, F, 13, 0, 0, 7, 14, 1, 8
INVAR-10, Run: 005, P, 12, 0, 0, 5, 9, 0, 4
INVAR-10, Run: 006, F, 15, 0, 0, 11, 19, 3, 11
INVAR-10, Run: 007, F, 16, 0, 0, 13, 27, 4, 18
INVAR-10, Run: 008, F, 15, 0, 0, 11, 16, 3, 8
INVAR-10, Run: 009, F, 0, 19, 0, 0, 0, 7, 7
INVAR-10, Run: 010, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 011, P, 12, 0, 0, 5, 8, 0, 3
INVAR-10, Run: 012, F, 15, 0, 0, 11, 20, 3, 12
INVAR-10, Run: 013, F, 0, 23, 0, 4, 2, 11, 9
INVAR-10, Run: 014, F, 17, 0, 0, 15, 28, 5, 18
INVAR-10, Run: 015, F, 16, 0, 0, 13, 25, 4, 16
INVAR-10, Run: 016, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 017, F, 19, 0, 0, 19, 31, 7, 19
INVAR-10, Run: 018, F, 18, 0, 0, 17, 23, 6, 12
INVAR-10, Run: 019, F, 15, 0, 0, 11, 13, 3, 5
INVAR-10, Run: 020, F, 16, 0, 0, 13, 21, 4, 12
INVAR-10, Run: 021, P, 12, 0, 0, 5, 9, 0, 4
INVAR-10, Run: 022, F, 18, 0, 0, 17, 33, 6, 22
INVAR-10, Run: 023, F, 16, 0, 0, 13, 25, 4, 16
INVAR-10, Run: 024, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 025, F, 13, 0, 0, 7, 11, 1, 5
INVAR-10, Run: 026, F, 0, 22, 0, 3, 1, 10, 8
INVAR-10, Run: 027, F, 14, 0, 0, 9, 18, 2, 11
INVAR-10, Run: 028, F, 15, 0, 0, 11, 20, 3, 12
INVAR-10, Run: 029, F, 13, 0, 0, 7, 9, 1, 3
INVAR-10, Run: 030, F, 0, 24, 0, 5, 3, 12, 10
INVAR-10, Run: 031, F, 0, 27, 0, 8, 3, 15, 10
INVAR-10, Run: 032, F, 14, 0, 0, 9, 12, 2, 5
INVAR-10, Run: 033, P, 12, 0, 0, 5, 8, 0, 3
INVAR-10, Run: 034, F, 14, 0, 0, 9, 14, 2, 7
INVAR-10, Run: 035, F, 14, 0, 0, 9, 19, 2, 12
INVAR-10, Run: 036, P, 12, 0, 0, 5, 5, 0, 0
INVAR-10, Run: 037, F, 15, 0, 0, 11, 23, 3, 15
INVAR-10, Run: 038, F, 15, 0, 0, 11, 22, 3, 14
INVAR-10, Run: 039, P, 12, 0, 0, 5, 7, 0, 2
INVAR-10, Run: 040, F, 14, 0, 0, 9, 15, 2, 8
INVAR-10, Run: 041, F, 13, 0, 0, 7, 13, 1, 7
INVAR-10, Run: 042, F, 14, 0, 0, 9, 20, 2, 13
INVAR-10, Run: 043, F, 0, 23, 0, 4, 1, 11, 8
INVAR-10, Run: 044, F, 15, 0, 0, 11, 16, 3, 8
INVAR-10, Run: 045, F, 14, 0, 0, 9, 12, 2, 5
INVAR-10, Run: 046, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 047, F, 17, 0, 0, 15, 21, 5, 11
INVAR-10, Run: 048, F, 13, 0, 0, 7, 10, 1, 4
INVAR-10, Run: 049, F, 19, 0, 0, 19, 37, 7, 25
INVAR-10, Run: 050, P, 12, 0, 0, 5, 10, 0, 5
INVAR-10, Run: 051, F, 13, 0, 0, 7, 9, 1, 3
INVAR-10, Run: 052, P, 12, 0, 0, 5, 17, 0, 12
INVAR-10, Run: 053, F, 13, 0, 0, 7, 13, 1, 7
INVAR-10, Run: 054, F, 16, 0, 0, 13, 31, 4, 22
INVAR-10, Run: 055, P, 12, 0, 0, 5, 8, 0, 3
INVAR-10, Run: 056, F, 13, 0, 0, 7, 19, 1, 13
INVAR-10, Run: 057, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 058, F, 14, 0, 0, 9, 12, 2, 5
INVAR-10, Run: 059, P, 12, 0, 0, 5, 12, 0, 7
INVAR-10, Run: 060, F, 17, 0, 0, 15, 27, 5, 17
INVAR-10, Run: 061, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 062, F, 17, 0, 0, 15, 33, 5, 23
INVAR-10, Run: 063, F, 13, 0, 0, 7, 12, 1, 6
INVAR-10, Run: 064, F, 14, 0, 0, 9, 25, 2, 18
INVAR-10, Run: 065, F, 14, 0, 0, 9, 14, 2, 7
INVAR-10, Run: 066, F, 14, 0, 0, 9, 20, 2, 13
INVAR-10, Run: 067, P, 12, 0, 0, 5, 10, 0, 5
INVAR-10, Run: 068, F, 0, 23, 0, 4, 2, 11, 9
INVAR-10, Run: 069, F, 13, 0, 0, 7, 13, 1, 7
INVAR-10, Run: 070, P, 12, 0, 0, 5, 10, 0, 5
INVAR-10, Run: 071, F, 14, 0, 0, 9, 12, 2, 5
INVAR-10, Run: 072, P, 12, 0, 0, 5, 8, 0, 3
INVAR-10, Run: 073, F, 0, 26, 0, 7, 8, 14, 15
INVAR-10, Run: 074, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 075, F, 14, 0, 0, 9, 14, 2, 7
INVAR-10, Run: 076, F, 16, 0, 0, 13, 16, 4, 7
INVAR-10, Run: 077, F, 13, 0, 0, 7, 11, 1, 5
INVAR-10, Run: 078, P, 12, 0, 0, 5, 10, 0, 5
INVAR-10, Run: 079, F, 13, 0, 0, 7, 13, 1, 7
INVAR-10, Run: 080, P, 12, 0, 0, 5, 6, 0, 1
INVAR-10, Run: 081, F, 14, 0, 0, 9, 17, 2, 10
INVAR-10, Run: 082, F, 15, 0, 0, 11, 20, 3, 12
INVAR-10, Run: 083, F, 13, 0, 0, 7, 15, 1, 9
INVAR-10, Run: 084, F, 14, 0, 0, 9, 15, 2, 8
INVAR-10, Run: 085, P, 12, 0, 0, 5, 11, 0, 6
INVAR-10, Run: 086, F, 0, 28, 0, 9, 3, 16, 10
INVAR-10, Run: 087, F, 22, 0, 0, 25, 36, 10, 21
INVAR-10, Run: 088, P, 12, 0, 0, 5, 8, 0, 3
INVAR-10, Run: 089, P, 12, 0, 0, 5, 11, 0, 6
INVAR-10, Run: 090, F, 13, 0, 0, 7, 23, 1, 17
INVAR-10, Run: 091, F, 14, 0, 0, 9, 14, 2, 7
INVAR-10, Run: 092, P, 12, 0, 0, 5, 7, 0, 2
INVAR-10, Run: 093, P, 12, 0, 0, 5, 13, 0, 8
INVAR-10, Run: 094, F, 16, 0, 0, 13, 19, 4, 10
INVAR-10, Run: 095, P, 12, 0, 0, 5, 10, 0, 5
INVAR-10, Run: 096, F, 17, 0, 0, 15, 30, 5, 20
