Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction8, Reaction9
INVAR-1, Run: 089, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 77, 155, 0, 0, 0, 0, 0, 0, 0, 669, 0, 0, 0, 0, 0, 0, 455, 332, 255, 214, 123
INVAR-1, Run: 090, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 70, 104, 0, 0, 0, 0, 0, 0, 0, 614, 0, 0, 0, 0, 0, 0, 390, 274, 204, 224, 116
INVAR-1, Run: 091, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 14, 5, 6, 14, 116, 165, 0, 0, 0, 0, 0, 0, 0, 1070, 0, 0, 0, 0, 0, 0, 618, 381, 265, 452, 237
INVAR-1, Run: 092, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 79, 83, 0, 0, 0, 0, 0, 0, 0, 703, 0, 0, 0, 0, 0, 0, 426, 262, 183, 277, 164
INVAR-1, Run: 093, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 64, 60, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 0, 0, 324, 224, 160, 176, 100
INVAR-1, Run: 094, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 92, 188, 0, 0, 0, 0, 0, 0, 0, 651, 0, 0, 0, 0, 0, 0, 492, 380, 288, 159, 112
INVAR-1, Run: 095, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 51, 60, 0, 0, 0, 0, 0, 0, 0, 484, 0, 0, 0, 0, 0, 0, 311, 211, 160, 173, 100
INVAR-1, Run: 096, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 87, 128, 0, 0, 0, 0, 0, 0, 0, 662, 0, 0, 0, 0, 0, 0, 444, 315, 228, 218, 129
INVAR-1, Run: 097, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 53, 47, 0, 0, 0, 0, 0, 0, 0, 507, 0, 0, 0, 0, 0, 0, 311, 200, 147, 196, 111
INVAR-1, Run: 098, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 81, 229, 0, 0, 0, 0, 0, 0, 0, 791, 0, 0, 0, 0, 0, 0, 560, 410, 329, 231, 150
INVAR-1, Run: 099, E, 0, 10, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 91, 129, 0, 0, 0, 0, 0, 0, 0, 707, 0, 0, 0, 0, 0, 0, 465, 320, 229, 242, 145
INVAR-1, Run: 100, E, 10, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 100, 100, 0, 0
INVAR-2, Run: 001, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1181, 1191, 1201, 1181, 107, 129, 0, 0, 0, 0, 0, 0, 0, 3553, 0, 0, 0, 0, 0, 0, 619, 336, 229, 2934, 283
INVAR-2, Run: 002, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 416, 326, 336, 416, 43, 39, 0, 0, 0, 0, 0, 0, 0, 2407, 0, 0, 0, 0, 0, 0, 381, 182, 139, 2026, 199
INVAR-2, Run: 003, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 459, 469, 379, 459, 125, 77, 0, 0, 0, 0, 0, 0, 0, 3062, 0, 0, 0, 0, 0, 0, 648, 302, 177, 2414, 346
INVAR-2, Run: 004, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 199, 109, 119, 199, 86, 76, 0, 0, 0, 0, 0, 0, 0, 2095, 0, 0, 0, 0, 0, 0, 548, 262, 176, 1547, 286
INVAR-2, Run: 005, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 14, 94, 112, 129, 0, 0, 0, 0, 0, 0, 0, 1829, 0, 0, 0, 0, 0, 0, 647, 341, 229, 1182, 306
INVAR-2, Run: 006, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 192, 102, 112, 192, 127, 248, 0, 0, 0, 0, 0, 0, 0, 2396, 0, 0, 0, 0, 0, 0, 776, 475, 348, 1620, 301
INVAR-2, Run: 007, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1046, 956, 966, 1046, 108, 137, 0, 0, 0, 0, 0, 0, 0, 3387, 0, 0, 0, 0, 0, 0, 671, 345, 237, 2716, 326
INVAR-2, Run: 008, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 95, 105, 15, 95, 109, 187, 0, 0, 0, 0, 0, 0, 0, 1759, 0, 0, 0, 0, 0, 0, 688, 396, 287, 1071, 292
INVAR-2, Run: 009, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 292, 302, 212, 292, 78, 47, 0, 0, 0, 0, 0, 0, 0, 2452, 0, 0, 0, 0, 0, 0, 519, 225, 147, 1933, 294
INVAR-2, Run: 010, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 114, 94, 110, 131, 0, 0, 0, 0, 0, 0, 0, 1798, 0, 0, 0, 0, 0, 0, 607, 341, 231, 1191, 266
INVAR-2, Run: 011, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 189, 199, 109, 189, 66, 82, 0, 0, 0, 0, 0, 0, 0, 1845, 0, 0, 0, 0, 0, 0, 475, 248, 182, 1370, 227
INVAR-2, Run: 012, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 416, 426, 436, 416, 102, 165, 0, 0, 0, 0, 0, 0, 0, 2529, 0, 0, 0, 0, 0, 0, 611, 367, 265, 1918, 244
INVAR-2, Run: 013, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 326, 236, 246, 326, 90, 105, 0, 0, 0, 0, 0, 0, 0, 2433, 0, 0, 0, 0, 0, 0, 605, 295, 205, 1828, 310
INVAR-2, Run: 014, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 116, 96, 64, 39, 0, 0, 0, 0, 0, 0, 0, 1441, 0, 0, 0, 0, 0, 0, 429, 203, 139, 1012, 226
INVAR-2, Run: 015, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 76, 112, 0, 0, 0, 0, 0, 0, 0, 1439, 0, 0, 0, 0, 0, 0, 529, 288, 212, 910, 241
INVAR-2, Run: 016, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 95, 105, 15, 95, 130, 173, 0, 0, 0, 0, 0, 0, 0, 1873, 0, 0, 0, 0, 0, 0, 665, 403, 273, 1208, 262
INVAR-2, Run: 017, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 320, 330, 340, 320, 163, 376, 0, 0, 0, 0, 0, 0, 0, 2945, 0, 0, 0, 0, 0, 0, 1009, 639, 476, 1936, 370
INVAR-2, Run: 018, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 409, 419, 429, 409, 168, 345, 0, 0, 0, 0, 0, 0, 0, 3281, 0, 0, 0, 0, 0, 0, 1046, 613, 445, 2235, 433
INVAR-2, Run: 019, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 208, 218, 228, 208, 97, 86, 0, 0, 0, 0, 0, 0, 0, 2261, 0, 0, 0, 0, 0, 0, 579, 283, 186, 1682, 296
INVAR-2, Run: 020, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 116, 96, 94, 46, 0, 0, 0, 0, 0, 0, 0, 1589, 0, 0, 0, 0, 0, 0, 481, 240, 146, 1108, 241
INVAR-2, Run: 021, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 210, 220, 230, 210, 93, 144, 0, 0, 0, 0, 0, 0, 0, 2296, 0, 0, 0, 0, 0, 0, 640, 337, 244, 1656, 303
INVAR-2, Run: 022, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 97, 107, 117, 97, 81, 100, 0, 0, 0, 0, 0, 0, 0, 1622, 0, 0, 0, 0, 0, 0, 538, 281, 200, 1084, 257
INVAR-2, Run: 023, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 55, 29, 0, 0, 0, 0, 0, 0, 0, 1263, 0, 0, 0, 0, 0, 0, 372, 184, 129, 891, 188
INVAR-2, Run: 024, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 204, 214, 224, 204, 126, 171, 0, 0, 0, 0, 0, 0, 0, 2564, 0, 0, 0, 0, 0, 0, 744, 397, 271, 1820, 347
INVAR-2, Run: 025, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 100, 10, 90, 99, 108, 0, 0, 0, 0, 0, 0, 0, 1535, 0, 0, 0, 0, 0, 0, 532, 307, 208, 1003, 225
INVAR-2, Run: 026, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 111, 91, 126, 130, 0, 0, 0, 0, 0, 0, 0, 1782, 0, 0, 0, 0, 0, 0, 643, 356, 230, 1139, 287
INVAR-2, Run: 027, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 116, 175, 0, 0, 0, 0, 0, 0, 0, 1801, 0, 0, 0, 0, 0, 0, 679, 391, 275, 1122, 288
INVAR-2, Run: 028, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 644, 654, 564, 644, 144, 207, 0, 0, 0, 0, 0, 0, 0, 3460, 0, 0, 0, 0, 0, 0, 851, 451, 307, 2609, 400
INVAR-2, Run: 029, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 213, 123, 133, 213, 122, 165, 0, 0, 0, 0, 0, 0, 0, 2420, 0, 0, 0, 0, 0, 0, 702, 387, 265, 1718, 315
INVAR-2, Run: 030, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 308, 218, 228, 308, 96, 95, 0, 0, 0, 0, 0, 0, 0, 2277, 0, 0, 0, 0, 0, 0, 571, 291, 195, 1706, 280
INVAR-2, Run: 031, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 89, 99, 9, 89, 90, 71, 0, 0, 0, 0, 0, 0, 0, 1575, 0, 0, 0, 0, 0, 0, 516, 261, 171, 1059, 255
INVAR-2, Run: 032, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 673, 583, 593, 673, 196, 211, 0, 0, 0, 0, 0, 0, 0, 3588, 0, 0, 0, 0, 0, 0, 931, 507, 311, 2657, 424
INVAR-2, Run: 033, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 16, 96, 64, 42, 0, 0, 0, 0, 0, 0, 0, 1340, 0, 0, 0, 0, 0, 0, 400, 206, 142, 940, 194
INVAR-2, Run: 034, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 101, 200, 0, 0, 0, 0, 0, 0, 0, 1820, 0, 0, 0, 0, 0, 0, 672, 401, 300, 1148, 271
INVAR-2, Run: 035, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 87, 97, 7, 87, 83, 86, 0, 0, 0, 0, 0, 0, 0, 1671, 0, 0, 0, 0, 0, 0, 513, 269, 186, 1158, 244
INVAR-2, Run: 036, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 297, 307, 217, 297, 105, 89, 0, 0, 0, 0, 0, 0, 0, 2405, 0, 0, 0, 0, 0, 0, 611, 294, 189, 1794, 317
INVAR-2, Run: 037, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 578, 488, 498, 578, 100, 104, 0, 0, 0, 0, 0, 0, 0, 2885, 0, 0, 0, 0, 0, 0, 604, 304, 204, 2281, 300
INVAR-2, Run: 038, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 209, 119, 129, 209, 99, 161, 0, 0, 0, 0, 0, 0, 0, 2221, 0, 0, 0, 0, 0, 0, 658, 360, 261, 1563, 298
INVAR-2, Run: 039, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 197, 107, 117, 197, 104, 119, 0, 0, 0, 0, 0, 0, 0, 2063, 0, 0, 0, 0, 0, 0, 591, 323, 219, 1472, 268
INVAR-2, Run: 040, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1678, 1688, 1698, 1678, 105, 142, 0, 0, 0, 0, 0, 0, 0, 4161, 0, 0, 0, 0, 0, 0, 667, 347, 242, 3494, 320
INVAR-2, Run: 041, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 337, 347, 357, 337, 83, 105, 0, 0, 0, 0, 0, 0, 0, 2508, 0, 0, 0, 0, 0, 0, 573, 288, 205, 1935, 285
INVAR-2, Run: 042, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 194, 204, 114, 194, 83, 60, 0, 0, 0, 0, 0, 0, 0, 2193, 0, 0, 0, 0, 0, 0, 541, 243, 160, 1652, 298
INVAR-2, Run: 043, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 205, 215, 225, 205, 70, 49, 0, 0, 0, 0, 0, 0, 0, 1945, 0, 0, 0, 0, 0, 0, 449, 219, 149, 1496, 230
INVAR-2, Run: 044, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 78, 48, 0, 0, 0, 0, 0, 0, 0, 1595, 0, 0, 0, 0, 0, 0, 458, 226, 148, 1137, 232
INVAR-2, Run: 045, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 545, 555, 565, 545, 94, 109, 0, 0, 0, 0, 0, 0, 0, 3192, 0, 0, 0, 0, 0, 0, 612, 303, 209, 2580, 309
INVAR-2, Run: 046, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 137, 207, 0, 0, 0, 0, 0, 0, 0, 2231, 0, 0, 0, 0, 0, 0, 820, 444, 307, 1411, 376
INVAR-2, Run: 047, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 131, 254, 0, 0, 0, 0, 0, 0, 0, 1984, 0, 0, 0, 0, 0, 0, 798, 485, 354, 1186, 313
INVAR-2, Run: 048, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 1, 11, 91, 75, 84, 0, 0, 0, 0, 0, 0, 0, 1367, 0, 0, 0, 0, 0, 0, 471, 259, 184, 896, 212
INVAR-2, Run: 049, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 114, 94, 150, 311, 0, 0, 0, 0, 0, 0, 0, 2164, 0, 0, 0, 0, 0, 0, 878, 561, 411, 1286, 317
INVAR-2, Run: 050, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 573, 483, 493, 573, 104, 44, 0, 0, 0, 0, 0, 0, 0, 3092, 0, 0, 0, 0, 0, 0, 611, 248, 144, 2481, 363
INVAR-2, Run: 051, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 530, 540, 550, 530, 54, 27, 0, 0, 0, 0, 0, 0, 0, 2558, 0, 0, 0, 0, 0, 0, 395, 181, 127, 2163, 214
INVAR-2, Run: 052, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 75, 39, 0, 0, 0, 0, 0, 0, 0, 1394, 0, 0, 0, 0, 0, 0, 419, 214, 139, 975, 205
INVAR-2, Run: 053, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 100, 10, 90, 110, 137, 0, 0, 0, 0, 0, 0, 0, 2081, 0, 0, 0, 0, 0, 0, 666, 347, 237, 1415, 319
INVAR-2, Run: 054, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 1, 11, 91, 106, 147, 0, 0, 0, 0, 0, 0, 0, 1992, 0, 0, 0, 0, 0, 0, 643, 353, 247, 1349, 290
INVAR-2, Run: 055, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 57, 50, 0, 0, 0, 0, 0, 0, 0, 1452, 0, 0, 0, 0, 0, 0, 427, 207, 150, 1025, 220
INVAR-2, Run: 056, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 1, 11, 91, 86, 61, 0, 0, 0, 0, 0, 0, 0, 1753, 0, 0, 0, 0, 0, 0, 476, 247, 161, 1277, 229
INVAR-2, Run: 057, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 97, 107, 117, 97, 108, 166, 0, 0, 0, 0, 0, 0, 0, 1912, 0, 0, 0, 0, 0, 0, 701, 374, 266, 1211, 327
INVAR-2, Run: 058, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 196, 206, 116, 196, 98, 145, 0, 0, 0, 0, 0, 0, 0, 2263, 0, 0, 0, 0, 0, 0, 663, 343, 245, 1600, 320
INVAR-2, Run: 059, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 100, 10, 90, 97, 82, 0, 0, 0, 0, 0, 0, 0, 1685, 0, 0, 0, 0, 0, 0, 543, 279, 182, 1142, 264
INVAR-2, Run: 060, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 970, 980, 890, 970, 87, 63, 0, 0, 0, 0, 0, 0, 0, 3377, 0, 0, 0, 0, 0, 0, 565, 250, 163, 2812, 315
INVAR-2, Run: 061, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 111, 91, 107, 129, 0, 0, 0, 0, 0, 0, 0, 1799, 0, 0, 0, 0, 0, 0, 613, 336, 229, 1186, 277
INVAR-2, Run: 062, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 96, 118, 0, 0, 0, 0, 0, 0, 0, 1664, 0, 0, 0, 0, 0, 0, 530, 314, 218, 1134, 216
INVAR-2, Run: 063, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 100, 10, 90, 83, 81, 0, 0, 0, 0, 0, 0, 0, 1507, 0, 0, 0, 0, 0, 0, 493, 264, 181, 1014, 229
INVAR-2, Run: 064, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 757, 667, 677, 757, 77, 88, 0, 0, 0, 0, 0, 0, 0, 2855, 0, 0, 0, 0, 0, 0, 540, 265, 188, 2315, 275
INVAR-2, Run: 065, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 81, 73, 0, 0, 0, 0, 0, 0, 0, 1675, 0, 0, 0, 0, 0, 0, 502, 254, 173, 1173, 248
INVAR-2, Run: 066, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 76, 73, 0, 0, 0, 0, 0, 0, 0, 1505, 0, 0, 0, 0, 0, 0, 465, 249, 173, 1040, 216
INVAR-2, Run: 067, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 311, 321, 331, 311, 114, 127, 0, 0, 0, 0, 0, 0, 0, 2819, 0, 0, 0, 0, 0, 0, 710, 341, 227, 2109, 369
INVAR-2, Run: 068, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 92, 120, 0, 0, 0, 0, 0, 0, 0, 1598, 0, 0, 0, 0, 0, 0, 546, 312, 220, 1052, 234
INVAR-2, Run: 069, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 103, 113, 23, 103, 199, 296, 0, 0, 0, 0, 0, 0, 0, 2327, 0, 0, 0, 0, 0, 0, 970, 595, 396, 1357, 375
INVAR-2, Run: 070, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 190, 100, 110, 190, 83, 96, 0, 0, 0, 0, 0, 0, 0, 2157, 0, 0, 0, 0, 0, 0, 544, 279, 196, 1613, 265
INVAR-2, Run: 071, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 101, 111, 21, 101, 45, 45, 0, 0, 0, 0, 0, 0, 0, 1533, 0, 0, 0, 0, 0, 0, 412, 190, 145, 1121, 222
INVAR-2, Run: 072, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 94, 67, 0, 0, 0, 0, 0, 0, 0, 1832, 0, 0, 0, 0, 0, 0, 560, 261, 167, 1272, 299
INVAR-2, Run: 073, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 116, 96, 83, 116, 0, 0, 0, 0, 0, 0, 0, 1651, 0, 0, 0, 0, 0, 0, 516, 299, 216, 1135, 217
INVAR-2, Run: 074, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 13, 93, 107, 133, 0, 0, 0, 0, 0, 0, 0, 1823, 0, 0, 0, 0, 0, 0, 624, 340, 233, 1199, 284
INVAR-2, Run: 075, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 100, 10, 90, 85, 95, 0, 0, 0, 0, 0, 0, 0, 1557, 0, 0, 0, 0, 0, 0, 501, 280, 195, 1056, 221
INVAR-2, Run: 076, E, 100, 0, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 103, 113, 93, 100, 164, 0, 0, 0, 0, 0, 0, 0, 1872, 0, 0, 0, 0, 0, 0, 629, 364, 264, 1243, 265
INVAR-2, Run: 077, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 134, 114, 0, 0, 0, 0, 0, 0, 0, 2175, 0, 0, 0, 0, 0, 0, 703, 348, 214, 1472, 355
INVAR-2, Run: 078, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 14, 94, 62, 43, 0, 0, 0, 0, 0, 0, 0, 1411, 0, 0, 0, 0, 0, 0, 403, 205, 143, 1008, 198
INVAR-2, Run: 079, E, 0, 100, 0, 0, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 93, 3, 13, 93, 119, 194, 0, 0, 0, 0, 0, 0, 0, 2022, 0, 0, 0, 0, 0, 0, 726, 413, 294, 1296, 313
INVAR-2, Run: 080, E, 0, 0, 0, 100, 0, 0, 100, 0, 50, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 188, 198, 108, 188, 101, 75, 0, 0, 0, 0, 0, 0, 0, 2196, 0, 0, 0, 0, 0, 0, 535, 276, 175, 1661, 259
