Input Number, Run_Number, Result@ 100, Y, B, X1, A, C, PO, D, CO, PE, CE, E, F
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 28, 27, 1, 0, 9, 1
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 0, 50, 5, 1, 2, 8, 1
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 0, 24, 31, 1, 0, 9, 1
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 0, 14, 40, 1, 0, 9, 0
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 0, 32, 22, 1, 2, 8, 0
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 0, 9, 0
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 0, 28, 27, 1, 0, 9, 1
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 0, 9, 0
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 2, 8, 0
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 0, 42, 13, 1, 0, 9, 1
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 0, 26, 29, 1, 0, 9, 1
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 0, 22, 33, 1, 0, 9, 1
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 2, 8, 1
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 0, 36, 18, 1, 0, 9, 0
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 0, 46, 9, 1, 2, 8, 1
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 0, 36, 18, 1, 2, 8, 0
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 0, 22, 33, 1, 2, 8, 1
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 0, 9, 0
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 2, 8, 0
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 0, 52, 2, 1, 2, 8, 0
INVAR-1, Run: 053, P, 0, 0, 0, 0, 0, 0, 34, 21, 1, 0, 9, 1
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 0, 22, 32, 1, 0, 9, 0
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 0, 46, 9, 1, 2, 8, 1
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 0, 8, 47, 1, 0, 9, 1
INVAR-1, Run: 057, P, 0, 0, 0, 0, 0, 0, 42, 13, 1, 2, 8, 1
INVAR-1, Run: 058, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 0, 9, 1
INVAR-1, Run: 059, P, 0, 0, 0, 0, 0, 0, 48, 7, 1, 0, 9, 1
INVAR-1, Run: 060, P, 0, 0, 0, 0, 0, 0, 34, 21, 1, 0, 9, 1
INVAR-1, Run: 061, P, 0, 0, 0, 0, 0, 0, 36, 19, 1, 2, 8, 1
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 0, 6, 49, 1, 0, 9, 1
INVAR-1, Run: 063, P, 0, 0, 0, 0, 0, 0, 50, 5, 1, 2, 8, 1
INVAR-1, Run: 064, P, 0, 0, 0, 0, 0, 0, 36, 19, 1, 0, 9, 1
INVAR-1, Run: 065, F, 0, 0, 0, 0, 0, 0, 4, 50, 1, 0, 9, 0
INVAR-1, Run: 066, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 9, 0
INVAR-1, Run: 067, P, 0, 0, 0, 0, 0, 0, 48, 7, 1, 2, 8, 1
INVAR-1, Run: 068, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 8, 0
INVAR-1, Run: 069, P, 0, 0, 0, 0, 0, 0, 10, 44, 1, 0, 9, 0
INVAR-1, Run: 070, P, 0, 0, 0, 0, 0, 0, 28, 26, 1, 0, 9, 0
INVAR-1, Run: 071, P, 0, 0, 0, 0, 0, 0, 34, 21, 1, 0, 9, 1
INVAR-1, Run: 072, P, 0, 0, 0, 0, 0, 0, 42, 13, 1, 2, 8, 1
INVAR-1, Run: 073, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 8, 0
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 0, 16, 39, 1, 0, 9, 1
INVAR-1, Run: 075, P, 0, 0, 0, 0, 0, 0, 50, 5, 1, 2, 8, 1
INVAR-1, Run: 076, P, 0, 0, 0, 0, 0, 0, 50, 5, 1, 0, 9, 1
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 0, 26, 28, 1, 0, 9, 0
INVAR-1, Run: 078, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 2, 8, 0
INVAR-1, Run: 079, P, 0, 0, 0, 0, 0, 0, 26, 28, 1, 0, 9, 0
INVAR-1, Run: 080, P, 0, 0, 0, 0, 0, 0, 28, 27, 1, 0, 9, 1
INVAR-1, Run: 081, P, 0, 0, 0, 0, 0, 0, 40, 15, 1, 2, 8, 1
INVAR-1, Run: 082, P, 0, 0, 0, 0, 0, 0, 46, 9, 1, 2, 8, 1
INVAR-1, Run: 083, P, 0, 0, 0, 0, 0, 0, 30, 24, 1, 0, 9, 0
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 0, 52, 2, 1, 4, 7, 0
INVAR-1, Run: 085, P, 0, 0, 0, 0, 0, 0, 18, 37, 1, 0, 9, 1
INVAR-1, Run: 086, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 0, 9, 0
INVAR-1, Run: 087, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 0, 9, 0
INVAR-1, Run: 088, P, 0, 0, 0, 0, 0, 0, 52, 2, 1, 2, 8, 0
INVAR-1, Run: 089, P, 0, 0, 0, 0, 0, 0, 42, 13, 1, 0, 9, 1
INVAR-1, Run: 090, P, 0, 0, 0, 0, 0, 0, 38, 17, 1, 0, 9, 1
INVAR-1, Run: 091, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 0, 9, 0
INVAR-1, Run: 092, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 0, 9, 0
INVAR-1, Run: 093, P, 0, 0, 0, 0, 0, 0, 24, 31, 1, 0, 9, 1
INVAR-1, Run: 094, P, 0, 0, 0, 0, 0, 0, 26, 29, 1, 0, 9, 1
INVAR-1, Run: 095, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 9, 0
INVAR-1, Run: 096, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 2, 8, 1
INVAR-1, Run: 097, P, 0, 0, 0, 0, 0, 0, 30, 24, 1, 0, 9, 0
INVAR-1, Run: 098, P, 0, 0, 0, 0, 0, 0, 30, 25, 1, 0, 9, 1
INVAR-1, Run: 099, P, 0, 0, 0, 0, 0, 0, 44, 11, 1, 2, 8, 1
INVAR-1, Run: 100, P, 0, 0, 0, 0, 0, 0, 24, 31, 1, 2, 8, 1
INVAR-10, Run: 001, P, 0, 0, 0, 0, 0, 0, 312, 289, 1, 0, 100, 1
INVAR-10, Run: 002, P, 0, 0, 0, 0, 0, 0, 178, 423, 1, 0, 100, 1
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 0, 534, 66, 1, 0, 100, 0
INVAR-10, Run: 004, P, 0, 0, 0, 0, 0, 0, 548, 52, 1, 2, 99, 0
INVAR-10, Run: 005, P, 0, 0, 0, 0, 0, 0, 490, 111, 1, 0, 100, 1
INVAR-10, Run: 006, P, 0, 0, 0, 0, 0, 0, 444, 157, 1, 0, 100, 1
INVAR-10, Run: 007, P, 0, 0, 0, 0, 0, 0, 114, 487, 1, 0, 100, 1
INVAR-10, Run: 008, P, 0, 0, 0, 0, 0, 0, 270, 331, 1, 0, 100, 1
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 0, 182, 418, 1, 0, 100, 0
INVAR-10, Run: 010, P, 0, 0, 0, 0, 0, 0, 74, 526, 1, 0, 100, 0
INVAR-10, Run: 011, P, 0, 0, 0, 0, 0, 0, 548, 53, 1, 0, 100, 1
INVAR-10, Run: 012, P, 0, 0, 0, 0, 0, 0, 216, 384, 1, 0, 100, 0
INVAR-10, Run: 013, P, 0, 0, 0, 0, 0, 0, 366, 235, 1, 2, 99, 1
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 0, 458, 143, 1, 2, 99, 1
INVAR-10, Run: 015, P, 0, 0, 0, 0, 0, 0, 244, 357, 1, 0, 100, 1
INVAR-10, Run: 016, P, 0, 0, 0, 0, 0, 0, 422, 179, 1, 0, 100, 1
INVAR-10, Run: 017, P, 0, 0, 0, 0, 0, 0, 104, 497, 1, 2, 99, 1
INVAR-10, Run: 018, P, 0, 0, 0, 0, 0, 0, 220, 381, 1, 0, 100, 1
INVAR-10, Run: 019, P, 0, 0, 0, 0, 0, 0, 292, 309, 1, 0, 100, 1
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 0, 504, 96, 1, 0, 100, 0
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 0, 386, 215, 1, 0, 100, 1
INVAR-10, Run: 022, P, 0, 0, 0, 0, 0, 0, 498, 103, 1, 0, 100, 1
INVAR-10, Run: 023, P, 0, 0, 0, 0, 0, 0, 482, 118, 1, 2, 99, 0
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 0, 328, 273, 1, 2, 99, 1
INVAR-10, Run: 025, P, 0, 0, 0, 0, 0, 0, 432, 168, 1, 0, 100, 0
INVAR-10, Run: 026, P, 0, 0, 0, 0, 0, 0, 224, 377, 1, 0, 100, 1
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 0, 560, 40, 1, 2, 99, 0
INVAR-10, Run: 028, P, 0, 0, 0, 0, 0, 0, 8, 592, 1, 0, 100, 0
INVAR-10, Run: 029, P, 0, 0, 0, 0, 0, 0, 518, 83, 1, 0, 100, 1
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 0, 468, 133, 1, 0, 100, 1
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 0, 494, 107, 1, 0, 100, 1
INVAR-10, Run: 032, P, 0, 0, 0, 0, 0, 0, 496, 105, 1, 2, 99, 1
INVAR-10, Run: 033, P, 0, 0, 0, 0, 0, 0, 434, 166, 1, 0, 100, 0
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 0, 314, 286, 1, 0, 100, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 0, 504, 96, 1, 2, 99, 0
INVAR-10, Run: 036, P, 0, 0, 0, 0, 0, 0, 302, 299, 1, 0, 100, 1
INVAR-10, Run: 037, P, 0, 0, 0, 0, 0, 0, 166, 434, 1, 2, 99, 0
INVAR-10, Run: 038, P, 0, 0, 0, 0, 0, 0, 8, 593, 1, 0, 100, 1
INVAR-10, Run: 039, P, 0, 0, 0, 0, 0, 0, 546, 55, 1, 0, 100, 1
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 0, 152, 448, 1, 0, 100, 0
INVAR-10, Run: 041, P, 0, 0, 0, 0, 0, 0, 54, 547, 1, 0, 100, 1
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 0, 476, 124, 1, 0, 100, 0
INVAR-10, Run: 043, P, 0, 0, 0, 0, 0, 0, 390, 211, 1, 0, 100, 1
INVAR-10, Run: 044, P, 0, 0, 0, 0, 0, 0, 500, 101, 1, 0, 100, 1
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 0, 416, 185, 1, 0, 100, 1
INVAR-10, Run: 046, P, 0, 0, 0, 0, 0, 0, 408, 193, 1, 0, 100, 1
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 0, 412, 189, 1, 0, 100, 1
INVAR-10, Run: 048, P, 0, 0, 0, 0, 0, 0, 472, 129, 1, 2, 99, 1
INVAR-10, Run: 049, P, 0, 0, 0, 0, 0, 0, 536, 65, 1, 0, 100, 1
INVAR-10, Run: 050, P, 0, 0, 0, 0, 0, 0, 196, 405, 1, 2, 99, 1
INVAR-10, Run: 051, P, 0, 0, 0, 0, 0, 0, 372, 228, 1, 2, 99, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 300, 300, 1, 0, 100, 0
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 546, 55, 1, 0, 100, 1
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 498, 103, 1, 2, 99, 1
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 196, 404, 1, 0, 100, 0
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 352, 249, 1, 2, 99, 1
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 232, 368, 1, 0, 100, 0
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 506, 94, 1, 0, 100, 0
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 304, 296, 1, 0, 100, 0
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 310, 290, 1, 0, 100, 0
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 500, 101, 1, 0, 100, 1
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 210, 391, 1, 0, 100, 1
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 512, 89, 1, 0, 100, 1
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 382, 219, 1, 0, 100, 1
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 226, 375, 1, 2, 99, 1
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 514, 87, 1, 2, 99, 1
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 524, 77, 1, 2, 99, 1
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 544, 56, 1, 2, 99, 0
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 402, 199, 1, 2, 99, 1
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 122, 479, 1, 0, 100, 1
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 496, 104, 1, 2, 99, 0
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 264, 337, 1, 0, 100, 1
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 366, 235, 1, 0, 100, 1
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 470, 130, 1, 0, 100, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 548, 53, 1, 0, 100, 1
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 8, 592, 1, 0, 100, 0
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 526, 75, 1, 2, 99, 1
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 518, 82, 1, 0, 100, 0
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 510, 91, 1, 0, 100, 1
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 424, 177, 1, 0, 100, 1
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 536, 65, 1, 0, 100, 1
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 504, 96, 1, 2, 99, 0
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 340, 260, 1, 0, 100, 0
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 112, 488, 1, 0, 100, 0
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 328, 272, 1, 0, 100, 0
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 550, 51, 1, 0, 100, 1
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 192, 408, 1, 0, 100, 0
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 498, 103, 1, 0, 100, 1
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 306, 295, 1, 0, 100, 1
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 460, 141, 1, 0, 100, 1
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 390, 211, 1, 2, 99, 1
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 342, 258, 1, 0, 100, 0
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 530, 70, 1, 0, 100, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 550, 50, 1, 2, 99, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 264, 337, 1, 0, 100, 1
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 204, 396, 1, 0, 100, 0
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 522, 78, 1, 0, 100, 0
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 274, 326, 1, 0, 100, 0
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 274, 327, 1, 0, 100, 1
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 540, 61, 1, 0, 100, 1
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 106, 63, 1, 0, 28, 1
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 27, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 0, 28, 0
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 96, 72, 1, 0, 28, 0
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 86, 82, 1, 0, 28, 0
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 66, 102, 1, 0, 28, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 27, 0
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 88, 81, 1, 2, 27, 1
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 146, 23, 1, 2, 27, 1
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 2, 27, 0
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 150, 19, 1, 2, 27, 1
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 40, 129, 1, 0, 28, 1
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 144, 25, 1, 0, 28, 1
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 30, 139, 1, 0, 28, 1
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 0, 28, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 146, 23, 1, 0, 28, 1
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 132, 37, 1, 0, 28, 1
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 88, 80, 1, 2, 27, 0
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 128, 41, 1, 2, 27, 1
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 146, 23, 1, 0, 28, 1
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 27, 0
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 34, 135, 1, 0, 28, 1
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 50, 119, 1, 0, 28, 1
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 108, 61, 1, 0, 28, 1
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 108, 61, 1, 0, 28, 1
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 34, 134, 1, 0, 28, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 0, 28, 0
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 2, 27, 0
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 10, 158, 1, 0, 28, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 142, 27, 1, 0, 28, 1
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 2, 27, 0
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 0, 28, 0
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 28, 0
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 134, 35, 1, 0, 28, 1
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 40, 129, 1, 0, 28, 1
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 126, 43, 1, 2, 27, 1
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 28, 0
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 108, 61, 1, 0, 28, 1
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 0, 28, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 56, 112, 1, 0, 28, 0
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 106, 63, 1, 2, 27, 1
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 2, 27, 0
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 100, 68, 1, 0, 28, 0
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 2, 27, 0
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 102, 67, 1, 2, 27, 1
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 2, 27, 0
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 92, 77, 1, 0, 28, 1
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 138, 31, 1, 0, 28, 1
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 122, 47, 1, 2, 27, 1
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 2, 27, 0
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 82, 86, 1, 0, 28, 0
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 0, 28, 0
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 50, 119, 1, 0, 28, 1
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 94, 74, 1, 2, 27, 0
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 146, 23, 1, 2, 27, 1
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 2, 27, 0
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 12, 157, 1, 0, 28, 1
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 66, 102, 1, 2, 27, 0
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 148, 21, 1, 0, 28, 1
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 158, 11, 1, 4, 26, 1
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 92, 76, 1, 0, 28, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 10, 159, 1, 0, 28, 1
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 62, 106, 1, 0, 28, 0
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 114, 55, 1, 0, 28, 1
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 112, 57, 1, 0, 28, 1
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 118, 51, 1, 0, 28, 1
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 0, 28, 0
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 2, 27, 0
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 28, 0
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 46, 122, 1, 2, 27, 0
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 152, 16, 1, 0, 28, 0
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 140, 29, 1, 0, 28, 1
