Input Number, Run_Number, Result@ 100, X1, Y, X2
INVAR-1, Run: 001, P, 2, 230, 0
INVAR-1, Run: 002, P, 2, 216, 0
INVAR-1, Run: 003, P, 1, 211, 0
INVAR-1, Run: 004, P, 0, 248, 0
INVAR-1, Run: 005, P, 2, 214, 0
INVAR-1, Run: 006, P, 3, 195, 0
INVAR-1, Run: 007, P, 1, 241, 0
INVAR-1, Run: 008, P, 2, 208, 0
INVAR-1, Run: 009, P, 0, 232, 0
INVAR-1, Run: 010, P, 0, 198, 0
INVAR-1, Run: 011, P, 4, 204, 0
INVAR-1, Run: 012, P, 6, 224, 0
INVAR-1, Run: 013, P, 1, 203, 0
INVAR-1, Run: 014, P, 2, 220, 0
INVAR-1, Run: 015, P, 3, 217, 0
INVAR-1, Run: 016, P, 3, 211, 0
INVAR-1, Run: 017, P, 2, 222, 0
INVAR-1, Run: 018, P, 0, 208, 0
INVAR-1, Run: 019, P, 0, 238, 0
INVAR-1, Run: 020, P, 1, 185, 0
INVAR-1, Run: 021, P, 2, 180, 0
INVAR-1, Run: 022, P, 2, 188, 0
INVAR-1, Run: 023, P, 8, 220, 0
INVAR-1, Run: 024, P, 0, 218, 0
INVAR-1, Run: 025, P, 0, 196, 0
INVAR-1, Run: 026, P, 1, 231, 0
INVAR-1, Run: 027, P, 2, 226, 0
INVAR-1, Run: 028, P, 2, 190, 0
INVAR-1, Run: 029, P, 2, 210, 0
INVAR-1, Run: 030, P, 0, 220, 0
INVAR-1, Run: 031, P, 2, 188, 0
INVAR-1, Run: 032, P, 3, 243, 0
INVAR-1, Run: 033, P, 3, 255, 0
INVAR-1, Run: 034, P, 1, 201, 0
INVAR-1, Run: 035, P, 3, 179, 0
INVAR-1, Run: 036, P, 3, 241, 0
INVAR-1, Run: 037, P, 0, 232, 0
INVAR-1, Run: 038, P, 3, 189, 0
INVAR-1, Run: 039, P, 2, 220, 0
INVAR-1, Run: 040, P, 4, 204, 0
INVAR-1, Run: 041, P, 0, 230, 0
INVAR-1, Run: 042, P, 0, 216, 0
INVAR-1, Run: 043, P, 1, 177, 0
INVAR-1, Run: 044, P, 4, 196, 0
INVAR-1, Run: 045, P, 1, 209, 0
INVAR-1, Run: 046, P, 1, 203, 0
INVAR-1, Run: 047, P, 0, 198, 0
INVAR-1, Run: 048, P, 4, 226, 0
INVAR-1, Run: 049, P, 2, 204, 0
INVAR-1, Run: 050, P, 1, 209, 0
INVAR-1, Run: 051, P, 1, 217, 0
INVAR-1, Run: 052, P, 1, 217, 0
INVAR-1, Run: 053, P, 2, 206, 0
INVAR-1, Run: 054, P, 1, 239, 0
INVAR-1, Run: 055, P, 2, 208, 0
INVAR-1, Run: 056, P, 1, 201, 0
INVAR-1, Run: 057, P, 1, 239, 0
INVAR-1, Run: 058, P, 3, 195, 0
INVAR-1, Run: 059, P, 3, 223, 0
INVAR-1, Run: 060, P, 1, 233, 0
INVAR-1, Run: 061, P, 3, 215, 0
INVAR-1, Run: 062, P, 2, 206, 0
INVAR-1, Run: 063, P, 2, 196, 0
INVAR-1, Run: 064, P, 1, 235, 0
INVAR-1, Run: 065, P, 3, 221, 0
INVAR-1, Run: 066, P, 4, 232, 0
INVAR-1, Run: 067, P, 0, 208, 0
INVAR-1, Run: 068, P, 1, 229, 0
INVAR-1, Run: 069, P, 0, 202, 0
INVAR-1, Run: 070, P, 1, 213, 0
INVAR-1, Run: 071, P, 5, 231, 0
INVAR-1, Run: 072, P, 2, 194, 0
INVAR-1, Run: 073, P, 7, 195, 0
INVAR-1, Run: 074, P, 0, 208, 0
INVAR-1, Run: 075, P, 0, 212, 0
INVAR-1, Run: 076, P, 0, 190, 0
