Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 11, 6, 9, 7, 1, 9, 9, 13, 20, 6
INVAR-1, Run: 002, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 12, 14, 9, 5, 3, 9, 9, 13, 21, 14
INVAR-1, Run: 003, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 7, 9, 9, 6, 2, 9, 9, 13, 16, 9
INVAR-1, Run: 004, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 7, 14, 9, 3, 5, 9, 9, 13, 16, 14
INVAR-1, Run: 005, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 2, 10, 9, 8, 0, 9, 9, 13, 11, 10
INVAR-1, Run: 006, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 9, 0, 9, 5, 3, 9, 9, 13, 18, 0
INVAR-1, Run: 007, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 8, 23, 9, 2, 6, 9, 9, 13, 17, 23
INVAR-1, Run: 008, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 23, 7, 9, 7, 1, 9, 9, 13, 32, 7
INVAR-1, Run: 009, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 11, 5, 9, 5, 3, 9, 9, 13, 20, 5
INVAR-1, Run: 010, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 9, 14, 9, 4, 4, 9, 9, 13, 18, 14
INVAR-1, Run: 011, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 9, 9, 9, 3, 5, 9, 9, 13, 18, 9
INVAR-1, Run: 012, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 6, 7, 9, 4, 4, 9, 9, 13, 15, 7
INVAR-1, Run: 013, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 5, 23, 9, 2, 6, 9, 9, 13, 14, 23
INVAR-1, Run: 014, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 18, 10, 9, 5, 3, 9, 9, 13, 27, 10
INVAR-1, Run: 015, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 9, 20, 9, 5, 3, 9, 9, 13, 18, 20
INVAR-1, Run: 016, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 9, 19, 9, 5, 3, 9, 9, 13, 18, 19
INVAR-1, Run: 017, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 25, 19, 9, 4, 4, 9, 9, 13, 34, 19
INVAR-1, Run: 018, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 11, 9, 9, 6, 2, 9, 9, 13, 20, 9
INVAR-1, Run: 019, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 6, 16, 9, 5, 3, 9, 9, 13, 15, 16
INVAR-1, Run: 020, P, 0, 0, 18, 0, 0, 9, 0, 0, 1, 28, 1, 18, 10, 36, 9, 5, 3, 9, 9, 13, 19, 36
