Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3
INVAR-1, Run: 001, P, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 1, 1, 1, 1, 270, 0, 47, 0
INVAR-1, Run: 002, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 1, 1, 354, 0, 48, 0
INVAR-1, Run: 003, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 2, 1, 283, 0, 48, 0
INVAR-1, Run: 004, P, 0, 10, 0, 0, 0, 0, 0, 100, 2, 0, 0, 1, 1, 0, 1, 244, 0, 46, 0
INVAR-1, Run: 005, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 213, 0, 49, 0
INVAR-1, Run: 006, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 2, 0, 1, 0, 1, 1, 242, 0, 45, 0
INVAR-1, Run: 007, P, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 1, 0, 1, 106, 0, 47, 0
INVAR-1, Run: 008, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 0, 0, 1, 304, 0, 48, 0
INVAR-1, Run: 009, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 2, 1, 1, 0, 1, 1, 220, 0, 44, 0
INVAR-1, Run: 010, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 1, 1, 1, 175, 0, 47, 0
INVAR-1, Run: 011, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 2, 0, 1, 237, 0, 48, 0
INVAR-1, Run: 012, P, 0, 10, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 0, 0, 1, 199, 0, 47, 0
INVAR-1, Run: 013, P, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 230, 0, 50, 0
