Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3
INVAR-1, Run: 001, F, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 0, 1, 1, 1, 1, 270, 0, 47, 0
INVAR-1, Run: 002, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 1, 1, 354, 0, 48, 0
INVAR-1, Run: 003, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 2, 1, 283, 0, 48, 0
INVAR-1, Run: 004, F, 0, 10, 0, 0, 0, 0, 0, 100, 2, 0, 0, 1, 1, 0, 1, 244, 0, 46, 0
INVAR-1, Run: 005, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 213, 0, 49, 0
INVAR-1, Run: 006, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 2, 0, 1, 0, 1, 1, 242, 0, 45, 0
INVAR-1, Run: 007, F, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 1, 0, 1, 106, 0, 47, 0
INVAR-1, Run: 008, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 0, 0, 1, 304, 0, 48, 0
INVAR-1, Run: 009, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 2, 1, 1, 0, 1, 1, 220, 0, 44, 0
INVAR-1, Run: 010, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 1, 1, 1, 175, 0, 47, 0
INVAR-1, Run: 011, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 2, 0, 1, 237, 0, 48, 0
INVAR-1, Run: 012, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 0, 0, 1, 199, 0, 47, 0
INVAR-1, Run: 013, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 230, 0, 50, 0
INVAR-1, Run: 014, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 3, 0, 1, 298, 0, 45, 0
INVAR-1, Run: 015, F, 0, 10, 0, 0, 0, 0, 0, 100, 2, 1, 0, 2, 0, 0, 1, 212, 0, 45, 0
INVAR-1, Run: 016, F, 10, 0, 0, 0, 0, 0, 0, 100, 0, 1, 1, 0, 1, 0, 1, 106, 0, 47, 0
INVAR-1, Run: 017, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 220, 0, 49, 0
INVAR-1, Run: 018, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 1, 1, 164, 0, 47, 0
INVAR-1, Run: 019, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 2, 1, 0, 1, 1, 1, 232, 0, 45, 0
INVAR-1, Run: 020, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 285, 0, 49, 0
INVAR-1, Run: 021, F, 0, 10, 0, 0, 0, 0, 0, 100, 2, 0, 0, 0, 1, 0, 1, 187, 0, 47, 0
INVAR-1, Run: 022, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 317, 0, 50, 0
INVAR-1, Run: 023, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 1, 0, 1, 291, 0, 48, 0
INVAR-1, Run: 024, F, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 106, 0, 49, 0
INVAR-1, Run: 025, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 1, 2, 0, 1, 0, 1, 231, 0, 46, 0
INVAR-1, Run: 026, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 1, 2, 0, 0, 0, 1, 209, 0, 46, 0
INVAR-1, Run: 027, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 1, 1, 0, 0, 1, 1, 331, 0, 46, 0
INVAR-1, Run: 028, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 2, 0, 2, 0, 0, 1, 219, 0, 46, 0
INVAR-1, Run: 029, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 2, 1, 1, 1, 223, 0, 45, 0
INVAR-1, Run: 030, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 268, 0, 49, 0
INVAR-1, Run: 031, F, 0, 10, 0, 0, 0, 0, 0, 100, 2, 0, 0, 1, 0, 1, 1, 370, 0, 46, 0
INVAR-1, Run: 032, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 1, 1, 270, 0, 47, 0
INVAR-1, Run: 033, F, 10, 0, 0, 0, 0, 0, 0, 100, 1, 2, 0, 0, 0, 0, 1, 268, 0, 47, 0
INVAR-1, Run: 034, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 1, 284, 0, 49, 0
INVAR-1, Run: 035, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 230, 0, 49, 0
INVAR-1, Run: 036, F, 0, 10, 0, 0, 0, 0, 0, 100, 2, 0, 2, 1, 0, 0, 1, 216, 0, 45, 0
INVAR-1, Run: 037, F, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 1, 106, 0, 49, 0
INVAR-1, Run: 038, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 1, 212, 0, 49, 0
INVAR-1, Run: 039, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 2, 0, 0, 0, 0, 1, 172, 0, 48, 0
INVAR-1, Run: 040, F, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 1, 106, 0, 50, 0
INVAR-1, Run: 041, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0, 0, 1, 255, 0, 49, 0
INVAR-1, Run: 042, F, 0, 0, 0, 10, 0, 0, 0, 100, 0, 0, 2, 0, 0, 0, 1, 263, 0, 48, 0
INVAR-1, Run: 043, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 1, 1, 261, 0, 48, 0
INVAR-1, Run: 044, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 2, 0, 0, 1, 0, 1, 335, 0, 46, 0
INVAR-1, Run: 045, F, 10, 0, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 1, 0, 1, 106, 0, 46, 0
INVAR-1, Run: 046, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 0, 1, 1, 207, 0, 47, 0
INVAR-1, Run: 047, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 1, 0, 1, 379, 0, 47, 0
INVAR-1, Run: 048, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 0, 1, 1, 301, 0, 47, 0
INVAR-1, Run: 049, F, 0, 10, 0, 0, 0, 0, 0, 100, 1, 0, 1, 1, 0, 0, 1, 327, 0, 47, 0
INVAR-1, Run: 050, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 2, 0, 0, 0, 0, 1, 337, 0, 48, 0
INVAR-1, Run: 051, F, 10, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 0, 1, 106, 0, 49, 0
INVAR-1, Run: 052, F, 0, 10, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 1, 235, 0, 49, 0
