Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P, Y
INVAR-1, Run: 001, F, 22, 1, 0, 35, 0, 3, 2
INVAR-1, Run: 002, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 003, F, 22, 1, 0, 34, 0, 3, 2
INVAR-1, Run: 004, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 005, F, 22, 0, 0, 33, 0, 2, 3
INVAR-1, Run: 006, F, 22, 0, 0, 33, 0, 2, 3
INVAR-1, Run: 007, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 008, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 009, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 010, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 011, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 012, F, 22, 0, 0, 33, 0, 2, 3
INVAR-1, Run: 013, F, 22, 1, 0, 34, 0, 3, 2
INVAR-1, Run: 014, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 015, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 016, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 017, F, 22, 0, 0, 33, 0, 2, 3
INVAR-1, Run: 018, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 019, F, 22, 0, 0, 33, 0, 2, 3
INVAR-1, Run: 020, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 021, F, 22, 0, 0, 35, 0, 2, 3
INVAR-1, Run: 022, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 023, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 024, F, 22, 0, 0, 34, 0, 2, 3
INVAR-1, Run: 025, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 026, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 027, F, 22, 0, 0, 33, 0, 2, 3
INVAR-1, Run: 028, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 029, F, 22, 1, 0, 33, 0, 3, 2
INVAR-1, Run: 030, F, 22, 1, 0, 34, 0, 3, 2
