Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 061, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 870, 0, 90, 200, 814, 3601, 100, 57, 42, 100, 290, 435, 914, 3601
INVAR-10, Run: 062, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 958, 1, 119, 200, 948, 6178, 100, 67, 32, 100, 319, 478, 1048, 6178
INVAR-10, Run: 063, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 886, 1, 96, 200, 1269, 8365, 100, 64, 35, 100, 295, 442, 1369, 8365
INVAR-10, Run: 064, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 102, 200, 711, 4910, 100, 72, 27, 100, 301, 451, 811, 4910
INVAR-10, Run: 065, P, 4, 0, 0, 0, 100, 100, 0, 0, 1, 942, 0, 118, 200, 777, 5143, 100, 60, 39, 100, 314, 471, 877, 5143
INVAR-10, Run: 066, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 882, 0, 94, 200, 836, 5416, 100, 62, 37, 100, 294, 441, 936, 5416
INVAR-10, Run: 067, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 98, 200, 800, 5249, 100, 62, 37, 100, 296, 444, 900, 5249
INVAR-10, Run: 068, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 856, 1, 85, 200, 796, 4118, 100, 61, 38, 100, 285, 427, 896, 4118
INVAR-10, Run: 069, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 103, 200, 747, 4812, 100, 65, 34, 100, 302, 453, 847, 4812
INVAR-10, Run: 070, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 868, 1, 89, 200, 827, 4659, 100, 64, 35, 100, 289, 433, 927, 4659
INVAR-10, Run: 071, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 97, 200, 808, 4560, 100, 64, 35, 100, 297, 445, 908, 4560
INVAR-10, Run: 072, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 918, 0, 108, 200, 872, 5879, 100, 62, 37, 100, 306, 459, 972, 5879
INVAR-10, Run: 073, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 100, 200, 1209, 5694, 100, 54, 45, 100, 300, 450, 1309, 5694
INVAR-10, Run: 074, P, 3, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 96, 200, 893, 5071, 100, 55, 44, 100, 293, 439, 993, 5071
INVAR-10, Run: 075, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 856, 1, 86, 200, 1001, 4441, 100, 72, 27, 100, 285, 427, 1101, 4441
INVAR-10, Run: 076, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 922, 1, 108, 200, 898, 5105, 100, 62, 37, 100, 307, 460, 998, 5105
INVAR-10, Run: 077, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 934, 1, 112, 200, 974, 6493, 100, 67, 32, 100, 311, 466, 1074, 6493
INVAR-10, Run: 078, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 104, 200, 886, 5015, 100, 64, 35, 100, 302, 453, 986, 5015
INVAR-10, Run: 079, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 100, 200, 988, 6666, 100, 65, 34, 100, 299, 448, 1088, 6666
INVAR-10, Run: 080, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 934, 1, 112, 200, 645, 6306, 100, 74, 25, 100, 311, 466, 745, 6306
INVAR-10, Run: 081, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 946, 1, 116, 200, 1019, 6276, 100, 61, 38, 100, 315, 472, 1119, 6276
INVAR-10, Run: 082, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 103, 200, 786, 5245, 100, 60, 39, 100, 302, 453, 886, 5245
INVAR-10, Run: 083, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 952, 1, 117, 200, 762, 4481, 100, 61, 38, 100, 317, 475, 862, 4481
INVAR-10, Run: 084, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 850, 1, 83, 200, 713, 4930, 100, 65, 34, 100, 283, 424, 813, 4930
INVAR-10, Run: 085, P, 4, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 106, 200, 817, 6481, 100, 59, 40, 100, 302, 453, 917, 6481
INVAR-10, Run: 086, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 916, 1, 106, 200, 850, 4477, 100, 58, 41, 100, 305, 457, 950, 4477
INVAR-10, Run: 087, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 856, 1, 86, 200, 753, 5037, 100, 57, 42, 100, 285, 427, 853, 5037
INVAR-10, Run: 088, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 856, 1, 85, 200, 983, 4798, 100, 65, 34, 100, 285, 427, 1083, 4798
INVAR-10, Run: 089, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 104, 200, 798, 5516, 100, 58, 41, 100, 303, 454, 898, 5516
INVAR-10, Run: 090, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 98, 200, 882, 4471, 100, 70, 29, 100, 297, 445, 982, 4471
INVAR-10, Run: 091, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 964, 1, 121, 200, 1030, 5194, 100, 70, 29, 100, 321, 481, 1130, 5194
INVAR-10, Run: 092, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 936, 0, 114, 200, 808, 4009, 100, 64, 35, 100, 312, 468, 908, 4009
INVAR-10, Run: 093, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 97, 200, 929, 5484, 100, 66, 33, 100, 297, 445, 1029, 5484
INVAR-10, Run: 094, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 104, 200, 730, 4471, 100, 67, 32, 100, 303, 454, 830, 4471
INVAR-10, Run: 095, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 104, 200, 804, 3899, 100, 56, 43, 100, 304, 456, 904, 3899
INVAR-10, Run: 096, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 94, 200, 867, 5937, 100, 62, 37, 100, 293, 439, 967, 5937
INVAR-10, Run: 097, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 930, 0, 110, 200, 708, 4565, 100, 62, 37, 100, 310, 465, 808, 4565
INVAR-10, Run: 098, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 886, 1, 96, 200, 804, 4441, 100, 70, 29, 100, 295, 442, 904, 4441
INVAR-10, Run: 099, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 106, 200, 917, 4157, 100, 70, 29, 100, 304, 456, 1017, 4157
INVAR-10, Run: 100, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 100, 200, 806, 4410, 100, 49, 50, 100, 300, 450, 906, 4410
INVAR-2, Run: 001, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 456, 0, 98, 56, 108, 665, 28, 21, 6, 28, 152, 228, 136, 665
INVAR-2, Run: 002, P, 3, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 90, 56, 129, 615, 28, 14, 13, 28, 143, 214, 157, 615
INVAR-2, Run: 003, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 508, 1, 113, 56, 84, 548, 28, 20, 7, 28, 169, 253, 112, 548
INVAR-2, Run: 004, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 107, 56, 105, 657, 28, 20, 7, 28, 163, 244, 133, 657
INVAR-2, Run: 005, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 486, 0, 107, 56, 139, 553, 28, 16, 11, 28, 162, 243, 167, 553
INVAR-2, Run: 006, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 484, 1, 107, 56, 114, 608, 28, 17, 10, 28, 161, 241, 142, 608
INVAR-2, Run: 007, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 514, 1, 115, 56, 121, 691, 28, 22, 5, 28, 171, 256, 149, 691
INVAR-2, Run: 008, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 101, 56, 86, 609, 28, 20, 7, 28, 156, 234, 114, 609
INVAR-2, Run: 009, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 100, 56, 101, 964, 28, 16, 11, 28, 156, 234, 129, 964
INVAR-2, Run: 010, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 110, 687, 28, 21, 6, 28, 144, 216, 138, 687
INVAR-2, Run: 011, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 98, 56, 95, 667, 28, 10, 17, 28, 154, 231, 123, 667
INVAR-2, Run: 012, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 92, 56, 125, 934, 28, 16, 11, 28, 148, 222, 153, 934
INVAR-2, Run: 013, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 436, 1, 89, 56, 104, 613, 28, 12, 15, 28, 145, 217, 132, 613
INVAR-2, Run: 014, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 93, 56, 127, 714, 28, 16, 11, 28, 149, 223, 155, 714
INVAR-2, Run: 015, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 106, 56, 109, 574, 28, 18, 9, 28, 160, 240, 137, 574
INVAR-2, Run: 016, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 95, 56, 136, 546, 28, 15, 12, 28, 151, 226, 164, 546
INVAR-2, Run: 017, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 105, 56, 109, 534, 28, 19, 8, 28, 160, 240, 137, 534
INVAR-2, Run: 018, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 111, 605, 28, 17, 10, 28, 144, 216, 139, 605
INVAR-2, Run: 019, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 98, 766, 28, 17, 10, 28, 144, 216, 126, 766
INVAR-2, Run: 020, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 418, 1, 83, 56, 158, 790, 28, 17, 10, 28, 139, 208, 186, 790
INVAR-2, Run: 021, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 94, 56, 79, 867, 28, 21, 6, 28, 148, 222, 107, 867
INVAR-2, Run: 022, P, 3, 0, 0, 0, 28, 28, 0, 0, 1, 486, 0, 109, 56, 110, 284, 28, 17, 10, 28, 162, 243, 138, 284
INVAR-2, Run: 023, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 438, 0, 91, 56, 110, 605, 28, 15, 12, 28, 146, 219, 138, 605
INVAR-2, Run: 024, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 99, 56, 92, 999, 28, 20, 7, 28, 153, 229, 120, 999
INVAR-2, Run: 025, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 96, 56, 86, 495, 28, 22, 5, 28, 151, 226, 114, 495
INVAR-2, Run: 026, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 96, 56, 69, 722, 28, 23, 4, 28, 150, 225, 97, 722
INVAR-2, Run: 027, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 108, 56, 103, 344, 28, 14, 13, 28, 163, 244, 131, 344
INVAR-2, Run: 028, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 95, 56, 125, 778, 28, 18, 9, 28, 149, 223, 153, 778
INVAR-2, Run: 029, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 113, 588, 28, 14, 13, 28, 158, 237, 141, 588
INVAR-2, Run: 030, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 496, 1, 111, 56, 145, 935, 28, 21, 6, 28, 165, 247, 173, 935
INVAR-2, Run: 031, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 95, 56, 106, 735, 28, 19, 8, 28, 151, 226, 134, 735
INVAR-2, Run: 032, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 414, 0, 82, 56, 96, 524, 28, 18, 9, 28, 138, 207, 124, 524
INVAR-2, Run: 033, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 95, 56, 102, 718, 28, 16, 11, 28, 151, 226, 130, 718
INVAR-2, Run: 034, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 87, 56, 65, 559, 28, 18, 9, 28, 143, 214, 93, 559
INVAR-2, Run: 035, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 99, 56, 89, 710, 28, 20, 7, 28, 154, 231, 117, 710
INVAR-2, Run: 036, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 87, 56, 113, 395, 28, 16, 11, 28, 143, 214, 141, 395
INVAR-2, Run: 037, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 95, 56, 99, 687, 28, 16, 11, 28, 149, 223, 127, 687
INVAR-2, Run: 038, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 456, 0, 98, 56, 118, 865, 28, 19, 8, 28, 152, 228, 146, 865
INVAR-2, Run: 039, P, 3, 0, 0, 0, 28, 28, 0, 0, 1, 408, 0, 83, 56, 116, 847, 28, 15, 12, 28, 136, 204, 144, 847
INVAR-2, Run: 040, P, 3, 0, 0, 0, 28, 28, 0, 0, 1, 502, 1, 114, 56, 181, 1222, 28, 18, 9, 28, 167, 250, 209, 1222
INVAR-2, Run: 041, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 478, 1, 105, 56, 112, 650, 28, 18, 9, 28, 159, 238, 140, 650
INVAR-2, Run: 042, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 484, 1, 106, 56, 107, 930, 28, 16, 11, 28, 161, 241, 135, 930
INVAR-2, Run: 043, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 98, 56, 109, 678, 28, 17, 10, 28, 153, 229, 137, 678
INVAR-2, Run: 044, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 414, 0, 83, 56, 104, 684, 28, 14, 13, 28, 138, 207, 132, 684
INVAR-2, Run: 045, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 486, 0, 106, 56, 103, 537, 28, 17, 10, 28, 162, 243, 131, 537
INVAR-2, Run: 046, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 472, 1, 102, 56, 107, 628, 28, 14, 13, 28, 157, 235, 135, 628
INVAR-2, Run: 047, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 94, 56, 94, 569, 28, 20, 7, 28, 150, 225, 122, 569
INVAR-2, Run: 048, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 94, 56, 171, 1041, 28, 20, 7, 28, 149, 223, 199, 1041
INVAR-2, Run: 049, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 107, 56, 113, 624, 28, 19, 8, 28, 163, 244, 141, 624
INVAR-2, Run: 050, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 96, 56, 79, 727, 28, 16, 11, 28, 151, 226, 107, 727
INVAR-2, Run: 051, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 87, 56, 148, 578, 28, 17, 10, 28, 143, 214, 176, 578
INVAR-2, Run: 052, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 100, 56, 131, 868, 28, 17, 10, 28, 156, 234, 159, 868
INVAR-2, Run: 053, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 91, 56, 143, 825, 28, 13, 14, 28, 147, 220, 171, 825
INVAR-2, Run: 054, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 438, 0, 92, 56, 83, 657, 28, 19, 8, 28, 146, 219, 111, 657
INVAR-2, Run: 055, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 98, 56, 109, 673, 28, 15, 12, 28, 153, 229, 137, 673
INVAR-2, Run: 056, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 97, 56, 111, 713, 28, 20, 7, 28, 151, 226, 139, 713
INVAR-2, Run: 057, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 486, 0, 108, 56, 151, 1240, 28, 14, 13, 28, 162, 243, 179, 1240
INVAR-2, Run: 058, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 420, 0, 85, 56, 104, 510, 28, 21, 6, 28, 140, 210, 132, 510
INVAR-2, Run: 059, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 95, 56, 111, 522, 28, 17, 10, 28, 150, 225, 139, 522
INVAR-2, Run: 060, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 492, 0, 109, 56, 137, 707, 28, 21, 6, 28, 164, 246, 165, 707
INVAR-2, Run: 061, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 94, 56, 86, 775, 28, 19, 8, 28, 149, 223, 114, 775
INVAR-2, Run: 062, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 98, 56, 165, 966, 28, 20, 7, 28, 154, 231, 193, 966
INVAR-2, Run: 063, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 406, 1, 79, 56, 89, 627, 28, 16, 11, 28, 135, 202, 117, 627
INVAR-2, Run: 064, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 424, 1, 87, 56, 115, 684, 28, 17, 10, 28, 141, 211, 143, 684
INVAR-2, Run: 065, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 94, 56, 116, 574, 28, 15, 12, 28, 150, 225, 144, 574
INVAR-2, Run: 066, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 472, 1, 102, 56, 163, 1076, 28, 16, 11, 28, 157, 235, 191, 1076
INVAR-2, Run: 067, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 438, 0, 91, 56, 109, 816, 28, 16, 11, 28, 146, 219, 137, 816
INVAR-2, Run: 068, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 484, 1, 105, 56, 112, 803, 28, 16, 11, 28, 161, 241, 140, 803
INVAR-2, Run: 069, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 436, 1, 89, 56, 104, 630, 28, 22, 5, 28, 145, 217, 132, 630
INVAR-2, Run: 070, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 99, 56, 102, 809, 28, 20, 7, 28, 155, 232, 130, 809
INVAR-2, Run: 071, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 87, 56, 100, 686, 28, 18, 9, 28, 143, 214, 128, 686
INVAR-2, Run: 072, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 492, 0, 110, 56, 138, 782, 28, 21, 6, 28, 164, 246, 166, 782
INVAR-2, Run: 073, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 107, 763, 28, 19, 8, 28, 144, 216, 135, 763
INVAR-2, Run: 074, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 94, 56, 129, 695, 28, 18, 9, 28, 148, 222, 157, 695
INVAR-2, Run: 075, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 131, 603, 28, 12, 15, 28, 158, 237, 159, 603
INVAR-2, Run: 076, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 101, 56, 170, 889, 28, 15, 12, 28, 156, 234, 198, 889
INVAR-2, Run: 077, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 478, 1, 103, 56, 108, 546, 28, 20, 7, 28, 159, 238, 136, 546
INVAR-2, Run: 078, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 101, 56, 131, 637, 28, 12, 15, 28, 156, 234, 159, 637
INVAR-2, Run: 079, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 92, 56, 87, 632, 28, 21, 6, 28, 148, 222, 115, 632
INVAR-2, Run: 080, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 106, 56, 94, 772, 28, 18, 9, 28, 160, 240, 122, 772
INVAR-2, Run: 081, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 99, 56, 101, 894, 28, 18, 9, 28, 155, 232, 129, 894
INVAR-2, Run: 082, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 492, 0, 109, 56, 65, 512, 28, 20, 7, 28, 164, 246, 93, 512
INVAR-2, Run: 083, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 532, 1, 121, 56, 85, 503, 28, 20, 7, 28, 177, 265, 113, 503
INVAR-2, Run: 084, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 95, 56, 73, 453, 28, 16, 11, 28, 151, 226, 101, 453
INVAR-2, Run: 085, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 113, 638, 28, 16, 11, 28, 158, 237, 141, 638
INVAR-2, Run: 086, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 99, 56, 86, 431, 28, 18, 9, 28, 154, 231, 114, 431
INVAR-2, Run: 087, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 514, 1, 116, 56, 85, 578, 28, 16, 11, 28, 171, 256, 113, 578
INVAR-2, Run: 088, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 502, 1, 113, 56, 100, 836, 28, 18, 9, 28, 167, 250, 128, 836
INVAR-2, Run: 089, P, 3, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 94, 56, 81, 477, 28, 17, 10, 28, 147, 220, 109, 477
INVAR-2, Run: 090, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 100, 56, 71, 595, 28, 23, 4, 28, 156, 234, 99, 595
INVAR-2, Run: 091, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 508, 1, 113, 56, 129, 805, 28, 16, 11, 28, 169, 253, 157, 805
INVAR-2, Run: 092, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 504, 0, 112, 56, 161, 867, 28, 20, 7, 28, 168, 252, 189, 867
INVAR-2, Run: 093, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 92, 56, 89, 508, 28, 15, 12, 28, 148, 222, 117, 508
INVAR-2, Run: 094, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 508, 1, 113, 56, 115, 818, 28, 18, 9, 28, 169, 253, 143, 818
INVAR-2, Run: 095, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 98, 56, 114, 619, 28, 15, 12, 28, 154, 231, 142, 619
INVAR-2, Run: 096, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 426, 0, 86, 56, 124, 640, 28, 14, 13, 28, 142, 213, 152, 640
INVAR-2, Run: 097, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 100, 56, 138, 663, 28, 17, 10, 28, 156, 234, 166, 663
INVAR-2, Run: 098, P, 2, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 109, 56, 90, 744, 28, 21, 6, 28, 163, 244, 118, 744
INVAR-2, Run: 099, P, 1, 0, 0, 0, 28, 28, 0, 0, 1, 478, 1, 104, 56, 84, 606, 28, 20, 7, 28, 159, 238, 112, 606
INVAR-2, Run: 100, P, 0, 0, 0, 0, 28, 28, 0, 0, 1, 486, 0, 106, 56, 91, 927, 28, 19, 8, 28, 162, 243, 119, 927
INVAR-3, Run: 001, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 772, 1, 94, 164, 621, 3247, 82, 37, 44, 82, 257, 385, 703, 3247
INVAR-3, Run: 002, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 768, 0, 93, 164, 725, 4864, 82, 51, 30, 82, 256, 384, 807, 4864
INVAR-3, Run: 003, P, 3, 0, 0, 0, 82, 82, 0, 0, 1, 820, 1, 112, 164, 582, 3506, 82, 49, 32, 82, 273, 409, 664, 3506
INVAR-3, Run: 004, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 760, 1, 89, 164, 617, 3282, 82, 50, 31, 82, 253, 379, 699, 3282
INVAR-3, Run: 005, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 796, 1, 102, 164, 728, 3901, 82, 50, 31, 82, 265, 397, 810, 3901
INVAR-3, Run: 006, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 750, 0, 86, 164, 588, 3094, 82, 56, 25, 82, 250, 375, 670, 3094
INVAR-3, Run: 007, P, 2, 0, 0, 0, 82, 82, 0, 0, 1, 768, 0, 94, 164, 834, 3923, 82, 60, 21, 82, 256, 384, 916, 3923
INVAR-3, Run: 008, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 864, 0, 125, 164, 604, 3865, 82, 47, 34, 82, 288, 432, 686, 3865
INVAR-3, Run: 009, P, 2, 0, 0, 0, 82, 82, 0, 0, 1, 840, 0, 118, 164, 717, 4165, 82, 47, 34, 82, 280, 420, 799, 4165
INVAR-3, Run: 010, P, 2, 0, 0, 0, 82, 82, 0, 0, 1, 780, 0, 98, 164, 666, 3608, 82, 56, 25, 82, 260, 390, 748, 3608
INVAR-3, Run: 011, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 838, 1, 115, 164, 668, 4747, 82, 51, 30, 82, 279, 418, 750, 4747
INVAR-3, Run: 012, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 846, 0, 119, 164, 627, 3995, 82, 47, 34, 82, 282, 423, 709, 3995
INVAR-3, Run: 013, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 786, 0, 99, 164, 675, 3590, 82, 47, 34, 82, 262, 393, 757, 3590
INVAR-3, Run: 014, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 790, 1, 99, 164, 628, 3661, 82, 49, 32, 82, 263, 394, 710, 3661
INVAR-3, Run: 015, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 852, 0, 121, 164, 708, 4076, 82, 53, 28, 82, 284, 426, 790, 4076
INVAR-3, Run: 016, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 748, 1, 86, 164, 598, 2975, 82, 46, 35, 82, 249, 373, 680, 2975
INVAR-3, Run: 017, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 838, 1, 116, 164, 683, 3122, 82, 42, 39, 82, 279, 418, 765, 3122
INVAR-3, Run: 018, P, 1, 0, 0, 0, 82, 82, 0, 0, 1, 760, 1, 90, 164, 829, 5107, 82, 49, 32, 82, 253, 379, 911, 5107
INVAR-3, Run: 019, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 808, 1, 105, 164, 637, 4565, 82, 49, 32, 82, 269, 403, 719, 4565
INVAR-3, Run: 020, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 808, 1, 105, 164, 650, 3407, 82, 53, 28, 82, 269, 403, 732, 3407
INVAR-3, Run: 021, P, 0, 0, 0, 0, 82, 82, 0, 0, 1, 798, 0, 102, 164, 733, 3775, 82, 57, 24, 82, 266, 399, 815, 3775
INVAR-3, Run: 022, P, 2, 0, 0, 0, 82, 82, 0, 0, 1, 766, 1, 93, 164, 582, 3530, 82, 54, 27, 82, 255, 382, 664, 3530
INVAR-3, Run: 023, P, 2, 0, 0, 0, 82, 82, 0, 0, 1, 828, 0, 114, 164, 567, 3413, 82, 46, 35, 82, 276, 414, 649, 3413
