Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 091, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 354, 0, 100, 18, 10, 57, 9, 4, 4, 9, 118, 177, 19, 57
INVAR-1, Run: 092, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 364, 1, 104, 18, 17, 101, 9, 6, 2, 9, 121, 181, 26, 101
INVAR-1, Run: 093, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 352, 1, 99, 18, 5, 96, 9, 6, 2, 9, 117, 175, 14, 96
INVAR-1, Run: 094, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 316, 1, 88, 18, 13, 48, 9, 2, 6, 9, 105, 157, 22, 48
INVAR-1, Run: 095, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 364, 1, 104, 18, 27, 227, 9, 6, 2, 9, 121, 181, 36, 227
INVAR-1, Run: 096, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1, 101, 18, 17, 111, 9, 4, 4, 9, 119, 178, 26, 111
INVAR-1, Run: 097, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 360, 0, 102, 18, 11, 67, 9, 5, 3, 9, 120, 180, 20, 67
INVAR-1, Run: 098, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 342, 0, 97, 18, 18, 120, 9, 5, 3, 9, 114, 171, 27, 120
INVAR-1, Run: 099, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 378, 0, 110, 18, 14, 107, 9, 6, 2, 9, 126, 189, 23, 107
INVAR-1, Run: 100, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 360, 0, 102, 18, 28, 234, 9, 2, 6, 9, 120, 180, 37, 234
INVAR-10, Run: 001, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 868, 1, 91, 200, 904, 5672, 100, 61, 38, 100, 289, 433, 1004, 5672
INVAR-10, Run: 002, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 942, 0, 116, 200, 962, 5838, 100, 59, 40, 100, 314, 471, 1062, 5838
INVAR-10, Run: 003, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 874, 1, 93, 200, 765, 4664, 100, 67, 32, 100, 291, 436, 865, 4664
INVAR-10, Run: 004, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 942, 0, 114, 200, 838, 4825, 100, 63, 36, 100, 314, 471, 938, 4825
INVAR-10, Run: 005, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 918, 0, 106, 200, 711, 5001, 100, 61, 38, 100, 306, 459, 811, 5001
INVAR-10, Run: 006, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 930, 0, 111, 200, 725, 5323, 100, 68, 31, 100, 310, 465, 825, 5323
INVAR-10, Run: 007, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 98, 200, 1157, 5044, 100, 67, 32, 100, 297, 445, 1257, 5044
INVAR-10, Run: 008, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 108, 200, 761, 4739, 100, 72, 27, 100, 308, 462, 861, 4739
INVAR-10, Run: 009, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 97, 200, 753, 5232, 100, 72, 27, 100, 296, 444, 853, 5232
INVAR-10, Run: 010, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 870, 0, 91, 200, 819, 5720, 100, 73, 26, 100, 290, 435, 919, 5720
INVAR-10, Run: 011, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 92, 200, 872, 4612, 100, 63, 36, 100, 292, 438, 972, 4612
INVAR-10, Run: 012, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 101, 200, 683, 5312, 100, 63, 36, 100, 301, 451, 783, 5312
INVAR-10, Run: 013, P, 3, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 103, 200, 680, 4082, 100, 63, 36, 100, 300, 450, 780, 4082
INVAR-10, Run: 014, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 104, 200, 709, 4141, 100, 62, 37, 100, 304, 456, 809, 4141
INVAR-10, Run: 015, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 922, 1, 107, 200, 1034, 6301, 100, 63, 36, 100, 307, 460, 1134, 6301
INVAR-10, Run: 016, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 894, 0, 98, 200, 719, 4939, 100, 60, 39, 100, 298, 447, 819, 4939
INVAR-10, Run: 017, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 93, 200, 947, 5183, 100, 63, 36, 100, 292, 438, 1047, 5183
INVAR-10, Run: 018, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 109, 200, 818, 4574, 100, 57, 42, 100, 308, 462, 918, 4574
INVAR-10, Run: 019, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 862, 1, 89, 200, 779, 4748, 100, 51, 48, 100, 287, 430, 879, 4748
INVAR-10, Run: 020, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 858, 0, 87, 200, 828, 4684, 100, 61, 38, 100, 286, 429, 928, 4684
INVAR-10, Run: 021, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 930, 0, 112, 200, 779, 4326, 100, 65, 34, 100, 310, 465, 879, 4326
INVAR-10, Run: 022, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 102, 200, 729, 6408, 100, 58, 41, 100, 301, 451, 829, 6408
INVAR-10, Run: 023, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 888, 0, 96, 200, 842, 4653, 100, 58, 41, 100, 296, 444, 942, 4653
INVAR-10, Run: 024, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 94, 200, 991, 5797, 100, 62, 37, 100, 293, 439, 1091, 5797
INVAR-10, Run: 025, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 110, 200, 799, 4204, 100, 61, 38, 100, 308, 462, 899, 4204
INVAR-10, Run: 026, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 960, 0, 122, 200, 860, 4999, 100, 67, 32, 100, 320, 480, 960, 4999
INVAR-10, Run: 027, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 110, 200, 654, 3865, 100, 60, 39, 100, 308, 462, 754, 3865
INVAR-10, Run: 028, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 952, 1, 118, 200, 856, 4749, 100, 57, 42, 100, 317, 475, 956, 4749
INVAR-10, Run: 029, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 918, 0, 106, 200, 957, 6085, 100, 71, 28, 100, 306, 459, 1057, 6085
INVAR-10, Run: 030, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 828, 0, 76, 200, 886, 4842, 100, 57, 42, 100, 276, 414, 986, 4842
INVAR-10, Run: 031, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 834, 0, 78, 200, 749, 3986, 100, 59, 40, 100, 278, 417, 849, 3986
INVAR-10, Run: 032, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 882, 0, 95, 200, 728, 5250, 100, 50, 49, 100, 294, 441, 828, 5250
INVAR-10, Run: 033, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 101, 200, 776, 3856, 100, 58, 41, 100, 301, 451, 876, 3856
INVAR-10, Run: 034, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 870, 0, 90, 200, 768, 4665, 100, 59, 40, 100, 290, 435, 868, 4665
INVAR-10, Run: 035, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 102, 200, 676, 3576, 100, 68, 31, 100, 301, 451, 776, 3576
INVAR-10, Run: 036, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 99, 200, 641, 3878, 100, 62, 37, 100, 299, 448, 741, 3878
INVAR-10, Run: 037, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 928, 1, 110, 200, 718, 3694, 100, 63, 36, 100, 309, 463, 818, 3694
INVAR-10, Run: 038, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 916, 1, 106, 200, 648, 5107, 100, 61, 38, 100, 305, 457, 748, 5107
INVAR-10, Run: 039, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 930, 0, 111, 200, 809, 4547, 100, 61, 38, 100, 310, 465, 909, 4547
INVAR-10, Run: 040, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 954, 0, 120, 200, 970, 6093, 100, 71, 28, 100, 318, 477, 1070, 6093
INVAR-10, Run: 041, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 105, 200, 818, 3861, 100, 55, 44, 100, 304, 456, 918, 3861
INVAR-10, Run: 042, P, 4, 0, 0, 0, 100, 100, 0, 0, 1, 918, 0, 110, 200, 761, 3952, 100, 55, 44, 100, 306, 459, 861, 3952
INVAR-10, Run: 043, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 92, 200, 773, 5085, 100, 65, 34, 100, 292, 438, 873, 5085
INVAR-10, Run: 044, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 858, 0, 86, 200, 911, 4372, 100, 55, 44, 100, 286, 429, 1011, 4372
INVAR-10, Run: 045, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 88, 200, 714, 4419, 100, 60, 39, 100, 288, 432, 814, 4419
INVAR-10, Run: 046, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 858, 0, 88, 200, 808, 4711, 100, 67, 32, 100, 286, 429, 908, 4711
INVAR-10, Run: 047, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 916, 1, 105, 200, 853, 4840, 100, 58, 41, 100, 305, 457, 953, 4840
INVAR-10, Run: 048, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 103, 200, 767, 5597, 100, 61, 38, 100, 303, 454, 867, 5597
INVAR-10, Run: 049, P, 3, 0, 0, 0, 100, 100, 0, 0, 1, 954, 0, 121, 200, 786, 4857, 100, 62, 37, 100, 318, 477, 886, 4857
INVAR-10, Run: 050, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 105, 200, 787, 5514, 100, 69, 30, 100, 304, 456, 887, 5514
INVAR-10, Run: 051, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 101, 200, 929, 4694, 100, 70, 29, 100, 300, 450, 1029, 4694
INVAR-10, Run: 052, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 870, 0, 92, 200, 881, 4609, 100, 59, 40, 100, 290, 435, 981, 4609
INVAR-10, Run: 053, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 936, 0, 113, 200, 813, 5458, 100, 62, 37, 100, 312, 468, 913, 5458
INVAR-10, Run: 054, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 103, 200, 870, 4358, 100, 60, 39, 100, 302, 453, 970, 4358
INVAR-10, Run: 055, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 94, 200, 878, 3829, 100, 56, 43, 100, 292, 438, 978, 3829
INVAR-10, Run: 056, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 882, 0, 94, 200, 1125, 5878, 100, 68, 31, 100, 294, 441, 1225, 5878
INVAR-10, Run: 057, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 110, 200, 1062, 5919, 100, 65, 34, 100, 308, 462, 1162, 5919
INVAR-10, Run: 058, P, 1, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 100, 200, 778, 4810, 100, 58, 41, 100, 299, 448, 878, 4810
INVAR-10, Run: 059, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 97, 200, 722, 4592, 100, 67, 32, 100, 297, 445, 822, 4592
INVAR-10, Run: 060, P, 2, 0, 0, 0, 100, 100, 0, 0, 1, 862, 1, 89, 200, 785, 5274, 100, 64, 35, 100, 287, 430, 885, 5274
