Input Number, Run_Number, Result@ 100, PO, E, F, X1, A, B, C, D, CO, Y, PE, CE, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, F, 0, 113, 0, 0, 0, 0, 0, 586, 0, 2, 1, 2, 14, 200, 4485, 60, 58, 4485, 93, 59, 33, 99, 107, 200, 3652, 1833
INVAR-10, Run: 047, F, 0, 120, 0, 0, 0, 0, 0, 248, 332, 332, 0, 0, 20, 200, 3623, 88, 88, 3291, 90, 59, 31, 100, 110, 200, 7562, 3791
INVAR-10, Run: 048, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 3520, 72, 70, 3520, 92, 55, 36, 99, 108, 200, 5040, 2528
INVAR-10, Run: 049, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 3408, 64, 64, 3408, 93, 57, 35, 100, 107, 200, 4420, 2217
INVAR-10, Run: 050, F, 0, 118, 0, 0, 0, 0, 0, 2, 580, 580, 0, 0, 18, 200, 4300, 53, 53, 3720, 91, 64, 27, 100, 109, 200, 4274, 2146
INVAR-10, Run: 051, F, 0, 120, 0, 0, 0, 0, 0, 400, 180, 180, 0, 0, 20, 200, 3188, 53, 53, 3008, 90, 49, 41, 100, 110, 200, 4652, 2336
INVAR-10, Run: 052, F, 0, 114, 0, 0, 0, 0, 0, 103, 483, 483, 0, 0, 14, 200, 5028, 40, 40, 4545, 93, 67, 26, 100, 107, 200, 5358, 2686
INVAR-10, Run: 053, F, 0, 128, 0, 0, 0, 0, 0, 572, 0, 0, 1, 0, 28, 200, 4215, 58, 58, 4215, 86, 67, 18, 100, 114, 200, 4174, 2101
INVAR-10, Run: 054, F, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2, 18, 200, 4711, 90, 88, 4711, 91, 52, 38, 99, 109, 200, 5024, 2521
INVAR-10, Run: 055, F, 0, 122, 0, 0, 0, 0, 0, 160, 418, 418, 0, 0, 22, 200, 4220, 57, 57, 3802, 89, 57, 32, 100, 111, 200, 4944, 2483
INVAR-10, Run: 056, F, 0, 120, 0, 0, 0, 0, 0, 10, 570, 570, 0, 0, 20, 200, 4717, 55, 55, 4147, 90, 63, 27, 100, 110, 200, 4348, 2184
INVAR-10, Run: 057, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 3393, 70, 68, 3393, 92, 53, 38, 99, 108, 200, 7146, 3581
INVAR-10, Run: 058, F, 0, 116, 0, 0, 0, 0, 0, 65, 519, 519, 0, 0, 16, 200, 4517, 81, 81, 3998, 92, 61, 31, 100, 108, 200, 5204, 2610
INVAR-10, Run: 059, F, 0, 120, 0, 0, 0, 0, 0, 280, 300, 300, 0, 0, 20, 200, 4062, 55, 55, 3762, 90, 70, 20, 100, 110, 200, 5992, 3006
INVAR-10, Run: 060, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 3525, 71, 71, 3525, 91, 61, 29, 100, 109, 200, 6994, 3506
INVAR-10, Run: 061, F, 0, 118, 0, 0, 0, 0, 0, 145, 437, 437, 0, 0, 18, 200, 5135, 77, 77, 4698, 91, 60, 31, 100, 109, 200, 6550, 3284
INVAR-10, Run: 062, F, 0, 122, 0, 0, 0, 0, 0, 155, 423, 423, 0, 0, 22, 200, 4318, 45, 45, 3895, 89, 61, 28, 100, 111, 200, 5020, 2521
INVAR-10, Run: 063, F, 0, 119, 0, 0, 0, 0, 0, 580, 0, 2, 1, 2, 20, 200, 3916, 70, 68, 3916, 90, 62, 27, 99, 110, 200, 7762, 3891
INVAR-10, Run: 064, F, 0, 116, 0, 0, 0, 0, 0, 257, 327, 327, 0, 0, 16, 200, 4060, 57, 57, 3733, 92, 62, 30, 100, 108, 200, 3448, 1732
INVAR-10, Run: 065, F, 0, 114, 0, 0, 0, 0, 0, 586, 0, 0, 1, 0, 14, 200, 4922, 54, 54, 4922, 93, 68, 24, 100, 107, 200, 8206, 4110
INVAR-10, Run: 066, F, 0, 120, 0, 0, 0, 0, 0, 354, 226, 226, 0, 0, 20, 200, 4013, 66, 66, 3787, 90, 55, 35, 100, 110, 200, 5678, 2849
INVAR-10, Run: 067, F, 0, 117, 0, 0, 0, 0, 0, 582, 0, 2, 1, 2, 18, 200, 3305, 58, 56, 3305, 91, 57, 33, 99, 109, 200, 5200, 2609
INVAR-10, Run: 068, F, 0, 108, 0, 0, 0, 0, 0, 119, 473, 473, 0, 0, 8, 200, 3857, 65, 65, 3384, 96, 63, 33, 100, 104, 200, 4272, 2140
INVAR-10, Run: 069, F, 0, 118, 0, 0, 0, 0, 0, 126, 456, 456, 0, 0, 18, 200, 3476, 76, 76, 3020, 91, 46, 45, 100, 109, 200, 4646, 2332
INVAR-10, Run: 070, F, 0, 124, 0, 0, 0, 0, 0, 273, 303, 303, 0, 0, 24, 200, 4222, 76, 76, 3919, 88, 62, 26, 100, 112, 200, 4798, 2411
INVAR-10, Run: 071, F, 0, 116, 0, 0, 0, 0, 0, 280, 304, 304, 0, 0, 16, 200, 4016, 73, 73, 3712, 92, 68, 24, 100, 108, 200, 4920, 2468
INVAR-10, Run: 072, F, 0, 120, 0, 0, 0, 0, 0, 505, 75, 75, 0, 0, 20, 200, 3454, 58, 58, 3379, 90, 58, 32, 100, 110, 200, 4432, 2226
INVAR-10, Run: 073, F, 0, 118, 0, 0, 0, 0, 0, 582, 0, 0, 1, 0, 18, 200, 5085, 63, 63, 5085, 91, 59, 31, 100, 109, 200, 6702, 3360
INVAR-10, Run: 074, F, 0, 120, 0, 0, 0, 0, 0, 580, 0, 0, 1, 0, 20, 200, 3921, 58, 58, 3921, 90, 55, 34, 100, 110, 200, 6082, 3051
INVAR-10, Run: 075, F, 0, 118, 0, 0, 0, 0, 0, 30, 552, 552, 0, 0, 18, 200, 4203, 81, 81, 3651, 91, 56, 35, 100, 109, 200, 4598, 2308
INVAR-10, Run: 076, F, 0, 124, 0, 0, 0, 0, 0, 356, 220, 220, 0, 0, 24, 200, 3547, 54, 54, 3327, 88, 53, 35, 100, 112, 200, 4714, 2369
INVAR-10, Run: 077, F, 0, 134, 0, 0, 0, 0, 0, 109, 457, 457, 0, 0, 34, 200, 3968, 58, 58, 3511, 83, 56, 27, 100, 117, 200, 6102, 3068
INVAR-10, Run: 078, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 3629, 65, 65, 3629, 92, 54, 37, 100, 108, 200, 5708, 2862
INVAR-10, Run: 079, F, 0, 118, 0, 0, 0, 0, 0, 415, 167, 167, 0, 0, 18, 200, 4457, 60, 60, 4290, 91, 62, 29, 100, 109, 200, 6828, 3423
INVAR-10, Run: 080, F, 0, 122, 0, 0, 0, 0, 0, 208, 370, 370, 0, 0, 22, 200, 4426, 59, 59, 4056, 89, 54, 35, 100, 111, 200, 5706, 2864
INVAR-10, Run: 081, F, 0, 120, 0, 0, 0, 0, 0, 19, 561, 561, 0, 0, 20, 200, 4509, 83, 83, 3948, 90, 62, 28, 100, 110, 200, 6060, 3040
INVAR-10, Run: 082, F, 0, 122, 0, 0, 0, 0, 0, 81, 497, 497, 0, 0, 22, 200, 4168, 62, 62, 3671, 89, 54, 35, 100, 111, 200, 4242, 2132
INVAR-10, Run: 083, F, 0, 116, 0, 0, 0, 0, 0, 40, 544, 544, 0, 0, 16, 200, 4369, 74, 74, 3825, 92, 54, 38, 100, 108, 200, 4678, 2347
INVAR-10, Run: 084, F, 0, 134, 0, 0, 0, 0, 0, 200, 366, 366, 0, 0, 34, 200, 3953, 50, 50, 3587, 83, 51, 32, 100, 117, 200, 6488, 3261
INVAR-10, Run: 085, F, 0, 114, 0, 0, 0, 0, 0, 173, 413, 413, 0, 0, 14, 200, 4342, 67, 67, 3929, 93, 60, 33, 100, 107, 200, 5252, 2633
INVAR-10, Run: 086, F, 0, 122, 0, 0, 0, 0, 0, 486, 92, 92, 0, 0, 22, 200, 3010, 57, 57, 2918, 89, 59, 30, 100, 111, 200, 5054, 2538
INVAR-10, Run: 087, F, 0, 122, 0, 0, 0, 0, 0, 89, 489, 489, 0, 0, 22, 200, 5187, 62, 62, 4698, 89, 55, 34, 100, 111, 200, 5134, 2578
INVAR-10, Run: 088, F, 0, 118, 0, 0, 0, 0, 0, 149, 433, 433, 0, 0, 18, 200, 4600, 53, 53, 4167, 91, 49, 42, 100, 109, 200, 4416, 2217
INVAR-10, Run: 089, F, 0, 130, 0, 0, 0, 0, 0, 238, 332, 332, 0, 0, 30, 200, 5164, 51, 51, 4832, 85, 55, 30, 100, 115, 200, 5190, 2610
INVAR-10, Run: 090, F, 0, 116, 0, 0, 0, 0, 0, 584, 0, 0, 1, 0, 16, 200, 4494, 66, 66, 4494, 92, 53, 38, 100, 108, 200, 6976, 3496
INVAR-10, Run: 091, F, 0, 122, 0, 0, 0, 0, 0, 578, 0, 0, 1, 0, 22, 200, 4316, 76, 76, 4316, 89, 57, 31, 100, 111, 200, 7088, 3555
INVAR-10, Run: 092, F, 0, 120, 0, 0, 0, 0, 0, 71, 509, 509, 0, 0, 20, 200, 4232, 73, 73, 3723, 90, 61, 29, 100, 110, 200, 5670, 2845
INVAR-10, Run: 093, F, 0, 116, 0, 0, 0, 0, 0, 284, 300, 300, 0, 0, 16, 200, 4137, 58, 58, 3837, 92, 50, 42, 100, 108, 200, 4894, 2455
INVAR-10, Run: 094, F, 0, 112, 0, 0, 0, 0, 0, 588, 0, 0, 1, 0, 12, 200, 3658, 62, 62, 3658, 94, 57, 36, 100, 106, 200, 5946, 2979
INVAR-10, Run: 095, F, 0, 116, 0, 0, 0, 0, 0, 117, 467, 467, 0, 0, 16, 200, 4325, 70, 70, 3858, 92, 64, 28, 100, 108, 200, 4408, 2212
INVAR-10, Run: 096, F, 0, 118, 0, 0, 0, 0, 0, 61, 521, 521, 0, 0, 18, 200, 3395, 58, 58, 2874, 91, 56, 35, 100, 109, 200, 3918, 1968
INVAR-10, Run: 097, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 4248, 58, 56, 4248, 92, 57, 34, 99, 108, 200, 6130, 3073
INVAR-10, Run: 098, F, 0, 124, 0, 0, 0, 0, 0, 517, 59, 59, 0, 0, 24, 200, 4498, 73, 73, 4439, 88, 55, 33, 100, 112, 200, 4648, 2336
INVAR-10, Run: 099, F, 0, 115, 0, 0, 0, 0, 0, 584, 0, 2, 1, 2, 16, 200, 3844, 44, 42, 3844, 92, 62, 29, 99, 108, 200, 5242, 2629
INVAR-10, Run: 100, F, 0, 114, 0, 0, 0, 0, 0, 372, 214, 214, 0, 0, 14, 200, 4847, 72, 72, 4633, 93, 58, 35, 100, 107, 200, 5298, 2656
INVAR-2, Run: 001, F, 0, 42, 0, 0, 0, 0, 0, 6, 148, 148, 0, 0, 14, 56, 494, 16, 16, 346, 21, 15, 6, 28, 35, 56, 432, 223
INVAR-2, Run: 002, F, 0, 42, 2, 0, 0, 0, 0, 0, 156, 156, 0, 0, 14, 56, 443, 20, 20, 287, 21, 12, 9, 28, 34, 56, 562, 287
INVAR-2, Run: 003, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 516, 27, 27, 516, 24, 11, 12, 28, 32, 56, 940, 474
INVAR-2, Run: 004, F, 0, 48, 0, 0, 0, 0, 0, 7, 141, 141, 0, 0, 20, 56, 548, 17, 17, 407, 18, 12, 6, 28, 38, 56, 850, 435
INVAR-2, Run: 005, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 372, 20, 20, 372, 24, 17, 6, 28, 32, 56, 640, 324
INVAR-2, Run: 006, F, 0, 37, 0, 0, 0, 0, 0, 158, 0, 2, 1, 2, 10, 56, 481, 26, 24, 481, 23, 12, 10, 27, 33, 56, 692, 351
INVAR-2, Run: 007, F, 0, 38, 0, 0, 0, 0, 0, 92, 66, 66, 0, 0, 10, 56, 740, 19, 19, 674, 23, 19, 4, 28, 33, 56, 1302, 656
INVAR-2, Run: 008, F, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 12, 56, 619, 13, 13, 619, 22, 14, 7, 28, 34, 56, 2722, 1367
INVAR-2, Run: 009, F, 0, 40, 0, 0, 0, 0, 0, 0, 156, 156, 0, 0, 12, 56, 350, 18, 18, 194, 22, 17, 5, 28, 34, 56, 296, 154
INVAR-2, Run: 010, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 682, 28, 26, 682, 24, 14, 9, 27, 32, 56, 780, 394
INVAR-2, Run: 011, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 479, 20, 18, 479, 22, 12, 9, 27, 34, 56, 702, 357
INVAR-2, Run: 012, F, 0, 40, 0, 0, 0, 0, 0, 78, 78, 78, 0, 0, 12, 56, 661, 21, 21, 583, 22, 18, 4, 28, 34, 56, 954, 483
INVAR-2, Run: 013, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 409, 14, 14, 409, 23, 17, 5, 28, 33, 56, 544, 277
INVAR-2, Run: 014, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 429, 16, 16, 429, 23, 9, 13, 28, 33, 56, 590, 300
INVAR-2, Run: 015, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 401, 14, 14, 401, 25, 8, 16, 28, 31, 56, 938, 472
INVAR-2, Run: 016, F, 0, 36, 0, 0, 0, 0, 0, 65, 95, 95, 0, 0, 8, 56, 672, 30, 30, 577, 24, 14, 10, 28, 32, 56, 536, 272
INVAR-2, Run: 017, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 529, 24, 24, 529, 24, 17, 6, 28, 32, 56, 946, 477
INVAR-2, Run: 018, F, 0, 42, 0, 0, 0, 0, 0, 31, 123, 123, 0, 0, 14, 56, 834, 15, 15, 711, 21, 15, 6, 28, 35, 56, 1084, 549
INVAR-2, Run: 019, F, 0, 40, 0, 0, 0, 0, 0, 53, 103, 103, 0, 0, 12, 56, 420, 11, 11, 317, 22, 18, 4, 28, 34, 56, 564, 288
INVAR-2, Run: 020, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 607, 23, 23, 607, 25, 16, 8, 28, 31, 56, 792, 399
INVAR-2, Run: 021, F, 0, 40, 0, 0, 0, 0, 0, 37, 119, 119, 0, 0, 12, 56, 420, 15, 15, 301, 22, 19, 3, 28, 34, 56, 510, 261
INVAR-2, Run: 022, F, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2, 6, 56, 442, 21, 19, 442, 25, 11, 13, 27, 31, 56, 1046, 526
INVAR-2, Run: 023, F, 0, 44, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 16, 56, 495, 14, 14, 495, 20, 15, 4, 28, 36, 56, 1094, 555
INVAR-2, Run: 024, F, 0, 34, 0, 0, 0, 0, 0, 147, 15, 15, 0, 0, 6, 56, 434, 12, 12, 419, 25, 13, 12, 28, 31, 56, 1260, 633
INVAR-2, Run: 025, F, 0, 44, 0, 0, 0, 0, 0, 45, 107, 107, 0, 0, 16, 56, 679, 11, 11, 572, 20, 14, 6, 28, 36, 56, 730, 373
INVAR-2, Run: 026, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 303, 20, 20, 303, 24, 13, 10, 28, 32, 56, 796, 402
INVAR-2, Run: 027, F, 0, 36, 0, 0, 0, 0, 0, 137, 23, 23, 0, 0, 8, 56, 461, 26, 26, 438, 24, 16, 8, 28, 32, 56, 414, 211
INVAR-2, Run: 028, F, 0, 36, 0, 0, 0, 0, 0, 145, 15, 15, 0, 0, 8, 56, 517, 10, 10, 502, 24, 8, 16, 28, 32, 56, 406, 207
INVAR-2, Run: 029, F, 0, 40, 0, 0, 0, 0, 0, 120, 36, 36, 0, 0, 12, 56, 937, 15, 15, 901, 22, 13, 9, 28, 34, 56, 1714, 863
INVAR-2, Run: 030, F, 0, 38, 0, 0, 0, 0, 0, 66, 92, 92, 0, 0, 10, 56, 638, 22, 22, 546, 23, 18, 5, 28, 33, 56, 710, 360
INVAR-2, Run: 031, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 345, 21, 21, 345, 23, 9, 13, 28, 33, 56, 842, 426
INVAR-2, Run: 032, F, 0, 38, 0, 0, 0, 0, 0, 5, 153, 153, 0, 0, 10, 56, 613, 26, 26, 460, 23, 13, 10, 28, 33, 56, 484, 247
INVAR-2, Run: 033, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 368, 15, 15, 368, 23, 13, 9, 28, 33, 56, 606, 308
INVAR-2, Run: 034, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 757, 19, 19, 757, 24, 17, 6, 28, 32, 56, 614, 311
INVAR-2, Run: 035, F, 0, 40, 0, 0, 0, 0, 0, 84, 72, 72, 0, 0, 12, 56, 637, 15, 15, 565, 22, 15, 7, 28, 34, 56, 894, 453
INVAR-2, Run: 036, F, 0, 34, 0, 0, 0, 0, 0, 57, 105, 105, 0, 0, 6, 56, 448, 21, 21, 343, 25, 16, 9, 28, 31, 56, 468, 237
INVAR-2, Run: 037, F, 0, 40, 0, 0, 0, 0, 0, 68, 88, 88, 0, 0, 12, 56, 551, 16, 16, 463, 22, 13, 9, 28, 34, 56, 488, 250
INVAR-2, Run: 038, F, 0, 38, 0, 0, 0, 0, 0, 33, 125, 125, 0, 0, 10, 56, 638, 21, 21, 513, 23, 13, 10, 28, 33, 56, 594, 302
INVAR-2, Run: 039, F, 0, 40, 0, 0, 0, 0, 0, 90, 66, 66, 0, 0, 12, 56, 565, 11, 11, 499, 22, 12, 10, 28, 34, 56, 564, 288
INVAR-2, Run: 040, F, 0, 40, 0, 0, 0, 0, 0, 8, 148, 148, 0, 0, 12, 56, 601, 14, 14, 453, 22, 16, 6, 28, 34, 56, 446, 229
INVAR-2, Run: 041, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 690, 23, 23, 690, 24, 15, 8, 28, 32, 56, 764, 386
INVAR-2, Run: 042, F, 0, 40, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 12, 56, 495, 25, 25, 495, 22, 16, 5, 28, 34, 56, 626, 319
INVAR-2, Run: 043, F, 0, 38, 0, 0, 0, 0, 0, 18, 140, 140, 0, 0, 10, 56, 696, 25, 25, 556, 23, 12, 11, 28, 33, 56, 622, 316
INVAR-2, Run: 044, F, 0, 42, 0, 0, 0, 0, 0, 20, 134, 134, 0, 0, 14, 56, 431, 13, 13, 297, 21, 14, 7, 28, 35, 56, 734, 374
INVAR-2, Run: 045, F, 0, 42, 0, 0, 0, 0, 0, 99, 55, 55, 0, 0, 14, 56, 697, 26, 26, 642, 21, 14, 7, 28, 35, 56, 898, 456
INVAR-2, Run: 046, F, 0, 36, 0, 0, 0, 0, 0, 25, 135, 135, 0, 0, 8, 56, 665, 16, 16, 530, 24, 15, 9, 28, 32, 56, 636, 322
INVAR-2, Run: 047, F, 0, 44, 0, 0, 0, 0, 0, 104, 48, 48, 0, 0, 16, 56, 525, 20, 20, 477, 20, 8, 12, 28, 36, 56, 784, 400
INVAR-2, Run: 048, F, 0, 36, 0, 0, 0, 0, 0, 87, 73, 73, 0, 0, 8, 56, 442, 10, 10, 369, 24, 17, 7, 28, 32, 56, 568, 288
INVAR-2, Run: 049, F, 0, 42, 0, 0, 0, 0, 0, 31, 123, 123, 0, 0, 14, 56, 634, 6, 6, 511, 21, 20, 1, 28, 35, 56, 414, 214
INVAR-2, Run: 050, F, 0, 42, 0, 0, 0, 0, 0, 44, 110, 110, 0, 0, 14, 56, 474, 20, 20, 364, 21, 17, 4, 28, 35, 56, 722, 368
INVAR-2, Run: 051, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 471, 15, 15, 471, 24, 13, 10, 28, 32, 56, 506, 257
INVAR-2, Run: 052, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 543, 23, 23, 543, 24, 18, 5, 28, 32, 56, 866, 437
INVAR-2, Run: 053, F, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2, 6, 56, 413, 28, 26, 413, 25, 14, 10, 27, 31, 56, 576, 291
INVAR-2, Run: 054, F, 0, 40, 0, 0, 0, 0, 0, 67, 89, 89, 0, 0, 12, 56, 408, 26, 26, 319, 22, 15, 7, 28, 34, 56, 1400, 706
INVAR-2, Run: 055, F, 0, 36, 0, 0, 0, 0, 0, 129, 31, 31, 0, 0, 8, 56, 739, 21, 21, 708, 24, 15, 9, 28, 32, 56, 838, 423
INVAR-2, Run: 056, F, 0, 44, 0, 0, 0, 0, 0, 20, 132, 132, 0, 0, 16, 56, 389, 12, 12, 257, 20, 11, 9, 28, 36, 56, 458, 237
INVAR-2, Run: 057, F, 0, 37, 0, 0, 0, 0, 0, 158, 0, 2, 1, 2, 10, 56, 506, 16, 14, 506, 23, 11, 11, 27, 33, 56, 1210, 610
INVAR-2, Run: 058, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 560, 18, 16, 560, 24, 16, 7, 27, 32, 56, 982, 495
INVAR-2, Run: 059, F, 0, 40, 0, 0, 0, 0, 0, 56, 100, 100, 0, 0, 12, 56, 592, 23, 23, 492, 22, 14, 8, 28, 34, 56, 882, 447
INVAR-2, Run: 060, F, 0, 38, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 10, 56, 558, 19, 19, 558, 23, 15, 7, 28, 33, 56, 1516, 763
INVAR-2, Run: 061, F, 0, 38, 0, 0, 0, 0, 0, 119, 39, 39, 0, 0, 10, 56, 562, 16, 16, 523, 23, 15, 8, 28, 33, 56, 806, 408
INVAR-2, Run: 062, F, 0, 36, 0, 0, 0, 0, 0, 112, 48, 48, 0, 0, 8, 56, 333, 21, 21, 285, 24, 12, 12, 28, 32, 56, 510, 259
INVAR-2, Run: 063, F, 0, 38, 0, 0, 0, 0, 0, 144, 14, 14, 0, 0, 10, 56, 458, 21, 21, 444, 23, 13, 10, 28, 33, 56, 500, 255
INVAR-2, Run: 064, F, 0, 36, 0, 0, 0, 0, 0, 42, 118, 118, 0, 0, 8, 56, 596, 22, 22, 478, 24, 17, 7, 28, 32, 56, 696, 352
INVAR-2, Run: 065, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 472, 12, 10, 472, 24, 13, 10, 27, 32, 56, 1432, 720
INVAR-2, Run: 066, F, 0, 38, 0, 0, 0, 0, 0, 16, 142, 142, 0, 0, 10, 56, 667, 26, 26, 525, 23, 13, 10, 28, 33, 56, 656, 333
INVAR-2, Run: 067, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 524, 25, 25, 524, 25, 14, 10, 28, 31, 56, 850, 428
INVAR-2, Run: 068, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 390, 22, 22, 390, 24, 15, 8, 28, 32, 56, 368, 188
INVAR-2, Run: 069, F, 0, 34, 0, 0, 0, 0, 0, 152, 10, 10, 0, 0, 6, 56, 615, 21, 21, 605, 25, 15, 10, 28, 31, 56, 868, 437
INVAR-2, Run: 070, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 360, 13, 11, 360, 24, 12, 11, 27, 32, 56, 768, 388
INVAR-2, Run: 071, F, 0, 38, 0, 0, 0, 0, 0, 5, 153, 153, 0, 0, 10, 56, 657, 10, 10, 504, 23, 15, 8, 28, 33, 56, 538, 274
INVAR-2, Run: 072, F, 0, 34, 0, 0, 0, 0, 0, 128, 34, 34, 0, 0, 6, 56, 541, 20, 20, 507, 25, 16, 9, 28, 31, 56, 630, 318
INVAR-2, Run: 073, F, 0, 38, 0, 0, 0, 0, 0, 146, 12, 12, 0, 0, 10, 56, 451, 16, 16, 439, 23, 13, 10, 28, 33, 56, 800, 405
INVAR-2, Run: 074, F, 0, 36, 0, 0, 0, 0, 0, 18, 142, 142, 0, 0, 8, 56, 498, 10, 10, 356, 24, 12, 12, 28, 32, 56, 804, 406
INVAR-2, Run: 075, F, 0, 36, 0, 0, 0, 0, 0, 52, 108, 108, 0, 0, 8, 56, 410, 21, 21, 302, 24, 16, 8, 28, 32, 56, 598, 303
INVAR-2, Run: 076, F, 0, 40, 0, 0, 0, 0, 0, 92, 64, 64, 0, 0, 12, 56, 462, 17, 17, 398, 22, 21, 1, 28, 34, 56, 582, 297
INVAR-2, Run: 077, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 325, 13, 13, 325, 25, 15, 9, 28, 31, 56, 616, 311
INVAR-2, Run: 078, F, 0, 39, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 12, 56, 529, 11, 9, 529, 22, 10, 11, 27, 34, 56, 1164, 588
INVAR-2, Run: 079, F, 0, 34, 0, 0, 0, 0, 0, 129, 33, 33, 0, 0, 6, 56, 496, 17, 17, 463, 25, 19, 6, 28, 31, 56, 1060, 533
INVAR-2, Run: 080, F, 0, 42, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 56, 687, 13, 13, 687, 21, 13, 7, 28, 35, 56, 932, 473
INVAR-2, Run: 081, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 305, 23, 21, 305, 24, 12, 11, 27, 32, 56, 1318, 663
INVAR-2, Run: 082, F, 0, 38, 0, 0, 0, 0, 0, 2, 156, 156, 0, 0, 10, 56, 481, 15, 15, 325, 23, 15, 8, 28, 33, 56, 342, 176
INVAR-2, Run: 083, F, 0, 38, 0, 0, 0, 0, 0, 43, 115, 115, 0, 0, 10, 56, 698, 23, 23, 583, 23, 14, 9, 28, 33, 56, 1230, 620
INVAR-2, Run: 084, F, 0, 40, 0, 0, 0, 0, 0, 33, 123, 123, 0, 0, 12, 56, 556, 15, 15, 433, 22, 17, 5, 28, 34, 56, 798, 405
INVAR-2, Run: 085, F, 0, 33, 0, 0, 0, 0, 0, 162, 0, 2, 1, 2, 6, 56, 503, 20, 18, 503, 25, 16, 8, 27, 31, 56, 568, 287
INVAR-2, Run: 086, F, 0, 34, 0, 0, 0, 0, 0, 162, 0, 0, 1, 0, 6, 56, 549, 15, 15, 549, 25, 18, 6, 28, 31, 56, 1010, 508
INVAR-2, Run: 087, F, 0, 36, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 8, 56, 432, 17, 17, 432, 24, 18, 5, 28, 32, 56, 644, 326
INVAR-2, Run: 088, F, 0, 42, 0, 0, 0, 0, 0, 73, 81, 81, 0, 0, 14, 56, 425, 14, 14, 344, 21, 13, 8, 28, 35, 56, 1112, 563
INVAR-2, Run: 089, F, 0, 37, 0, 0, 0, 0, 0, 158, 0, 2, 1, 2, 10, 56, 542, 19, 17, 542, 23, 10, 12, 27, 33, 56, 902, 456
INVAR-2, Run: 090, F, 0, 42, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 56, 580, 17, 17, 580, 21, 12, 8, 28, 35, 56, 778, 396
INVAR-2, Run: 091, F, 0, 35, 0, 0, 0, 0, 0, 160, 0, 2, 1, 2, 8, 56, 415, 27, 25, 415, 24, 14, 9, 27, 32, 56, 506, 257
