Input Number, Run_Number, Result@ 100, PO, H, PE, X1, M, CE, Y, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 060, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 889, 3890, 89, 59, 51, 111, 200, 300, 1000, 3890
INVAR-10, Run: 061, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1015, 6160, 91, 68, 40, 109, 200, 300, 1124, 6160
INVAR-10, Run: 062, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 865, 4084, 90, 67, 42, 110, 200, 300, 975, 4084
INVAR-10, Run: 063, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 912, 3776, 89, 58, 52, 111, 200, 300, 1023, 3776
INVAR-10, Run: 064, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1065, 5301, 92, 62, 45, 108, 200, 300, 1173, 5301
INVAR-10, Run: 065, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1137, 4564, 91, 62, 46, 109, 200, 300, 1246, 4564
INVAR-10, Run: 066, P, 0, 0, 1, 0, 0, 106, 106, 0, 0, 600, 0, 12, 200, 1017, 4103, 94, 56, 49, 106, 200, 300, 1123, 4103
INVAR-10, Run: 067, P, 0, 0, 1, 0, 0, 112, 112, 0, 0, 600, 0, 24, 200, 973, 3879, 88, 63, 48, 112, 200, 300, 1085, 3879
INVAR-10, Run: 068, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1314, 4057, 89, 66, 44, 111, 200, 300, 1425, 4057
INVAR-10, Run: 069, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1471, 6479, 89, 68, 42, 111, 200, 300, 1582, 6479
INVAR-10, Run: 070, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1052, 4814, 89, 66, 44, 111, 200, 300, 1163, 4814
INVAR-10, Run: 071, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1138, 4824, 91, 67, 41, 109, 200, 300, 1247, 4824
INVAR-10, Run: 072, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 769, 4018, 91, 71, 37, 109, 200, 300, 878, 4018
INVAR-10, Run: 073, P, 0, 0, 1, 0, 0, 114, 114, 0, 0, 600, 0, 28, 200, 1236, 6940, 86, 72, 41, 114, 200, 300, 1350, 6940
INVAR-10, Run: 074, P, 0, 0, 1, 0, 0, 116, 116, 0, 0, 600, 0, 32, 200, 1099, 5122, 84, 71, 44, 116, 200, 300, 1215, 5122
INVAR-10, Run: 075, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 938, 3976, 89, 62, 48, 111, 200, 300, 1049, 3976
INVAR-10, Run: 076, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1023, 5031, 91, 52, 56, 109, 200, 300, 1132, 5031
INVAR-10, Run: 077, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1032, 5324, 89, 71, 39, 111, 200, 300, 1143, 5324
INVAR-10, Run: 078, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 1134, 4813, 91, 68, 40, 109, 200, 300, 1243, 4813
INVAR-10, Run: 079, P, 0, 0, 1, 0, 0, 112, 112, 0, 0, 600, 0, 24, 200, 1209, 5773, 88, 58, 53, 112, 200, 300, 1321, 5773
INVAR-10, Run: 080, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1075, 5287, 90, 65, 44, 110, 200, 300, 1185, 5287
INVAR-10, Run: 081, P, 0, 0, 1, 0, 0, 113, 113, 0, 0, 600, 0, 26, 200, 1372, 5112, 87, 67, 45, 113, 200, 300, 1485, 5112
INVAR-10, Run: 082, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 736, 4136, 93, 70, 36, 107, 200, 300, 843, 4136
INVAR-10, Run: 083, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1084, 4062, 92, 54, 53, 108, 200, 300, 1192, 4062
INVAR-10, Run: 084, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1017, 4093, 90, 66, 43, 110, 200, 300, 1127, 4093
INVAR-10, Run: 085, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1025, 4453, 89, 70, 40, 111, 200, 300, 1136, 4453
INVAR-10, Run: 086, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 1081, 4783, 93, 43, 63, 107, 200, 300, 1188, 4783
INVAR-10, Run: 087, P, 0, 0, 1, 0, 0, 107, 107, 0, 0, 600, 0, 14, 200, 937, 5013, 93, 51, 55, 107, 200, 300, 1044, 5013
INVAR-10, Run: 088, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1132, 5750, 89, 66, 44, 111, 200, 300, 1243, 5750
INVAR-10, Run: 089, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 807, 4281, 92, 64, 43, 108, 200, 300, 915, 4281
INVAR-10, Run: 090, P, 0, 0, 1, 0, 0, 113, 113, 0, 0, 600, 0, 26, 200, 1254, 4634, 87, 64, 48, 113, 200, 300, 1367, 4634
INVAR-10, Run: 091, P, 0, 0, 1, 0, 0, 108, 108, 0, 0, 600, 0, 16, 200, 1236, 5103, 92, 59, 48, 108, 200, 300, 1344, 5103
INVAR-10, Run: 092, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1097, 5315, 89, 70, 40, 111, 200, 300, 1208, 5315
INVAR-10, Run: 093, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 785, 4378, 89, 73, 37, 111, 200, 300, 896, 4378
INVAR-10, Run: 094, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1153, 4484, 89, 63, 47, 111, 200, 300, 1264, 4484
INVAR-10, Run: 095, P, 0, 0, 1, 0, 0, 106, 106, 0, 0, 600, 0, 12, 200, 997, 3493, 94, 55, 50, 106, 200, 300, 1103, 3493
INVAR-10, Run: 096, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 883, 4022, 90, 58, 51, 110, 200, 300, 993, 4022
INVAR-10, Run: 097, P, 0, 0, 1, 0, 0, 115, 115, 0, 0, 600, 0, 30, 200, 1116, 5194, 85, 58, 56, 115, 200, 300, 1231, 5194
INVAR-10, Run: 098, P, 0, 0, 1, 0, 0, 111, 111, 0, 0, 600, 0, 22, 200, 1074, 3638, 89, 65, 45, 111, 200, 300, 1185, 3638
INVAR-10, Run: 099, P, 0, 0, 1, 0, 0, 110, 110, 0, 0, 600, 0, 20, 200, 1130, 5367, 90, 72, 37, 110, 200, 300, 1240, 5367
INVAR-10, Run: 100, P, 0, 0, 1, 0, 0, 109, 109, 0, 0, 600, 0, 18, 200, 995, 3924, 91, 62, 46, 109, 200, 300, 1104, 3924
INVAR-2, Run: 001, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 127, 490, 22, 19, 14, 34, 56, 84, 161, 490
INVAR-2, Run: 002, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 131, 682, 23, 20, 12, 33, 56, 84, 164, 682
INVAR-2, Run: 003, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 132, 455, 25, 17, 13, 31, 56, 84, 163, 455
INVAR-2, Run: 004, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 127, 661, 23, 21, 11, 33, 56, 84, 160, 661
INVAR-2, Run: 005, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 151, 803, 25, 18, 12, 31, 56, 84, 182, 803
INVAR-2, Run: 006, P, 0, 0, 1, 0, 0, 36, 36, 0, 0, 168, 0, 16, 56, 165, 521, 20, 20, 15, 36, 56, 84, 201, 521
INVAR-2, Run: 007, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 160, 525, 23, 17, 15, 33, 56, 84, 193, 525
INVAR-2, Run: 008, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 113, 611, 25, 19, 11, 31, 56, 84, 144, 611
INVAR-2, Run: 009, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 115, 437, 24, 20, 11, 32, 56, 84, 147, 437
INVAR-2, Run: 010, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 172, 594, 23, 15, 17, 33, 56, 84, 205, 594
INVAR-2, Run: 011, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 105, 476, 25, 15, 15, 31, 56, 84, 136, 476
INVAR-2, Run: 012, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 124, 519, 25, 19, 11, 31, 56, 84, 155, 519
INVAR-2, Run: 013, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 199, 736, 23, 18, 14, 33, 56, 84, 232, 736
INVAR-2, Run: 014, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 123, 606, 22, 21, 12, 34, 56, 84, 157, 606
INVAR-2, Run: 015, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 101, 406, 23, 23, 9, 33, 56, 84, 134, 406
INVAR-2, Run: 016, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 140, 630, 24, 19, 12, 32, 56, 84, 172, 630
INVAR-2, Run: 017, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 133, 621, 24, 20, 11, 32, 56, 84, 165, 621
INVAR-2, Run: 018, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 175, 700, 23, 16, 16, 33, 56, 84, 208, 700
INVAR-2, Run: 019, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 120, 510, 24, 20, 11, 32, 56, 84, 152, 510
INVAR-2, Run: 020, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 212, 705, 22, 16, 17, 34, 56, 84, 246, 705
INVAR-2, Run: 021, P, 0, 0, 1, 0, 0, 30, 30, 0, 0, 168, 0, 4, 56, 216, 912, 26, 20, 9, 30, 56, 84, 246, 912
INVAR-2, Run: 022, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 162, 904, 24, 20, 11, 32, 56, 84, 194, 904
INVAR-2, Run: 023, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 102, 404, 22, 18, 15, 34, 56, 84, 136, 404
INVAR-2, Run: 024, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 79, 486, 23, 22, 10, 33, 56, 84, 112, 486
INVAR-2, Run: 025, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 136, 611, 22, 18, 15, 34, 56, 84, 170, 611
INVAR-2, Run: 026, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 196, 829, 24, 15, 16, 32, 56, 84, 228, 829
INVAR-2, Run: 027, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 187, 688, 24, 22, 9, 32, 56, 84, 219, 688
INVAR-2, Run: 028, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 170, 716, 23, 18, 14, 33, 56, 84, 203, 716
INVAR-2, Run: 029, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 70, 483, 25, 18, 12, 31, 56, 84, 101, 483
INVAR-2, Run: 030, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 190, 798, 23, 16, 16, 33, 56, 84, 223, 798
INVAR-2, Run: 031, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 133, 496, 24, 17, 14, 32, 56, 84, 165, 496
INVAR-2, Run: 032, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 129, 417, 24, 18, 13, 32, 56, 84, 161, 417
INVAR-2, Run: 033, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 131, 635, 24, 20, 11, 32, 56, 84, 163, 635
INVAR-2, Run: 034, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 209, 570, 22, 19, 14, 34, 56, 84, 243, 570
INVAR-2, Run: 035, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 276, 1066, 23, 15, 17, 33, 56, 84, 309, 1066
INVAR-2, Run: 036, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 173, 557, 22, 21, 12, 34, 56, 84, 207, 557
INVAR-2, Run: 037, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 167, 628, 24, 11, 20, 32, 56, 84, 199, 628
INVAR-2, Run: 038, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 202, 661, 23, 18, 14, 33, 56, 84, 235, 661
INVAR-2, Run: 039, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 153, 462, 23, 19, 13, 33, 56, 84, 186, 462
INVAR-2, Run: 040, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 156, 370, 22, 18, 15, 34, 56, 84, 190, 370
INVAR-2, Run: 041, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 144, 655, 23, 17, 15, 33, 56, 84, 177, 655
INVAR-2, Run: 042, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 103, 404, 25, 17, 13, 31, 56, 84, 134, 404
INVAR-2, Run: 043, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 124, 715, 22, 20, 13, 34, 56, 84, 158, 715
INVAR-2, Run: 044, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 242, 615, 22, 19, 14, 34, 56, 84, 276, 615
INVAR-2, Run: 045, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 127, 609, 25, 19, 11, 31, 56, 84, 158, 609
INVAR-2, Run: 046, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 188, 602, 21, 19, 15, 35, 56, 84, 223, 602
INVAR-2, Run: 047, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 130, 548, 23, 18, 14, 33, 56, 84, 163, 548
INVAR-2, Run: 048, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 139, 783, 24, 18, 13, 32, 56, 84, 171, 783
INVAR-2, Run: 049, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 132, 459, 22, 19, 14, 34, 56, 84, 166, 459
INVAR-2, Run: 050, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 125, 515, 22, 17, 16, 34, 56, 84, 159, 515
INVAR-2, Run: 051, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 166, 776, 21, 20, 14, 35, 56, 84, 201, 776
INVAR-2, Run: 052, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 125, 730, 22, 19, 14, 34, 56, 84, 159, 730
INVAR-2, Run: 053, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 84, 389, 25, 18, 12, 31, 56, 84, 115, 389
INVAR-2, Run: 054, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 126, 708, 25, 18, 12, 31, 56, 84, 157, 708
INVAR-2, Run: 055, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 145, 709, 24, 21, 10, 32, 56, 84, 177, 709
INVAR-2, Run: 056, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 129, 535, 24, 16, 15, 32, 56, 84, 161, 535
INVAR-2, Run: 057, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 128, 440, 23, 17, 15, 33, 56, 84, 161, 440
INVAR-2, Run: 058, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 177, 617, 23, 12, 20, 33, 56, 84, 210, 617
INVAR-2, Run: 059, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 136, 347, 25, 13, 17, 31, 56, 84, 167, 347
INVAR-2, Run: 060, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 121, 515, 24, 15, 16, 32, 56, 84, 153, 515
INVAR-2, Run: 061, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 153, 594, 23, 21, 11, 33, 56, 84, 186, 594
INVAR-2, Run: 062, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 160, 665, 25, 12, 18, 31, 56, 84, 191, 665
INVAR-2, Run: 063, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 128, 668, 23, 15, 17, 33, 56, 84, 161, 668
INVAR-2, Run: 064, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 122, 483, 25, 14, 16, 31, 56, 84, 153, 483
INVAR-2, Run: 065, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 141, 434, 22, 19, 14, 34, 56, 84, 175, 434
INVAR-2, Run: 066, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 148, 319, 22, 14, 19, 34, 56, 84, 182, 319
INVAR-2, Run: 067, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 198, 764, 24, 20, 11, 32, 56, 84, 230, 764
INVAR-2, Run: 068, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 141, 374, 23, 19, 13, 33, 56, 84, 174, 374
INVAR-2, Run: 069, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 182, 523, 21, 16, 18, 35, 56, 84, 217, 523
INVAR-2, Run: 070, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 161, 855, 23, 16, 16, 33, 56, 84, 194, 855
INVAR-2, Run: 071, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 135, 515, 23, 13, 19, 33, 56, 84, 168, 515
INVAR-2, Run: 072, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 177, 541, 25, 15, 15, 31, 56, 84, 208, 541
INVAR-2, Run: 073, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 143, 549, 22, 18, 15, 34, 56, 84, 177, 549
INVAR-2, Run: 074, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 180, 691, 24, 17, 14, 32, 56, 84, 212, 691
INVAR-2, Run: 075, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 156, 802, 21, 26, 8, 35, 56, 84, 191, 802
INVAR-2, Run: 076, P, 0, 0, 1, 0, 0, 38, 38, 0, 0, 168, 0, 20, 56, 172, 559, 18, 22, 15, 38, 56, 84, 210, 559
INVAR-2, Run: 077, P, 0, 0, 1, 0, 0, 36, 36, 0, 0, 168, 0, 16, 56, 156, 526, 20, 20, 15, 36, 56, 84, 192, 526
INVAR-2, Run: 078, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 120, 518, 24, 23, 8, 32, 56, 84, 152, 518
INVAR-2, Run: 079, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 152, 509, 23, 18, 14, 33, 56, 84, 185, 509
INVAR-2, Run: 080, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 147, 493, 22, 17, 16, 34, 56, 84, 181, 493
INVAR-2, Run: 081, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 127, 493, 22, 19, 14, 34, 56, 84, 161, 493
INVAR-2, Run: 082, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 127, 508, 25, 15, 15, 31, 56, 84, 158, 508
INVAR-2, Run: 083, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 178, 532, 23, 22, 10, 33, 56, 84, 211, 532
INVAR-2, Run: 084, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 175, 481, 22, 17, 16, 34, 56, 84, 209, 481
INVAR-2, Run: 085, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 163, 806, 23, 21, 11, 33, 56, 84, 196, 806
INVAR-2, Run: 086, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 157, 785, 21, 23, 11, 35, 56, 84, 192, 785
INVAR-2, Run: 087, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 143, 560, 23, 14, 18, 33, 56, 84, 176, 560
INVAR-2, Run: 088, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 163, 877, 23, 25, 7, 33, 56, 84, 196, 877
INVAR-2, Run: 089, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 126, 398, 22, 22, 11, 34, 56, 84, 160, 398
INVAR-2, Run: 090, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 129, 434, 25, 8, 22, 31, 56, 84, 160, 434
INVAR-2, Run: 091, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 199, 717, 23, 16, 16, 33, 56, 84, 232, 717
INVAR-2, Run: 092, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 243, 594, 21, 13, 21, 35, 56, 84, 278, 594
INVAR-2, Run: 093, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 154, 621, 25, 17, 13, 31, 56, 84, 185, 621
INVAR-2, Run: 094, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 212, 633, 23, 16, 16, 33, 56, 84, 245, 633
INVAR-2, Run: 095, P, 0, 0, 1, 0, 0, 34, 34, 0, 0, 168, 0, 12, 56, 199, 760, 22, 24, 9, 34, 56, 84, 233, 760
INVAR-2, Run: 096, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 102, 525, 23, 21, 11, 33, 56, 84, 135, 525
INVAR-2, Run: 097, P, 0, 0, 1, 0, 0, 31, 31, 0, 0, 168, 0, 6, 56, 132, 571, 25, 22, 8, 31, 56, 84, 163, 571
INVAR-2, Run: 098, P, 0, 0, 1, 0, 0, 32, 32, 0, 0, 168, 0, 8, 56, 130, 711, 24, 20, 11, 32, 56, 84, 162, 711
INVAR-2, Run: 099, P, 0, 0, 1, 0, 0, 35, 35, 0, 0, 168, 0, 14, 56, 196, 937, 21, 18, 16, 35, 56, 84, 231, 937
INVAR-2, Run: 100, P, 0, 0, 1, 0, 0, 33, 33, 0, 0, 168, 0, 10, 56, 149, 699, 23, 16, 16, 33, 56, 84, 182, 699
INVAR-3, Run: 001, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 722, 3342, 75, 55, 33, 89, 164, 246, 811, 3342
INVAR-3, Run: 002, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 903, 4135, 73, 48, 42, 91, 164, 246, 994, 4135
INVAR-3, Run: 003, P, 0, 0, 1, 0, 0, 90, 90, 0, 0, 492, 0, 16, 164, 849, 4298, 74, 48, 41, 90, 164, 246, 939, 4298
INVAR-3, Run: 004, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 693, 2775, 75, 53, 35, 89, 164, 246, 782, 2775
INVAR-3, Run: 005, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 695, 2815, 73, 52, 38, 91, 164, 246, 786, 2815
INVAR-3, Run: 006, P, 0, 0, 1, 0, 0, 86, 86, 0, 0, 492, 0, 8, 164, 903, 3028, 78, 43, 42, 86, 164, 246, 989, 3028
INVAR-3, Run: 007, P, 0, 0, 1, 0, 0, 90, 90, 0, 0, 492, 0, 16, 164, 914, 2728, 74, 41, 48, 90, 164, 246, 1004, 2728
INVAR-3, Run: 008, P, 0, 0, 1, 0, 0, 90, 90, 0, 0, 492, 0, 16, 164, 659, 3103, 74, 59, 30, 90, 164, 246, 749, 3103
INVAR-3, Run: 009, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 800, 2737, 73, 50, 40, 91, 164, 246, 891, 2737
INVAR-3, Run: 010, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 800, 3941, 73, 58, 32, 91, 164, 246, 891, 3941
INVAR-3, Run: 011, P, 0, 0, 1, 0, 0, 93, 93, 0, 0, 492, 0, 22, 164, 717, 3594, 71, 61, 31, 93, 164, 246, 810, 3594
INVAR-3, Run: 012, P, 0, 0, 1, 0, 0, 90, 90, 0, 0, 492, 0, 16, 164, 592, 2928, 74, 59, 30, 90, 164, 246, 682, 2928
INVAR-3, Run: 013, P, 0, 0, 1, 0, 0, 88, 88, 0, 0, 492, 0, 12, 164, 713, 3321, 76, 54, 33, 88, 164, 246, 801, 3321
INVAR-3, Run: 014, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 629, 3064, 75, 52, 36, 89, 164, 246, 718, 3064
INVAR-3, Run: 015, P, 0, 0, 1, 0, 0, 89, 89, 0, 0, 492, 0, 14, 164, 708, 3965, 75, 42, 46, 89, 164, 246, 797, 3965
INVAR-3, Run: 016, P, 0, 0, 1, 0, 0, 93, 93, 0, 0, 492, 0, 22, 164, 799, 2772, 71, 55, 37, 93, 164, 246, 892, 2772
INVAR-3, Run: 017, P, 0, 0, 1, 0, 0, 95, 95, 0, 0, 492, 0, 26, 164, 878, 3226, 69, 46, 48, 95, 164, 246, 973, 3226
INVAR-3, Run: 018, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 751, 3633, 73, 58, 32, 91, 164, 246, 842, 3633
INVAR-3, Run: 019, P, 0, 0, 1, 0, 0, 93, 93, 0, 0, 492, 0, 22, 164, 891, 3719, 71, 49, 43, 93, 164, 246, 984, 3719
INVAR-3, Run: 020, P, 0, 0, 1, 0, 0, 92, 92, 0, 0, 492, 0, 20, 164, 775, 3761, 72, 53, 38, 92, 164, 246, 867, 3761
INVAR-3, Run: 021, P, 0, 0, 1, 0, 0, 91, 91, 0, 0, 492, 0, 18, 164, 770, 3458, 73, 55, 35, 91, 164, 246, 861, 3458
