Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 135, 9, 4, 4, 9, 18, 27, 29, 135
INVAR-1, Run: 002, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 144, 9, 5, 3, 9, 18, 27, 27, 144
INVAR-1, Run: 003, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 80, 9, 4, 4, 9, 18, 27, 25, 80
INVAR-1, Run: 004, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 133, 9, 4, 4, 9, 18, 27, 23, 133
INVAR-1, Run: 005, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 49, 9, 7, 1, 9, 18, 27, 20, 49
INVAR-1, Run: 006, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 100, 9, 6, 2, 9, 18, 27, 20, 100
INVAR-1, Run: 007, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 127, 9, 6, 2, 9, 18, 27, 18, 127
INVAR-1, Run: 008, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 26, 158, 9, 5, 3, 9, 18, 27, 35, 158
INVAR-1, Run: 009, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 68, 9, 7, 1, 9, 18, 27, 27, 68
INVAR-1, Run: 010, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 92, 9, 3, 5, 9, 18, 27, 18, 92
INVAR-1, Run: 011, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 130, 9, 6, 2, 9, 18, 27, 23, 130
INVAR-1, Run: 012, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 44, 275, 9, 5, 3, 9, 18, 27, 53, 275
INVAR-1, Run: 013, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 70, 9, 3, 5, 9, 18, 27, 20, 70
INVAR-1, Run: 014, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 73, 9, 6, 2, 9, 18, 27, 19, 73
INVAR-1, Run: 015, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 25, 94, 9, 6, 2, 9, 18, 27, 34, 94
INVAR-1, Run: 016, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 143, 9, 8, 0, 9, 18, 27, 22, 143
INVAR-1, Run: 017, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 94, 9, 4, 4, 9, 18, 27, 29, 94
INVAR-1, Run: 018, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 70, 9, 5, 3, 9, 18, 27, 18, 70
INVAR-1, Run: 019, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 12, 60, 9, 4, 4, 9, 18, 27, 21, 60
INVAR-1, Run: 020, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 101, 9, 6, 2, 9, 18, 27, 20, 101
INVAR-1, Run: 021, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 5, 58, 9, 6, 2, 9, 18, 27, 14, 58
INVAR-1, Run: 022, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 66, 9, 5, 3, 9, 18, 27, 23, 66
INVAR-1, Run: 023, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 5, 76, 9, 5, 3, 9, 18, 27, 14, 76
INVAR-1, Run: 024, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 23, 120, 9, 5, 3, 9, 18, 27, 32, 120
INVAR-1, Run: 025, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 23, 87, 9, 4, 4, 9, 18, 27, 32, 87
INVAR-1, Run: 026, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 7, 127, 9, 7, 1, 9, 18, 27, 16, 127
INVAR-1, Run: 027, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 113, 9, 5, 3, 9, 18, 27, 30, 113
INVAR-1, Run: 028, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 104, 9, 4, 4, 9, 18, 27, 28, 104
INVAR-1, Run: 029, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 31, 156, 9, 5, 3, 9, 18, 27, 40, 156
INVAR-1, Run: 030, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 90, 9, 5, 3, 9, 18, 27, 19, 90
INVAR-1, Run: 031, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 22, 118, 9, 5, 3, 9, 18, 27, 31, 118
INVAR-1, Run: 032, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 25, 119, 9, 4, 4, 9, 18, 27, 34, 119
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 6, 112, 9, 6, 2, 9, 18, 27, 15, 112
INVAR-1, Run: 034, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 8, 76, 9, 4, 4, 9, 18, 27, 17, 76
INVAR-1, Run: 035, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 133, 9, 7, 1, 9, 18, 27, 22, 133
INVAR-1, Run: 036, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 78, 9, 5, 3, 9, 18, 27, 28, 78
INVAR-1, Run: 037, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 7, 144, 9, 7, 1, 9, 18, 27, 16, 144
INVAR-1, Run: 038, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 165, 9, 5, 3, 9, 18, 27, 24, 165
INVAR-1, Run: 039, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 5, 105, 9, 7, 1, 9, 18, 27, 14, 105
INVAR-1, Run: 040, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 27, 167, 9, 4, 4, 9, 18, 27, 36, 167
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 95, 9, 5, 3, 9, 18, 27, 26, 95
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 82, 9, 4, 4, 9, 18, 27, 25, 82
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 25, 139, 9, 5, 3, 9, 18, 27, 34, 139
INVAR-1, Run: 044, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 111, 9, 4, 4, 9, 18, 27, 29, 111
INVAR-1, Run: 045, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 91, 9, 6, 2, 9, 18, 27, 19, 91
INVAR-1, Run: 046, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 115, 9, 5, 3, 9, 18, 27, 24, 115
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 12, 95, 9, 8, 0, 9, 18, 27, 21, 95
INVAR-1, Run: 048, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 78, 9, 5, 3, 9, 18, 27, 23, 78
INVAR-1, Run: 049, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 110, 9, 7, 1, 9, 18, 27, 19, 110
INVAR-1, Run: 050, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 77, 9, 5, 3, 9, 18, 27, 19, 77
INVAR-1, Run: 051, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 86, 9, 5, 3, 9, 18, 27, 18, 86
INVAR-1, Run: 052, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 79, 9, 6, 2, 9, 18, 27, 22, 79
INVAR-1, Run: 053, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 118, 9, 5, 3, 9, 18, 27, 26, 118
INVAR-1, Run: 054, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 12, 62, 9, 5, 3, 9, 18, 27, 21, 62
INVAR-1, Run: 055, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 180, 9, 6, 2, 9, 18, 27, 26, 180
INVAR-1, Run: 056, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 74, 9, 5, 3, 9, 18, 27, 23, 74
INVAR-1, Run: 057, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 5, 65, 9, 2, 6, 9, 18, 27, 14, 65
INVAR-1, Run: 058, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 61, 9, 5, 3, 9, 18, 27, 25, 61
INVAR-1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 80, 9, 4, 4, 9, 18, 27, 30, 80
INVAR-1, Run: 060, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 136, 9, 5, 3, 9, 18, 27, 29, 136
INVAR-1, Run: 061, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 66, 9, 3, 5, 9, 18, 27, 24, 66
INVAR-1, Run: 062, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 12, 62, 9, 7, 1, 9, 18, 27, 21, 62
INVAR-1, Run: 063, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 152, 9, 6, 2, 9, 18, 27, 29, 152
INVAR-1, Run: 064, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 71, 9, 6, 2, 9, 18, 27, 20, 71
INVAR-1, Run: 065, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 25, 187, 9, 7, 1, 9, 18, 27, 34, 187
INVAR-1, Run: 066, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 8, 100, 9, 6, 2, 9, 18, 27, 17, 100
INVAR-1, Run: 067, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 5, 23, 9, 5, 3, 9, 18, 27, 14, 23
INVAR-1, Run: 068, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 56, 9, 4, 4, 9, 18, 27, 19, 56
INVAR-1, Run: 069, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 70, 9, 7, 1, 9, 18, 27, 20, 70
INVAR-1, Run: 070, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 34, 143, 9, 3, 5, 9, 18, 27, 43, 143
INVAR-1, Run: 071, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 22, 131, 9, 5, 3, 9, 18, 27, 31, 131
INVAR-1, Run: 072, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 53, 9, 3, 5, 9, 18, 27, 20, 53
INVAR-1, Run: 073, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 31, 160, 9, 6, 2, 9, 18, 27, 40, 160
INVAR-1, Run: 074, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 36, 9, 4, 4, 9, 18, 27, 19, 36
INVAR-1, Run: 075, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 27, 117, 9, 5, 3, 9, 18, 27, 36, 117
