Input Number, Run_Number, Result@ 100, X1, X2, U
INVAR-1, Run: 001, F, 146, 0, 0
INVAR-1, Run: 002, F, 146, 0, 0
INVAR-1, Run: 003, F, 0, 142, 0
INVAR-1, Run: 004, F, 141, 0, 0
INVAR-1, Run: 005, F, 139, 0, 0
INVAR-1, Run: 006, F, 143, 0, 0
INVAR-1, Run: 007, F, 141, 0, 0
INVAR-1, Run: 008, F, 142, 0, 0
INVAR-1, Run: 009, F, 138, 0, 0
INVAR-1, Run: 010, F, 150, 0, 0
INVAR-1, Run: 011, F, 149, 0, 0
INVAR-1, Run: 012, F, 137, 0, 0
INVAR-1, Run: 013, F, 144, 0, 0
INVAR-1, Run: 014, F, 143, 0, 0
INVAR-1, Run: 015, F, 134, 0, 0
INVAR-1, Run: 016, F, 152, 0, 0
INVAR-1, Run: 017, F, 149, 0, 0
INVAR-1, Run: 018, F, 143, 0, 0
INVAR-1, Run: 019, F, 120, 0, 0
INVAR-1, Run: 020, F, 162, 0, 0
INVAR-1, Run: 021, F, 135, 0, 0
INVAR-1, Run: 022, F, 152, 0, 0
INVAR-1, Run: 023, F, 0, 124, 0
INVAR-1, Run: 024, F, 142, 0, 0
INVAR-1, Run: 025, F, 134, 0, 0
INVAR-1, Run: 026, F, 160, 0, 0
INVAR-1, Run: 027, F, 134, 0, 0
INVAR-1, Run: 028, F, 154, 0, 0
INVAR-1, Run: 029, F, 134, 0, 0
INVAR-1, Run: 030, F, 135, 0, 0
INVAR-1, Run: 031, F, 148, 0, 0
INVAR-1, Run: 032, F, 137, 0, 0
INVAR-1, Run: 033, F, 128, 0, 0
INVAR-1, Run: 034, F, 154, 0, 0
INVAR-1, Run: 035, F, 146, 0, 0
INVAR-1, Run: 036, F, 149, 0, 0
INVAR-1, Run: 037, F, 125, 0, 0
INVAR-1, Run: 038, F, 145, 0, 0
INVAR-1, Run: 039, F, 155, 0, 0
INVAR-1, Run: 040, F, 169, 0, 0
INVAR-1, Run: 041, F, 132, 0, 0
INVAR-1, Run: 042, F, 165, 0, 0
INVAR-1, Run: 043, F, 134, 0, 0
INVAR-1, Run: 044, F, 144, 0, 0
INVAR-1, Run: 045, F, 141, 0, 0
INVAR-1, Run: 046, F, 142, 0, 0
INVAR-1, Run: 047, F, 125, 0, 0
INVAR-1, Run: 048, F, 132, 0, 0
INVAR-1, Run: 049, F, 146, 0, 0
INVAR-1, Run: 050, F, 130, 0, 0
INVAR-1, Run: 051, F, 130, 0, 0
INVAR-1, Run: 052, F, 119, 0, 0
INVAR-1, Run: 053, F, 134, 0, 0
INVAR-1, Run: 054, F, 131, 0, 0
INVAR-1, Run: 055, F, 143, 0, 0
INVAR-1, Run: 056, F, 135, 0, 0
INVAR-1, Run: 057, F, 119, 0, 0
INVAR-1, Run: 058, F, 132, 0, 0
INVAR-1, Run: 059, F, 147, 0, 0
INVAR-1, Run: 060, F, 126, 0, 0
INVAR-1, Run: 061, F, 138, 0, 0
INVAR-1, Run: 062, F, 157, 0, 0
INVAR-1, Run: 063, F, 141, 0, 0
INVAR-1, Run: 064, F, 152, 0, 0
INVAR-1, Run: 065, F, 133, 0, 0
INVAR-1, Run: 066, F, 123, 0, 0
INVAR-1, Run: 067, F, 149, 0, 0
INVAR-1, Run: 068, F, 141, 0, 0
INVAR-1, Run: 069, F, 144, 0, 0
INVAR-1, Run: 070, F, 139, 0, 0
INVAR-1, Run: 071, F, 136, 0, 0
INVAR-1, Run: 072, F, 147, 0, 0
INVAR-1, Run: 073, F, 144, 0, 0
INVAR-1, Run: 074, F, 130, 0, 0
INVAR-1, Run: 075, F, 121, 0, 0
INVAR-1, Run: 076, F, 123, 0, 0
INVAR-1, Run: 077, F, 122, 0, 0
INVAR-1, Run: 078, F, 151, 0, 0
INVAR-1, Run: 079, F, 141, 0, 0
INVAR-1, Run: 080, F, 123, 0, 0
INVAR-1, Run: 081, F, 152, 0, 0
INVAR-1, Run: 082, F, 140, 0, 0
INVAR-1, Run: 083, F, 155, 0, 0
INVAR-1, Run: 084, F, 0, 133, 0
INVAR-1, Run: 085, F, 135, 0, 0
INVAR-1, Run: 086, F, 150, 0, 0
INVAR-1, Run: 087, F, 122, 0, 0
INVAR-1, Run: 088, F, 0, 150, 0
INVAR-1, Run: 089, F, 128, 0, 0
INVAR-1, Run: 090, F, 0, 137, 0
INVAR-1, Run: 091, F, 139, 0, 0
INVAR-1, Run: 092, F, 138, 0, 0
INVAR-1, Run: 093, F, 128, 0, 0
INVAR-1, Run: 094, F, 131, 0, 0
INVAR-1, Run: 095, F, 151, 0, 0
INVAR-1, Run: 096, F, 136, 0, 0
INVAR-1, Run: 097, F, 148, 0, 0
INVAR-1, Run: 098, F, 148, 0, 0
INVAR-1, Run: 099, F, 130, 0, 0
INVAR-1, Run: 100, F, 138, 0, 0
INVAR-10, Run: 001, F, 117, 0, 0
INVAR-10, Run: 002, F, 124, 0, 0
INVAR-10, Run: 003, F, 96, 0, 0
INVAR-10, Run: 004, F, 0, 114, 0
