Input Number, Run_Number, Result@ 100, X1uABab, al, LeaderX1, aq, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-10, Run: 062, P, 0, 0, 0, 601, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 99, 1, 0, 99, 1, 0, 37, 7, 39, 7, 6, 0, 198, 2, 0, 7, 2, 10, 3, 1, 1, 0, 100, 0, 0, 4, 0, 5, 1, 1, 0, 0, 36, 0, 21, 6, 22, 7, 1, 194, 6, 0, 9, 13, 2, 16, 3, 1, 1, 1, 1, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 063, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 197, 98, 2, 0, 99, 1, 0, 1, 0, 5, 1, 3, 1, 195, 5, 0, 4, 0, 10, 1, 1, 1, 0, 100, 0, 0, 8, 1, 9, 2, 1, 0, 0, 6, 0, 1, 0, 2, 1, 1, 194, 6, 0, 11, 1, 4, 18, 5, 1, 1, 1, 1, 1, 51, 0, 10, 0, 287, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 4, 3, 1, 49, 0, 0, 310, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 198, 97, 3, 0, 97, 3, 0, 20, 3, 27, 4, 2, 1, 195, 5, 0, 7, 2, 13, 3, 1, 1, 0, 100, 0, 0, 4, 0, 5, 1, 1, 0, 0, 7, 0, 27, 4, 28, 5, 1, 198, 2, 0, 29, 1, 11, 32, 12, 1, 1, 1, 1, 1, 47, 0, 10, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 2, 12, 3, 1, 53, 0, 0, 297, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 195, 100, 0, 0, 97, 3, 0, 25, 5, 29, 6, 5, 1, 198, 2, 0, 5, 2, 8, 3, 1, 1, 0, 100, 0, 0, 0, 0, 1, 1, 1, 0, 0, 4, 0, 9, 2, 10, 3, 1, 197, 3, 0, 33, 0, 11, 37, 12, 1, 1, 1, 1, 1, 41, 0, 10, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 59, 0, 0, 300, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 066, P, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 98, 2, 0, 96, 3, 1, 5, 0, 12, 2, 7, 1, 198, 2, 0, 33, 3, 36, 4, 1, 1, 0, 99, 1, 0, 3, 2, 5, 3, 1, 0, 0, 6, 0, 1, 0, 2, 1, 1, 195, 5, 0, 18, 4, 2, 24, 3, 1, 1, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 194, 100, 0, 0, 99, 1, 0, 13, 3, 15, 4, 6, 1, 197, 3, 0, 7, 1, 11, 2, 1, 1, 0, 100, 0, 0, 14, 9, 15, 10, 1, 0, 0, 7, 0, 2, 1, 3, 2, 1, 195, 5, 0, 27, 3, 4, 33, 5, 1, 1, 1, 1, 1, 45, 0, 14, 0, 285, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 5, 1, 1, 55, 0, 0, 313, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 1, 0, 195, 99, 1, 0, 96, 3, 0, 4, 1, 9, 2, 5, 1, 195, 3, 1, 1, 0, 6, 2, 1, 1, 0, 98, 0, 1, 8, 2, 10, 4, 1, 1, 0, 3, 0, 16, 3, 17, 4, 1, 192, 7, 0, 31, 3, 11, 39, 12, 1, 1, 1, 1, 1, 0, 0, 9, 0, 0, 0, 0, 316, 0, 0, 53, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 278, 4, 0, 45, 1, 0, 3, 1, 9, 1, 2, 1
INVAR-10, Run: 069, P, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 99, 1, 0, 99, 1, 0, 26, 7, 29, 8, 5, 1, 195, 5, 0, 3, 0, 9, 1, 1, 1, 0, 100, 0, 0, 8, 3, 9, 4, 1, 0, 0, 9, 0, 37, 8, 38, 9, 1, 192, 8, 0, 21, 2, 5, 30, 6, 1, 1, 1, 1, 1, 48, 0, 15, 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 52, 0, 0, 306, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 070, P, 0, 0, 0, 601, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 98, 2, 0, 96, 3, 1, 46, 9, 52, 10, 2, 0, 196, 4, 0, 8, 2, 13, 3, 1, 1, 0, 100, 0, 0, 34, 4, 35, 5, 1, 0, 0, 23, 0, 4, 0, 5, 1, 1, 191, 9, 0, 2, 7, 0, 12, 1, 1, 1, 1, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 071, P, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 98, 2, 0, 16, 6, 20, 7, 3, 1, 196, 4, 0, 22, 3, 27, 4, 1, 1, 0, 100, 0, 0, 15, 7, 16, 8, 1, 0, 0, 8, 0, 14, 1, 14, 1, 0, 194, 6, 0, 6, 1, 0, 13, 1, 1, 1, 1, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 196, 100, 0, 0, 99, 1, 0, 26, 5, 28, 6, 4, 1, 195, 5, 0, 8, 1, 14, 2, 1, 1, 0, 100, 0, 0, 3, 2, 4, 3, 1, 0, 0, 10, 0, 8, 1, 9, 2, 1, 193, 7, 0, 7, 1, 3, 15, 4, 1, 1, 1, 1, 1, 51, 0, 15, 0, 310, 1, 1, 0, 0, 0, 0, 0, 0, 2, 3, 1, 6, 3, 1, 49, 0, 0, 289, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 197, 100, 0, 0, 97, 3, 0, 14, 3, 18, 4, 3, 1, 196, 4, 0, 6, 2, 11, 3, 1, 1, 0, 100, 0, 0, 32, 4, 33, 5, 1, 0, 0, 5, 0, 3, 0, 4, 1, 1, 196, 4, 0, 4, 0, 1, 9, 2, 1, 1, 1, 1, 1, 50, 2, 9, 0, 281, 3, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 15, 1, 1, 48, 0, 0, 317, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 074, P, 0, 2, 0, 595, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 100, 0, 0, 98, 2, 0, 7, 0, 10, 1, 5, 1, 196, 4, 0, 2, 1, 7, 2, 1, 1, 0, 99, 1, 0, 0, 0, 2, 1, 1, 0, 0, 39, 0, 20, 2, 20, 2, 0, 195, 3, 0, 0, 15, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 196, 96, 4, 0, 99, 1, 0, 6, 1, 12, 2, 4, 1, 195, 5, 0, 14, 0, 20, 1, 1, 1, 0, 99, 1, 0, 19, 4, 21, 5, 1, 0, 0, 5, 0, 12, 2, 13, 3, 1, 194, 6, 0, 7, 1, 0, 14, 1, 1, 1, 1, 1, 1, 52, 0, 10, 0, 298, 4, 1, 0, 0, 0, 0, 0, 0, 2, 13, 2, 19, 3, 0, 48, 0, 0, 298, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 076, P, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 98, 2, 0, 100, 0, 0, 7, 1, 10, 2, 3, 1, 195, 5, 0, 3, 0, 9, 1, 1, 1, 0, 100, 0, 0, 19, 6, 20, 7, 1, 0, 0, 28, 0, 5, 0, 5, 0, 0, 193, 7, 0, 27, 15, 4, 35, 5, 1, 1, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 198, 97, 3, 0, 99, 1, 0, 9, 3, 14, 4, 2, 1, 196, 4, 0, 5, 4, 10, 5, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 2, 0, 0, 2, 1, 3, 1, 195, 4, 1, 8, 0, 4, 14, 6, 1, 1, 1, 1, 1, 55, 0, 5, 0, 293, 3, 0, 0, 0, 0, 0, 0, 0, 1, 8, 1, 12, 2, 1, 45, 0, 0, 305, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 078, P, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 98, 2, 0, 97, 3, 0, 2, 1, 8, 2, 6, 1, 199, 1, 0, 3, 2, 5, 3, 1, 1, 0, 100, 0, 0, 48, 6, 49, 7, 1, 0, 0, 11, 0, 7, 2, 8, 3, 1, 196, 4, 0, 34, 4, 7, 39, 8, 1, 1, 1, 1, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 193, 99, 1, 0, 100, 0, 0, 11, 5, 13, 6, 7, 1, 197, 3, 0, 6, 0, 10, 1, 1, 1, 0, 99, 1, 0, 7, 3, 9, 4, 1, 0, 0, 13, 0, 4, 2, 5, 3, 1, 194, 6, 0, 19, 1, 4, 26, 5, 1, 1, 1, 1, 1, 56, 0, 21, 0, 301, 3, 0, 0, 0, 0, 0, 0, 0, 2, 19, 1, 23, 2, 1, 44, 0, 0, 297, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 080, P, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 99, 1, 0, 100, 0, 0, 8, 2, 10, 3, 3, 1, 195, 5, 0, 2, 0, 8, 1, 1, 1, 0, 100, 0, 0, 32, 13, 33, 14, 1, 0, 0, 17, 0, 15, 8, 15, 8, 0, 194, 5, 1, 33, 1, 11, 40, 13, 1, 1, 1, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 0, 197, 97, 3, 0, 98, 2, 0, 4, 0, 10, 1, 3, 1, 198, 2, 0, 17, 3, 20, 4, 1, 1, 0, 100, 0, 0, 11, 4, 12, 5, 1, 0, 0, 2, 0, 1, 0, 2, 1, 1, 195, 5, 0, 11, 1, 3, 17, 4, 1, 1, 1, 1, 1, 45, 0, 6, 0, 291, 5, 0, 0, 0, 0, 0, 0, 0, 2, 25, 4, 31, 5, 0, 55, 0, 0, 305, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 082, P, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 199, 99, 1, 0, 96, 4, 0, 6, 1, 12, 2, 1, 1, 198, 2, 0, 14, 2, 17, 3, 1, 1, 0, 100, 0, 0, 8, 1, 9, 2, 1, 0, 0, 10, 0, 1, 0, 2, 1, 1, 196, 2, 0, 1, 4, 0, 4, 1, 1, 1, 1, 1, 1, 58, 0, 12, 0, 277, 1, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 5, 1, 1, 42, 0, 0, 317, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 083, P, 0, 0, 0, 601, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 100, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 99, 1, 0, 98, 2, 0, 2, 2, 6, 3, 2, 1, 196, 3, 1, 5, 2, 10, 4, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 43, 0, 10, 2, 10, 2, 0, 196, 4, 0, 4, 15, 0, 9, 1, 1, 1, 1, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 0, 0, 0, 0, 0, 195, 99, 1, 0, 99, 1, 0, 22, 6, 25, 7, 4, 1, 192, 7, 1, 10, 1, 19, 3, 1, 1, 1, 99, 1, 0, 6, 0, 8, 1, 1, 0, 0, 6, 0, 0, 0, 1, 1, 1, 198, 1, 1, 10, 0, 4, 13, 6, 1, 1, 1, 1, 1, 58, 0, 12, 0, 311, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 5, 2, 1, 42, 0, 0, 289, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 085, P, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 98, 2, 0, 99, 1, 0, 7, 0, 11, 1, 5, 1, 196, 3, 1, 6, 0, 11, 2, 1, 1, 0, 99, 1, 0, 3, 0, 5, 1, 1, 0, 0, 8, 0, 35, 10, 36, 11, 1, 194, 3, 0, 1, 3, 0, 5, 1, 1, 1, 1, 1, 1, 42, 1, 14, 0, 288, 3, 0, 0, 0, 0, 0, 0, 0, 4, 5, 1, 9, 1, 0, 57, 0, 0, 301, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 086, P, 0, 0, 0, 600, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 100, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 97, 3, 0, 99, 1, 0, 3, 1, 8, 2, 4, 1, 197, 3, 0, 6, 0, 10, 1, 1, 1, 0, 100, 0, 0, 13, 3, 14, 4, 1, 0, 0, 22, 0, 2, 1, 3, 2, 1, 196, 4, 0, 26, 6, 7, 30, 7, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 197, 97, 3, 0, 96, 4, 0, 4, 0, 12, 1, 3, 1, 197, 3, 0, 11, 1, 15, 2, 1, 1, 0, 100, 0, 0, 4, 2, 5, 3, 1, 0, 0, 11, 0, 2, 0, 3, 1, 1, 197, 3, 0, 10, 3, 3, 14, 4, 1, 1, 1, 1, 1, 53, 0, 15, 0, 306, 3, 0, 0, 0, 0, 0, 0, 0, 4, 22, 4, 26, 4, 0, 47, 0, 0, 292, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 96, 4, 0, 99, 1, 0, 14, 4, 20, 5, 4, 1, 198, 2, 0, 2, 1, 5, 2, 1, 1, 0, 100, 0, 0, 2, 0, 3, 1, 1, 0, 0, 33, 0, 0, 0, 1, 1, 1, 198, 2, 0, 10, 10, 2, 13, 3, 1, 1, 1, 1, 1, 57, 0, 38, 0, 325, 1, 0, 0, 0, 0, 0, 0, 0, 11, 6, 0, 7, 0, 0, 43, 0, 0, 275, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 089, P, 0, 0, 0, 600, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 98, 2, 0, 95, 5, 0, 8, 6, 16, 7, 3, 1, 199, 1, 0, 18, 4, 20, 5, 1, 1, 1, 100, 0, 0, 1, 2, 2, 3, 1, 0, 0, 37, 0, 1, 0, 2, 1, 1, 195, 5, 0, 2, 5, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 98, 2, 0, 97, 3, 0, 8, 3, 14, 4, 5, 1, 195, 5, 0, 25, 7, 31, 8, 1, 1, 0, 100, 0, 0, 1, 0, 2, 1, 1, 0, 0, 7, 0, 4, 2, 5, 3, 1, 193, 6, 1, 5, 3, 0, 13, 2, 1, 1, 1, 1, 1, 49, 0, 13, 0, 274, 2, 0, 0, 0, 0, 0, 0, 0, 4, 7, 3, 9, 3, 0, 51, 0, 0, 325, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
