Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 46, 8, 0, 1, 11, 13, 0, 18, 89, 11, 19, 81, 9, 4, 4, 13, 9, 18, 106, 53
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 24, 30, 0, 1, 6, 24, 0, 18, 74, 6, 36, 44, 9, 4, 4, 24, 9, 18, 160, 80
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 16, 38, 0, 1, 7, 28, 0, 18, 157, 7, 45, 119, 9, 8, 0, 28, 9, 18, 60, 30
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 30, 24, 0, 1, 4, 21, 0, 18, 68, 4, 28, 44, 9, 7, 1, 21, 9, 18, 118, 59
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 44, 10, 0, 1, 7, 14, 0, 18, 107, 7, 17, 97, 9, 6, 2, 14, 9, 18, 152, 76
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 38, 16, 0, 1, 12, 17, 0, 18, 105, 12, 28, 89, 9, 2, 6, 17, 9, 18, 120, 60
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 50, 4, 0, 1, 4, 11, 0, 18, 42, 4, 8, 38, 9, 4, 4, 11, 9, 18, 242, 121
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 50, 4, 0, 1, 9, 11, 0, 18, 59, 9, 13, 55, 9, 8, 0, 11, 9, 18, 80, 40
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 8, 46, 0, 1, 7, 32, 0, 18, 83, 7, 53, 37, 9, 3, 5, 32, 9, 18, 90, 45
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 52, 2, 0, 1, 9, 10, 0, 18, 49, 9, 11, 47, 9, 3, 5, 10, 9, 18, 122, 61
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 28, 26, 0, 1, 12, 22, 0, 18, 64, 12, 38, 38, 9, 3, 5, 22, 9, 18, 106, 53
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 4, 50, 0, 1, 6, 34, 0, 18, 134, 6, 56, 84, 9, 6, 2, 34, 9, 18, 82, 41
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 38, 16, 0, 1, 11, 17, 0, 18, 85, 11, 27, 69, 9, 7, 1, 17, 9, 18, 116, 58
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 50, 4, 0, 1, 9, 11, 0, 18, 74, 9, 13, 70, 9, 3, 5, 11, 9, 18, 188, 94
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 50, 4, 0, 1, 7, 11, 0, 18, 106, 7, 11, 102, 9, 3, 5, 11, 9, 18, 150, 75
INVAR-1, Run: 016, F, 0, 0, 0, 0, 0, 34, 20, 0, 1, 10, 19, 0, 18, 79, 10, 30, 59, 9, 5, 3, 19, 9, 18, 54, 27
INVAR-1, Run: 017, F, 0, 0, 0, 0, 0, 40, 14, 0, 1, 8, 16, 0, 18, 52, 8, 22, 38, 9, 5, 3, 16, 9, 18, 102, 51
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 18, 36, 0, 1, 7, 27, 0, 18, 69, 7, 43, 33, 9, 6, 2, 27, 9, 18, 44, 22
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 22, 32, 0, 1, 9, 25, 0, 18, 80, 9, 41, 48, 9, 5, 3, 25, 9, 18, 68, 34
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 44, 10, 0, 1, 5, 14, 0, 18, 82, 5, 15, 72, 9, 5, 3, 14, 9, 18, 238, 119
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 20, 34, 0, 1, 9, 26, 0, 18, 66, 9, 43, 32, 9, 4, 4, 26, 9, 18, 68, 34
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 26, 28, 0, 1, 7, 23, 0, 18, 123, 7, 35, 95, 9, 6, 2, 23, 9, 18, 136, 68
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 22, 32, 0, 1, 5, 25, 0, 18, 115, 5, 37, 83, 9, 5, 3, 25, 9, 18, 58, 29
