Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 016, F, 0, 0, 0, 0, 0, 82, 0, 112, 1, 380, 0, 194, 164, 462, 3260, 82, 54, 27, 82, 164, 246, 544, 3372
INVAR-3, Run: 017, F, 0, 0, 0, 0, 0, 82, 0, 164, 1, 328, 0, 246, 164, 488, 3727, 82, 54, 27, 82, 164, 246, 570, 3891
INVAR-3, Run: 018, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 714, 3723, 82, 55, 26, 82, 164, 246, 796, 3723
INVAR-3, Run: 019, F, 0, 0, 0, 0, 0, 82, 0, 316, 1, 176, 0, 398, 164, 604, 3803, 82, 47, 34, 82, 164, 246, 686, 4119
INVAR-3, Run: 020, F, 0, 0, 0, 0, 0, 82, 0, 47, 1, 445, 0, 129, 164, 527, 2692, 82, 41, 40, 82, 164, 246, 609, 2739
INVAR-3, Run: 021, F, 0, 0, 0, 0, 0, 82, 0, 251, 1, 241, 0, 333, 164, 699, 3660, 82, 53, 28, 82, 164, 246, 781, 3911
INVAR-3, Run: 022, F, 0, 0, 0, 0, 0, 82, 0, 48, 1, 444, 0, 130, 164, 580, 2944, 82, 47, 34, 82, 164, 246, 662, 2992
INVAR-3, Run: 023, F, 0, 0, 0, 0, 0, 82, 0, 284, 1, 208, 0, 366, 164, 549, 3656, 82, 53, 28, 82, 164, 246, 631, 3940
INVAR-3, Run: 024, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 549, 3222, 82, 52, 29, 82, 164, 246, 631, 3222
INVAR-3, Run: 025, F, 0, 0, 0, 0, 0, 82, 0, 233, 1, 259, 0, 315, 164, 611, 2963, 82, 57, 24, 82, 164, 246, 693, 3196
INVAR-3, Run: 026, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 622, 3397, 82, 49, 32, 82, 164, 246, 704, 3397
INVAR-3, Run: 027, F, 0, 0, 0, 0, 0, 82, 0, 179, 1, 313, 0, 261, 164, 636, 3820, 82, 52, 29, 82, 164, 246, 718, 3999
INVAR-3, Run: 028, F, 0, 0, 0, 0, 0, 82, 0, 140, 1, 352, 0, 222, 164, 590, 3755, 82, 56, 25, 82, 164, 246, 672, 3895
INVAR-3, Run: 029, F, 0, 0, 0, 0, 0, 82, 0, 84, 1, 408, 0, 166, 164, 583, 3424, 82, 47, 34, 82, 164, 246, 665, 3508
INVAR-3, Run: 030, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 530, 2675, 82, 54, 27, 82, 164, 246, 612, 2675
INVAR-3, Run: 031, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 591, 3575, 82, 42, 39, 82, 164, 246, 673, 3575
INVAR-3, Run: 032, F, 0, 0, 0, 0, 0, 82, 0, 202, 1, 290, 0, 284, 164, 600, 3148, 82, 52, 29, 82, 164, 246, 682, 3350
INVAR-3, Run: 033, F, 0, 0, 0, 0, 0, 82, 0, 34, 1, 458, 0, 116, 164, 547, 3571, 82, 55, 26, 82, 164, 246, 629, 3605
INVAR-3, Run: 034, F, 0, 0, 0, 0, 0, 82, 0, 98, 1, 394, 0, 180, 164, 495, 3097, 82, 50, 31, 82, 164, 246, 577, 3195
INVAR-3, Run: 035, F, 0, 0, 0, 0, 0, 82, 0, 142, 1, 350, 0, 224, 164, 463, 3567, 82, 55, 26, 82, 164, 246, 545, 3709
INVAR-3, Run: 036, F, 0, 0, 0, 0, 0, 82, 0, 130, 1, 362, 0, 212, 164, 516, 2873, 82, 45, 36, 82, 164, 246, 598, 3003
INVAR-3, Run: 037, F, 0, 0, 0, 0, 0, 82, 0, 59, 1, 433, 0, 141, 164, 542, 2936, 82, 61, 20, 82, 164, 246, 624, 2995
INVAR-3, Run: 038, F, 0, 0, 0, 0, 0, 82, 0, 303, 1, 189, 0, 385, 164, 469, 3307, 82, 51, 30, 82, 164, 246, 551, 3610
INVAR-3, Run: 039, F, 0, 0, 0, 0, 0, 82, 0, 376, 1, 116, 0, 458, 164, 612, 3357, 82, 55, 26, 82, 164, 246, 694, 3733
INVAR-3, Run: 040, F, 0, 0, 0, 0, 0, 82, 0, 248, 1, 244, 0, 330, 164, 639, 3200, 82, 50, 31, 82, 164, 246, 721, 3448
INVAR-3, Run: 041, F, 0, 0, 0, 0, 0, 82, 0, 38, 1, 454, 0, 120, 164, 616, 3056, 82, 55, 26, 82, 164, 246, 698, 3094
INVAR-3, Run: 042, F, 0, 0, 0, 0, 0, 82, 0, 130, 1, 362, 0, 212, 164, 521, 3595, 82, 54, 27, 82, 164, 246, 603, 3725
INVAR-3, Run: 043, F, 0, 0, 0, 0, 0, 82, 0, 198, 1, 294, 0, 280, 164, 526, 3211, 82, 56, 25, 82, 164, 246, 608, 3409
INVAR-3, Run: 044, F, 0, 0, 0, 0, 0, 82, 0, 98, 1, 394, 0, 180, 164, 466, 3215, 82, 59, 22, 82, 164, 246, 548, 3313
INVAR-3, Run: 045, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 641, 3471, 82, 47, 34, 82, 164, 246, 723, 3471
INVAR-3, Run: 046, F, 0, 0, 0, 0, 0, 82, 0, 138, 1, 354, 0, 220, 164, 462, 3277, 82, 52, 29, 82, 164, 246, 544, 3415
INVAR-3, Run: 047, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 644, 3401, 82, 56, 25, 82, 164, 246, 726, 3401
INVAR-3, Run: 048, F, 0, 0, 0, 0, 0, 82, 0, 23, 1, 469, 0, 105, 164, 601, 3503, 82, 46, 35, 82, 164, 246, 683, 3526
INVAR-3, Run: 049, F, 0, 0, 0, 0, 0, 82, 0, 262, 1, 230, 0, 344, 164, 447, 3047, 82, 59, 22, 82, 164, 246, 529, 3309
INVAR-3, Run: 050, F, 0, 0, 0, 0, 0, 82, 0, 13, 1, 479, 0, 95, 164, 653, 4155, 82, 49, 32, 82, 164, 246, 735, 4168
INVAR-3, Run: 051, F, 0, 0, 0, 0, 0, 82, 0, 200, 1, 292, 0, 282, 164, 835, 4598, 82, 49, 32, 82, 164, 246, 917, 4798
INVAR-3, Run: 052, F, 0, 0, 0, 0, 0, 82, 0, 80, 1, 412, 0, 162, 164, 496, 3103, 82, 56, 25, 82, 164, 246, 578, 3183
INVAR-3, Run: 053, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 553, 2559, 82, 51, 30, 82, 164, 246, 635, 2559
INVAR-3, Run: 054, F, 0, 0, 0, 0, 0, 82, 0, 215, 1, 277, 0, 297, 164, 508, 2728, 82, 53, 28, 82, 164, 246, 590, 2943
INVAR-3, Run: 055, F, 0, 0, 0, 0, 0, 82, 0, 224, 1, 268, 0, 306, 164, 438, 3333, 82, 58, 23, 82, 164, 246, 520, 3557
INVAR-3, Run: 056, F, 0, 0, 0, 0, 0, 82, 0, 80, 1, 412, 0, 162, 164, 826, 4149, 82, 50, 31, 82, 164, 246, 908, 4229
INVAR-3, Run: 057, F, 0, 0, 0, 0, 0, 82, 0, 326, 1, 166, 0, 408, 164, 518, 3714, 82, 53, 28, 82, 164, 246, 600, 4040
INVAR-3, Run: 058, F, 0, 0, 0, 0, 0, 82, 0, 78, 1, 414, 0, 160, 164, 545, 3087, 82, 51, 30, 82, 164, 246, 627, 3165
INVAR-3, Run: 059, F, 0, 0, 0, 0, 0, 82, 0, 38, 1, 454, 0, 120, 164, 561, 2514, 82, 54, 27, 82, 164, 246, 643, 2552
INVAR-3, Run: 060, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 893, 4594, 82, 53, 28, 82, 164, 246, 975, 4594
INVAR-3, Run: 061, F, 0, 0, 0, 0, 0, 82, 0, 138, 1, 354, 0, 220, 164, 515, 3264, 82, 56, 25, 82, 164, 246, 597, 3402
INVAR-3, Run: 062, F, 0, 0, 0, 0, 0, 82, 0, 24, 1, 468, 0, 106, 164, 611, 3649, 82, 61, 20, 82, 164, 246, 693, 3673
INVAR-3, Run: 063, F, 0, 0, 0, 0, 0, 82, 0, 84, 1, 408, 0, 166, 164, 672, 4058, 82, 52, 29, 82, 164, 246, 754, 4142
INVAR-3, Run: 064, F, 0, 0, 0, 0, 0, 82, 0, 52, 1, 440, 0, 134, 164, 494, 3393, 82, 62, 19, 82, 164, 246, 576, 3445
INVAR-3, Run: 065, F, 0, 0, 0, 0, 0, 82, 0, 23, 1, 469, 0, 105, 164, 673, 3149, 82, 53, 28, 82, 164, 246, 755, 3172
INVAR-3, Run: 066, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 598, 3126, 82, 54, 27, 82, 164, 246, 680, 3126
INVAR-3, Run: 067, F, 0, 0, 0, 0, 0, 82, 0, 132, 1, 360, 0, 214, 164, 473, 3535, 82, 56, 25, 82, 164, 246, 555, 3667
INVAR-3, Run: 068, F, 0, 0, 0, 0, 0, 82, 0, 82, 1, 410, 0, 164, 164, 456, 2743, 82, 61, 20, 82, 164, 246, 538, 2825
INVAR-3, Run: 069, F, 0, 0, 0, 0, 0, 82, 0, 8, 1, 484, 0, 90, 164, 548, 3361, 82, 51, 30, 82, 164, 246, 630, 3369
INVAR-3, Run: 070, F, 0, 0, 0, 0, 0, 82, 0, 74, 1, 418, 0, 156, 164, 617, 3515, 82, 56, 25, 82, 164, 246, 699, 3589
INVAR-3, Run: 071, F, 0, 0, 0, 0, 0, 82, 0, 115, 1, 377, 0, 197, 164, 535, 2492, 82, 47, 34, 82, 164, 246, 617, 2607
INVAR-3, Run: 072, F, 0, 0, 0, 0, 0, 82, 0, 263, 1, 229, 0, 345, 164, 717, 4504, 82, 56, 25, 82, 164, 246, 799, 4767
INVAR-3, Run: 073, F, 0, 0, 0, 0, 0, 82, 0, 126, 1, 366, 0, 208, 164, 639, 3766, 82, 44, 37, 82, 164, 246, 721, 3892
INVAR-3, Run: 074, F, 0, 0, 0, 0, 0, 82, 0, 4, 1, 488, 0, 86, 164, 538, 3882, 82, 46, 35, 82, 164, 246, 620, 3886
INVAR-3, Run: 075, F, 0, 0, 0, 0, 0, 82, 0, 95, 1, 397, 0, 177, 164, 455, 2974, 82, 54, 27, 82, 164, 246, 537, 3069
INVAR-3, Run: 076, F, 0, 0, 0, 0, 0, 82, 0, 94, 1, 398, 0, 176, 164, 552, 3851, 82, 48, 33, 82, 164, 246, 634, 3945
INVAR-3, Run: 077, F, 0, 0, 0, 0, 0, 82, 0, 91, 1, 401, 0, 173, 164, 620, 3766, 82, 45, 36, 82, 164, 246, 702, 3857
INVAR-3, Run: 078, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 632, 3592, 82, 57, 24, 82, 164, 246, 714, 3592
INVAR-3, Run: 079, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 503, 2378, 82, 48, 33, 82, 164, 246, 585, 2378
INVAR-3, Run: 080, F, 0, 0, 0, 0, 0, 82, 0, 257, 1, 235, 0, 339, 164, 500, 2985, 82, 53, 28, 82, 164, 246, 582, 3242
INVAR-3, Run: 081, F, 0, 0, 0, 0, 0, 82, 0, 344, 1, 148, 0, 426, 164, 577, 2940, 82, 40, 41, 82, 164, 246, 659, 3284
INVAR-3, Run: 082, F, 0, 0, 0, 0, 0, 82, 0, 334, 1, 158, 0, 416, 164, 555, 3601, 82, 62, 19, 82, 164, 246, 637, 3935
INVAR-3, Run: 083, F, 0, 0, 0, 0, 0, 82, 0, 28, 1, 464, 0, 110, 164, 631, 3700, 82, 49, 32, 82, 164, 246, 713, 3728
INVAR-3, Run: 084, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 609, 3486, 82, 54, 27, 82, 164, 246, 691, 3486
INVAR-3, Run: 085, F, 0, 0, 0, 0, 0, 82, 0, 189, 1, 303, 0, 271, 164, 429, 2371, 82, 52, 29, 82, 164, 246, 511, 2560
INVAR-3, Run: 086, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 548, 2705, 82, 49, 32, 82, 164, 246, 630, 2705
INVAR-3, Run: 087, F, 0, 0, 0, 0, 0, 82, 0, 353, 1, 139, 0, 435, 164, 689, 3679, 82, 41, 40, 82, 164, 246, 771, 4032
INVAR-3, Run: 088, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 528, 3183, 82, 52, 29, 82, 164, 246, 610, 3183
INVAR-3, Run: 089, F, 0, 0, 0, 0, 0, 82, 0, 151, 1, 341, 0, 233, 164, 597, 3737, 82, 52, 29, 82, 164, 246, 679, 3888
INVAR-3, Run: 090, F, 0, 0, 0, 0, 0, 82, 0, 259, 1, 233, 0, 341, 164, 565, 3380, 82, 61, 20, 82, 164, 246, 647, 3639
INVAR-3, Run: 091, F, 0, 0, 0, 0, 0, 82, 0, 165, 1, 327, 0, 247, 164, 639, 3905, 82, 60, 21, 82, 164, 246, 721, 4070
INVAR-3, Run: 092, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 775, 3641, 82, 46, 35, 82, 164, 246, 857, 3641
INVAR-3, Run: 093, F, 0, 0, 0, 0, 0, 82, 0, 298, 1, 194, 0, 380, 164, 566, 3289, 82, 67, 14, 82, 164, 246, 648, 3587
INVAR-3, Run: 094, F, 0, 0, 0, 0, 0, 82, 0, 226, 1, 266, 0, 308, 164, 597, 3161, 82, 41, 40, 82, 164, 246, 679, 3387
INVAR-3, Run: 095, F, 0, 0, 0, 0, 0, 82, 0, 276, 1, 216, 0, 358, 164, 572, 3451, 82, 54, 27, 82, 164, 246, 654, 3727
INVAR-3, Run: 096, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 504, 2847, 82, 52, 29, 82, 164, 246, 586, 2847
INVAR-3, Run: 097, F, 0, 0, 0, 0, 0, 82, 0, 78, 1, 414, 0, 160, 164, 419, 2315, 82, 57, 24, 82, 164, 246, 501, 2393
INVAR-3, Run: 098, F, 0, 0, 0, 0, 0, 82, 0, 86, 1, 406, 0, 168, 164, 477, 2630, 82, 48, 33, 82, 164, 246, 559, 2716
INVAR-3, Run: 099, F, 0, 0, 0, 0, 0, 82, 0, 14, 1, 478, 0, 96, 164, 530, 3209, 82, 50, 31, 82, 164, 246, 612, 3223
INVAR-3, Run: 100, F, 0, 0, 0, 0, 0, 82, 0, 1, 1, 491, 0, 83, 164, 474, 2912, 82, 59, 22, 82, 164, 246, 556, 2913
INVAR-4, Run: 001, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 46, 210, 19, 12, 7, 19, 39, 58, 46, 328
INVAR-4, Run: 002, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 72, 266, 19, 14, 5, 19, 39, 58, 72, 384
INVAR-4, Run: 003, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 73, 315, 19, 14, 5, 19, 39, 58, 73, 433
INVAR-4, Run: 004, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 76, 384, 19, 14, 5, 19, 39, 58, 76, 502
INVAR-4, Run: 005, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 82, 434, 19, 10, 9, 19, 39, 58, 82, 552
INVAR-4, Run: 006, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 53, 260, 19, 13, 6, 19, 39, 58, 53, 378
INVAR-4, Run: 007, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 58, 251, 19, 12, 7, 19, 39, 58, 58, 369
INVAR-4, Run: 008, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 80, 300, 19, 13, 6, 19, 39, 58, 80, 418
INVAR-4, Run: 009, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 107, 496, 19, 13, 6, 19, 39, 58, 107, 614
INVAR-4, Run: 010, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 103, 376, 19, 14, 5, 19, 39, 58, 103, 494
INVAR-4, Run: 011, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 76, 420, 19, 11, 8, 19, 39, 58, 76, 538
INVAR-4, Run: 012, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 108, 528, 19, 13, 6, 19, 39, 58, 108, 646
INVAR-4, Run: 013, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 80, 332, 19, 10, 9, 19, 39, 58, 80, 450
INVAR-4, Run: 014, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 114, 451, 19, 9, 10, 19, 39, 58, 114, 569
INVAR-4, Run: 015, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 84, 460, 19, 15, 4, 19, 39, 58, 84, 578
INVAR-4, Run: 016, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 77, 377, 19, 16, 3, 19, 39, 58, 77, 495
INVAR-4, Run: 017, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 79, 257, 19, 9, 10, 19, 39, 58, 79, 375
INVAR-4, Run: 018, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 52, 406, 19, 12, 7, 19, 39, 58, 52, 524
INVAR-4, Run: 019, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 66, 392, 19, 11, 8, 19, 39, 58, 66, 510
INVAR-4, Run: 020, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 62, 309, 19, 14, 5, 19, 39, 58, 62, 427
INVAR-4, Run: 021, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 47, 272, 19, 11, 8, 19, 39, 58, 47, 390
INVAR-4, Run: 022, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 50, 247, 19, 13, 6, 19, 39, 58, 50, 365
INVAR-4, Run: 023, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 83, 457, 19, 16, 3, 19, 39, 58, 83, 575
INVAR-4, Run: 024, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 57, 194, 19, 14, 5, 19, 39, 58, 57, 312
INVAR-4, Run: 025, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 64, 308, 19, 13, 6, 19, 39, 58, 64, 426
INVAR-4, Run: 026, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 86, 475, 19, 14, 5, 19, 39, 58, 86, 593
INVAR-4, Run: 027, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 62, 345, 19, 16, 3, 19, 39, 58, 62, 463
INVAR-4, Run: 028, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 66, 386, 19, 14, 5, 19, 39, 58, 66, 504
INVAR-4, Run: 029, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 39, 235, 19, 14, 5, 19, 39, 58, 39, 353
INVAR-4, Run: 030, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 47, 335, 19, 15, 4, 19, 39, 58, 47, 453
INVAR-4, Run: 031, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 85, 475, 19, 15, 4, 19, 39, 58, 85, 593
INVAR-4, Run: 032, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 75, 443, 19, 12, 7, 19, 39, 58, 75, 561
INVAR-4, Run: 033, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 78, 420, 19, 9, 10, 19, 39, 58, 78, 538
INVAR-4, Run: 034, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 78, 450, 19, 11, 8, 19, 39, 58, 78, 568
INVAR-4, Run: 035, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 82, 389, 19, 11, 8, 19, 39, 58, 82, 507
INVAR-4, Run: 036, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 53, 275, 19, 14, 5, 19, 39, 58, 53, 393
INVAR-4, Run: 037, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 68, 344, 19, 14, 5, 19, 39, 58, 68, 462
INVAR-4, Run: 038, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 61, 364, 19, 12, 7, 19, 39, 58, 61, 482
INVAR-4, Run: 039, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 70, 240, 19, 12, 7, 19, 39, 58, 70, 358
INVAR-4, Run: 040, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 40, 293, 19, 14, 5, 19, 39, 58, 40, 411
INVAR-4, Run: 041, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 34, 213, 19, 15, 4, 19, 39, 58, 34, 331
INVAR-4, Run: 042, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 55, 290, 19, 12, 7, 19, 39, 58, 55, 408
INVAR-4, Run: 043, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 54, 254, 19, 12, 7, 19, 39, 58, 54, 372
INVAR-4, Run: 044, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 83, 325, 19, 11, 8, 19, 39, 58, 83, 443
INVAR-4, Run: 045, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 81, 458, 19, 14, 5, 19, 39, 58, 81, 576
INVAR-4, Run: 046, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 126, 531, 19, 11, 8, 19, 39, 58, 126, 649
INVAR-4, Run: 047, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 66, 315, 19, 11, 8, 19, 39, 58, 66, 433
INVAR-4, Run: 048, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 65, 302, 19, 11, 8, 19, 39, 58, 65, 420
INVAR-4, Run: 049, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 77, 314, 19, 9, 10, 19, 39, 58, 77, 432
INVAR-4, Run: 050, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 45, 321, 19, 11, 8, 19, 39, 58, 45, 439
INVAR-4, Run: 051, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 48, 188, 19, 13, 6, 19, 39, 58, 48, 306
INVAR-4, Run: 052, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 58, 332, 19, 12, 7, 19, 39, 58, 58, 450
INVAR-4, Run: 053, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 89, 366, 19, 10, 9, 19, 39, 58, 89, 484
INVAR-4, Run: 054, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 52, 255, 19, 16, 3, 19, 39, 58, 52, 373
INVAR-4, Run: 055, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 65, 275, 19, 12, 7, 19, 39, 58, 65, 393
INVAR-4, Run: 056, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 56, 157, 19, 11, 8, 19, 39, 58, 56, 275
INVAR-4, Run: 057, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 39, 244, 19, 12, 7, 19, 39, 58, 39, 362
INVAR-4, Run: 058, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 42, 250, 19, 15, 4, 19, 39, 58, 42, 368
INVAR-4, Run: 059, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 76, 281, 19, 11, 8, 19, 39, 58, 76, 399
INVAR-4, Run: 060, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 67, 294, 19, 14, 5, 19, 39, 58, 67, 412
INVAR-4, Run: 061, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 88, 429, 19, 12, 7, 19, 39, 58, 88, 547
INVAR-4, Run: 062, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 76, 351, 19, 9, 10, 19, 39, 58, 76, 469
INVAR-4, Run: 063, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 52, 320, 19, 13, 6, 19, 39, 58, 52, 438
INVAR-4, Run: 064, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 81, 244, 19, 10, 9, 19, 39, 58, 81, 362
INVAR-4, Run: 065, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 60, 197, 19, 11, 8, 19, 39, 58, 60, 315
INVAR-4, Run: 066, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 84, 362, 19, 12, 7, 19, 39, 58, 84, 480
INVAR-4, Run: 067, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 88, 497, 19, 14, 5, 19, 39, 58, 88, 615
INVAR-4, Run: 068, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 43, 168, 19, 11, 8, 19, 39, 58, 43, 286
INVAR-4, Run: 069, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 64, 234, 19, 10, 9, 19, 39, 58, 64, 352
INVAR-4, Run: 070, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 101, 419, 19, 15, 4, 19, 39, 58, 101, 537
INVAR-4, Run: 071, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 59, 277, 19, 13, 6, 19, 39, 58, 59, 395
INVAR-4, Run: 072, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 83, 255, 19, 10, 9, 19, 39, 58, 83, 373
INVAR-4, Run: 073, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 69, 269, 19, 12, 7, 19, 39, 58, 69, 387
INVAR-4, Run: 074, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 88, 414, 19, 12, 7, 19, 39, 58, 88, 532
INVAR-4, Run: 075, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 83, 341, 19, 13, 6, 19, 39, 58, 83, 459
INVAR-4, Run: 076, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 63, 374, 19, 14, 5, 19, 39, 58, 63, 492
INVAR-4, Run: 077, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 54, 349, 19, 17, 2, 19, 39, 58, 54, 467
INVAR-4, Run: 078, F, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1, 118, 39, 75, 391, 19, 15, 4, 19, 39, 58, 75, 509
