Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 1105, 6615, 100, 64, 35, 100, 200, 300, 1205, 6615
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 722, 3968, 100, 56, 43, 100, 200, 300, 822, 3968
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 100, 0, 4, 1, 596, 0, 104, 200, 770, 5270, 100, 69, 30, 100, 200, 300, 870, 5274
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 100, 0, 117, 1, 483, 0, 217, 200, 717, 5437, 100, 76, 23, 100, 200, 300, 817, 5554
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 100, 0, 159, 1, 441, 0, 259, 200, 756, 4783, 100, 61, 38, 100, 200, 300, 856, 4942
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 100, 0, 208, 1, 392, 0, 308, 200, 603, 3467, 100, 59, 40, 100, 200, 300, 703, 3675
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 100, 0, 317, 1, 283, 0, 417, 200, 752, 4876, 100, 72, 27, 100, 200, 300, 852, 5193
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 100, 0, 442, 1, 158, 0, 542, 200, 883, 5270, 100, 62, 37, 100, 200, 300, 983, 5712
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 100, 0, 302, 1, 298, 0, 402, 200, 754, 5048, 100, 82, 17, 100, 200, 300, 854, 5350
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 100, 0, 31, 1, 569, 0, 131, 200, 780, 4484, 100, 66, 33, 100, 200, 300, 880, 4515
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 100, 0, 87, 1, 513, 0, 187, 200, 811, 5520, 100, 66, 33, 100, 200, 300, 911, 5607
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 640, 4718, 100, 72, 27, 100, 200, 300, 740, 4718
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 100, 0, 23, 1, 577, 0, 123, 200, 847, 5443, 100, 60, 39, 100, 200, 300, 947, 5466
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 100, 0, 226, 1, 374, 0, 326, 200, 844, 4546, 100, 58, 41, 100, 200, 300, 944, 4772
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 100, 0, 23, 1, 577, 0, 123, 200, 831, 4749, 100, 67, 32, 100, 200, 300, 931, 4772
INVAR-10, Run: 068, F, 0, 0, 0, 0, 0, 100, 0, 176, 1, 424, 0, 276, 200, 959, 5705, 100, 63, 36, 100, 200, 300, 1059, 5881
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 949, 5180, 100, 58, 41, 100, 200, 300, 1049, 5180
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 805, 4510, 100, 62, 37, 100, 200, 300, 905, 4510
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 100, 0, 185, 1, 415, 0, 285, 200, 775, 4607, 100, 57, 42, 100, 200, 300, 875, 4792
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 100, 0, 382, 1, 218, 0, 482, 200, 732, 4439, 100, 62, 37, 100, 200, 300, 832, 4821
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 100, 0, 7, 1, 593, 0, 107, 200, 875, 4960, 100, 56, 43, 100, 200, 300, 975, 4967
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 805, 3821, 100, 59, 40, 100, 200, 300, 905, 3821
INVAR-10, Run: 075, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 1135, 6315, 100, 66, 33, 100, 200, 300, 1235, 6315
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 100, 0, 53, 1, 547, 0, 153, 200, 588, 3715, 100, 64, 35, 100, 200, 300, 688, 3768
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 797, 4612, 100, 57, 42, 100, 200, 300, 897, 4612
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 100, 0, 333, 1, 267, 0, 433, 200, 824, 5260, 100, 57, 42, 100, 200, 300, 924, 5593
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 750, 3767, 100, 64, 35, 100, 200, 300, 850, 3767
INVAR-10, Run: 080, F, 0, 0, 0, 0, 0, 100, 0, 355, 1, 245, 0, 455, 200, 935, 4742, 100, 58, 41, 100, 200, 300, 1035, 5097
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 100, 0, 377, 1, 223, 0, 477, 200, 863, 4063, 100, 74, 25, 100, 200, 300, 963, 4440
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 821, 5073, 100, 52, 47, 100, 200, 300, 921, 5073
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 100, 0, 312, 1, 288, 0, 412, 200, 841, 4796, 100, 64, 35, 100, 200, 300, 941, 5108
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 100, 0, 1, 1, 599, 0, 101, 200, 801, 4811, 100, 69, 30, 100, 200, 300, 901, 4812
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 100, 0, 139, 1, 461, 0, 239, 200, 936, 5464, 100, 66, 33, 100, 200, 300, 1036, 5603
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 100, 0, 84, 1, 516, 0, 184, 200, 752, 4361, 100, 62, 37, 100, 200, 300, 852, 4445
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 945, 4593, 100, 70, 29, 100, 200, 300, 1045, 4593
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 673, 3961, 100, 63, 36, 100, 200, 300, 773, 3961
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 100, 0, 106, 1, 494, 0, 206, 200, 989, 5564, 100, 55, 44, 100, 200, 300, 1089, 5670
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 100, 0, 299, 1, 301, 0, 399, 200, 850, 4062, 100, 56, 43, 100, 200, 300, 950, 4361
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 100, 0, 223, 1, 377, 0, 323, 200, 768, 3942, 100, 64, 35, 100, 200, 300, 868, 4165
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 100, 0, 17, 1, 583, 0, 117, 200, 917, 4490, 100, 61, 38, 100, 200, 300, 1017, 4507
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 714, 4108, 100, 69, 30, 100, 200, 300, 814, 4108
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 777, 4355, 100, 65, 34, 100, 200, 300, 877, 4355
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 914, 4451, 100, 63, 36, 100, 200, 300, 1014, 4451
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 100, 0, 74, 1, 526, 0, 174, 200, 767, 4603, 100, 58, 41, 100, 200, 300, 867, 4677
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 100, 0, 20, 1, 580, 0, 120, 200, 927, 4730, 100, 61, 38, 100, 200, 300, 1027, 4750
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 100, 0, 379, 1, 221, 0, 479, 200, 870, 4509, 100, 58, 41, 100, 200, 300, 970, 4888
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0, 100, 200, 674, 4451, 100, 59, 40, 100, 200, 300, 774, 4451
INVAR-10, Run: 100, F, 0, 0, 0, 0, 0, 100, 0, 298, 1, 302, 0, 398, 200, 626, 5383, 100, 58, 41, 100, 200, 300, 726, 5681
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0, 33, 56, 121, 564, 28, 17, 10, 28, 56, 84, 149, 569
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 28, 0, 15, 1, 153, 0, 43, 56, 150, 982, 28, 18, 9, 28, 56, 84, 178, 997
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 28, 0, 29, 1, 139, 0, 57, 56, 108, 618, 28, 20, 7, 28, 56, 84, 136, 647
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0, 33, 56, 75, 424, 28, 14, 13, 28, 56, 84, 103, 429
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 28, 0, 16, 1, 152, 0, 44, 56, 107, 588, 28, 18, 9, 28, 56, 84, 135, 604
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 28, 0, 89, 1, 79, 0, 117, 56, 100, 477, 28, 17, 10, 28, 56, 84, 128, 566
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 28, 0, 46, 1, 122, 0, 74, 56, 108, 702, 28, 19, 8, 28, 56, 84, 136, 748
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 28, 0, 121, 1, 47, 0, 149, 56, 111, 866, 28, 20, 7, 28, 56, 84, 139, 987
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 28, 0, 25, 1, 143, 0, 53, 56, 75, 481, 28, 16, 11, 28, 56, 84, 103, 506
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 28, 0, 86, 1, 82, 0, 114, 56, 110, 758, 28, 22, 5, 28, 56, 84, 138, 844
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 28, 0, 32, 1, 136, 0, 60, 56, 95, 537, 28, 11, 16, 28, 56, 84, 123, 569
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0, 39, 56, 95, 597, 28, 22, 5, 28, 56, 84, 123, 608
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 28, 0, 95, 1, 73, 0, 123, 56, 108, 411, 28, 17, 10, 28, 56, 84, 136, 506
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 28, 0, 89, 1, 79, 0, 117, 56, 112, 816, 28, 19, 8, 28, 56, 84, 140, 905
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 86, 269, 28, 16, 11, 28, 56, 84, 114, 269
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0, 36, 56, 107, 682, 28, 19, 8, 28, 56, 84, 135, 690
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0, 36, 56, 112, 539, 28, 19, 8, 28, 56, 84, 140, 547
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 136, 496, 28, 14, 13, 28, 56, 84, 164, 496
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 83, 562, 28, 15, 12, 28, 56, 84, 111, 564
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0, 29, 56, 98, 479, 28, 18, 9, 28, 56, 84, 126, 480
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 28, 0, 17, 1, 151, 0, 45, 56, 107, 620, 28, 19, 8, 28, 56, 84, 135, 637
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 28, 0, 34, 1, 134, 0, 62, 56, 129, 845, 28, 19, 8, 28, 56, 84, 157, 879
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0, 30, 56, 126, 706, 28, 12, 15, 28, 56, 84, 154, 708
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 28, 0, 57, 1, 111, 0, 85, 56, 113, 658, 28, 19, 8, 28, 56, 84, 141, 715
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 28, 0, 110, 1, 58, 0, 138, 56, 101, 544, 28, 21, 6, 28, 56, 84, 129, 654
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 28, 0, 30, 1, 138, 0, 58, 56, 138, 743, 28, 14, 13, 28, 56, 84, 166, 773
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 28, 0, 51, 1, 117, 0, 79, 56, 115, 557, 28, 12, 15, 28, 56, 84, 143, 608
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 28, 0, 71, 1, 97, 0, 99, 56, 76, 518, 28, 21, 6, 28, 56, 84, 104, 589
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 28, 0, 130, 1, 38, 0, 158, 56, 94, 583, 28, 13, 14, 28, 56, 84, 122, 713
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 28, 0, 30, 1, 138, 0, 58, 56, 109, 476, 28, 19, 8, 28, 56, 84, 137, 506
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0, 42, 56, 82, 452, 28, 19, 8, 28, 56, 84, 110, 466
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 28, 0, 48, 1, 120, 0, 76, 56, 126, 647, 28, 19, 8, 28, 56, 84, 154, 695
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 28, 0, 40, 1, 128, 0, 68, 56, 90, 473, 28, 16, 11, 28, 56, 84, 118, 513
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 28, 0, 133, 1, 35, 0, 161, 56, 89, 518, 28, 21, 6, 28, 56, 84, 117, 651
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0, 32, 56, 128, 544, 28, 13, 14, 28, 56, 84, 156, 548
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 28, 0, 18, 1, 150, 0, 46, 56, 106, 703, 28, 20, 7, 28, 56, 84, 134, 721
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 28, 0, 43, 1, 125, 0, 71, 56, 85, 568, 28, 15, 12, 28, 56, 84, 113, 611
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 28, 0, 34, 1, 134, 0, 62, 56, 118, 447, 28, 14, 13, 28, 56, 84, 146, 481
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 28, 0, 98, 1, 70, 0, 126, 56, 90, 553, 28, 17, 10, 28, 56, 84, 118, 651
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 28, 0, 72, 1, 96, 0, 100, 56, 93, 670, 28, 16, 11, 28, 56, 84, 121, 742
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0, 40, 56, 139, 773, 28, 15, 12, 28, 56, 84, 167, 785
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 28, 0, 24, 1, 144, 0, 52, 56, 91, 492, 28, 19, 8, 28, 56, 84, 119, 516
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 28, 0, 111, 1, 57, 0, 139, 56, 107, 618, 28, 22, 5, 28, 56, 84, 135, 729
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 28, 0, 18, 1, 150, 0, 46, 56, 89, 545, 28, 18, 9, 28, 56, 84, 117, 563
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 28, 0, 17, 1, 151, 0, 45, 56, 94, 714, 28, 19, 8, 28, 56, 84, 122, 731
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 114, 555, 28, 19, 8, 28, 56, 84, 142, 555
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0, 42, 56, 124, 601, 28, 13, 14, 28, 56, 84, 152, 615
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 28, 0, 27, 1, 141, 0, 55, 56, 79, 461, 28, 19, 8, 28, 56, 84, 107, 488
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0, 33, 56, 93, 544, 28, 17, 10, 28, 56, 84, 121, 549
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 91, 287, 28, 15, 12, 28, 56, 84, 119, 287
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 28, 0, 39, 1, 129, 0, 67, 56, 112, 655, 28, 16, 11, 28, 56, 84, 140, 694
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 28, 0, 33, 1, 135, 0, 61, 56, 128, 691, 28, 21, 6, 28, 56, 84, 156, 724
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 28, 0, 30, 1, 138, 0, 58, 56, 75, 415, 28, 14, 13, 28, 56, 84, 103, 445
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0, 38, 56, 120, 481, 28, 19, 8, 28, 56, 84, 148, 491
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 28, 0, 84, 1, 84, 0, 112, 56, 71, 565, 28, 15, 12, 28, 56, 84, 99, 649
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 28, 0, 13, 1, 155, 0, 41, 56, 90, 630, 28, 17, 10, 28, 56, 84, 118, 643
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 28, 0, 48, 1, 120, 0, 76, 56, 113, 468, 28, 15, 12, 28, 56, 84, 141, 516
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0, 33, 56, 167, 1070, 28, 18, 9, 28, 56, 84, 195, 1075
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 28, 0, 135, 1, 33, 0, 163, 56, 76, 513, 28, 21, 6, 28, 56, 84, 104, 648
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 28, 0, 73, 1, 95, 0, 101, 56, 87, 616, 28, 16, 11, 28, 56, 84, 115, 689
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 112, 550, 28, 18, 9, 28, 56, 84, 140, 550
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 28, 0, 29, 1, 139, 0, 57, 56, 76, 433, 28, 13, 14, 28, 56, 84, 104, 462
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 28, 0, 25, 1, 143, 0, 53, 56, 103, 407, 28, 13, 14, 28, 56, 84, 131, 432
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0, 39, 56, 98, 638, 28, 16, 11, 28, 56, 84, 126, 649
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 28, 0, 59, 1, 109, 0, 87, 56, 137, 680, 28, 15, 12, 28, 56, 84, 165, 739
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0, 36, 56, 131, 565, 28, 15, 12, 28, 56, 84, 159, 573
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 28, 0, 61, 1, 107, 0, 89, 56, 112, 671, 28, 14, 13, 28, 56, 84, 140, 732
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 28, 0, 34, 1, 134, 0, 62, 56, 82, 376, 28, 14, 13, 28, 56, 84, 110, 410
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 28, 0, 102, 1, 66, 0, 130, 56, 110, 595, 28, 19, 8, 28, 56, 84, 138, 697
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 28, 0, 45, 1, 123, 0, 73, 56, 97, 477, 28, 16, 11, 28, 56, 84, 125, 522
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 55, 438, 28, 17, 10, 28, 56, 84, 83, 438
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 28, 0, 109, 1, 59, 0, 137, 56, 106, 729, 28, 18, 9, 28, 56, 84, 134, 838
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 101, 481, 28, 15, 12, 28, 56, 84, 129, 481
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 28, 0, 3, 1, 165, 0, 31, 56, 98, 663, 28, 20, 7, 28, 56, 84, 126, 666
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0, 39, 56, 91, 515, 28, 22, 5, 28, 56, 84, 119, 526
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 28, 0, 22, 1, 146, 0, 50, 56, 92, 661, 28, 16, 11, 28, 56, 84, 120, 683
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0, 42, 56, 158, 970, 28, 15, 12, 28, 56, 84, 186, 984
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 28, 0, 3, 1, 165, 0, 31, 56, 73, 505, 28, 22, 5, 28, 56, 84, 101, 508
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 28, 0, 67, 1, 101, 0, 95, 56, 100, 662, 28, 21, 6, 28, 56, 84, 128, 729
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 28, 0, 34, 1, 134, 0, 62, 56, 103, 675, 28, 15, 12, 28, 56, 84, 131, 709
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 118, 447, 28, 12, 15, 28, 56, 84, 146, 447
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 28, 0, 37, 1, 131, 0, 65, 56, 129, 631, 28, 16, 11, 28, 56, 84, 157, 668
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 28, 0, 101, 1, 67, 0, 129, 56, 111, 520, 28, 17, 10, 28, 56, 84, 139, 621
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 28, 0, 124, 1, 44, 0, 152, 56, 96, 594, 28, 16, 11, 28, 56, 84, 124, 718
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 28, 0, 110, 1, 58, 0, 138, 56, 113, 644, 28, 15, 12, 28, 56, 84, 141, 754
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 28, 0, 17, 1, 151, 0, 45, 56, 99, 541, 28, 15, 12, 28, 56, 84, 127, 558
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 28, 0, 49, 1, 119, 0, 77, 56, 75, 427, 28, 18, 9, 28, 56, 84, 103, 476
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0, 36, 56, 91, 578, 28, 13, 14, 28, 56, 84, 119, 586
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 28, 0, 7, 1, 161, 0, 35, 56, 89, 582, 28, 18, 9, 28, 56, 84, 117, 589
INVAR-2, Run: 090, F, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0, 39, 56, 71, 370, 28, 17, 10, 28, 56, 84, 99, 381
INVAR-2, Run: 091, F, 0, 0, 0, 0, 0, 28, 0, 67, 1, 101, 0, 95, 56, 92, 488, 28, 18, 9, 28, 56, 84, 120, 555
INVAR-2, Run: 092, F, 0, 0, 0, 0, 0, 28, 0, 9, 1, 159, 0, 37, 56, 97, 510, 28, 17, 10, 28, 56, 84, 125, 519
INVAR-2, Run: 093, F, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0, 28, 56, 94, 408, 28, 13, 14, 28, 56, 84, 122, 408
INVAR-2, Run: 094, F, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0, 36, 56, 156, 955, 28, 16, 11, 28, 56, 84, 184, 963
INVAR-2, Run: 095, F, 0, 0, 0, 0, 0, 28, 0, 26, 1, 142, 0, 54, 56, 67, 556, 28, 21, 6, 28, 56, 84, 95, 582
INVAR-2, Run: 096, F, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0, 38, 56, 130, 588, 28, 12, 15, 28, 56, 84, 158, 598
INVAR-2, Run: 097, F, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0, 40, 56, 88, 558, 28, 17, 10, 28, 56, 84, 116, 570
INVAR-2, Run: 098, F, 0, 0, 0, 0, 0, 28, 0, 93, 1, 75, 0, 121, 56, 172, 879, 28, 16, 11, 28, 56, 84, 200, 972
INVAR-2, Run: 099, F, 0, 0, 0, 0, 0, 28, 0, 15, 1, 153, 0, 43, 56, 89, 428, 28, 14, 13, 28, 56, 84, 117, 443
INVAR-2, Run: 100, F, 0, 0, 0, 0, 0, 28, 0, 21, 1, 147, 0, 49, 56, 135, 732, 28, 19, 8, 28, 56, 84, 163, 753
INVAR-3, Run: 001, F, 0, 0, 0, 0, 0, 82, 0, 102, 1, 390, 0, 184, 164, 513, 2772, 82, 63, 18, 82, 164, 246, 595, 2874
INVAR-3, Run: 002, F, 0, 0, 0, 0, 0, 82, 0, 48, 1, 444, 0, 130, 164, 621, 3183, 82, 44, 37, 82, 164, 246, 703, 3231
INVAR-3, Run: 003, F, 0, 0, 0, 0, 0, 82, 0, 240, 1, 252, 0, 322, 164, 435, 2969, 82, 42, 39, 82, 164, 246, 517, 3209
INVAR-3, Run: 004, F, 0, 0, 0, 0, 0, 82, 0, 63, 1, 429, 0, 145, 164, 565, 3373, 82, 52, 29, 82, 164, 246, 647, 3436
INVAR-3, Run: 005, F, 0, 0, 0, 0, 0, 82, 0, 88, 1, 404, 0, 170, 164, 474, 3287, 82, 50, 31, 82, 164, 246, 556, 3375
INVAR-3, Run: 006, F, 0, 0, 0, 0, 0, 82, 0, 154, 1, 338, 0, 236, 164, 398, 2824, 82, 60, 21, 82, 164, 246, 480, 2978
INVAR-3, Run: 007, F, 0, 0, 0, 0, 0, 82, 0, 174, 1, 318, 0, 256, 164, 540, 3981, 82, 58, 23, 82, 164, 246, 622, 4155
INVAR-3, Run: 008, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 518, 2343, 82, 53, 28, 82, 164, 246, 600, 2343
INVAR-3, Run: 009, F, 0, 0, 0, 0, 0, 82, 0, 28, 1, 464, 0, 110, 164, 742, 3338, 82, 55, 26, 82, 164, 246, 824, 3366
INVAR-3, Run: 010, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 717, 3124, 82, 51, 30, 82, 164, 246, 799, 3124
INVAR-3, Run: 011, F, 0, 0, 0, 0, 0, 82, 0, 125, 1, 367, 0, 207, 164, 553, 3103, 82, 42, 39, 82, 164, 246, 635, 3228
INVAR-3, Run: 012, F, 0, 0, 0, 0, 0, 82, 0, 172, 1, 320, 0, 254, 164, 519, 2448, 82, 49, 32, 82, 164, 246, 601, 2620
INVAR-3, Run: 013, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 456, 2580, 82, 43, 38, 82, 164, 246, 538, 2580
INVAR-3, Run: 014, F, 0, 0, 0, 0, 0, 82, 0, 184, 1, 308, 0, 266, 164, 518, 3121, 82, 56, 25, 82, 164, 246, 600, 3305
INVAR-3, Run: 015, F, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0, 82, 164, 887, 3999, 82, 53, 28, 82, 164, 246, 969, 3999
