Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
1, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
1, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 29, 1, 25, 0
1, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 8, 1, 46, 0
1, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
1, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 1, 1, 53, 0
1, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 26, 1, 28, 0
1, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 2, 1, 52, 0
1, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0
1, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 28, 1, 26, 0
1, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 11, 1, 43, 0
1, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0
1, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 20, 1, 34, 0
1, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 18, 1, 36, 0
1, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
1, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0
1, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
1, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0
1, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 18, 1, 36, 0
1, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54, 0
1, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0
1, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0
1, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0
1, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 11, 1, 43, 0
1, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0
1, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 12, 1, 42, 0
1, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 21, 1, 33, 0
1, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 19, 1, 35, 0
1, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 2, 1, 52, 0
1, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 20, 1, 34, 0
1, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 19, 1, 35, 0
1, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 2, 1, 52, 0
1, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 17, 1, 37, 0
1, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54, 0
1, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 057, P, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0
1, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
1, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
1, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 12, 1, 42, 0
1, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 8, 1, 46, 0
1, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 18, 1, 36, 0
1, Run: 065, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
1, Run: 066, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 19, 1, 35, 0
1, Run: 068, P, 0, 0, 0, 0, 0, 0, 0, 30, 1, 24, 0
1, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 070, P, 0, 0, 0, 0, 0, 0, 0, 11, 1, 43, 0
1, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 17, 1, 37, 0
1, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
1, Run: 073, P, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0
1, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 11, 1, 43, 0
1, Run: 075, P, 0, 0, 0, 0, 3, 3, 0, 0, 1, 54, 0
1, Run: 076, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 078, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
1, Run: 080, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51, 0
1, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 8, 1, 46, 0
1, Run: 083, P, 0, 0, 0, 0, 0, 0, 0, 1, 1, 53, 0
1, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 5, 1, 49, 0
1, Run: 085, P, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0
1, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
1, Run: 087, P, 0, 0, 0, 0, 0, 0, 0, 17, 1, 37, 0
1, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 19, 1, 35, 0
1, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
1, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0
1, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 2, 1, 52, 0
1, Run: 092, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
1, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 23, 1, 31, 0
1, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
1, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 1, 1, 53, 0
10, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 99, 1, 501, 0
10, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 173, 1, 427, 0
10, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 143, 1, 457, 0
10, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 129, 1, 471, 0
10, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 114, 1, 486, 0
10, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 138, 1, 462, 0
10, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 139, 1, 461, 0
10, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 195, 1, 405, 0
10, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 207, 1, 393, 0
10, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 138, 1, 462, 0
10, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 116, 1, 484, 0
10, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 135, 1, 465, 0
10, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 151, 1, 449, 0
10, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 126, 1, 474, 0
10, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 99, 1, 501, 0
10, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 169, 1, 431, 0
10, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 171, 1, 429, 0
