Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 13, 41, 41, 0, 0, 9, 0, 18, 41, 0, 0, 0, 9, 0, 0, 9, 9, 18, 16, 8
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 10, 44, 44, 0, 0, 9, 0, 18, 44, 0, 0, 0, 9, 0, 0, 9, 9, 18, 90, 45
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 19, 35, 35, 0, 0, 9, 0, 18, 35, 0, 0, 0, 9, 0, 0, 9, 9, 18, 40, 20
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 8, 46, 46, 0, 0, 9, 0, 18, 46, 0, 0, 0, 9, 0, 0, 9, 9, 18, 76, 38
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 10, 44, 44, 0, 0, 9, 0, 18, 44, 0, 0, 0, 9, 0, 0, 9, 9, 18, 84, 42
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 7, 47, 47, 0, 0, 9, 0, 18, 47, 0, 0, 0, 9, 0, 0, 9, 9, 18, 24, 12
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 9, 45, 45, 0, 0, 9, 0, 18, 45, 0, 0, 0, 9, 0, 0, 9, 9, 18, 26, 13
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 3, 51, 51, 0, 0, 9, 0, 18, 51, 0, 0, 0, 9, 0, 0, 9, 9, 18, 30, 15
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 21, 33, 33, 0, 0, 9, 0, 18, 33, 0, 0, 0, 9, 0, 0, 9, 9, 18, 50, 25
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 15, 39, 39, 0, 0, 9, 0, 18, 39, 0, 0, 0, 9, 0, 0, 9, 9, 18, 122, 61
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 12, 42, 42, 0, 0, 9, 0, 18, 42, 0, 0, 0, 9, 0, 0, 9, 9, 18, 38, 19
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 17, 37, 37, 0, 0, 9, 0, 18, 37, 0, 0, 0, 9, 0, 0, 9, 9, 18, 28, 14
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 18, 36, 36, 0, 0, 9, 0, 18, 36, 0, 0, 0, 9, 0, 0, 9, 9, 18, 68, 34
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 3, 51, 51, 0, 0, 9, 0, 18, 51, 0, 0, 0, 9, 0, 0, 9, 9, 18, 8, 4
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 5, 49, 49, 0, 0, 9, 0, 18, 49, 0, 0, 0, 9, 0, 0, 9, 9, 18, 84, 42
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 25, 29, 29, 0, 0, 9, 0, 18, 29, 0, 0, 0, 9, 0, 0, 9, 9, 18, 28, 14
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 9, 45, 45, 0, 0, 9, 0, 18, 45, 0, 0, 0, 9, 0, 0, 9, 9, 18, 54, 27
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 12, 42, 42, 0, 0, 9, 0, 18, 42, 0, 0, 0, 9, 0, 0, 9, 9, 18, 22, 11
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 9, 45, 45, 0, 0, 9, 0, 18, 45, 0, 0, 0, 9, 0, 0, 9, 9, 18, 36, 18
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 4, 50, 50, 0, 0, 9, 0, 18, 50, 0, 0, 0, 9, 0, 0, 9, 9, 18, 40, 20
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 6, 48, 48, 0, 0, 9, 0, 18, 48, 0, 0, 0, 9, 0, 0, 9, 9, 18, 54, 27
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 9, 45, 45, 0, 0, 9, 0, 18, 45, 0, 0, 0, 9, 0, 0, 9, 9, 18, 38, 19
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 3, 51, 51, 0, 0, 9, 0, 18, 51, 0, 0, 0, 9, 0, 0, 9, 9, 18, 30, 15
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 4, 50, 50, 0, 0, 9, 0, 18, 50, 0, 0, 0, 9, 0, 0, 9, 9, 18, 34, 17
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 5, 49, 49, 0, 0, 9, 0, 18, 49, 0, 0, 0, 9, 0, 0, 9, 9, 18, 22, 11
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 3, 51, 51, 0, 0, 9, 0, 18, 51, 0, 0, 0, 9, 0, 0, 9, 9, 18, 28, 14
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 18, 36, 36, 0, 0, 9, 0, 18, 36, 0, 0, 0, 9, 0, 0, 9, 9, 18, 124, 62
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 15, 39, 39, 0, 0, 9, 0, 18, 39, 0, 0, 0, 9, 0, 0, 9, 9, 18, 34, 17
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 31, 23, 23, 0, 0, 9, 0, 18, 23, 0, 0, 0, 9, 0, 0, 9, 9, 18, 82, 41
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 1, 55, 55, 0, 0, 9, 2, 18, 55, 0, 0, 0, 9, 0, 0, 9, 8, 18, 52, 25
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 18, 36, 36, 0, 0, 9, 0, 18, 36, 0, 0, 0, 9, 0, 0, 9, 9, 18, 108, 54
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 4, 50, 50, 0, 0, 9, 0, 18, 50, 0, 0, 0, 9, 0, 0, 9, 9, 18, 22, 11
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 23, 31, 31, 0, 0, 9, 0, 18, 31, 0, 0, 0, 9, 0, 0, 9, 9, 18, 28, 14
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 6, 48, 48, 0, 0, 9, 0, 18, 48, 0, 0, 0, 9, 0, 0, 9, 9, 18, 48, 24
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 7, 47, 47, 0, 0, 9, 0, 18, 47, 0, 0, 0, 9, 0, 0, 9, 9, 18, 44, 22
