Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
1, Run: 001, F, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
1, Run: 002, F, 0, 0, 0, 0, 0, 25, 9, 25, 0, 29, 0
1, Run: 003, F, 0, 0, 0, 0, 0, 49, 9, 49, 0, 5, 0
1, Run: 004, F, 0, 0, 0, 0, 0, 32, 9, 32, 0, 22, 0
1, Run: 005, F, 0, 0, 0, 0, 0, 47, 9, 47, 0, 7, 0
1, Run: 006, F, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0
1, Run: 007, F, 0, 0, 0, 0, 0, 30, 9, 30, 0, 24, 0
1, Run: 008, F, 0, 0, 0, 0, 0, 45, 9, 45, 0, 9, 0
1, Run: 009, F, 0, 0, 0, 0, 0, 27, 9, 27, 0, 27, 0
1, Run: 010, F, 0, 0, 0, 0, 0, 52, 9, 52, 0, 2, 0
1, Run: 011, F, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
1, Run: 012, F, 0, 0, 0, 0, 0, 30, 9, 30, 0, 24, 0
1, Run: 013, F, 0, 0, 0, 0, 0, 41, 9, 41, 0, 13, 0
1, Run: 014, F, 0, 0, 0, 0, 0, 38, 9, 38, 0, 16, 0
1, Run: 015, F, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
1, Run: 016, F, 0, 0, 0, 0, 0, 35, 9, 35, 0, 19, 0
1, Run: 017, F, 0, 0, 0, 0, 0, 32, 9, 32, 0, 22, 0
1, Run: 018, F, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0
1, Run: 019, F, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0
1, Run: 020, F, 0, 0, 0, 0, 0, 46, 9, 46, 0, 8, 0
1, Run: 021, F, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0
1, Run: 022, F, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
1, Run: 023, F, 0, 0, 0, 0, 0, 33, 9, 33, 0, 21, 0
1, Run: 024, F, 0, 0, 0, 0, 0, 53, 9, 53, 0, 1, 0
1, Run: 025, F, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
1, Run: 026, F, 0, 0, 0, 0, 0, 53, 9, 53, 0, 1, 0
1, Run: 027, F, 0, 0, 0, 0, 0, 49, 9, 49, 0, 5, 0
1, Run: 028, F, 0, 0, 0, 0, 0, 25, 9, 25, 0, 29, 0
1, Run: 029, F, 0, 0, 0, 0, 0, 52, 9, 52, 0, 2, 0
1, Run: 030, F, 0, 0, 0, 0, 0, 32, 9, 32, 0, 22, 0
1, Run: 031, F, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0
1, Run: 032, F, 0, 0, 0, 0, 0, 30, 9, 30, 0, 24, 0
1, Run: 033, F, 0, 0, 0, 0, 0, 50, 9, 50, 0, 4, 0
1, Run: 034, F, 0, 0, 0, 0, 0, 36, 9, 36, 0, 18, 0
1, Run: 035, F, 0, 0, 0, 0, 0, 29, 9, 29, 0, 25, 0
1, Run: 036, F, 0, 0, 0, 0, 0, 53, 9, 53, 0, 1, 0
1, Run: 037, F, 0, 0, 0, 0, 0, 39, 9, 39, 0, 15, 0
1, Run: 038, F, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
1, Run: 039, F, 0, 0, 0, 0, 0, 52, 9, 52, 0, 2, 0
1, Run: 040, F, 0, 0, 0, 0, 0, 52, 9, 52, 0, 2, 0
1, Run: 041, F, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0
1, Run: 042, F, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0
1, Run: 043, F, 0, 0, 0, 0, 0, 39, 9, 39, 0, 15, 0
1, Run: 044, F, 0, 0, 0, 0, 0, 47, 9, 47, 0, 7, 0
1, Run: 045, F, 0, 0, 0, 0, 0, 51, 9, 51, 0, 3, 0
1, Run: 046, F, 0, 0, 0, 0, 0, 30, 9, 30, 0, 24, 0
1, Run: 047, F, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0
1, Run: 048, F, 0, 0, 0, 0, 0, 38, 9, 38, 0, 16, 0
1, Run: 049, F, 0, 0, 0, 0, 0, 33, 9, 33, 0, 21, 0
1, Run: 050, F, 0, 0, 0, 0, 0, 8, 9, 8, 0, 46, 0
1, Run: 051, F, 0, 0, 0, 0, 0, 41, 9, 41, 0, 13, 0
1, Run: 052, F, 0, 0, 0, 0, 0, 47, 9, 47, 0, 7, 0
1, Run: 053, F, 0, 0, 0, 0, 0, 27, 9, 27, 0, 27, 0
1, Run: 054, F, 0, 0, 0, 0, 0, 45, 9, 45, 0, 9, 0
1, Run: 055, F, 0, 0, 0, 0, 0, 47, 9, 47, 0, 7, 0
1, Run: 056, F, 0, 0, 0, 0, 0, 51, 9, 51, 0, 3, 0
1, Run: 057, F, 0, 0, 0, 0, 0, 35, 9, 35, 0, 19, 0
1, Run: 058, F, 0, 0, 0, 0, 0, 18, 9, 18, 0, 36, 0
1, Run: 059, F, 0, 0, 0, 0, 0, 41, 9, 41, 0, 13, 0
1, Run: 060, F, 0, 0, 0, 0, 0, 21, 9, 21, 0, 33, 0
1, Run: 061, F, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0
1, Run: 062, F, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0
1, Run: 063, F, 0, 0, 0, 0, 0, 35, 9, 35, 0, 19, 0
1, Run: 064, F, 0, 0, 0, 0, 0, 28, 9, 28, 0, 26, 0
1, Run: 065, F, 0, 0, 0, 0, 0, 29, 9, 29, 0, 25, 0
1, Run: 066, F, 0, 0, 0, 0, 0, 45, 9, 45, 0, 9, 0
1, Run: 067, F, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0
