Input Number, Run_Number, Result@ 100, ANuAOX1, ar, AGuAIX1, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 17, 9, 0, 0, 9, 0, 0, 6, 2, 7, 3, 1, 1, 18, 0, 0, 2, 0, 3, 1, 1, 1, 0, 9, 0, 0, 20, 3, 21, 4, 1, 0, 0, 15, 0, 22, 8, 23, 9, 1, 15, 3, 0, 3, 6, 2, 7, 3, 1, 1, 1, 1, 1, 2, 0, 17, 0, 18, 1, 0, 0, 0, 0, 0, 0, 0, 7, 2, 1, 4, 2, 1, 7, 0, 0, 36, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 17, 8, 0, 1, 8, 0, 1, 10, 2, 13, 5, 1, 1, 17, 1, 0, 1, 0, 3, 1, 1, 1, 0, 8, 0, 0, 0, 0, 1, 1, 1, 1, 1, 6, 0, 2, 0, 4, 1, 1, 18, 0, 0, 16, 2, 5, 17, 6, 1, 1, 1, 1, 1, 4, 0, 8, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 1, 4, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 18, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 9, 0, 0, 0, 0, 1, 1, 2, 1, 15, 2, 1, 68, 13, 71, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 031, P, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 14, 8, 0, 0, 6, 1, 0, 4, 2, 6, 3, 1, 1, 12, 3, 0, 14, 1, 18, 2, 1, 1, 0, 7, 0, 0, 15, 8, 16, 9, 1, 1, 0, 1, 0, 16, 2, 17, 3, 1, 12, 3, 0, 35, 1, 9, 39, 10, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 22, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 22, 1, 1, 5, 0, 0, 7, 5, 10, 1, 7, 1
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 9, 0, 0, 14, 5, 15, 6, 2, 1, 16, 2, 0, 23, 5, 26, 6, 1, 1, 0, 9, 0, 0, 1, 1, 2, 2, 1, 0, 0, 22, 0, 5, 0, 6, 1, 1, 17, 1, 0, 11, 6, 1, 13, 2, 1, 1, 1, 1, 1, 2, 1, 25, 0, 29, 2, 0, 0, 0, 0, 0, 0, 0, 7, 9, 6, 13, 7, 1, 6, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 8, 1, 0, 17, 2, 20, 3, 3, 1, 16, 2, 0, 12, 0, 15, 1, 1, 1, 0, 8, 1, 0, 14, 3, 16, 4, 1, 0, 0, 1, 0, 30, 7, 31, 8, 1, 17, 1, 0, 19, 2, 6, 21, 7, 1, 1, 1, 1, 1, 1, 1, 5, 1, 24, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 6, 1, 0, 6, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 18, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 2, 2, 3, 2, 1, 0, 18, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 7, 2, 0, 8, 7, 11, 8, 0, 1, 15, 2, 1, 23, 6, 27, 8, 1, 1, 0, 9, 0, 0, 11, 3, 12, 4, 1, 0, 0, 27, 0, 8, 2, 8, 2, 0, 17, 1, 0, 5, 4, 2, 7, 3, 1, 1, 1, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 17, 6, 3, 0, 7, 2, 0, 4, 0, 10, 1, 1, 1, 13, 5, 0, 30, 7, 36, 8, 1, 1, 0, 8, 1, 0, 12, 0, 14, 1, 1, 0, 0, 2, 0, 4, 0, 5, 1, 1, 18, 0, 0, 4, 0, 3, 5, 4, 1, 1, 1, 1, 1, 6, 0, 4, 0, 22, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, 1, 3, 0, 0, 31, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 7, 2, 0, 10, 2, 14, 3, 1, 1, 15, 2, 1, 17, 3, 21, 5, 1, 1, 0, 9, 0, 0, 8, 3, 9, 4, 1, 0, 0, 43, 0, 1, 0, 1, 0, 0, 17, 0, 1, 1, 8, 0, 3, 2, 1, 1, 1, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 22, 4, 24, 5, 1, 1, 15, 3, 0, 17, 10, 21, 11, 1, 1, 0, 9, 0, 0, 16, 5, 17, 6, 1, 0, 0, 4, 0, 10, 2, 11, 3, 1, 17, 1, 0, 12, 1, 1, 14, 2, 1, 1, 1, 1, 1, 5, 0, 6, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 2, 11, 3, 1, 4, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 15, 9, 0, 0, 9, 0, 0, 1, 2, 2, 3, 3, 1, 18, 0, 0, 14, 3, 15, 4, 1, 1, 0, 9, 0, 0, 17, 4, 18, 5, 1, 0, 0, 6, 0, 11, 6, 12, 7, 1, 17, 1, 0, 15, 2, 0, 17, 1, 1, 1, 1, 1, 1, 1, 1, 10, 0, 26, 4, 1, 0, 0, 0, 0, 0, 0, 3, 4, 0, 11, 2, 1, 7, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 0, 0, 8, 1, 0, 4, 3, 6, 4, 0, 1, 17, 0, 1, 9, 4, 11, 6, 1, 1, 0, 9, 0, 0, 9, 3, 10, 4, 1, 0, 0, 16, 0, 26, 5, 26, 5, 0, 17, 0, 1, 7, 4, 2, 9, 4, 1, 1, 1, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 8, 1, 0, 32, 7, 35, 8, 0, 1, 17, 0, 1, 16, 4, 18, 6, 1, 1, 1, 9, 0, 0, 13, 2, 14, 3, 1, 0, 0, 28, 0, 14, 5, 14, 5, 0, 16, 2, 0, 11, 7, 3, 14, 4, 1, 1, 1, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 17, 7, 1, 1, 8, 0, 1, 4, 0, 8, 3, 1, 1, 17, 1, 0, 8, 2, 10, 3, 1, 1, 0, 9, 0, 0, 24, 7, 25, 8, 1, 0, 0, 17, 0, 4, 2, 5, 3, 1, 16, 2, 0, 20, 0, 6, 23, 7, 1, 1, 1, 1, 1, 4, 0, 19, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 9, 1, 1, 5, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 2, 0, 8, 1, 0, 4, 0, 8, 1, 2, 1, 15, 3, 0, 28, 5, 32, 6, 1, 1, 1, 9, 0, 0, 25, 3, 26, 4, 1, 0, 0, 1, 0, 5, 1, 5, 1, 0, 16, 2, 0, 10, 1, 2, 13, 3, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 044, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 14, 2, 16, 3, 1, 1, 17, 1, 0, 11, 0, 13, 1, 1, 1, 0, 9, 0, 0, 0, 3, 1, 4, 1, 0, 0, 20, 0, 3, 0, 4, 1, 1, 15, 3, 0, 24, 1, 11, 28, 12, 1, 1, 1, 1, 1, 5, 1, 22, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 2, 9, 2, 12, 2, 0, 3, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 16, 6, 18, 7, 1, 1, 16, 2, 0, 3, 1, 6, 2, 1, 1, 0, 9, 0, 0, 5, 1, 6, 2, 1, 0, 0, 29, 0, 0, 0, 1, 1, 1, 17, 1, 0, 2, 8, 0, 4, 1, 1, 1, 1, 1, 1, 7, 0, 31, 0, 31, 2, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 10, 1, 1, 2, 0, 0, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 0, 0, 6, 2, 1, 4, 3, 8, 5, 3, 1, 17, 1, 0, 26, 5, 28, 6, 1, 1, 0, 9, 0, 0, 3, 2, 4, 3, 1, 0, 0, 16, 0, 20, 3, 21, 4, 1, 15, 3, 0, 3, 1, 1, 7, 2, 1, 1, 1, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 9, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 16, 3, 18, 4, 2, 1, 16, 1, 1, 4, 3, 7, 5, 1, 1, 0, 9, 0, 0, 60, 11, 60, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 17, 1, 0, 2, 0, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 18, 8, 1, 0, 9, 0, 0, 19, 4, 21, 5, 0, 1, 17, 1, 0, 9, 2, 11, 3, 1, 1, 0, 9, 0, 0, 8, 3, 9, 4, 1, 0, 0, 2, 0, 12, 5, 13, 6, 1, 16, 2, 0, 5, 0, 0, 8, 1, 1, 1, 1, 1, 1, 3, 0, 3, 0, 23, 2, 0, 0, 0, 0, 0, 0, 0, 1, 16, 2, 19, 3, 1, 6, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 16, 9, 0, 0, 8, 1, 0, 2, 0, 4, 1, 2, 1, 17, 1, 0, 11, 2, 13, 3, 1, 1, 0, 7, 2, 0, 2, 2, 5, 3, 1, 0, 0, 2, 0, 14, 5, 15, 6, 1, 16, 2, 0, 3, 0, 0, 6, 1, 1, 1, 1, 1, 1, 7, 0, 5, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 2, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 15, 8, 1, 0, 8, 1, 0, 10, 3, 13, 4, 3, 1, 16, 1, 1, 6, 2, 9, 4, 1, 1, 0, 8, 1, 0, 12, 6, 14, 7, 1, 0, 0, 28, 0, 9, 2, 10, 3, 1, 14, 4, 0, 8, 6, 2, 13, 3, 1, 1, 1, 1, 1, 4, 0, 32, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 7, 7, 4, 8, 4, 0, 5, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 1, 0, 0, 0, 55, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 0, 0, 8, 1, 0, 31, 4, 33, 5, 1, 1, 16, 2, 0, 25, 8, 28, 9, 1, 1, 0, 9, 0, 0, 15, 2, 16, 3, 1, 0, 0, 11, 0, 8, 1, 8, 1, 0, 15, 3, 0, 34, 1, 11, 38, 12, 1, 1, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 17, 8, 1, 0, 9, 0, 0, 2, 0, 4, 1, 0, 1, 18, 0, 0, 20, 6, 21, 7, 1, 1, 1, 7, 2, 0, 2, 0, 5, 1, 1, 0, 0, 4, 0, 20, 7, 21, 8, 1, 15, 3, 0, 10, 4, 4, 14, 5, 1, 1, 1, 1, 1, 4, 0, 6, 0, 34, 1, 0, 0, 0, 0, 0, 0, 0, 6, 18, 5, 19, 5, 0, 5, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 053, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 9, 0, 0, 0, 0, 0, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 33, 10, 35, 11, 1, 1, 17, 1, 0, 19, 1, 21, 2, 1, 1, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 14, 2, 0, 0, 12, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 054, P, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 1, 0, 0, 0, 18, 7, 2, 0, 8, 0, 0, 0, 1, 3, 2, 0, 1, 18, 0, 0, 7, 0, 8, 1, 1, 1, 0, 9, 0, 0, 12, 2, 13, 3, 1, 0, 0, 12, 0, 9, 2, 10, 3, 1, 14, 4, 0, 36, 2, 8, 41, 9, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 33, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 20, 2, 0, 4, 0, 0, 17, 4, 20, 1, 4, 0
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 8, 1, 0, 9, 3, 12, 4, 1, 1, 17, 1, 0, 32, 8, 34, 9, 1, 1, 1, 8, 1, 0, 2, 0, 4, 1, 1, 0, 0, 7, 0, 14, 4, 15, 5, 1, 18, 0, 0, 15, 4, 4, 16, 5, 1, 1, 1, 1, 1, 5, 0, 10, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 6, 8, 1, 9, 1, 0, 4, 0, 0, 26, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-1, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 16, 8, 1, 0, 9, 0, 0, 44, 9, 46, 10, 2, 1, 16, 1, 1, 21, 7, 24, 9, 1, 1, 0, 9, 0, 0, 3, 1, 4, 2, 1, 0, 0, 1, 0, 29, 4, 30, 5, 1, 16, 1, 1, 11, 2, 10, 14, 12, 1, 1, 1, 1, 1, 5, 1, 4, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 2, 7, 2, 0, 3, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
