Input Number, Run_Number, Result@ 100, X, Y, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 001, F, 1, 0, 1, 108, 20, 25, 71, 76, 39
INVAR-1, Run: 002, F, 1, 0, 1, 103, 21, 26, 63, 75, 34
INVAR-1, Run: 003, F, 1, 0, 0, 119, 20, 25, 82, 87, 40
INVAR-1, Run: 004, F, 1, 0, 0, 95, 20, 25, 58, 55, 48
INVAR-1, Run: 005, F, 1, 0, 1, 103, 20, 25, 66, 81, 29
INVAR-1, Run: 006, F, 1, 0, 0, 118, 20, 25, 81, 82, 44
INVAR-1, Run: 007, F, 1, 0, 1, 105, 19, 24, 71, 80, 33
INVAR-1, Run: 008, F, 2, 1, 0, 96, 21, 26, 55, 73, 29
INVAR-1, Run: 009, F, 0, 2, 1, 101, 17, 21, 74, 79, 32
INVAR-1, Run: 010, F, 2, 1, 1, 97, 15, 20, 74, 81, 27
INVAR-1, Run: 011, F, 1, 0, 0, 96, 23, 28, 50, 70, 31
INVAR-1, Run: 012, F, 1, 0, 0, 103, 17, 22, 75, 88, 26
INVAR-1, Run: 013, F, 0, 2, 1, 112, 17, 21, 85, 84, 38
INVAR-1, Run: 014, F, 2, 1, 1, 90, 18, 23, 58, 70, 28
INVAR-1, Run: 015, F, 0, 2, 0, 108, 18, 22, 78, 85, 33
INVAR-1, Run: 016, F, 1, 0, 2, 86, 16, 21, 61, 71, 25
INVAR-1, Run: 017, F, 0, 2, 0, 99, 15, 19, 78, 86, 26
INVAR-1, Run: 018, F, 2, 1, 0, 103, 20, 25, 65, 63, 47
INVAR-1, Run: 019, F, 1, 0, 1, 108, 25, 30, 56, 80, 30
INVAR-1, Run: 020, F, 2, 1, 0, 112, 22, 27, 68, 80, 37
INVAR-1, Run: 021, F, 1, 0, 1, 98, 18, 23, 67, 73, 34
INVAR-1, Run: 022, F, 1, 0, 2, 89, 19, 24, 55, 56, 40
INVAR-1, Run: 023, F, 2, 1, 1, 127, 29, 34, 62, 70, 54
INVAR-1, Run: 024, F, 0, 2, 0, 115, 22, 26, 73, 79, 42
INVAR-1, Run: 025, F, 1, 0, 2, 92, 18, 23, 61, 65, 35
INVAR-1, Run: 026, F, 1, 0, 0, 93, 20, 25, 56, 62, 39
INVAR-1, Run: 027, F, 1, 0, 1, 95, 18, 23, 64, 68, 36
INVAR-1, Run: 028, F, 2, 1, 0, 104, 19, 24, 69, 82, 30
INVAR-1, Run: 029, F, 1, 3, 1, 126, 24, 28, 77, 85, 43
INVAR-1, Run: 030, F, 1, 0, 1, 68, 15, 20, 46, 53, 27
INVAR-1, Run: 031, F, 0, 2, 1, 110, 20, 24, 74, 83, 34
INVAR-1, Run: 032, F, 2, 1, 0, 93, 20, 25, 55, 73, 27
INVAR-1, Run: 033, F, 1, 0, 3, 85, 18, 23, 54, 60, 32
INVAR-1, Run: 034, F, 1, 0, 1, 99, 20, 25, 62, 76, 30
INVAR-1, Run: 035, F, 1, 0, 1, 104, 19, 24, 70, 76, 36
INVAR-1, Run: 036, F, 1, 0, 1, 96, 20, 25, 59, 69, 34
INVAR-1, Run: 037, F, 2, 1, 2, 109, 22, 27, 65, 76, 36
INVAR-1, Run: 038, F, 1, 0, 0, 89, 20, 25, 52, 58, 39
INVAR-1, Run: 039, F, 1, 0, 0, 89, 14, 19, 70, 79, 24
INVAR-1, Run: 040, F, 1, 0, 0, 90, 20, 25, 53, 66, 32
INVAR-1, Run: 041, F, 2, 1, 0, 100, 19, 24, 65, 85, 23
INVAR-1, Run: 042, F, 1, 0, 2, 87, 19, 24, 53, 59, 35
INVAR-1, Run: 043, F, 1, 0, 1, 94, 17, 22, 66, 76, 28
INVAR-1, Run: 044, F, 2, 1, 1, 103, 17, 22, 74, 84, 28
INVAR-1, Run: 045, F, 0, 2, 0, 112, 25, 29, 61, 72, 43
INVAR-1, Run: 046, F, 1, 0, 0, 101, 18, 23, 70, 76, 35
INVAR-1, Run: 047, F, 1, 0, 1, 101, 18, 23, 70, 74, 36
INVAR-1, Run: 048, F, 1, 0, 0, 96, 18, 23, 65, 71, 35
INVAR-1, Run: 049, F, 1, 0, 0, 99, 17, 22, 71, 80, 30
INVAR-1, Run: 050, F, 1, 0, 2, 90, 17, 22, 62, 67, 32
INVAR-1, Run: 051, F, 1, 0, 0, 94, 16, 21, 69, 74, 32
INVAR-1, Run: 052, F, 2, 1, 0, 113, 17, 22, 84, 84, 39
INVAR-1, Run: 053, F, 2, 1, 0, 110, 18, 23, 78, 78, 41
INVAR-1, Run: 054, F, 0, 2, 0, 104, 20, 24, 68, 81, 31
INVAR-1, Run: 055, F, 1, 0, 1, 104, 19, 24, 70, 77, 35
INVAR-1, Run: 056, F, 1, 0, 1, 114, 20, 25, 77, 80, 41
INVAR-1, Run: 057, F, 0, 2, 2, 108, 25, 29, 57, 67, 42
INVAR-1, Run: 058, F, 0, 2, 1, 115, 22, 26, 73, 93, 27
INVAR-1, Run: 059, F, 1, 0, 0, 117, 23, 28, 71, 84, 38
INVAR-1, Run: 060, F, 2, 1, 1, 99, 16, 21, 73, 77, 32
INVAR-1, Run: 061, F, 0, 2, 1, 93, 16, 20, 69, 72, 32
INVAR-1, Run: 062, F, 1, 0, 0, 104, 21, 26, 64, 71, 40
INVAR-1, Run: 063, F, 2, 1, 0, 90, 16, 21, 64, 66, 35
INVAR-1, Run: 064, F, 1, 0, 1, 92, 19, 24, 58, 66, 34
INVAR-1, Run: 065, F, 1, 0, 1, 96, 17, 22, 68, 68, 38
INVAR-1, Run: 066, F, 1, 0, 1, 102, 22, 27, 59, 63, 44
INVAR-1, Run: 067, F, 2, 1, 1, 105, 18, 23, 73, 87, 26
INVAR-1, Run: 068, F, 0, 2, 0, 129, 27, 31, 72, 85, 45
INVAR-1, Run: 069, F, 1, 0, 2, 101, 19, 24, 67, 73, 35
INVAR-1, Run: 070, F, 1, 0, 0, 118, 17, 22, 90, 100, 29
INVAR-1, Run: 071, F, 2, 1, 2, 101, 23, 28, 54, 64, 39
INVAR-1, Run: 072, F, 2, 1, 1, 120, 23, 28, 73, 89, 34
INVAR-1, Run: 073, F, 1, 0, 1, 86, 17, 22, 58, 74, 22
INVAR-1, Run: 074, F, 1, 0, 0, 114, 23, 28, 68, 82, 37
INVAR-1, Run: 075, F, 1, 0, 1, 94, 13, 18, 78, 76, 32
INVAR-1, Run: 076, F, 0, 2, 0, 91, 19, 23, 58, 59, 41
INVAR-1, Run: 077, F, 1, 0, 1, 98, 22, 27, 55, 67, 36
INVAR-1, Run: 078, F, 1, 0, 0, 99, 22, 27, 56, 60, 45
INVAR-1, Run: 079, F, 1, 0, 1, 92, 20, 25, 55, 59, 40
INVAR-1, Run: 080, F, 0, 2, 0, 88, 16, 20, 64, 73, 27
INVAR-1, Run: 081, F, 0, 2, 1, 93, 21, 25, 54, 66, 33
INVAR-1, Run: 082, F, 1, 3, 0, 110, 22, 26, 67, 76, 39
INVAR-1, Run: 083, F, 0, 2, 0, 117, 25, 29, 66, 74, 46
INVAR-1, Run: 084, F, 1, 0, 1, 97, 20, 25, 60, 58, 46
INVAR-1, Run: 085, F, 1, 0, 1, 95, 14, 19, 76, 82, 26
INVAR-1, Run: 086, F, 1, 0, 2, 90, 16, 21, 65, 65, 35
INVAR-1, Run: 087, F, 2, 1, 0, 105, 20, 25, 67, 72, 40
INVAR-1, Run: 088, F, 0, 2, 1, 86, 21, 25, 47, 52, 40
INVAR-1, Run: 089, F, 1, 0, 4, 111, 24, 29, 62, 71, 40
INVAR-1, Run: 090, F, 0, 2, 2, 90, 20, 24, 54, 52, 44
INVAR-1, Run: 091, F, 2, 1, 0, 102, 20, 25, 64, 80, 29
INVAR-1, Run: 092, F, 0, 2, 1, 120, 23, 27, 75, 93, 31
INVAR-1, Run: 093, F, 2, 1, 2, 94, 22, 27, 50, 59, 38
INVAR-1, Run: 094, F, 1, 0, 1, 96, 19, 24, 62, 63, 41
INVAR-1, Run: 095, F, 1, 0, 0, 90, 15, 20, 68, 75, 28
INVAR-1, Run: 096, F, 0, 2, 2, 92, 20, 24, 56, 71, 27
INVAR-1, Run: 097, F, 2, 1, 1, 97, 17, 22, 68, 80, 26
INVAR-1, Run: 098, F, 2, 1, 0, 92, 15, 20, 69, 78, 26
INVAR-1, Run: 099, F, 2, 1, 0, 95, 18, 23, 63, 70, 34
INVAR-1, Run: 100, F, 3, 2, 0, 133, 27, 32, 73, 83, 49
INVAR-10, Run: 001, F, 0, 2, 0, 93, 25, 27, 60, 76, 36
INVAR-10, Run: 002, F, 1, 0, 2, 102, 25, 28, 68, 70, 49
INVAR-10, Run: 003, F, 3, 2, 1, 98, 22, 25, 71, 84, 33
INVAR-10, Run: 004, F, 2, 1, 1, 115, 30, 33, 65, 87, 40
INVAR-10, Run: 005, F, 1, 0, 1, 109, 27, 30, 69, 85, 40
INVAR-10, Run: 006, F, 0, 2, 0, 77, 25, 27, 44, 48, 48
INVAR-10, Run: 007, F, 0, 2, 0, 100, 26, 28, 64, 78, 40
INVAR-10, Run: 008, F, 2, 1, 0, 87, 24, 27, 55, 71, 35
INVAR-10, Run: 009, F, 1, 0, 0, 109, 28, 31, 66, 57, 68
INVAR-10, Run: 010, F, 2, 1, 0, 87, 19, 22, 70, 87, 24
INVAR-10, Run: 011, F, 0, 2, 0, 108, 28, 30, 66, 71, 53
INVAR-10, Run: 012, F, 1, 0, 0, 107, 28, 31, 64, 74, 49
INVAR-10, Run: 013, F, 1, 0, 1, 111, 27, 30, 71, 83, 44
INVAR-10, Run: 014, F, 0, 2, 0, 121, 26, 28, 85, 100, 39
INVAR-10, Run: 015, F, 1, 0, 2, 99, 24, 27, 68, 72, 45
INVAR-10, Run: 016, F, 1, 0, 1, 101, 27, 30, 61, 77, 40
INVAR-10, Run: 017, F, 1, 0, 1, 94, 23, 26, 66, 83, 31
INVAR-10, Run: 018, F, 1, 0, 0, 98, 27, 30, 58, 74, 41
INVAR-10, Run: 019, F, 0, 2, 1, 108, 28, 30, 66, 85, 38
INVAR-10, Run: 020, F, 1, 0, 0, 108, 23, 26, 80, 90, 39
