Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L4, T4, L1, L5, Y, T2, T3, T5, T6, R, U, L2, D, L3
INVAR-1, Run: 082, F, 0, 10, 0, 0, 0, 0, 1, 0, 0, 107, 0, 0, 1, 1, 1, 6, 0, 47, 0
INVAR-1, Run: 083, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 084, F, 0, 10, 0, 0, 2, 0, 0, 0, 0, 108, 0, 0, 0, 1, 1, 6, 0, 47, 0
INVAR-1, Run: 085, F, 0, 0, 0, 10, 0, 0, 0, 0, 0, 109, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 086, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 1, 1, 1, 6, 0, 48, 0
INVAR-1, Run: 087, P, 10, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 088, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 089, F, 0, 10, 0, 0, 0, 0, 2, 0, 0, 108, 1, 0, 1, 1, 1, 6, 0, 45, 0
INVAR-1, Run: 090, F, 0, 10, 0, 0, 1, 0, 1, 0, 0, 110, 3, 0, 1, 2, 1, 6, 0, 42, 0
INVAR-1, Run: 091, F, 0, 10, 0, 0, 1, 0, 0, 0, 0, 109, 0, 0, 1, 1, 1, 6, 0, 47, 0
INVAR-1, Run: 092, F, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 093, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-1, Run: 094, F, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 2, 0, 0, 0, 1, 6, 0, 47, 0
INVAR-1, Run: 095, F, 0, 10, 0, 0, 0, 0, 1, 0, 0, 109, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-1, Run: 096, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 097, F, 0, 10, 0, 0, 1, 0, 0, 0, 0, 108, 0, 0, 1, 1, 1, 6, 0, 47, 0
INVAR-1, Run: 098, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-1, Run: 099, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-1, Run: 100, F, 0, 10, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 001, F, 100, 0, 0, 0, 1, 0, 0, 0, 0, 279, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 002, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 1, 0, 1, 1, 6, 0, 48, 0
INVAR-2, Run: 003, F, 0, 0, 0, 100, 0, 0, 2, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 004, F, 100, 0, 0, 0, 1, 0, 0, 0, 0, 185, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 005, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 006, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 331, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 007, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 008, F, 100, 0, 0, 0, 1, 0, 0, 0, 0, 229, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 009, F, 0, 0, 0, 100, 1, 0, 1, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 010, F, 0, 100, 0, 0, 1, 0, 0, 0, 0, 220, 0, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 011, F, 0, 0, 0, 100, 1, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 012, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 013, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 277, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 014, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 255, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 015, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 016, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 1, 1, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 017, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 214, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 018, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 019, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 306, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 020, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 021, F, 0, 0, 0, 100, 0, 0, 1, 0, 0, 220, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 022, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 023, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 024, F, 0, 100, 0, 0, 1, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 025, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 026, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 027, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 218, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 028, F, 0, 0, 0, 100, 0, 0, 1, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 029, F, 0, 0, 0, 100, 3, 0, 0, 0, 0, 176, 0, 1, 0, 1, 1, 6, 0, 45, 0
INVAR-2, Run: 030, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 031, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 289, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 032, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 033, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 2, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 034, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 035, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 036, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 037, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 038, F, 0, 100, 0, 0, 0, 0, 1, 0, 0, 231, 1, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 039, F, 100, 0, 0, 0, 1, 0, 2, 0, 0, 221, 0, 1, 2, 1, 1, 6, 0, 43, 0
INVAR-2, Run: 040, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 041, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 042, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 043, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 254, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 044, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 045, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 046, F, 0, 100, 0, 0, 0, 0, 1, 0, 0, 223, 0, 0, 0, 1, 1, 6, 0, 48, 0
INVAR-2, Run: 047, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 048, F, 0, 100, 0, 0, 2, 0, 0, 0, 0, 176, 0, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 049, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-2, Run: 050, F, 100, 0, 0, 0, 1, 0, 1, 0, 0, 271, 0, 2, 0, 0, 1, 6, 0, 46, 0
INVAR-2, Run: 051, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 325, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 052, F, 0, 100, 0, 0, 0, 0, 1, 0, 0, 233, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 053, F, 0, 0, 0, 100, 1, 0, 1, 0, 0, 178, 0, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 054, F, 0, 0, 0, 100, 0, 0, 1, 0, 0, 178, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 055, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 181, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 056, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 057, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 058, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 0, 0, 2, 1, 6, 0, 48, 0
INVAR-2, Run: 059, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 060, F, 0, 0, 0, 100, 0, 0, 2, 0, 0, 178, 1, 1, 0, 0, 1, 6, 0, 46, 0
INVAR-2, Run: 061, F, 100, 0, 0, 0, 1, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 062, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 213, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 063, F, 0, 100, 0, 0, 1, 0, 0, 0, 0, 214, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 064, F, 0, 0, 0, 100, 1, 0, 1, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 065, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 293, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 066, F, 0, 0, 0, 100, 1, 0, 0, 0, 0, 221, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 067, F, 0, 0, 0, 100, 1, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 068, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 069, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 267, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 070, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 261, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 071, F, 0, 100, 0, 0, 1, 0, 0, 0, 0, 219, 0, 1, 0, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 072, F, 0, 100, 0, 0, 0, 0, 1, 0, 0, 178, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 073, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 074, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 277, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 075, F, 0, 0, 0, 100, 0, 0, 1, 0, 0, 181, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 076, F, 0, 0, 0, 100, 0, 0, 1, 0, 0, 175, 1, 0, 1, 0, 1, 6, 0, 47, 0
INVAR-2, Run: 077, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 180, 1, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-2, Run: 078, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 079, F, 0, 0, 0, 100, 1, 0, 0, 0, 0, 216, 0, 0, 1, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 080, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 081, F, 0, 0, 0, 100, 0, 0, 1, 0, 0, 177, 0, 1, 0, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 082, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 083, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 084, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 250, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 085, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 086, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 245, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 087, F, 100, 0, 0, 0, 1, 0, 0, 0, 0, 257, 1, 1, 1, 0, 1, 6, 0, 46, 0
INVAR-2, Run: 088, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 089, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 225, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 090, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 179, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 091, F, 0, 0, 0, 100, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 092, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 1, 0, 0, 1, 6, 0, 49, 0
