Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L4, T4, L1, L5, Y, T2, T3, T5, T6, R, U, L2, D, L3
INVAR-2, Run: 093, F, 0, 0, 0, 100, 1, 0, 0, 0, 0, 175, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 094, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 334, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 095, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 405, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 096, F, 100, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 1, 1, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 097, F, 0, 0, 0, 100, 2, 0, 1, 0, 0, 178, 1, 2, 0, 0, 1, 6, 0, 44, 0
INVAR-2, Run: 098, F, 0, 0, 0, 100, 2, 0, 1, 0, 0, 176, 0, 0, 2, 0, 1, 6, 0, 45, 0
INVAR-2, Run: 099, F, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 100, F, 100, 0, 0, 0, 2, 0, 0, 0, 0, 179, 1, 0, 0, 1, 1, 6, 0, 46, 0
INVAR-3, Run: 001, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 413, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 002, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 003, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 420, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 004, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 497, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 005, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 342, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 006, F, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 487, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 007, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 434, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 008, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 009, F, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 421, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 010, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 011, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 424, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 012, F, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 387, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 013, F, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 443, 0, 0, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 014, F, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 397, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 015, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 342, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 016, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 454, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 017, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 018, F, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 532, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 019, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 363, 0, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 020, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 021, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 399, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 022, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 468, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 023, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 320, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 024, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 025, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 391, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 026, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 389, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 027, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 408, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 028, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 399, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 029, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 550, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 030, F, 0, 0, 0, 1000, 1, 0, 1, 0, 0, 364, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 031, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 032, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 416, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 033, F, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 034, F, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 412, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 035, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 477, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 036, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 431, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 037, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 434, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 038, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 039, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 376, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 040, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 041, F, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 435, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 042, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 043, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 525, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 044, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 446, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 045, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 404, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 046, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 431, 1, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 047, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 048, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 049, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 522, 1, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 050, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 1, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 051, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 052, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 406, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 053, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 378, 0, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 054, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 344, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 055, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 428, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 056, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 057, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 354, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 058, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 468, 1, 2, 0, 0, 1, 6, 0, 47, 0
INVAR-3, Run: 059, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 060, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 417, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 061, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 555, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 062, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 506, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 063, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 064, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 333, 1, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 065, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 418, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 066, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 376, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 067, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 355, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 068, F, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 329, 1, 1, 0, 0, 1, 6, 0, 47, 0
INVAR-3, Run: 069, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 070, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 378, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 071, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 1, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 072, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 382, 1, 0, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 073, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 328, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 074, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 416, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 075, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 400, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 076, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 457, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 077, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 348, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 078, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 079, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 423, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 080, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 441, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 081, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 381, 0, 1, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 082, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 083, F, 0, 0, 0, 1000, 1, 0, 0, 0, 0, 485, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 084, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 398, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 085, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 436, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 086, F, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 449, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 087, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 423, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 088, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 089, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 387, 1, 1, 0, 1, 1, 6, 0, 47, 0
INVAR-3, Run: 090, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 386, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 091, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 400, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 092, F, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 330, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 093, F, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 400, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 094, F, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 377, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 095, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 393, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 096, F, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 379, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 097, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 098, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 432, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 099, F, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 100, F, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 544, 0, 0, 0, 0, 1, 6, 0, 50, 0
