Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B
INVAR-1, Run: 066, F, 0, 0, 0, 0, 0, 9, 0, 24, 1, 30, 0
INVAR-1, Run: 067, F, 0, 0, 0, 0, 0, 9, 0, 21, 1, 33, 0
INVAR-1, Run: 068, F, 0, 0, 0, 0, 0, 9, 0, 9, 1, 45, 0
INVAR-1, Run: 069, F, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0
INVAR-1, Run: 070, F, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 071, F, 0, 0, 0, 0, 0, 9, 0, 11, 1, 43, 0
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 9, 0, 28, 1, 26, 0
INVAR-1, Run: 073, F, 0, 0, 0, 0, 0, 9, 0, 16, 1, 38, 0
INVAR-1, Run: 074, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0
INVAR-1, Run: 075, F, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 076, F, 0, 0, 0, 0, 0, 9, 0, 33, 1, 21, 0
INVAR-1, Run: 077, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0
INVAR-1, Run: 079, F, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 080, F, 0, 0, 0, 0, 0, 9, 0, 7, 1, 47, 0
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 9, 0, 5, 1, 49, 0
INVAR-1, Run: 082, F, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 9, 0, 14, 1, 40, 0
INVAR-1, Run: 084, P, 0, 0, 0, 0, 0, 9, 0, 0, 1, 54, 0
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 9, 0, 26, 1, 28, 0
INVAR-1, Run: 086, F, 0, 0, 0, 0, 0, 9, 0, 19, 1, 35, 0
INVAR-1, Run: 087, F, 0, 0, 0, 0, 0, 9, 0, 37, 1, 17, 0
INVAR-1, Run: 088, F, 0, 0, 0, 0, 0, 9, 0, 4, 1, 50, 0
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 9, 0, 11, 1, 43, 0
INVAR-1, Run: 090, F, 0, 0, 0, 0, 0, 9, 0, 7, 1, 47, 0
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 092, F, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0
INVAR-1, Run: 093, F, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 094, F, 0, 0, 0, 0, 0, 9, 0, 6, 1, 48, 0
INVAR-1, Run: 095, F, 0, 0, 0, 0, 0, 9, 0, 10, 1, 44, 0
INVAR-1, Run: 096, F, 0, 0, 0, 0, 0, 9, 0, 14, 1, 40, 0
INVAR-1, Run: 097, F, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-1, Run: 098, F, 0, 0, 0, 0, 0, 9, 0, 15, 1, 39, 0
INVAR-1, Run: 099, F, 0, 0, 0, 0, 0, 9, 0, 12, 1, 42, 0
INVAR-1, Run: 100, F, 0, 0, 0, 0, 0, 9, 0, 2, 1, 52, 0
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 100, 0, 280, 1, 320, 0
INVAR-10, Run: 002, F, 0, 0, 0, 0, 0, 100, 0, 373, 1, 227, 0
INVAR-10, Run: 003, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 100, 0, 319, 1, 281, 0
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 100, 0, 307, 1, 293, 0
INVAR-10, Run: 006, F, 0, 0, 0, 0, 0, 100, 0, 69, 1, 531, 0
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 100, 0, 46, 1, 554, 0
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 100, 0, 64, 1, 536, 0
INVAR-10, Run: 009, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 100, 0, 416, 1, 184, 0
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 100, 0, 108, 1, 492, 0
INVAR-10, Run: 012, F, 0, 0, 0, 0, 0, 100, 0, 184, 1, 416, 0
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 100, 0, 160, 1, 440, 0
INVAR-10, Run: 014, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 015, F, 0, 0, 0, 0, 0, 100, 0, 40, 1, 560, 0
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 100, 0, 167, 1, 433, 0
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 100, 0, 188, 1, 412, 0
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 100, 0, 334, 1, 266, 0
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 100, 0, 169, 1, 431, 0
INVAR-10, Run: 020, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 021, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 022, F, 0, 0, 0, 0, 0, 100, 0, 2, 1, 598, 0
INVAR-10, Run: 023, F, 0, 0, 0, 0, 0, 100, 0, 147, 1, 453, 0
INVAR-10, Run: 024, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 100, 0, 421, 1, 179, 0
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 100, 0, 2, 1, 598, 0
INVAR-10, Run: 027, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 100, 0, 166, 1, 434, 0
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 100, 0, 88, 1, 512, 0
INVAR-10, Run: 030, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 031, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 100, 0, 26, 1, 574, 0
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 100, 0, 51, 1, 549, 0
INVAR-10, Run: 034, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 035, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 100, 0, 99, 1, 501, 0
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 100, 0, 110, 1, 490, 0
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 100, 0, 39, 1, 561, 0
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 100, 0, 133, 1, 467, 0
INVAR-10, Run: 040, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 100, 0, 159, 1, 441, 0
INVAR-10, Run: 042, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 100, 0, 37, 1, 563, 0
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 100, 0, 91, 1, 509, 0
INVAR-10, Run: 045, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 100, 0, 228, 1, 372, 0
INVAR-10, Run: 047, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 100, 0, 190, 1, 410, 0
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 100, 0, 344, 1, 256, 0
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 100, 0, 23, 1, 577, 0
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 100, 0, 45, 1, 555, 0
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 100, 0, 3, 1, 597, 0
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 100, 0, 46, 1, 554, 0
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 100, 0, 379, 1, 221, 0
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 100, 0, 486, 1, 114, 0
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 100, 0, 72, 1, 528, 0
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 100, 0, 109, 1, 491, 0
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 100, 0, 157, 1, 443, 0
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 100, 0, 250, 1, 350, 0
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 100, 0, 173, 1, 427, 0
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 100, 0, 254, 1, 346, 0
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 100, 0, 340, 1, 260, 0
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 100, 0, 103, 1, 497, 0
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 100, 0, 66, 1, 534, 0
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 100, 0, 304, 1, 296, 0
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 100, 0, 1, 1, 599, 0
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 100, 0, 5, 1, 595, 0
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 100, 0, 123, 1, 477, 0
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 100, 0, 25, 1, 575, 0
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 100, 0, 135, 1, 465, 0
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 100, 0, 136, 1, 464, 0
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 100, 0, 182, 1, 418, 0
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 100, 0, 32, 1, 568, 0
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 100, 0, 143, 1, 457, 0
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 100, 0, 170, 1, 430, 0
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 100, 0, 96, 1, 504, 0
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 100, 0, 119, 1, 481, 0
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 100, 0, 100, 1, 500, 0
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 100, 0, 73, 1, 527, 0
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 100, 0, 82, 1, 518, 0
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 100, 0, 265, 1, 335, 0
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 100, 0, 473, 1, 127, 0
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 100, 0, 50, 1, 550, 0
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 100, 0, 165, 1, 435, 0
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 100, 0, 0, 1, 600, 0
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 28, 0, 60, 1, 108, 0
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 28, 0, 3, 1, 165, 0
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 28, 0, 104, 1, 64, 0
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 28, 0, 14, 1, 154, 0
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 28, 0, 17, 1, 151, 0
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 28, 0, 45, 1, 123, 0
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 28, 0, 15, 1, 153, 0
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 28, 0, 26, 1, 142, 0
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 28, 0, 40, 1, 128, 0
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 28, 0, 6, 1, 162, 0
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 28, 0, 7, 1, 161, 0
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 28, 0, 24, 1, 144, 0
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 28, 0, 46, 1, 122, 0
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 28, 0, 39, 1, 129, 0
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 28, 0, 87, 1, 81, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 28, 0, 24, 1, 144, 0
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 28, 0, 9, 1, 159, 0
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 28, 0, 110, 1, 58, 0
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 28, 0, 95, 1, 73, 0
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 28, 0, 90, 1, 78, 0
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 28, 0, 37, 1, 131, 0
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 28, 0, 36, 1, 132, 0
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 28, 0, 54, 1, 114, 0
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 28, 0, 64, 1, 104, 0
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 28, 0, 7, 1, 161, 0
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 28, 0, 117, 1, 51, 0
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 28, 0, 129, 1, 39, 0
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 28, 0, 18, 1, 150, 0
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 28, 0, 67, 1, 101, 0
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 28, 0, 114, 1, 54, 0
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 28, 0, 53, 1, 115, 0
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 28, 0, 10, 1, 158, 0
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 28, 0, 39, 1, 129, 0
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 28, 0, 83, 1, 85, 0
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 28, 0, 69, 1, 99, 0
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 28, 0, 60, 1, 108, 0
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 28, 0, 111, 1, 57, 0
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 28, 0, 83, 1, 85, 0
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 28, 0, 45, 1, 123, 0
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 28, 0, 9, 1, 159, 0
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 28, 0, 28, 1, 140, 0
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 28, 0, 105, 1, 63, 0
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 28, 0, 63, 1, 105, 0
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 28, 0, 32, 1, 136, 0
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 28, 0, 2, 1, 166, 0
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 28, 0, 61, 1, 107, 0
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 28, 0, 11, 1, 157, 0
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 28, 0, 116, 1, 52, 0
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 28, 0, 47, 1, 121, 0
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 28, 0, 117, 1, 51, 0
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 28, 0, 64, 1, 104, 0
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 28, 0, 99, 1, 69, 0
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 28, 0, 32, 1, 136, 0
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 28, 0, 8, 1, 160, 0
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 28, 0, 119, 1, 49, 0
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 28, 0, 18, 1, 150, 0
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 28, 0, 5, 1, 163, 0
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 28, 0, 108, 1, 60, 0
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 28, 0, 12, 1, 156, 0
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 28, 0, 32, 1, 136, 0
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 28, 0, 33, 1, 135, 0
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 28, 0, 26, 1, 142, 0
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 28, 0, 44, 1, 124, 0
