Input Number, Run_Number, Result@ 100, X1, X2, U
INVAR-1, Run: 001, F, 57, 0, 0
INVAR-1, Run: 002, F, 53, 0, 0
INVAR-1, Run: 003, F, 54, 0, 0
INVAR-1, Run: 004, F, 89, 0, 0
INVAR-1, Run: 005, F, 62, 0, 0
INVAR-1, Run: 006, F, 55, 0, 0
INVAR-1, Run: 007, F, 58, 0, 0
INVAR-1, Run: 008, F, 69, 0, 0
INVAR-1, Run: 009, F, 175, 0, 0
INVAR-1, Run: 010, F, 63, 0, 0
INVAR-1, Run: 011, F, 55, 0, 0
INVAR-1, Run: 012, F, 58, 0, 0
INVAR-1, Run: 013, F, 67, 0, 0
INVAR-1, Run: 014, F, 75, 0, 0
INVAR-1, Run: 015, F, 65, 0, 0
INVAR-1, Run: 016, F, 53, 0, 0
INVAR-1, Run: 017, F, 76, 0, 0
INVAR-1, Run: 018, F, 58, 0, 0
INVAR-1, Run: 019, F, 64, 0, 0
INVAR-1, Run: 020, F, 62, 0, 0
INVAR-1, Run: 021, F, 68, 0, 0
INVAR-1, Run: 022, F, 0, 119, 0
INVAR-1, Run: 023, F, 76, 0, 0
INVAR-1, Run: 024, F, 57, 0, 0
INVAR-1, Run: 025, F, 0, 78, 0
INVAR-1, Run: 026, F, 58, 0, 0
INVAR-1, Run: 027, F, 115, 0, 0
INVAR-1, Run: 028, F, 83, 0, 0
INVAR-1, Run: 029, F, 56, 0, 0
INVAR-1, Run: 030, F, 0, 109, 0
INVAR-1, Run: 031, F, 61, 0, 0
INVAR-1, Run: 032, F, 0, 81, 0
INVAR-1, Run: 033, F, 58, 0, 0
INVAR-1, Run: 034, F, 87, 0, 0
INVAR-1, Run: 035, F, 96, 0, 0
INVAR-1, Run: 036, F, 56, 0, 0
INVAR-1, Run: 037, F, 98, 0, 0
INVAR-1, Run: 038, F, 63, 0, 0
INVAR-1, Run: 039, F, 72, 0, 0
INVAR-1, Run: 040, F, 59, 0, 0
INVAR-1, Run: 041, F, 65, 0, 0
INVAR-1, Run: 042, F, 55, 0, 0
INVAR-1, Run: 043, F, 72, 0, 0
INVAR-1, Run: 044, F, 58, 0, 0
INVAR-1, Run: 045, F, 66, 0, 0
INVAR-1, Run: 046, F, 61, 0, 0
INVAR-1, Run: 047, F, 56, 0, 0
INVAR-1, Run: 048, F, 64, 0, 0
INVAR-1, Run: 049, F, 57, 0, 0
INVAR-1, Run: 050, F, 55, 0, 0
INVAR-1, Run: 051, F, 56, 0, 0
INVAR-1, Run: 052, F, 65, 0, 0
INVAR-1, Run: 053, F, 54, 0, 0
