Input Number, Run_Number, Result@ 100, B, D, X1, H, M, PO, CE, Y, CO, PE, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 666, 3817, 82, 49, 32, 82, 164, 246, 749, 3817
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 696, 3849, 82, 46, 35, 82, 164, 246, 781, 3849
INVAR-3, Run: 026, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 673, 3496, 82, 51, 30, 82, 164, 246, 757, 3496
INVAR-3, Run: 027, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 643, 3822, 82, 48, 33, 82, 164, 246, 727, 3822
INVAR-3, Run: 028, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 614, 3521, 82, 57, 24, 82, 164, 246, 701, 3521
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 632, 3120, 82, 50, 31, 82, 164, 246, 721, 3120
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 667, 2845, 82, 41, 40, 82, 164, 246, 751, 2845
INVAR-3, Run: 031, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 552, 4265, 82, 56, 25, 82, 164, 246, 638, 4265
INVAR-3, Run: 032, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 753, 3381, 82, 52, 29, 82, 164, 246, 839, 3381
INVAR-3, Run: 033, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 642, 2996, 82, 49, 32, 82, 164, 246, 728, 2996
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 335, 3308, 82, 51, 30, 82, 164, 246, 423, 3308
INVAR-3, Run: 035, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 696, 4787, 82, 51, 30, 82, 164, 246, 781, 4787
INVAR-3, Run: 036, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 665, 4229, 82, 55, 26, 82, 164, 246, 754, 4229
INVAR-3, Run: 037, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 611, 3865, 82, 55, 26, 82, 164, 246, 700, 3865
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 0, 95, 95, 0, 1, 492, 13, 164, 906, 4267, 82, 50, 31, 82, 164, 246, 1001, 4267
INVAR-3, Run: 039, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 613, 3717, 82, 58, 23, 82, 164, 246, 698, 3717
INVAR-3, Run: 040, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 455, 2919, 82, 54, 27, 82, 164, 246, 540, 2919
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 709, 3978, 82, 45, 36, 82, 164, 246, 798, 3978
INVAR-3, Run: 042, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 671, 3023, 82, 54, 27, 82, 164, 246, 755, 3023
INVAR-3, Run: 043, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 693, 3555, 82, 45, 36, 82, 164, 246, 779, 3555
INVAR-3, Run: 044, P, 0, 0, 0, 0, 0, 0, 93, 93, 0, 1, 492, 11, 164, 784, 3706, 82, 49, 32, 82, 164, 246, 877, 3706
INVAR-3, Run: 045, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 508, 4156, 82, 50, 31, 82, 164, 246, 595, 4156
INVAR-3, Run: 046, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 763, 3724, 82, 57, 24, 82, 164, 246, 846, 3724
INVAR-3, Run: 047, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 656, 4172, 82, 57, 24, 82, 164, 246, 742, 4172
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 745, 3722, 82, 51, 30, 82, 164, 246, 833, 3722
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 619, 3867, 82, 47, 34, 82, 164, 246, 706, 3867
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 0, 90, 90, 0, 1, 492, 8, 164, 648, 4130, 82, 50, 31, 82, 164, 246, 738, 4130
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 586, 3339, 82, 50, 31, 82, 164, 246, 674, 3339
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 584, 3723, 82, 54, 27, 82, 164, 246, 673, 3723
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 456, 3882, 82, 63, 18, 82, 164, 246, 541, 3882
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 502, 3993, 82, 52, 29, 82, 164, 246, 590, 3993
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 675, 4241, 82, 55, 26, 82, 164, 246, 761, 4241
INVAR-3, Run: 056, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 670, 3225, 82, 48, 33, 82, 164, 246, 756, 3225
INVAR-3, Run: 057, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 531, 4515, 82, 57, 24, 82, 164, 246, 618, 4515
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 800, 3489, 82, 49, 32, 82, 164, 246, 884, 3489
INVAR-3, Run: 059, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 663, 3963, 82, 56, 25, 82, 164, 246, 751, 3963
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 702, 4091, 82, 47, 34, 82, 164, 246, 790, 4091
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 531, 3249, 82, 50, 31, 82, 164, 246, 616, 3249
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 568, 3786, 82, 54, 27, 82, 164, 246, 654, 3786
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 721, 4522, 82, 51, 30, 82, 164, 246, 805, 4522
INVAR-3, Run: 064, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 480, 3361, 82, 56, 25, 82, 164, 246, 563, 3361
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 620, 3634, 82, 58, 23, 82, 164, 246, 706, 3634
INVAR-3, Run: 066, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 667, 3901, 82, 50, 31, 82, 164, 246, 754, 3901
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 609, 3389, 82, 53, 28, 82, 164, 246, 695, 3389
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 620, 3720, 82, 50, 31, 82, 164, 246, 707, 3720
INVAR-3, Run: 069, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 660, 4314, 82, 51, 30, 82, 164, 246, 748, 4314
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 718, 4488, 82, 49, 32, 82, 164, 246, 804, 4488
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 739, 4045, 82, 52, 29, 82, 164, 246, 826, 4045
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 506, 2884, 82, 44, 37, 82, 164, 246, 589, 2884
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 445, 2389, 82, 50, 31, 82, 164, 246, 534, 2389
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 695, 4528, 82, 51, 30, 82, 164, 246, 782, 4528
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 794, 4673, 82, 50, 31, 82, 164, 246, 880, 4673
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 633, 3299, 82, 52, 29, 82, 164, 246, 717, 3299
INVAR-3, Run: 077, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 490, 3481, 82, 57, 24, 82, 164, 246, 573, 3481
INVAR-3, Run: 078, P, 0, 0, 0, 0, 0, 0, 88, 88, 0, 1, 492, 6, 164, 808, 3455, 82, 50, 31, 82, 164, 246, 896, 3455
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 643, 3946, 82, 52, 29, 82, 164, 246, 730, 3946
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 0, 90, 90, 0, 1, 492, 8, 164, 722, 3765, 82, 42, 39, 82, 164, 246, 812, 3765
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 481, 4303, 82, 57, 24, 82, 164, 246, 570, 4303
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 0, 91, 91, 0, 1, 492, 9, 164, 771, 3499, 82, 53, 28, 82, 164, 246, 862, 3499
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 754, 3983, 82, 46, 35, 82, 164, 246, 838, 3983
INVAR-3, Run: 084, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 523, 4496, 82, 58, 23, 82, 164, 246, 607, 4496
INVAR-3, Run: 085, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 660, 4242, 82, 51, 30, 82, 164, 246, 744, 4242
INVAR-3, Run: 086, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 739, 3931, 82, 62, 19, 82, 164, 246, 825, 3931
INVAR-3, Run: 087, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 626, 4140, 82, 66, 15, 82, 164, 246, 712, 4140
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 588, 3011, 82, 37, 44, 82, 164, 246, 673, 3011
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 0, 87, 87, 0, 1, 492, 5, 164, 708, 4085, 82, 46, 35, 82, 164, 246, 795, 4085
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 0, 84, 84, 0, 1, 492, 2, 164, 654, 3424, 82, 38, 43, 82, 164, 246, 738, 3424
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 0, 83, 83, 0, 1, 492, 1, 164, 643, 3508, 82, 47, 34, 82, 164, 246, 726, 3508
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 603, 3118, 82, 48, 33, 82, 164, 246, 688, 3118
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 484, 3640, 82, 61, 20, 82, 164, 246, 570, 3640
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 549, 3399, 82, 56, 25, 82, 164, 246, 635, 3399
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 90, 90, 0, 1, 492, 8, 164, 739, 2909, 82, 46, 35, 82, 164, 246, 829, 2909
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 654, 3441, 82, 49, 32, 82, 164, 246, 739, 3441
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 0, 89, 89, 0, 1, 492, 7, 164, 582, 3579, 82, 47, 34, 82, 164, 246, 671, 3579
INVAR-3, Run: 098, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 535, 3470, 82, 52, 29, 82, 164, 246, 621, 3470
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 0, 85, 85, 0, 1, 492, 3, 164, 577, 2868, 82, 49, 32, 82, 164, 246, 662, 2868
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 0, 86, 86, 0, 1, 492, 4, 164, 603, 3331, 82, 46, 35, 82, 164, 246, 689, 3331
INVAR-4, Run: 001, P, 1, 112, 0, 1, 0, 1, 0, 118, 118, 0, 0, 93, 39, 107, 416, 19, 16, 3, 19, 39, 58, 107, 534
INVAR-4, Run: 002, P, 1, 105, 0, 1, 0, 1, 0, 118, 118, 0, 0, 86, 39, 101, 470, 19, 13, 6, 19, 39, 58, 101, 588
INVAR-4, Run: 003, P, 1, 113, 0, 1, 0, 1, 0, 118, 118, 0, 0, 94, 39, 116, 444, 19, 13, 6, 19, 39, 58, 116, 562
INVAR-4, Run: 004, P, 1, 111, 0, 1, 0, 1, 0, 118, 118, 0, 0, 92, 39, 71, 320, 19, 10, 9, 19, 39, 58, 71, 438
INVAR-4, Run: 005, P, 1, 107, 0, 1, 0, 1, 0, 118, 118, 0, 0, 88, 39, 96, 437, 19, 13, 6, 19, 39, 58, 96, 555
INVAR-4, Run: 006, P, 1, 113, 0, 1, 0, 1, 0, 118, 118, 0, 0, 94, 39, 89, 387, 19, 12, 7, 19, 39, 58, 89, 505
INVAR-4, Run: 007, P, 1, 116, 0, 1, 0, 1, 0, 118, 118, 0, 0, 97, 39, 123, 524, 19, 11, 8, 19, 39, 58, 123, 642
INVAR-4, Run: 008, P, 1, 115, 0, 1, 0, 1, 0, 118, 118, 0, 0, 96, 39, 86, 457, 19, 12, 7, 19, 39, 58, 86, 575
INVAR-4, Run: 009, P, 1, 134, 0, 1, 0, 1, 0, 118, 118, 0, 0, 115, 39, 71, 457, 19, 15, 4, 19, 39, 58, 71, 575
INVAR-4, Run: 010, P, 1, 122, 0, 1, 0, 1, 0, 118, 118, 0, 0, 103, 39, 110, 536, 19, 16, 3, 19, 39, 58, 110, 654
INVAR-4, Run: 011, P, 1, 101, 0, 1, 0, 1, 0, 118, 118, 0, 0, 82, 39, 76, 339, 19, 17, 2, 19, 39, 58, 76, 457
INVAR-4, Run: 012, P, 1, 107, 0, 1, 0, 1, 0, 118, 118, 0, 0, 88, 39, 61, 353, 19, 14, 5, 19, 39, 58, 61, 471
INVAR-4, Run: 013, P, 1, 128, 0, 1, 0, 1, 0, 118, 118, 0, 0, 109, 39, 93, 440, 19, 14, 5, 19, 39, 58, 93, 558
INVAR-4, Run: 014, P, 1, 100, 0, 1, 0, 1, 0, 118, 118, 0, 0, 81, 39, 69, 348, 19, 14, 5, 19, 39, 58, 69, 466
INVAR-4, Run: 015, P, 1, 111, 0, 1, 0, 1, 0, 118, 118, 0, 0, 92, 39, 140, 598, 19, 11, 8, 19, 39, 58, 140, 716
INVAR-4, Run: 016, P, 1, 112, 0, 1, 0, 1, 0, 118, 118, 0, 0, 93, 39, 124, 595, 19, 13, 6, 19, 39, 58, 124, 713
INVAR-4, Run: 017, P, 1, 119, 0, 1, 0, 1, 0, 118, 118, 0, 0, 100, 39, 119, 474, 19, 11, 8, 19, 39, 58, 119, 592
INVAR-4, Run: 018, P, 1, 141, 0, 1, 0, 1, 0, 118, 118, 0, 0, 122, 39, 83, 499, 19, 12, 7, 19, 39, 58, 83, 617
INVAR-4, Run: 019, P, 1, 117, 0, 1, 0, 1, 0, 118, 118, 0, 0, 98, 39, 65, 322, 19, 11, 8, 19, 39, 58, 65, 440
INVAR-4, Run: 020, P, 1, 106, 0, 1, 0, 1, 0, 118, 118, 0, 0, 87, 39, 95, 560, 19, 10, 9, 19, 39, 58, 95, 678
INVAR-4, Run: 021, P, 1, 117, 0, 1, 0, 1, 0, 118, 118, 0, 0, 98, 39, 77, 300, 19, 13, 6, 19, 39, 58, 77, 418
INVAR-4, Run: 022, P, 1, 96, 0, 1, 0, 1, 0, 118, 118, 0, 0, 77, 39, 85, 328, 19, 13, 6, 19, 39, 58, 85, 446
INVAR-4, Run: 023, P, 1, 109, 0, 1, 0, 1, 0, 118, 118, 0, 0, 90, 39, 85, 469, 19, 14, 5, 19, 39, 58, 85, 587
INVAR-4, Run: 024, P, 1, 111, 0, 1, 0, 1, 0, 118, 118, 0, 0, 92, 39, 105, 492, 19, 15, 4, 19, 39, 58, 105, 610
INVAR-4, Run: 025, P, 1, 108, 0, 1, 0, 1, 0, 118, 118, 0, 0, 89, 39, 64, 232, 19, 8, 11, 19, 39, 58, 64, 350
INVAR-4, Run: 026, P, 1, 119, 0, 1, 0, 1, 0, 118, 118, 0, 0, 100, 39, 42, 243, 19, 14, 5, 19, 39, 58, 42, 361
INVAR-4, Run: 027, P, 1, 121, 0, 1, 0, 1, 0, 118, 118, 0, 0, 102, 39, 121, 491, 19, 14, 5, 19, 39, 58, 121, 609
INVAR-4, Run: 028, P, 1, 122, 0, 1, 0, 1, 0, 118, 118, 0, 0, 103, 39, 193, 959, 19, 10, 9, 19, 39, 58, 193, 1077
INVAR-4, Run: 029, P, 1, 112, 0, 1, 0, 1, 0, 118, 118, 0, 0, 93, 39, 83, 394, 19, 12, 7, 19, 39, 58, 83, 512
INVAR-4, Run: 030, P, 1, 111, 0, 1, 0, 1, 0, 118, 118, 0, 0, 92, 39, 101, 484, 19, 12, 7, 19, 39, 58, 101, 602
INVAR-4, Run: 031, P, 1, 114, 0, 1, 0, 1, 0, 118, 118, 0, 0, 95, 39, 109, 510, 19, 14, 5, 19, 39, 58, 109, 628
INVAR-4, Run: 032, P, 1, 96, 0, 1, 0, 1, 0, 118, 118, 0, 0, 77, 39, 107, 564, 19, 11, 8, 19, 39, 58, 107, 682
INVAR-4, Run: 033, P, 1, 104, 0, 1, 0, 1, 0, 118, 118, 0, 0, 85, 39, 70, 385, 19, 11, 8, 19, 39, 58, 70, 503
INVAR-4, Run: 034, P, 1, 135, 0, 1, 0, 1, 0, 118, 118, 0, 0, 116, 39, 100, 497, 19, 12, 7, 19, 39, 58, 100, 615
INVAR-4, Run: 035, P, 1, 100, 0, 1, 0, 1, 0, 118, 118, 0, 0, 81, 39, 91, 304, 19, 14, 5, 19, 39, 58, 91, 422
INVAR-4, Run: 036, P, 1, 129, 0, 1, 0, 1, 0, 118, 118, 0, 0, 110, 39, 81, 493, 19, 15, 4, 19, 39, 58, 81, 611
INVAR-4, Run: 037, P, 1, 119, 0, 1, 0, 1, 0, 118, 118, 0, 0, 100, 39, 99, 374, 19, 8, 11, 19, 39, 58, 99, 492
INVAR-4, Run: 038, P, 1, 120, 0, 1, 0, 1, 0, 118, 118, 0, 0, 101, 39, 81, 382, 19, 9, 10, 19, 39, 58, 81, 500
INVAR-4, Run: 039, P, 1, 129, 0, 1, 0, 1, 0, 118, 118, 0, 0, 110, 39, 108, 545, 19, 11, 8, 19, 39, 58, 108, 663
INVAR-4, Run: 040, P, 1, 118, 0, 1, 0, 1, 0, 118, 118, 0, 0, 99, 39, 65, 295, 19, 11, 8, 19, 39, 58, 65, 413
INVAR-4, Run: 041, P, 1, 131, 0, 1, 0, 1, 0, 118, 118, 0, 0, 112, 39, 79, 320, 19, 13, 6, 19, 39, 58, 79, 438
INVAR-4, Run: 042, P, 1, 118, 0, 1, 0, 1, 0, 118, 118, 0, 0, 99, 39, 93, 539, 19, 13, 6, 19, 39, 58, 93, 657
INVAR-4, Run: 043, P, 1, 108, 0, 1, 0, 1, 0, 118, 118, 0, 0, 89, 39, 97, 408, 19, 11, 8, 19, 39, 58, 97, 526
INVAR-4, Run: 044, P, 1, 134, 0, 1, 0, 1, 0, 118, 118, 0, 0, 115, 39, 72, 357, 19, 13, 6, 19, 39, 58, 72, 475
INVAR-4, Run: 045, P, 1, 112, 0, 1, 0, 1, 0, 118, 118, 0, 0, 93, 39, 103, 420, 19, 13, 6, 19, 39, 58, 103, 538
INVAR-4, Run: 046, P, 1, 112, 0, 1, 0, 1, 0, 118, 118, 0, 0, 93, 39, 81, 239, 19, 9, 10, 19, 39, 58, 81, 357
INVAR-4, Run: 047, P, 1, 133, 0, 1, 0, 1, 0, 118, 118, 0, 0, 114, 39, 82, 316, 19, 11, 8, 19, 39, 58, 82, 434
INVAR-4, Run: 048, P, 1, 135, 0, 1, 0, 1, 0, 118, 118, 0, 0, 116, 39, 63, 399, 19, 15, 4, 19, 39, 58, 63, 517
INVAR-4, Run: 049, P, 1, 114, 0, 1, 0, 1, 0, 118, 118, 0, 0, 95, 39, 123, 661, 19, 17, 2, 19, 39, 58, 123, 779
INVAR-4, Run: 050, P, 1, 114, 0, 1, 0, 1, 0, 118, 118, 0, 0, 95, 39, 68, 406, 19, 13, 6, 19, 39, 58, 68, 524
INVAR-4, Run: 051, P, 1, 105, 0, 1, 0, 1, 0, 118, 118, 0, 0, 86, 39, 78, 423, 19, 13, 6, 19, 39, 58, 78, 541
INVAR-4, Run: 052, P, 1, 93, 0, 1, 0, 1, 0, 118, 118, 0, 0, 74, 39, 105, 590, 19, 15, 4, 19, 39, 58, 105, 708
INVAR-4, Run: 053, P, 1, 117, 0, 1, 0, 1, 0, 118, 118, 0, 0, 98, 39, 49, 331, 19, 15, 4, 19, 39, 58, 49, 449
INVAR-4, Run: 054, P, 1, 118, 0, 1, 0, 1, 0, 118, 118, 0, 0, 99, 39, 62, 271, 19, 13, 6, 19, 39, 58, 62, 389
INVAR-4, Run: 055, P, 1, 120, 0, 1, 0, 1, 0, 118, 118, 0, 0, 101, 39, 68, 230, 19, 8, 11, 19, 39, 58, 68, 348
INVAR-4, Run: 056, P, 1, 131, 0, 1, 0, 1, 0, 118, 118, 0, 0, 112, 39, 89, 422, 19, 9, 10, 19, 39, 58, 89, 540
INVAR-4, Run: 057, P, 1, 121, 0, 1, 0, 1, 0, 118, 118, 0, 0, 102, 39, 50, 345, 19, 16, 3, 19, 39, 58, 50, 463
INVAR-4, Run: 058, P, 1, 129, 0, 1, 0, 1, 0, 118, 118, 0, 0, 110, 39, 64, 276, 19, 12, 7, 19, 39, 58, 64, 394
INVAR-4, Run: 059, P, 1, 118, 0, 1, 0, 1, 0, 118, 118, 0, 0, 99, 39, 78, 403, 19, 15, 4, 19, 39, 58, 78, 521
INVAR-4, Run: 060, P, 1, 128, 0, 1, 0, 1, 0, 118, 118, 0, 0, 109, 39, 71, 358, 19, 15, 4, 19, 39, 58, 71, 476
INVAR-4, Run: 061, P, 1, 107, 0, 1, 0, 1, 0, 118, 118, 0, 0, 88, 39, 114, 484, 19, 12, 7, 19, 39, 58, 114, 602
INVAR-4, Run: 062, P, 1, 98, 0, 1, 0, 1, 0, 118, 118, 0, 0, 79, 39, 106, 383, 19, 12, 7, 19, 39, 58, 106, 501
INVAR-4, Run: 063, P, 1, 116, 0, 1, 0, 1, 0, 118, 118, 0, 0, 97, 39, 87, 387, 19, 14, 5, 19, 39, 58, 87, 505
INVAR-4, Run: 064, P, 1, 115, 0, 1, 0, 1, 0, 118, 118, 0, 0, 96, 39, 86, 518, 19, 12, 7, 19, 39, 58, 86, 636
INVAR-4, Run: 065, P, 1, 111, 0, 1, 0, 1, 0, 118, 118, 0, 0, 92, 39, 79, 324, 19, 8, 11, 19, 39, 58, 79, 442
INVAR-4, Run: 066, P, 1, 122, 0, 1, 0, 1, 0, 118, 118, 0, 0, 103, 39, 75, 578, 19, 15, 4, 19, 39, 58, 75, 696
INVAR-4, Run: 067, P, 1, 113, 0, 1, 0, 1, 0, 118, 118, 0, 0, 94, 39, 89, 444, 19, 10, 9, 19, 39, 58, 89, 562
INVAR-4, Run: 068, P, 1, 116, 0, 1, 0, 1, 0, 118, 118, 0, 0, 97, 39, 95, 422, 19, 14, 5, 19, 39, 58, 95, 540
INVAR-4, Run: 069, P, 1, 107, 0, 1, 0, 1, 0, 118, 118, 0, 0, 88, 39, 72, 333, 19, 12, 7, 19, 39, 58, 72, 451
INVAR-4, Run: 070, P, 1, 115, 0, 1, 0, 1, 0, 118, 118, 0, 0, 96, 39, 119, 500, 19, 13, 6, 19, 39, 58, 119, 618
INVAR-4, Run: 071, P, 1, 113, 0, 1, 0, 1, 0, 118, 118, 0, 0, 94, 39, 96, 463, 19, 17, 2, 19, 39, 58, 96, 581
INVAR-4, Run: 072, P, 1, 109, 0, 1, 0, 1, 0, 118, 118, 0, 0, 90, 39, 111, 556, 19, 13, 6, 19, 39, 58, 111, 674
INVAR-4, Run: 073, P, 1, 114, 0, 1, 0, 1, 0, 118, 118, 0, 0, 95, 39, 49, 293, 19, 9, 10, 19, 39, 58, 49, 411
INVAR-4, Run: 074, P, 1, 122, 0, 1, 0, 1, 0, 118, 118, 0, 0, 103, 39, 95, 477, 19, 17, 2, 19, 39, 58, 95, 595
INVAR-4, Run: 075, P, 1, 122, 0, 1, 0, 1, 0, 118, 118, 0, 0, 103, 39, 73, 338, 19, 14, 5, 19, 39, 58, 73, 456
INVAR-4, Run: 076, P, 1, 103, 0, 1, 0, 1, 0, 118, 118, 0, 0, 84, 39, 88, 334, 19, 9, 10, 19, 39, 58, 88, 452
INVAR-4, Run: 077, P, 1, 115, 0, 1, 0, 1, 0, 118, 118, 0, 0, 96, 39, 72, 369, 19, 13, 6, 19, 39, 58, 72, 487
INVAR-4, Run: 078, P, 1, 111, 0, 1, 0, 1, 0, 118, 118, 0, 0, 92, 39, 78, 297, 19, 10, 9, 19, 39, 58, 78, 415
INVAR-4, Run: 079, P, 1, 112, 0, 1, 0, 1, 0, 118, 118, 0, 0, 93, 39, 102, 450, 19, 14, 5, 19, 39, 58, 102, 568
INVAR-4, Run: 080, P, 1, 129, 0, 1, 0, 1, 0, 118, 118, 0, 0, 110, 39, 87, 474, 19, 16, 3, 19, 39, 58, 87, 592
INVAR-4, Run: 081, P, 1, 110, 0, 1, 0, 1, 0, 118, 118, 0, 0, 91, 39, 90, 425, 19, 11, 8, 19, 39, 58, 90, 543
INVAR-4, Run: 082, P, 1, 115, 0, 1, 0, 1, 0, 118, 118, 0, 0, 96, 39, 98, 360, 19, 9, 10, 19, 39, 58, 98, 478
INVAR-4, Run: 083, P, 1, 119, 0, 1, 0, 1, 0, 118, 118, 0, 0, 100, 39, 63, 268, 19, 13, 6, 19, 39, 58, 63, 386
INVAR-4, Run: 084, P, 1, 94, 0, 1, 0, 1, 0, 118, 118, 0, 0, 75, 39, 79, 310, 19, 11, 8, 19, 39, 58, 79, 428
INVAR-4, Run: 085, P, 1, 113, 0, 1, 0, 1, 0, 118, 118, 0, 0, 94, 39, 118, 295, 19, 10, 9, 19, 39, 58, 118, 413
INVAR-4, Run: 086, P, 1, 93, 0, 1, 0, 1, 0, 118, 118, 0, 0, 74, 39, 110, 556, 19, 11, 8, 19, 39, 58, 110, 674
