Input Number, Run_Number, Result@ 100, Y, A, X1, B, C, PO, D, CO, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 046, F, 0, 0, 0, 0, 0, 0, 266, 334, 1, 2, 267, 0, 336, 200, 5081, 63, 61, 4747, 100, 60, 39, 267, 100, 200, 4772, 2386
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 470, 130, 1, 0, 165, 0, 130, 200, 3798, 51, 51, 3668, 100, 65, 34, 165, 100, 200, 4874, 2437
INVAR-10, Run: 048, F, 0, 0, 0, 0, 0, 0, 274, 326, 1, 1, 263, 0, 327, 200, 5437, 74, 73, 5111, 100, 71, 28, 263, 100, 200, 3506, 1753
INVAR-10, Run: 049, F, 0, 0, 0, 0, 0, 0, 540, 60, 1, 1, 130, 0, 61, 200, 5161, 79, 78, 5101, 100, 65, 34, 130, 100, 200, 4476, 2238
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 332, 268, 1, 4, 234, 0, 272, 200, 4772, 75, 71, 4504, 100, 56, 43, 234, 100, 200, 4368, 2184
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 140, 460, 1, 1, 330, 0, 461, 200, 4712, 92, 91, 4252, 100, 71, 28, 330, 100, 200, 5480, 2740
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 0, 454, 146, 1, 3, 173, 0, 149, 200, 4839, 90, 87, 4693, 100, 61, 38, 173, 100, 200, 5584, 2792
INVAR-10, Run: 053, F, 0, 0, 0, 0, 0, 0, 274, 326, 1, 2, 263, 0, 328, 200, 4494, 72, 70, 4168, 100, 65, 34, 263, 100, 200, 5704, 2852
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 498, 102, 1, 1, 151, 0, 103, 200, 4749, 75, 74, 4647, 100, 62, 37, 151, 100, 200, 7138, 3569
INVAR-10, Run: 055, F, 0, 0, 0, 0, 0, 0, 370, 230, 1, 0, 215, 0, 230, 200, 5314, 78, 78, 5084, 100, 71, 28, 215, 100, 200, 6850, 3425
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 480, 120, 1, 1, 160, 0, 121, 200, 4150, 61, 60, 4030, 100, 67, 32, 160, 100, 200, 3330, 1665
INVAR-10, Run: 057, F, 0, 0, 0, 0, 0, 0, 480, 120, 1, 0, 160, 0, 120, 200, 4384, 61, 61, 4264, 100, 61, 38, 160, 100, 200, 5106, 2553
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 0, 480, 120, 1, 2, 160, 0, 122, 200, 6634, 71, 69, 6514, 100, 60, 39, 160, 100, 200, 3860, 1930
INVAR-10, Run: 059, F, 0, 0, 0, 0, 0, 0, 548, 52, 1, 1, 126, 0, 53, 200, 3706, 88, 87, 3654, 100, 59, 40, 126, 100, 200, 3878, 1939
INVAR-10, Run: 060, F, 0, 0, 0, 0, 0, 0, 520, 80, 1, 3, 140, 0, 83, 200, 4647, 104, 101, 4567, 100, 61, 38, 140, 100, 200, 4964, 2482
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 492, 108, 1, 2, 154, 0, 110, 200, 5141, 56, 54, 5033, 100, 65, 34, 154, 100, 200, 4396, 2198
INVAR-10, Run: 062, F, 0, 0, 0, 0, 0, 0, 8, 592, 1, 0, 396, 0, 592, 200, 4791, 52, 52, 4199, 100, 65, 34, 396, 100, 200, 3120, 1560
INVAR-10, Run: 063, F, 0, 0, 0, 0, 0, 0, 444, 156, 1, 0, 178, 0, 156, 200, 4291, 86, 86, 4135, 100, 60, 39, 178, 100, 200, 3582, 1791
INVAR-10, Run: 064, F, 0, 0, 0, 0, 0, 0, 156, 444, 1, 3, 322, 0, 447, 200, 4978, 88, 85, 4534, 100, 53, 46, 322, 100, 200, 3924, 1962
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 0, 466, 134, 1, 1, 167, 0, 135, 200, 3592, 79, 78, 3458, 100, 58, 41, 167, 100, 200, 5188, 2594
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 552, 48, 1, 2, 124, 0, 50, 200, 4038, 84, 82, 3990, 100, 63, 36, 124, 100, 200, 5238, 2619
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 0, 500, 100, 1, 0, 150, 0, 100, 200, 3320, 86, 86, 3220, 100, 62, 37, 150, 100, 200, 3874, 1937
INVAR-10, Run: 068, F, 0, 0, 0, 0, 0, 0, 386, 214, 1, 2, 207, 0, 216, 200, 5302, 90, 88, 5088, 100, 63, 36, 207, 100, 200, 5590, 2795
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 0, 252, 348, 1, 2, 274, 0, 350, 200, 7082, 88, 86, 6734, 100, 62, 37, 274, 100, 200, 5250, 2625
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 546, 54, 1, 0, 127, 0, 54, 200, 4259, 73, 73, 4205, 100, 55, 44, 127, 100, 200, 4162, 2081
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 240, 360, 1, 2, 280, 0, 362, 200, 4364, 63, 61, 4004, 100, 66, 33, 280, 100, 200, 3210, 1605
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 0, 440, 160, 1, 2, 180, 0, 162, 200, 3843, 74, 72, 3683, 100, 64, 35, 180, 100, 200, 4360, 2180
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 518, 82, 1, 1, 141, 0, 83, 200, 4894, 92, 91, 4812, 100, 63, 36, 141, 100, 200, 5614, 2807
INVAR-10, Run: 074, F, 0, 0, 0, 0, 0, 0, 374, 226, 1, 3, 213, 0, 229, 200, 3861, 79, 76, 3635, 100, 63, 36, 213, 100, 200, 4448, 2224
INVAR-10, Run: 075, F, 0, 0, 0, 0, 0, 0, 484, 116, 1, 3, 158, 0, 119, 200, 4434, 68, 65, 4318, 100, 54, 45, 158, 100, 200, 5166, 2583
INVAR-10, Run: 076, F, 0, 0, 0, 0, 0, 0, 530, 70, 1, 2, 135, 0, 72, 200, 4146, 99, 97, 4076, 100, 65, 34, 135, 100, 200, 6256, 3128
INVAR-10, Run: 077, F, 0, 0, 0, 0, 0, 0, 410, 190, 1, 2, 195, 0, 192, 200, 5173, 76, 74, 4983, 100, 55, 44, 195, 100, 200, 6450, 3225
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 378, 222, 1, 1, 211, 0, 223, 200, 4635, 78, 77, 4413, 100, 61, 38, 211, 100, 200, 4536, 2268
INVAR-10, Run: 079, F, 0, 0, 0, 0, 0, 0, 476, 124, 1, 2, 162, 0, 126, 200, 3502, 74, 72, 3378, 100, 61, 38, 162, 100, 200, 3694, 1847
INVAR-10, Run: 080, F, 0, 0, 0, 0, 0, 0, 528, 72, 1, 4, 136, 0, 76, 200, 4620, 85, 81, 4548, 100, 67, 32, 136, 100, 200, 4994, 2497
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 0, 510, 90, 1, 1, 145, 0, 91, 200, 5934, 107, 106, 5844, 100, 66, 33, 145, 100, 200, 5220, 2610
INVAR-10, Run: 082, F, 0, 0, 0, 0, 0, 0, 322, 278, 1, 0, 239, 0, 278, 200, 4672, 81, 81, 4394, 100, 61, 38, 239, 100, 200, 6718, 3359
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 0, 476, 124, 1, 1, 162, 0, 125, 200, 4090, 81, 80, 3966, 100, 70, 29, 162, 100, 200, 3720, 1860
INVAR-10, Run: 084, F, 0, 0, 0, 0, 0, 0, 34, 566, 1, 2, 383, 0, 568, 200, 4468, 91, 89, 3902, 100, 59, 40, 383, 100, 200, 4250, 2125
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 0, 510, 90, 1, 2, 145, 0, 92, 200, 4418, 54, 52, 4328, 100, 60, 39, 145, 100, 200, 4744, 2372
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 0, 482, 118, 1, 1, 159, 0, 119, 200, 4987, 64, 63, 4869, 100, 66, 33, 159, 100, 200, 6612, 3306
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 0, 312, 288, 1, 3, 244, 0, 291, 200, 5062, 73, 70, 4774, 100, 62, 37, 244, 100, 200, 5234, 2617
INVAR-10, Run: 088, F, 0, 0, 0, 0, 0, 0, 228, 372, 1, 0, 286, 0, 372, 200, 5336, 76, 76, 4964, 100, 66, 33, 286, 100, 200, 3604, 1802
INVAR-10, Run: 089, F, 0, 0, 0, 0, 0, 0, 536, 64, 1, 3, 132, 0, 67, 200, 3364, 71, 68, 3300, 100, 70, 29, 132, 100, 200, 3888, 1944
INVAR-10, Run: 090, F, 0, 0, 0, 0, 0, 0, 54, 546, 1, 2, 373, 0, 548, 200, 5610, 59, 57, 5064, 100, 61, 38, 373, 100, 200, 4256, 2128
INVAR-10, Run: 091, F, 0, 0, 0, 0, 0, 0, 388, 212, 1, 0, 206, 0, 212, 200, 4499, 80, 80, 4287, 100, 68, 31, 206, 100, 200, 4298, 2149
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 0, 446, 154, 1, 1, 177, 0, 155, 200, 4724, 89, 88, 4570, 100, 61, 38, 177, 100, 200, 5346, 2673
INVAR-10, Run: 093, F, 0, 0, 0, 0, 0, 0, 510, 90, 1, 1, 145, 0, 91, 200, 3701, 72, 71, 3611, 100, 59, 40, 145, 100, 200, 4346, 2173
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 140, 460, 1, 4, 330, 0, 464, 200, 5362, 70, 66, 4902, 100, 65, 34, 330, 100, 200, 4616, 2308
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 0, 362, 238, 1, 2, 219, 0, 240, 200, 4741, 93, 91, 4503, 100, 62, 37, 219, 100, 200, 4572, 2286
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 296, 304, 1, 2, 252, 0, 306, 200, 4022, 80, 78, 3718, 100, 62, 37, 252, 100, 200, 3540, 1770
INVAR-10, Run: 097, F, 0, 0, 0, 0, 0, 0, 506, 94, 1, 5, 147, 0, 99, 200, 4545, 82, 77, 4451, 100, 54, 45, 147, 100, 200, 4252, 2126
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 142, 458, 1, 3, 329, 0, 461, 200, 3919, 70, 67, 3461, 100, 48, 51, 329, 100, 200, 4872, 2436
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 0, 478, 122, 1, 1, 161, 0, 123, 200, 4757, 77, 76, 4635, 100, 66, 33, 161, 100, 200, 5228, 2614
INVAR-10, Run: 100, F, 0, 0, 0, 0, 0, 0, 262, 338, 1, 1, 269, 0, 339, 200, 3732, 76, 75, 3394, 100, 60, 39, 269, 100, 200, 3732, 1866
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 1, 39, 0, 23, 56, 817, 27, 26, 795, 28, 16, 11, 39, 28, 56, 730, 365
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 152, 16, 1, 1, 36, 0, 17, 56, 402, 23, 22, 386, 28, 18, 9, 36, 28, 56, 668, 334
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 92, 76, 1, 1, 66, 0, 77, 56, 583, 21, 20, 507, 28, 14, 13, 66, 28, 56, 828, 414
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 0, 45, 0, 34, 56, 669, 23, 23, 635, 28, 17, 10, 45, 28, 56, 574, 287
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 46, 122, 1, 1, 89, 0, 123, 56, 665, 18, 17, 543, 28, 20, 7, 89, 28, 56, 360, 180
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 52, 116, 1, 0, 86, 0, 116, 56, 516, 13, 13, 400, 28, 20, 7, 86, 28, 56, 412, 206
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 37, 0, 20, 56, 542, 28, 26, 524, 28, 15, 12, 37, 28, 56, 356, 178
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 66, 102, 1, 0, 79, 0, 102, 56, 487, 14, 14, 385, 28, 18, 9, 79, 28, 56, 372, 186
INVAR-2, Run: 009, F, 0, 0, 0, 0, 0, 0, 38, 130, 1, 3, 93, 0, 133, 56, 747, 19, 16, 617, 28, 18, 9, 93, 28, 56, 510, 255
INVAR-2, Run: 010, F, 0, 0, 0, 0, 0, 0, 26, 142, 1, 1, 99, 0, 143, 56, 548, 30, 29, 406, 28, 16, 11, 99, 28, 56, 758, 379
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 1, 40, 0, 25, 56, 652, 28, 27, 628, 28, 23, 4, 40, 28, 56, 828, 414
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 0, 92, 76, 1, 2, 66, 0, 78, 56, 738, 21, 19, 662, 28, 19, 8, 66, 28, 56, 566, 283
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 0, 70, 98, 1, 2, 77, 0, 100, 56, 563, 27, 25, 465, 28, 16, 11, 77, 28, 56, 692, 346
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0, 24, 56, 523, 21, 19, 501, 28, 16, 11, 39, 28, 56, 550, 275
INVAR-2, Run: 015, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 1, 40, 0, 25, 56, 658, 19, 18, 634, 28, 16, 11, 40, 28, 56, 804, 402
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 0, 52, 116, 1, 1, 86, 0, 117, 56, 518, 13, 12, 402, 28, 16, 11, 86, 28, 56, 354, 177
INVAR-2, Run: 017, F, 0, 0, 0, 0, 0, 0, 68, 100, 1, 2, 78, 0, 102, 56, 587, 22, 20, 487, 28, 18, 9, 78, 28, 56, 650, 325
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 4, 44, 0, 36, 56, 503, 30, 26, 471, 28, 21, 6, 44, 28, 56, 570, 285
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 0, 54, 114, 1, 2, 85, 0, 116, 56, 862, 17, 15, 748, 28, 22, 5, 85, 28, 56, 682, 341
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 0, 154, 14, 1, 6, 35, 0, 20, 56, 385, 24, 18, 371, 28, 17, 10, 35, 28, 56, 1592, 796
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 98, 70, 1, 3, 63, 0, 73, 56, 715, 23, 20, 645, 28, 13, 14, 63, 28, 56, 568, 284
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 0, 140, 28, 1, 0, 42, 0, 28, 56, 591, 15, 15, 563, 28, 20, 7, 42, 28, 56, 380, 190
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 0, 138, 30, 1, 0, 43, 0, 30, 56, 686, 19, 19, 656, 28, 19, 8, 43, 28, 56, 888, 444
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 148, 20, 1, 1, 38, 0, 21, 56, 544, 28, 27, 524, 28, 18, 9, 38, 28, 56, 388, 194
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 0, 150, 18, 1, 2, 37, 0, 20, 56, 420, 24, 22, 402, 28, 12, 15, 37, 28, 56, 2124, 1062
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 3, 44, 0, 35, 56, 616, 22, 19, 584, 28, 18, 9, 44, 28, 56, 500, 250
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 0, 96, 72, 1, 3, 64, 0, 75, 56, 795, 29, 26, 723, 28, 20, 7, 64, 28, 56, 712, 356
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 84, 84, 1, 1, 70, 0, 85, 56, 565, 21, 20, 481, 28, 17, 10, 70, 28, 56, 1092, 546
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 47, 0, 38, 56, 499, 34, 34, 461, 28, 12, 15, 47, 28, 56, 780, 390
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 3, 44, 0, 35, 56, 676, 27, 24, 644, 28, 17, 10, 44, 28, 56, 1122, 561
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 1, 44, 0, 33, 56, 674, 27, 26, 642, 28, 13, 14, 44, 28, 56, 730, 365
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 1, 44, 0, 33, 56, 591, 32, 31, 559, 28, 17, 10, 44, 28, 56, 994, 497
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 0, 128, 40, 1, 2, 48, 0, 42, 56, 557, 16, 14, 517, 28, 20, 7, 48, 28, 56, 802, 401
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 0, 138, 30, 1, 1, 43, 0, 31, 56, 410, 22, 21, 380, 28, 16, 11, 43, 28, 56, 840, 420
INVAR-2, Run: 035, F, 0, 0, 0, 0, 0, 0, 148, 20, 1, 2, 38, 0, 22, 56, 400, 32, 30, 380, 28, 16, 11, 38, 28, 56, 902, 451
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 60, 108, 1, 1, 82, 0, 109, 56, 695, 26, 25, 587, 28, 17, 10, 82, 28, 56, 1040, 520
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 116, 52, 1, 1, 54, 0, 53, 56, 458, 21, 20, 406, 28, 16, 11, 54, 28, 56, 1228, 614
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 0, 124, 44, 1, 0, 50, 0, 44, 56, 620, 21, 21, 576, 28, 18, 9, 50, 28, 56, 1542, 771
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 0, 24, 144, 1, 2, 100, 0, 146, 56, 726, 25, 23, 582, 28, 17, 10, 100, 28, 56, 438, 219
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 0, 36, 132, 1, 0, 94, 0, 132, 56, 824, 17, 17, 692, 28, 16, 11, 94, 28, 56, 794, 397
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 0, 144, 24, 1, 3, 40, 0, 27, 56, 457, 31, 28, 433, 28, 17, 10, 40, 28, 56, 358, 179
INVAR-2, Run: 042, F, 0, 0, 0, 0, 0, 0, 30, 138, 1, 1, 97, 0, 139, 56, 588, 28, 27, 450, 28, 22, 5, 97, 28, 56, 346, 173
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 0, 84, 84, 1, 1, 70, 0, 85, 56, 713, 29, 28, 629, 28, 19, 8, 70, 28, 56, 582, 291
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 0, 132, 36, 1, 0, 46, 0, 36, 56, 579, 23, 23, 543, 28, 17, 10, 46, 28, 56, 644, 322
INVAR-2, Run: 045, F, 0, 0, 0, 0, 0, 0, 66, 102, 1, 3, 79, 0, 105, 56, 646, 26, 23, 544, 28, 10, 17, 79, 28, 56, 610, 305
INVAR-2, Run: 046, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 2, 41, 0, 28, 56, 529, 23, 21, 503, 28, 16, 11, 41, 28, 56, 1624, 812
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 1, 45, 0, 35, 56, 350, 27, 26, 316, 28, 13, 14, 45, 28, 56, 292, 146
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 92, 76, 1, 2, 66, 0, 78, 56, 533, 25, 23, 457, 28, 18, 9, 66, 28, 56, 758, 379
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 0, 28, 140, 1, 0, 98, 0, 140, 56, 896, 15, 15, 756, 28, 19, 8, 98, 28, 56, 562, 281
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 0, 112, 56, 1, 1, 56, 0, 57, 56, 718, 31, 30, 662, 28, 18, 9, 56, 28, 56, 1024, 512
INVAR-2, Run: 051, F, 0, 0, 0, 0, 0, 0, 150, 18, 1, 3, 37, 0, 21, 56, 526, 33, 30, 508, 28, 16, 11, 37, 28, 56, 1104, 552
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 0, 128, 40, 1, 0, 48, 0, 40, 56, 601, 31, 31, 561, 28, 19, 8, 48, 28, 56, 706, 353
INVAR-2, Run: 053, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 2, 44, 0, 34, 56, 543, 25, 23, 511, 28, 14, 13, 44, 28, 56, 436, 218
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 26, 142, 1, 1, 99, 0, 143, 56, 551, 21, 20, 409, 28, 17, 10, 99, 28, 56, 588, 294
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 0, 41, 0, 26, 56, 887, 30, 30, 861, 28, 19, 8, 41, 28, 56, 1206, 603
INVAR-2, Run: 056, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0, 27, 56, 607, 18, 17, 581, 28, 19, 8, 41, 28, 56, 820, 410
INVAR-2, Run: 057, F, 0, 0, 0, 0, 0, 0, 120, 48, 1, 4, 52, 0, 52, 56, 625, 32, 28, 577, 28, 15, 12, 52, 28, 56, 1034, 517
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 100, 68, 1, 2, 62, 0, 70, 56, 793, 23, 21, 725, 28, 20, 7, 62, 28, 56, 606, 303
INVAR-2, Run: 059, F, 0, 0, 0, 0, 0, 0, 150, 18, 1, 5, 37, 0, 23, 56, 417, 29, 24, 399, 28, 19, 8, 37, 28, 56, 1060, 530
INVAR-2, Run: 060, F, 0, 0, 0, 0, 0, 0, 52, 116, 1, 1, 86, 0, 117, 56, 455, 22, 21, 339, 28, 20, 7, 86, 28, 56, 526, 263
INVAR-2, Run: 061, F, 0, 0, 0, 0, 0, 0, 120, 48, 1, 0, 52, 0, 48, 56, 649, 12, 12, 601, 28, 13, 14, 52, 28, 56, 720, 360
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 110, 58, 1, 2, 57, 0, 60, 56, 768, 20, 18, 710, 28, 18, 9, 57, 28, 56, 904, 452
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 124, 44, 1, 4, 50, 0, 48, 56, 572, 38, 34, 528, 28, 16, 11, 50, 28, 56, 606, 303
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 2, 45, 0, 36, 56, 793, 22, 20, 759, 28, 18, 9, 45, 28, 56, 790, 395
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 110, 58, 1, 1, 57, 0, 59, 56, 583, 30, 29, 525, 28, 13, 14, 57, 28, 56, 332, 166
INVAR-2, Run: 066, F, 0, 0, 0, 0, 0, 0, 86, 82, 1, 2, 69, 0, 84, 56, 372, 23, 21, 290, 28, 17, 10, 69, 28, 56, 588, 294
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 0, 132, 36, 1, 2, 46, 0, 38, 56, 476, 20, 18, 440, 28, 20, 7, 46, 28, 56, 688, 344
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 0, 56, 112, 1, 1, 84, 0, 113, 56, 554, 25, 24, 442, 28, 20, 7, 84, 28, 56, 486, 243
INVAR-2, Run: 069, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0, 27, 56, 614, 17, 16, 588, 28, 20, 7, 41, 28, 56, 584, 292
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 0, 82, 86, 1, 2, 71, 0, 88, 56, 504, 33, 31, 418, 28, 18, 9, 71, 28, 56, 560, 280
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 0, 90, 78, 1, 2, 67, 0, 80, 56, 769, 29, 27, 691, 28, 22, 5, 67, 28, 56, 1026, 513
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 0, 118, 50, 1, 2, 53, 0, 52, 56, 758, 27, 25, 708, 28, 15, 12, 53, 28, 56, 592, 296
INVAR-2, Run: 073, F, 0, 0, 0, 0, 0, 0, 118, 50, 1, 1, 53, 0, 51, 56, 733, 17, 16, 683, 28, 23, 4, 53, 28, 56, 1096, 548
INVAR-2, Run: 074, F, 0, 0, 0, 0, 0, 0, 122, 46, 1, 1, 51, 0, 47, 56, 656, 25, 24, 610, 28, 14, 13, 51, 28, 56, 768, 384
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0, 24, 56, 771, 28, 26, 749, 28, 18, 9, 39, 28, 56, 988, 494
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 0, 120, 48, 1, 3, 52, 0, 51, 56, 601, 19, 16, 553, 28, 17, 10, 52, 28, 56, 558, 279
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 0, 132, 36, 1, 3, 46, 0, 39, 56, 684, 20, 17, 648, 28, 19, 8, 46, 28, 56, 408, 204
INVAR-2, Run: 078, F, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0, 24, 56, 419, 17, 15, 397, 28, 13, 14, 39, 28, 56, 508, 254
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 3, 45, 0, 37, 56, 671, 29, 26, 637, 28, 18, 9, 45, 28, 56, 620, 310
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 0, 116, 52, 1, 0, 54, 0, 52, 56, 923, 19, 19, 871, 28, 12, 15, 54, 28, 56, 764, 382
INVAR-2, Run: 081, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0, 27, 56, 565, 30, 29, 539, 28, 14, 13, 41, 28, 56, 832, 416
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 0, 134, 34, 1, 1, 45, 0, 35, 56, 870, 17, 16, 836, 28, 20, 7, 45, 28, 56, 506, 253
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 0, 24, 144, 1, 1, 100, 0, 145, 56, 645, 29, 28, 501, 28, 14, 13, 100, 28, 56, 304, 152
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0, 27, 56, 456, 27, 26, 430, 28, 16, 11, 41, 28, 56, 510, 255
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 0, 64, 104, 1, 1, 80, 0, 105, 56, 517, 22, 21, 413, 28, 22, 5, 80, 28, 56, 694, 347
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 0, 50, 118, 1, 1, 87, 0, 119, 56, 683, 19, 18, 565, 28, 18, 9, 87, 28, 56, 578, 289
INVAR-2, Run: 087, F, 0, 0, 0, 0, 0, 0, 54, 114, 1, 1, 85, 0, 115, 56, 600, 16, 15, 486, 28, 20, 7, 85, 28, 56, 534, 267
INVAR-2, Run: 088, F, 0, 0, 0, 0, 0, 0, 136, 32, 1, 2, 44, 0, 34, 56, 819, 24, 22, 787, 28, 19, 8, 44, 28, 56, 568, 284
INVAR-2, Run: 089, F, 0, 0, 0, 0, 0, 0, 12, 156, 1, 2, 106, 0, 158, 56, 512, 13, 11, 356, 28, 12, 15, 106, 28, 56, 528, 264
INVAR-2, Run: 090, F, 0, 0, 0, 0, 0, 0, 86, 82, 1, 1, 69, 0, 83, 56, 425, 16, 15, 343, 28, 20, 7, 69, 28, 56, 540, 270
INVAR-2, Run: 091, F, 0, 0, 0, 0, 0, 0, 18, 150, 1, 0, 103, 0, 150, 56, 758, 36, 36, 608, 28, 17, 10, 103, 28, 56, 668, 334
