Input Number, Run_Number, Result@ 100, Y, A, X1, B, C, PO, D, CO, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 0, 24, 30, 1, 1, 24, 0, 31, 18, 147, 5, 4, 117, 9, 6, 2, 24, 9, 18, 52, 26
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 0, 30, 24, 1, 1, 21, 0, 25, 18, 101, 5, 4, 77, 9, 4, 4, 21, 9, 18, 46, 23
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 0, 42, 12, 1, 0, 15, 0, 12, 18, 61, 4, 4, 49, 9, 4, 4, 15, 9, 18, 128, 64
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 1, 19, 0, 21, 18, 121, 9, 8, 101, 9, 6, 2, 19, 9, 18, 114, 57
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 0, 30, 24, 1, 0, 21, 0, 24, 18, 108, 6, 6, 84, 9, 6, 2, 21, 9, 18, 146, 73
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 2, 19, 0, 22, 18, 112, 9, 7, 92, 9, 7, 1, 19, 9, 18, 24, 12
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 0, 54, 0, 1, 2, 9, 0, 2, 18, 37, 8, 6, 37, 9, 3, 5, 9, 9, 18, 84, 42
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 2, 14, 0, 12, 18, 91, 7, 5, 81, 9, 5, 3, 14, 9, 18, 152, 76
INVAR-1, Run: 026, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 3, 13, 0, 11, 18, 98, 11, 8, 90, 9, 4, 4, 13, 9, 18, 112, 56
INVAR-1, Run: 027, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 13, 0, 10, 18, 86, 7, 5, 78, 9, 6, 2, 13, 9, 18, 76, 38
INVAR-1, Run: 028, F, 0, 0, 0, 0, 0, 0, 14, 40, 1, 1, 29, 0, 41, 18, 72, 8, 7, 32, 9, 6, 2, 29, 9, 18, 122, 61
INVAR-1, Run: 029, F, 0, 0, 0, 0, 0, 0, 8, 46, 1, 0, 32, 0, 46, 18, 111, 8, 8, 65, 9, 5, 3, 32, 9, 18, 128, 64
INVAR-1, Run: 030, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 3, 19, 0, 23, 18, 95, 6, 3, 75, 9, 6, 2, 19, 9, 18, 170, 85
INVAR-1, Run: 031, F, 0, 0, 0, 0, 0, 0, 30, 24, 1, 2, 21, 0, 26, 18, 78, 8, 6, 54, 9, 5, 3, 21, 9, 18, 80, 40
INVAR-1, Run: 032, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0, 7, 18, 98, 9, 8, 92, 9, 3, 5, 12, 9, 18, 236, 118
INVAR-1, Run: 033, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 13, 0, 10, 18, 71, 5, 3, 63, 9, 5, 3, 13, 9, 18, 54, 27
INVAR-1, Run: 034, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 4, 14, 0, 14, 18, 82, 8, 4, 72, 9, 6, 2, 14, 9, 18, 86, 43
INVAR-1, Run: 035, F, 0, 0, 0, 0, 0, 0, 10, 44, 1, 3, 31, 0, 47, 18, 93, 8, 5, 49, 9, 6, 2, 31, 9, 18, 98, 49
INVAR-1, Run: 036, F, 0, 0, 0, 0, 0, 0, 10, 44, 1, 3, 31, 0, 47, 18, 180, 8, 5, 136, 9, 6, 2, 31, 9, 18, 52, 26
INVAR-1, Run: 037, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 12, 0, 8, 18, 53, 7, 5, 47, 9, 5, 3, 12, 9, 18, 44, 22
INVAR-1, Run: 038, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 4, 14, 0, 14, 18, 96, 13, 9, 86, 9, 4, 4, 14, 9, 18, 86, 43
INVAR-1, Run: 039, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 4, 17, 0, 20, 18, 140, 9, 5, 124, 9, 4, 4, 17, 9, 18, 72, 36
INVAR-1, Run: 040, F, 0, 0, 0, 0, 0, 0, 24, 30, 1, 0, 24, 0, 30, 18, 87, 6, 6, 57, 9, 5, 3, 24, 9, 18, 50, 25
INVAR-1, Run: 041, F, 0, 0, 0, 0, 0, 0, 6, 48, 1, 0, 33, 0, 48, 18, 112, 13, 13, 64, 9, 5, 3, 33, 9, 18, 68, 34
INVAR-1, Run: 042, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 13, 0, 8, 18, 82, 5, 5, 74, 9, 5, 3, 13, 9, 18, 172, 86
INVAR-1, Run: 043, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 13, 0, 8, 18, 75, 8, 8, 67, 9, 2, 6, 13, 9, 18, 104, 52
INVAR-1, Run: 044, F, 0, 0, 0, 0, 0, 0, 42, 12, 1, 1, 15, 0, 13, 18, 54, 7, 6, 42, 9, 4, 4, 15, 9, 18, 202, 101
INVAR-1, Run: 045, F, 0, 0, 0, 0, 0, 0, 40, 14, 1, 1, 16, 0, 15, 18, 76, 7, 6, 62, 9, 6, 2, 16, 9, 18, 292, 146
INVAR-1, Run: 046, F, 0, 0, 0, 0, 0, 0, 30, 24, 1, 2, 21, 0, 26, 18, 137, 13, 11, 113, 9, 7, 1, 21, 9, 18, 332, 166
INVAR-1, Run: 047, F, 0, 0, 0, 0, 0, 0, 32, 22, 1, 2, 20, 0, 24, 18, 117, 9, 7, 95, 9, 6, 2, 20, 9, 18, 236, 118
INVAR-1, Run: 048, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 12, 0, 8, 18, 68, 7, 5, 62, 9, 3, 5, 12, 9, 18, 130, 65
INVAR-1, Run: 049, F, 0, 0, 0, 0, 0, 0, 4, 50, 1, 0, 34, 0, 50, 18, 129, 7, 7, 79, 9, 3, 5, 34, 9, 18, 114, 57
INVAR-1, Run: 050, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 12, 0, 8, 18, 60, 9, 7, 54, 9, 5, 3, 12, 9, 18, 102, 51
INVAR-1, Run: 051, F, 0, 0, 0, 0, 0, 0, 40, 14, 1, 2, 16, 0, 16, 18, 107, 7, 5, 93, 9, 6, 2, 16, 9, 18, 274, 137
INVAR-1, Run: 052, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 0, 23, 0, 28, 18, 94, 4, 4, 66, 9, 4, 4, 23, 9, 18, 80, 40
INVAR-1, Run: 053, F, 0, 0, 0, 0, 0, 0, 36, 18, 1, 1, 18, 0, 19, 18, 81, 6, 5, 63, 9, 6, 2, 18, 9, 18, 28, 14
INVAR-1, Run: 054, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 3, 11, 0, 7, 18, 43, 4, 1, 39, 9, 5, 3, 11, 9, 18, 44, 22
INVAR-1, Run: 055, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 0, 17, 0, 16, 18, 170, 7, 7, 154, 9, 7, 1, 17, 9, 18, 58, 29
INVAR-1, Run: 056, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 0, 17, 0, 16, 18, 56, 6, 6, 40, 9, 6, 2, 17, 9, 18, 160, 80
INVAR-1, Run: 057, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0, 7, 18, 36, 5, 4, 30, 9, 6, 2, 12, 9, 18, 124, 62
INVAR-1, Run: 058, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 0, 11, 0, 4, 18, 59, 4, 4, 55, 9, 2, 6, 11, 9, 18, 122, 61
INVAR-1, Run: 059, F, 0, 0, 0, 0, 0, 0, 28, 26, 1, 1, 22, 0, 27, 18, 99, 6, 5, 73, 9, 5, 3, 22, 9, 18, 202, 101
INVAR-1, Run: 060, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 1, 13, 0, 9, 18, 63, 7, 6, 55, 9, 3, 5, 13, 9, 18, 140, 70
INVAR-1, Run: 061, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 1, 17, 0, 17, 18, 61, 6, 5, 45, 9, 4, 4, 17, 9, 18, 40, 20
INVAR-1, Run: 062, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 2, 23, 0, 30, 18, 78, 5, 3, 50, 9, 6, 2, 23, 9, 18, 44, 22
INVAR-1, Run: 063, F, 0, 0, 0, 0, 0, 0, 18, 36, 1, 0, 27, 0, 36, 18, 115, 10, 10, 79, 9, 7, 1, 27, 9, 18, 88, 44
INVAR-1, Run: 064, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 1, 23, 0, 29, 18, 139, 3, 2, 111, 9, 8, 0, 23, 9, 18, 98, 49
INVAR-1, Run: 065, F, 0, 0, 0, 0, 0, 0, 36, 18, 1, 0, 18, 0, 18, 18, 91, 11, 11, 73, 9, 8, 0, 18, 9, 18, 24, 12
INVAR-1, Run: 066, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 1, 13, 0, 9, 18, 80, 14, 13, 72, 9, 6, 2, 13, 9, 18, 104, 52
INVAR-1, Run: 067, F, 0, 0, 0, 0, 0, 0, 52, 2, 1, 5, 10, 0, 7, 18, 58, 15, 10, 56, 9, 3, 5, 10, 9, 18, 62, 31
INVAR-1, Run: 068, F, 0, 0, 0, 0, 0, 0, 6, 48, 1, 4, 33, 0, 52, 18, 201, 16, 12, 153, 9, 7, 1, 33, 9, 18, 198, 99
INVAR-1, Run: 069, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 4, 14, 0, 14, 18, 109, 12, 8, 99, 9, 6, 2, 14, 9, 18, 140, 70
INVAR-1, Run: 070, F, 0, 0, 0, 0, 0, 0, 40, 14, 1, 1, 16, 0, 15, 18, 74, 7, 6, 60, 9, 5, 3, 16, 9, 18, 46, 23
INVAR-1, Run: 071, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 4, 11, 0, 8, 18, 83, 7, 3, 79, 9, 5, 3, 11, 9, 18, 194, 97
INVAR-1, Run: 072, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 13, 0, 8, 18, 94, 8, 8, 86, 9, 3, 5, 13, 9, 18, 110, 55
INVAR-1, Run: 073, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0, 7, 18, 81, 5, 4, 75, 9, 4, 4, 12, 9, 18, 90, 45
INVAR-1, Run: 074, F, 0, 0, 0, 0, 0, 0, 32, 22, 1, 2, 20, 0, 24, 18, 95, 9, 7, 73, 9, 6, 2, 20, 9, 18, 78, 39
INVAR-1, Run: 075, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 2, 14, 0, 12, 18, 121, 8, 6, 111, 9, 4, 4, 14, 9, 18, 84, 42
INVAR-1, Run: 076, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 2, 14, 0, 12, 18, 113, 5, 3, 103, 9, 2, 6, 14, 9, 18, 152, 76
INVAR-1, Run: 077, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 1, 13, 0, 9, 18, 69, 5, 4, 61, 9, 7, 1, 13, 9, 18, 170, 85
INVAR-1, Run: 078, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 0, 17, 0, 16, 18, 115, 9, 9, 99, 9, 4, 4, 17, 9, 18, 342, 171
INVAR-1, Run: 079, F, 0, 0, 0, 0, 0, 0, 22, 32, 1, 1, 25, 0, 33, 18, 137, 10, 9, 105, 9, 6, 2, 25, 9, 18, 122, 61
INVAR-1, Run: 080, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 0, 23, 0, 28, 18, 127, 15, 15, 99, 9, 5, 3, 23, 9, 18, 154, 77
INVAR-1, Run: 081, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 12, 0, 8, 18, 51, 12, 10, 45, 9, 4, 4, 12, 9, 18, 96, 48
INVAR-1, Run: 082, F, 0, 0, 0, 0, 0, 0, 48, 6, 1, 3, 12, 0, 9, 18, 91, 8, 5, 85, 9, 4, 4, 12, 9, 18, 110, 55
INVAR-1, Run: 083, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 3, 11, 0, 7, 18, 73, 8, 5, 69, 9, 5, 3, 11, 9, 18, 154, 77
INVAR-1, Run: 084, F, 0, 0, 0, 0, 0, 0, 2, 52, 1, 0, 35, 0, 52, 18, 110, 5, 5, 58, 9, 6, 2, 35, 9, 18, 76, 38
INVAR-1, Run: 085, F, 0, 0, 0, 0, 0, 0, 34, 20, 1, 1, 19, 0, 21, 18, 104, 18, 17, 84, 9, 5, 3, 19, 9, 18, 144, 72
INVAR-1, Run: 086, F, 0, 0, 0, 0, 0, 0, 52, 2, 1, 4, 10, 0, 6, 18, 51, 9, 5, 49, 9, 3, 5, 10, 9, 18, 64, 32
INVAR-1, Run: 087, F, 0, 0, 0, 0, 0, 0, 8, 46, 1, 1, 32, 0, 47, 18, 114, 11, 10, 68, 9, 7, 1, 32, 9, 18, 66, 33
INVAR-1, Run: 088, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 11, 0, 6, 18, 57, 18, 16, 53, 9, 5, 3, 11, 9, 18, 170, 85
INVAR-1, Run: 089, F, 0, 0, 0, 0, 0, 0, 40, 14, 1, 1, 16, 0, 15, 18, 62, 8, 7, 48, 9, 5, 3, 16, 9, 18, 126, 63
INVAR-1, Run: 090, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 3, 17, 0, 19, 18, 71, 11, 8, 55, 9, 5, 3, 17, 9, 18, 68, 34
INVAR-1, Run: 091, F, 0, 0, 0, 0, 0, 0, 44, 10, 1, 1, 14, 0, 11, 18, 116, 5, 4, 106, 9, 5, 3, 14, 9, 18, 72, 36
INVAR-1, Run: 092, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 1, 17, 0, 17, 18, 113, 9, 8, 97, 9, 5, 3, 17, 9, 18, 114, 57
INVAR-1, Run: 093, F, 0, 0, 0, 0, 0, 0, 36, 18, 1, 1, 18, 0, 19, 18, 113, 11, 10, 95, 9, 5, 3, 18, 9, 18, 134, 67
INVAR-1, Run: 094, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 1, 23, 0, 29, 18, 105, 7, 6, 77, 9, 7, 1, 23, 9, 18, 86, 43
INVAR-1, Run: 095, F, 0, 0, 0, 0, 0, 0, 22, 32, 1, 1, 25, 0, 33, 18, 125, 18, 17, 93, 9, 7, 1, 25, 9, 18, 150, 75
INVAR-1, Run: 096, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 13, 0, 10, 18, 70, 9, 7, 62, 9, 6, 2, 13, 9, 18, 378, 189
INVAR-1, Run: 097, F, 0, 0, 0, 0, 0, 0, 50, 4, 1, 5, 11, 0, 9, 18, 128, 13, 8, 124, 9, 6, 2, 11, 9, 18, 128, 64
INVAR-1, Run: 098, F, 0, 0, 0, 0, 0, 0, 38, 16, 1, 1, 17, 0, 17, 18, 83, 9, 8, 67, 9, 7, 1, 17, 9, 18, 168, 84
INVAR-1, Run: 099, F, 0, 0, 0, 0, 0, 0, 46, 8, 1, 1, 13, 0, 9, 18, 86, 12, 11, 78, 9, 5, 3, 13, 9, 18, 46, 23
INVAR-1, Run: 100, F, 0, 0, 0, 0, 0, 0, 26, 28, 1, 1, 23, 0, 29, 18, 97, 5, 4, 69, 9, 6, 2, 23, 9, 18, 128, 64
INVAR-10, Run: 001, F, 0, 0, 0, 0, 0, 0, 194, 406, 1, 1, 303, 0, 407, 200, 4448, 79, 78, 4042, 100, 58, 41, 303, 100, 200, 4030, 2015
INVAR-10, Run: 002, F, 0, 0, 0, 0, 0, 0, 412, 188, 1, 1, 194, 0, 189, 200, 4612, 86, 85, 4424, 100, 56, 43, 194, 100, 200, 4680, 2340
INVAR-10, Run: 003, F, 0, 0, 0, 0, 0, 0, 482, 118, 1, 1, 159, 0, 119, 200, 4980, 77, 76, 4862, 100, 66, 33, 159, 100, 200, 6886, 3443
INVAR-10, Run: 004, F, 0, 0, 0, 0, 0, 0, 516, 84, 1, 2, 142, 0, 86, 200, 4042, 72, 70, 3958, 100, 60, 39, 142, 100, 200, 4654, 2327
INVAR-10, Run: 005, F, 0, 0, 0, 0, 0, 0, 252, 348, 1, 1, 274, 0, 349, 200, 5744, 76, 75, 5396, 100, 66, 33, 274, 100, 200, 4796, 2398
INVAR-10, Run: 006, F, 0, 0, 0, 0, 0, 0, 206, 394, 1, 0, 297, 0, 394, 200, 4346, 66, 66, 3952, 100, 57, 42, 297, 100, 200, 3234, 1617
INVAR-10, Run: 007, F, 0, 0, 0, 0, 0, 0, 514, 86, 1, 3, 143, 0, 89, 200, 4532, 65, 62, 4446, 100, 71, 28, 143, 100, 200, 3946, 1973
INVAR-10, Run: 008, F, 0, 0, 0, 0, 0, 0, 534, 66, 1, 1, 133, 0, 67, 200, 4876, 68, 67, 4810, 100, 60, 39, 133, 100, 200, 4540, 2270
INVAR-10, Run: 009, F, 0, 0, 0, 0, 0, 0, 488, 112, 1, 1, 156, 0, 113, 200, 5456, 62, 61, 5344, 100, 61, 38, 156, 100, 200, 5128, 2564
INVAR-10, Run: 010, F, 0, 0, 0, 0, 0, 0, 514, 86, 1, 0, 143, 0, 86, 200, 4666, 68, 68, 4580, 100, 58, 41, 143, 100, 200, 4434, 2217
INVAR-10, Run: 011, F, 0, 0, 0, 0, 0, 0, 536, 64, 1, 1, 132, 0, 65, 200, 4885, 69, 68, 4821, 100, 66, 33, 132, 100, 200, 7860, 3930
INVAR-10, Run: 012, F, 0, 0, 0, 0, 0, 0, 302, 298, 1, 4, 249, 0, 302, 200, 5004, 73, 69, 4706, 100, 60, 39, 249, 100, 200, 5360, 2680
INVAR-10, Run: 013, F, 0, 0, 0, 0, 0, 0, 510, 90, 1, 0, 145, 0, 90, 200, 4286, 54, 54, 4196, 100, 69, 30, 145, 100, 200, 5284, 2642
INVAR-10, Run: 014, F, 0, 0, 0, 0, 0, 0, 494, 106, 1, 1, 153, 0, 107, 200, 4925, 79, 78, 4819, 100, 64, 35, 153, 100, 200, 3594, 1797
INVAR-10, Run: 015, F, 0, 0, 0, 0, 0, 0, 444, 156, 1, 1, 178, 0, 157, 200, 4987, 75, 74, 4831, 100, 69, 30, 178, 100, 200, 5348, 2674
INVAR-10, Run: 016, F, 0, 0, 0, 0, 0, 0, 136, 464, 1, 1, 332, 0, 465, 200, 4745, 58, 57, 4281, 100, 63, 36, 332, 100, 200, 5248, 2624
INVAR-10, Run: 017, F, 0, 0, 0, 0, 0, 0, 530, 70, 1, 2, 135, 0, 72, 200, 4111, 61, 59, 4041, 100, 58, 41, 135, 100, 200, 4922, 2461
INVAR-10, Run: 018, F, 0, 0, 0, 0, 0, 0, 420, 180, 1, 0, 190, 0, 180, 200, 4949, 79, 79, 4769, 100, 61, 38, 190, 100, 200, 4254, 2127
INVAR-10, Run: 019, F, 0, 0, 0, 0, 0, 0, 528, 72, 1, 2, 136, 0, 74, 200, 4519, 74, 72, 4447, 100, 60, 39, 136, 100, 200, 4402, 2201
INVAR-10, Run: 020, F, 0, 0, 0, 0, 0, 0, 462, 138, 1, 1, 169, 0, 139, 200, 3874, 62, 61, 3736, 100, 54, 45, 169, 100, 200, 4250, 2125
INVAR-10, Run: 021, F, 0, 0, 0, 0, 0, 0, 514, 86, 1, 3, 143, 0, 89, 200, 5584, 66, 63, 5498, 100, 61, 38, 143, 100, 200, 6516, 3258
INVAR-10, Run: 022, F, 0, 0, 0, 0, 0, 0, 530, 70, 1, 1, 135, 0, 71, 200, 4521, 62, 61, 4451, 100, 62, 37, 135, 100, 200, 5038, 2519
INVAR-10, Run: 023, F, 0, 0, 0, 0, 0, 0, 502, 98, 1, 3, 149, 0, 101, 200, 3751, 92, 89, 3653, 100, 59, 40, 149, 100, 200, 3478, 1739
INVAR-10, Run: 024, F, 0, 0, 0, 0, 0, 0, 434, 166, 1, 2, 183, 0, 168, 200, 4491, 83, 81, 4325, 100, 68, 31, 183, 100, 200, 4418, 2209
INVAR-10, Run: 025, F, 0, 0, 0, 0, 0, 0, 154, 446, 1, 2, 323, 0, 448, 200, 5940, 70, 68, 5494, 100, 67, 32, 323, 100, 200, 4972, 2486
INVAR-10, Run: 026, F, 0, 0, 0, 0, 0, 0, 446, 154, 1, 3, 177, 0, 157, 200, 3968, 68, 65, 3814, 100, 59, 40, 177, 100, 200, 4144, 2072
INVAR-10, Run: 027, F, 0, 0, 0, 0, 0, 0, 434, 166, 1, 3, 183, 0, 169, 200, 4576, 65, 62, 4410, 100, 70, 29, 183, 100, 200, 5800, 2900
INVAR-10, Run: 028, F, 0, 0, 0, 0, 0, 0, 548, 52, 1, 1, 126, 0, 53, 200, 2871, 70, 69, 2819, 100, 69, 30, 126, 100, 200, 3770, 1885
INVAR-10, Run: 029, F, 0, 0, 0, 0, 0, 0, 526, 74, 1, 4, 137, 0, 78, 200, 5516, 72, 68, 5442, 100, 63, 36, 137, 100, 200, 5542, 2771
INVAR-10, Run: 030, F, 0, 0, 0, 0, 0, 0, 378, 222, 1, 3, 211, 0, 225, 200, 4932, 83, 80, 4710, 100, 67, 32, 211, 100, 200, 5840, 2920
INVAR-10, Run: 031, F, 0, 0, 0, 0, 0, 0, 550, 50, 1, 3, 125, 0, 53, 200, 4139, 103, 100, 4089, 100, 50, 49, 125, 100, 200, 4600, 2300
INVAR-10, Run: 032, F, 0, 0, 0, 0, 0, 0, 214, 386, 1, 3, 293, 0, 389, 200, 4792, 81, 78, 4406, 100, 62, 37, 293, 100, 200, 4398, 2199
INVAR-10, Run: 033, F, 0, 0, 0, 0, 0, 0, 356, 244, 1, 2, 222, 0, 246, 200, 5650, 55, 53, 5406, 100, 72, 27, 222, 100, 200, 4878, 2439
INVAR-10, Run: 034, F, 0, 0, 0, 0, 0, 0, 546, 54, 1, 1, 127, 0, 55, 200, 3263, 68, 67, 3209, 100, 65, 34, 127, 100, 200, 3528, 1764
INVAR-10, Run: 035, F, 0, 0, 0, 0, 0, 0, 490, 110, 1, 3, 155, 0, 113, 200, 3945, 76, 73, 3835, 100, 70, 29, 155, 100, 200, 4930, 2465
INVAR-10, Run: 036, F, 0, 0, 0, 0, 0, 0, 368, 232, 1, 1, 216, 0, 233, 200, 3965, 72, 71, 3733, 100, 64, 35, 216, 100, 200, 4740, 2370
INVAR-10, Run: 037, F, 0, 0, 0, 0, 0, 0, 200, 400, 1, 1, 300, 0, 401, 200, 5082, 87, 86, 4682, 100, 66, 33, 300, 100, 200, 3960, 1980
INVAR-10, Run: 038, F, 0, 0, 0, 0, 0, 0, 320, 280, 1, 1, 240, 0, 281, 200, 6263, 79, 78, 5983, 100, 68, 31, 240, 100, 200, 4872, 2436
INVAR-10, Run: 039, F, 0, 0, 0, 0, 0, 0, 500, 100, 1, 0, 150, 0, 100, 200, 4873, 62, 62, 4773, 100, 69, 30, 150, 100, 200, 4102, 2051
INVAR-10, Run: 040, F, 0, 0, 0, 0, 0, 0, 532, 68, 1, 2, 134, 0, 70, 200, 3710, 54, 52, 3642, 100, 65, 34, 134, 100, 200, 3192, 1596
INVAR-10, Run: 041, F, 0, 0, 0, 0, 0, 0, 190, 410, 1, 1, 305, 0, 411, 200, 5339, 86, 85, 4929, 100, 53, 46, 305, 100, 200, 5004, 2502
INVAR-10, Run: 042, F, 0, 0, 0, 0, 0, 0, 444, 156, 1, 1, 178, 0, 157, 200, 5104, 73, 72, 4948, 100, 68, 31, 178, 100, 200, 4668, 2334
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 448, 152, 1, 1, 176, 0, 153, 200, 4828, 94, 93, 4676, 100, 64, 35, 176, 100, 200, 5780, 2890
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 532, 68, 1, 2, 134, 0, 70, 200, 3525, 75, 73, 3457, 100, 60, 39, 134, 100, 200, 5520, 2760
INVAR-10, Run: 045, F, 0, 0, 0, 0, 0, 0, 448, 152, 1, 0, 176, 0, 152, 200, 3988, 52, 52, 3836, 100, 66, 33, 176, 100, 200, 7362, 3681
