Input Number, Run_Number, Result@ 100, ab, ar, Leaderag, ah, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderah, ao, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-14, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 24, 10, 2, 0, 11, 1, 0, 19, 5, 23, 6, 0, 1, 21, 3, 0, 7, 1, 11, 2, 1, 1, 0, 12, 0, 0, 3, 0, 4, 1, 1, 0, 0, 2, 0, 10, 4, 11, 5, 1, 24, 0, 0, 36, 0, 6, 37, 7, 1, 1, 1, 1, 1, 6, 0, 3, 0, 35, 1, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 11, 1, 1, 6, 0, 0, 37, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 0, 1, 10, 2, 0, 3, 0, 7, 2, 1, 1, 22, 2, 0, 18, 4, 21, 5, 1, 1, 0, 11, 1, 0, 14, 6, 16, 7, 1, 0, 0, 4, 0, 12, 1, 13, 2, 1, 23, 1, 0, 1, 1, 0, 3, 1, 1, 1, 1, 1, 1, 7, 0, 6, 0, 29, 4, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 7, 1, 0, 5, 0, 0, 39, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 038, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 22, 11, 1, 0, 10, 1, 0, 9, 3, 12, 4, 1, 1, 19, 4, 0, 3, 0, 8, 1, 1, 1, 0, 11, 0, 0, 1, 0, 2, 1, 1, 1, 0, 4, 0, 8, 0, 9, 1, 1, 21, 2, 0, 3, 1, 2, 6, 3, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 35, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 33, 2, 0, 7, 0, 0, 18, 3, 21, 1, 4, 1
INVAR-14, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 22, 11, 1, 0, 11, 1, 0, 12, 3, 15, 4, 2, 1, 24, 0, 0, 9, 2, 10, 3, 1, 1, 0, 12, 0, 0, 2, 1, 3, 2, 1, 0, 0, 16, 0, 9, 0, 10, 1, 1, 22, 2, 0, 28, 3, 4, 31, 5, 1, 1, 1, 1, 1, 6, 0, 19, 0, 37, 3, 0, 0, 0, 0, 0, 0, 0, 4, 2, 1, 6, 2, 1, 6, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 20, 11, 1, 0, 11, 1, 0, 14, 4, 17, 5, 4, 1, 22, 2, 0, 5, 0, 8, 1, 1, 1, 0, 12, 0, 0, 10, 1, 11, 2, 1, 0, 0, 3, 0, 6, 0, 7, 1, 1, 21, 1, 0, 0, 0, 0, 2, 1, 1, 1, 1, 1, 1, 7, 0, 8, 0, 36, 2, 0, 0, 0, 0, 0, 0, 0, 1, 23, 4, 26, 5, 1, 5, 0, 0, 29, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 1, 24, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 1, 0, 12, 0, 0, 13, 4, 15, 5, 1, 1, 23, 1, 0, 13, 6, 14, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 23, 12, 0, 0, 10, 2, 0, 25, 8, 28, 9, 1, 1, 21, 3, 0, 2, 2, 6, 3, 1, 1, 0, 12, 0, 0, 5, 3, 6, 4, 1, 0, 0, 11, 0, 1, 0, 2, 1, 1, 23, 0, 0, 2, 1, 0, 3, 1, 1, 1, 1, 1, 1, 8, 0, 13, 0, 34, 1, 1, 0, 0, 0, 0, 0, 0, 2, 7, 3, 10, 5, 1, 4, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 23, 11, 1, 0, 12, 0, 0, 5, 1, 7, 2, 1, 1, 21, 3, 0, 9, 4, 13, 5, 1, 1, 0, 12, 0, 0, 7, 4, 8, 5, 1, 0, 0, 11, 0, 0, 0, 1, 1, 1, 23, 1, 0, 31, 2, 6, 33, 7, 1, 1, 1, 1, 1, 6, 1, 13, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 2, 14, 3, 1, 5, 0, 0, 36, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 044, P, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 1, 0, 20, 11, 0, 0, 9, 1, 0, 5, 1, 7, 2, 1, 1, 21, 0, 0, 2, 1, 3, 2, 1, 1, 0, 9, 1, 0, 16, 4, 18, 5, 1, 1, 0, 2, 0, 10, 3, 11, 4, 1, 21, 0, 0, 10, 0, 6, 11, 7, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 29, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 33, 2, 0, 6, 0, 0, 6, 2, 9, 1, 3, 1
INVAR-14, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 23, 10, 2, 0, 11, 0, 1, 23, 6, 27, 8, 1, 1, 21, 2, 1, 3, 1, 7, 3, 1, 1, 0, 10, 2, 0, 1, 0, 4, 1, 1, 0, 0, 18, 0, 1, 0, 2, 1, 1, 21, 3, 0, 22, 7, 1, 26, 2, 1, 1, 1, 1, 1, 8, 0, 20, 0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 8, 19, 8, 20, 8, 0, 4, 0, 0, 44, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 24, 11, 1, 0, 9, 3, 0, 14, 2, 19, 3, 0, 1, 23, 1, 0, 11, 2, 13, 3, 1, 1, 0, 12, 0, 0, 17, 6, 18, 7, 1, 0, 0, 0, 0, 13, 4, 14, 5, 1, 22, 2, 0, 6, 1, 2, 9, 3, 1, 1, 1, 1, 1, 5, 1, 1, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 3, 17, 4, 1, 6, 0, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0, 0, 0, 22, 11, 1, 0, 12, 0, 0, 10, 0, 12, 1, 2, 1, 23, 1, 0, 22, 4, 24, 5, 1, 1, 0, 11, 1, 0, 0, 0, 2, 1, 1, 0, 0, 2, 0, 17, 4, 18, 5, 1, 23, 1, 0, 31, 2, 4, 33, 5, 1, 1, 1, 1, 1, 4, 0, 5, 0, 35, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 8, 0, 0, 37, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 048, P, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 1, 0, 22, 10, 1, 1, 9, 2, 0, 0, 0, 5, 2, 2, 1, 22, 2, 0, 5, 0, 8, 1, 1, 1, 0, 12, 0, 0, 2, 0, 3, 1, 1, 0, 0, 5, 0, 12, 0, 13, 1, 1, 22, 2, 0, 1, 0, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 29, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 42, 2, 0, 6, 0, 0, 18, 3, 21, 1, 4, 1
INVAR-14, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 0, 0, 0, 0, 0, 21, 11, 1, 0, 9, 3, 0, 12, 0, 17, 1, 3, 1, 17, 3, 1, 0, 0, 5, 2, 1, 1, 0, 10, 0, 0, 15, 4, 16, 5, 1, 0, 1, 4, 0, 16, 7, 18, 8, 1, 19, 2, 0, 0, 0, 1, 3, 2, 1, 1, 1, 1, 1, 7, 0, 8, 0, 33, 3, 0, 0, 0, 0, 0, 0, 0, 1, 14, 6, 18, 7, 1, 3, 0, 0, 28, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 050, P, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64, 0, 0, 0, 0, 0, 0, 0, 0, 19, 7, 4, 0, 9, 1, 0, 42, 11, 48, 12, 2, 1, 20, 1, 0, 0, 0, 2, 1, 1, 1, 0, 10, 0, 0, 15, 4, 16, 5, 1, 1, 0, 0, 0, 2, 0, 3, 1, 1, 20, 1, 0, 4, 0, 2, 6, 3, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 34, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 4, 1, 6, 0, 0, 19, 1, 24, 1, 2, 0
INVAR-14, Run: 051, P, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 0, 1, 12, 0, 0, 21, 6, 22, 7, 3, 0, 19, 3, 0, 1, 1, 5, 2, 1, 1, 0, 11, 0, 0, 1, 0, 2, 1, 1, 0, 0, 50, 0, 6, 0, 7, 1, 1, 21, 1, 0, 4, 9, 2, 6, 3, 1, 1, 1, 1, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 052, P, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 1, 0, 0, 0, 73, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 9, 2, 0, 1, 0, 4, 1, 2, 1, 24, 0, 0, 10, 2, 11, 3, 1, 1, 0, 12, 0, 0, 7, 1, 8, 2, 1, 0, 0, 25, 0, 16, 3, 16, 3, 0, 20, 3, 1, 18, 9, 7, 23, 9, 1, 1, 1, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 23, 11, 1, 0, 11, 1, 0, 19, 2, 22, 3, 1, 1, 21, 3, 0, 5, 1, 9, 2, 1, 1, 0, 12, 0, 0, 0, 0, 1, 1, 1, 0, 0, 5, 0, 2, 0, 3, 1, 1, 23, 1, 0, 2, 1, 0, 4, 1, 1, 1, 1, 1, 1, 7, 0, 7, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 2, 6, 4, 8, 5, 1, 5, 0, 0, 42, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 23, 9, 3, 0, 11, 1, 0, 13, 1, 18, 2, 1, 1, 22, 2, 0, 4, 1, 7, 2, 1, 1, 0, 12, 0, 0, 2, 0, 3, 1, 1, 0, 0, 21, 0, 1, 0, 2, 1, 1, 23, 1, 0, 16, 6, 3, 18, 4, 1, 1, 1, 1, 1, 6, 0, 23, 0, 39, 2, 0, 0, 0, 0, 0, 0, 0, 7, 5, 1, 8, 2, 1, 6, 0, 0, 32, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 21, 12, 0, 0, 12, 0, 0, 7, 4, 8, 5, 3, 1, 22, 2, 0, 8, 3, 11, 4, 1, 1, 0, 12, 0, 0, 2, 1, 3, 2, 1, 0, 0, 7, 0, 16, 5, 17, 6, 1, 21, 3, 0, 2, 0, 1, 6, 2, 1, 1, 1, 1, 1, 8, 0, 11, 0, 32, 2, 0, 0, 0, 0, 0, 0, 0, 1, 12, 5, 15, 6, 1, 4, 0, 0, 39, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 12, 0, 1, 0, 0, 0, 0, 69, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 0, 0, 10, 2, 0, 11, 3, 14, 4, 1, 1, 22, 2, 0, 26, 2, 29, 3, 1, 1, 0, 12, 0, 0, 0, 1, 1, 2, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 22, 1, 0, 0, 3, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 057, P, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 1, 0, 0, 0, 0, 0, 21, 8, 2, 1, 10, 1, 0, 7, 0, 12, 2, 1, 1, 17, 5, 0, 7, 2, 13, 3, 1, 1, 0, 10, 1, 0, 2, 1, 4, 2, 1, 0, 0, 2, 0, 12, 0, 13, 1, 1, 20, 2, 0, 14, 0, 4, 17, 5, 1, 1, 1, 1, 1, 4, 0, 4, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 2, 14, 3, 1, 7, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 1, 0, 11, 1, 0, 9, 2, 12, 3, 4, 1, 21, 3, 0, 6, 1, 10, 2, 1, 1, 0, 11, 1, 0, 16, 6, 18, 7, 1, 0, 0, 9, 0, 31, 8, 32, 9, 1, 22, 2, 0, 26, 4, 13, 29, 14, 1, 1, 1, 1, 1, 7, 0, 14, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 0, 0, 5, 0, 0, 30, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 22, 10, 2, 0, 10, 2, 0, 20, 7, 25, 8, 2, 1, 19, 4, 1, 7, 3, 13, 5, 1, 1, 0, 11, 1, 0, 3, 0, 5, 1, 1, 0, 0, 10, 0, 7, 1, 8, 2, 1, 22, 2, 0, 2, 6, 2, 5, 3, 1, 1, 1, 1, 1, 6, 0, 13, 0, 37, 2, 0, 0, 0, 0, 0, 0, 0, 7, 14, 3, 17, 4, 1, 6, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 3, 0, 10, 2, 0, 13, 1, 19, 2, 2, 1, 20, 3, 0, 1, 0, 5, 1, 1, 1, 0, 11, 0, 0, 2, 0, 3, 1, 1, 1, 0, 13, 0, 1, 1, 2, 2, 1, 22, 1, 0, 32, 1, 4, 34, 5, 1, 1, 1, 1, 1, 5, 0, 16, 0, 33, 3, 0, 0, 0, 0, 0, 0, 0, 2, 22, 5, 25, 5, 0, 6, 0, 0, 34, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 061, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 0, 23, 10, 1, 1, 11, 0, 0, 3, 2, 6, 4, 0, 1, 19, 4, 0, 4, 1, 9, 2, 1, 1, 0, 11, 0, 0, 5, 2, 6, 3, 1, 1, 0, 2, 0, 3, 2, 4, 3, 1, 23, 0, 0, 14, 0, 2, 15, 3, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 29, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 41, 0, 0, 5, 0, 0, 5, 2, 6, 1, 3, 1
INVAR-14, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 24, 11, 1, 0, 12, 0, 0, 15, 3, 17, 4, 0, 1, 21, 3, 0, 4, 6, 8, 7, 1, 1, 0, 12, 0, 0, 19, 6, 20, 7, 1, 0, 0, 1, 0, 8, 1, 9, 2, 1, 23, 1, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 4, 0, 2, 0, 44, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 1, 8, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 063, P, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 0, 72, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 0, 0, 9, 3, 0, 18, 4, 22, 5, 2, 1, 22, 2, 0, 24, 2, 27, 3, 1, 1, 0, 12, 0, 0, 14, 2, 14, 2, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 21, 2, 1, 10, 5, 3, 14, 4, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0, 0, 0, 0, 0, 24, 11, 1, 0, 11, 1, 0, 5, 1, 8, 2, 0, 1, 21, 3, 0, 7, 2, 11, 3, 1, 1, 0, 11, 1, 0, 15, 3, 17, 4, 1, 0, 0, 5, 0, 9, 1, 10, 2, 1, 23, 0, 1, 1, 0, 0, 3, 2, 1, 1, 1, 1, 1, 11, 0, 6, 0, 38, 2, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 7, 1, 1, 1, 0, 0, 33, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
