Input Number, Run_Number, Result@ 100, H, B, PE, X1, M, PO, CE, Y, D, CO, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 059, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 698, 4556, 100, 75, 46, 89, 200, 311, 787, 4556
INVAR-10, Run: 060, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 981, 5305, 100, 73, 50, 88, 200, 312, 1069, 5305
INVAR-10, Run: 061, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 730, 5242, 100, 70, 45, 92, 200, 308, 822, 5242
INVAR-10, Run: 062, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 948, 4541, 100, 72, 47, 90, 200, 310, 1038, 4541
INVAR-10, Run: 063, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 844, 5111, 100, 66, 49, 92, 200, 308, 936, 5111
INVAR-10, Run: 064, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1028, 6058, 100, 78, 41, 90, 200, 310, 1118, 6058
INVAR-10, Run: 065, F, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588, 12, 200, 1021, 4529, 100, 78, 33, 94, 200, 306, 1115, 4529
INVAR-10, Run: 066, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 827, 5274, 100, 62, 55, 91, 200, 309, 918, 5274
INVAR-10, Run: 067, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 978, 5168, 100, 63, 52, 92, 200, 308, 1070, 5168
INVAR-10, Run: 068, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 841, 4604, 100, 66, 57, 88, 200, 312, 929, 4604
INVAR-10, Run: 069, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 975, 5497, 100, 66, 49, 92, 200, 308, 1067, 5497
INVAR-10, Run: 070, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1178, 6208, 100, 68, 47, 92, 200, 308, 1270, 6208
INVAR-10, Run: 071, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 700, 4295, 100, 75, 46, 89, 200, 311, 789, 4295
INVAR-10, Run: 072, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 941, 4617, 100, 60, 61, 89, 200, 311, 1030, 4617
INVAR-10, Run: 073, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1017, 4594, 100, 72, 47, 90, 200, 310, 1107, 4594
INVAR-10, Run: 074, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 828, 6157, 100, 78, 43, 89, 200, 311, 917, 6157
INVAR-10, Run: 075, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 933, 5477, 100, 81, 40, 89, 200, 311, 1022, 5477
INVAR-10, Run: 076, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 803, 4143, 100, 60, 57, 91, 200, 309, 894, 4143
INVAR-10, Run: 077, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1162, 5388, 100, 79, 38, 91, 200, 309, 1253, 5388
INVAR-10, Run: 078, F, 0, 0, 1, 0, 0, 0, 94, 94, 0, 0, 588, 12, 200, 703, 3971, 100, 60, 51, 94, 200, 306, 797, 3971
INVAR-10, Run: 079, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1009, 5873, 100, 80, 39, 90, 200, 310, 1099, 5873
INVAR-10, Run: 080, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 1019, 5309, 100, 70, 47, 91, 200, 309, 1110, 5309
INVAR-10, Run: 081, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 896, 4482, 100, 77, 42, 90, 200, 310, 986, 4482
INVAR-10, Run: 082, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 992, 6208, 100, 71, 50, 89, 200, 311, 1081, 6208
INVAR-10, Run: 083, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 812, 4119, 100, 76, 41, 91, 200, 309, 903, 4119
INVAR-10, Run: 084, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 949, 6070, 100, 81, 42, 88, 200, 312, 1037, 6070
INVAR-10, Run: 085, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 1082, 4938, 100, 62, 57, 90, 200, 310, 1172, 4938
INVAR-10, Run: 086, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1123, 6341, 100, 73, 42, 92, 200, 308, 1215, 6341
INVAR-10, Run: 087, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 885, 4318, 100, 65, 50, 92, 200, 308, 977, 4318
INVAR-10, Run: 088, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 984, 5665, 100, 67, 50, 91, 200, 309, 1075, 5665
INVAR-10, Run: 089, F, 0, 0, 1, 0, 0, 0, 95, 95, 0, 0, 590, 10, 200, 969, 5635, 100, 69, 40, 95, 200, 305, 1064, 5635
INVAR-10, Run: 090, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 804, 5083, 100, 81, 36, 91, 200, 309, 895, 5083
INVAR-10, Run: 091, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 965, 4397, 100, 65, 54, 90, 200, 310, 1055, 4397
INVAR-10, Run: 092, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 865, 4878, 100, 70, 47, 91, 200, 309, 956, 4878
INVAR-10, Run: 093, F, 0, 0, 1, 0, 0, 0, 95, 95, 0, 0, 590, 10, 200, 805, 4348, 100, 59, 50, 95, 200, 305, 900, 4348
INVAR-10, Run: 094, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 995, 6697, 100, 74, 47, 89, 200, 311, 1084, 6697
INVAR-10, Run: 095, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 1036, 5400, 100, 67, 48, 92, 200, 308, 1128, 5400
INVAR-10, Run: 096, F, 0, 0, 1, 0, 0, 0, 88, 88, 0, 0, 576, 24, 200, 788, 3877, 100, 68, 55, 88, 200, 312, 876, 3877
INVAR-10, Run: 097, F, 0, 0, 1, 0, 0, 0, 91, 91, 0, 0, 582, 18, 200, 991, 5432, 100, 72, 45, 91, 200, 309, 1082, 5432
INVAR-10, Run: 098, F, 0, 0, 1, 0, 0, 0, 89, 89, 0, 0, 578, 22, 200, 863, 5355, 100, 75, 46, 89, 200, 311, 952, 5355
INVAR-10, Run: 099, F, 0, 0, 1, 0, 0, 0, 92, 92, 0, 0, 584, 16, 200, 978, 5754, 100, 66, 49, 92, 200, 308, 1070, 5754
INVAR-10, Run: 100, F, 0, 0, 1, 0, 0, 0, 90, 90, 0, 0, 580, 20, 200, 910, 4734, 100, 62, 57, 90, 200, 310, 1000, 4734
INVAR-2, Run: 001, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 150, 18, 56, 129, 773, 28, 24, 21, 19, 56, 93, 148, 773
INVAR-2, Run: 002, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 105, 398, 28, 13, 26, 22, 56, 90, 127, 398
INVAR-2, Run: 003, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 75, 547, 28, 25, 8, 25, 56, 87, 100, 547
INVAR-2, Run: 004, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 104, 566, 28, 26, 11, 23, 56, 89, 127, 566
INVAR-2, Run: 005, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 115, 436, 28, 16, 19, 24, 56, 88, 139, 436
INVAR-2, Run: 006, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 160, 782, 28, 24, 15, 22, 56, 90, 182, 782
INVAR-2, Run: 007, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 170, 836, 28, 20, 21, 21, 56, 91, 191, 836
INVAR-2, Run: 008, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 130, 737, 28, 23, 14, 23, 56, 89, 153, 737
INVAR-2, Run: 009, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 112, 691, 28, 23, 18, 21, 56, 91, 133, 691
INVAR-2, Run: 010, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 78, 584, 28, 25, 12, 23, 56, 89, 101, 584
INVAR-2, Run: 011, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 196, 1212, 28, 31, 10, 21, 56, 91, 217, 1212
INVAR-2, Run: 012, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 102, 528, 28, 23, 16, 22, 56, 90, 124, 528
INVAR-2, Run: 013, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 88, 656, 28, 21, 14, 24, 56, 88, 112, 656
INVAR-2, Run: 014, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 143, 494, 28, 19, 16, 24, 56, 88, 167, 494
INVAR-2, Run: 015, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164, 4, 56, 83, 434, 28, 21, 10, 26, 56, 86, 109, 434
INVAR-2, Run: 016, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 101, 806, 28, 28, 9, 23, 56, 89, 124, 806
INVAR-2, Run: 017, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 142, 675, 28, 21, 14, 24, 56, 88, 166, 675
INVAR-2, Run: 018, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 112, 582, 28, 21, 18, 22, 56, 90, 134, 582
INVAR-2, Run: 019, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 166, 1348, 28, 21, 16, 23, 56, 89, 189, 1348
INVAR-2, Run: 020, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 196, 939, 28, 24, 15, 22, 56, 90, 218, 939
INVAR-2, Run: 021, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 153, 972, 28, 27, 14, 21, 56, 91, 174, 972
INVAR-2, Run: 022, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 108, 742, 28, 15, 22, 23, 56, 89, 131, 742
INVAR-2, Run: 023, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 75, 394, 28, 23, 18, 21, 56, 91, 96, 394
INVAR-2, Run: 024, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 122, 630, 28, 23, 14, 23, 56, 89, 145, 630
INVAR-2, Run: 025, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 114, 487, 28, 21, 18, 22, 56, 90, 136, 487
INVAR-2, Run: 026, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 132, 833, 28, 16, 19, 24, 56, 88, 156, 833
INVAR-2, Run: 027, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 121, 593, 28, 28, 11, 22, 56, 90, 143, 593
INVAR-2, Run: 028, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 106, 749, 28, 25, 12, 23, 56, 89, 129, 749
INVAR-2, Run: 029, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 113, 616, 28, 20, 21, 21, 56, 91, 134, 616
INVAR-2, Run: 030, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 78, 472, 28, 24, 11, 24, 56, 88, 102, 472
INVAR-2, Run: 031, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 143, 1028, 28, 23, 16, 22, 56, 90, 165, 1028
INVAR-2, Run: 032, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 121, 551, 28, 17, 22, 22, 56, 90, 143, 551
INVAR-2, Run: 033, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 84, 499, 28, 17, 22, 22, 56, 90, 106, 499
INVAR-2, Run: 034, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 126, 873, 28, 23, 16, 22, 56, 90, 148, 873
INVAR-2, Run: 035, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 134, 947, 28, 17, 16, 25, 56, 87, 159, 947
INVAR-2, Run: 036, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 125, 574, 28, 18, 17, 24, 56, 88, 149, 574
INVAR-2, Run: 037, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 160, 721, 28, 21, 16, 23, 56, 89, 183, 721
INVAR-2, Run: 038, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 127, 486, 28, 19, 18, 23, 56, 89, 150, 486
INVAR-2, Run: 039, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 101, 690, 28, 22, 15, 23, 56, 89, 124, 690
INVAR-2, Run: 040, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 132, 429, 28, 19, 16, 24, 56, 88, 156, 429
INVAR-2, Run: 041, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 139, 767, 28, 18, 21, 22, 56, 90, 161, 767
INVAR-2, Run: 042, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 113, 752, 28, 26, 11, 23, 56, 89, 136, 752
INVAR-2, Run: 043, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 101, 362, 28, 18, 17, 24, 56, 88, 125, 362
INVAR-2, Run: 044, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 138, 816, 28, 21, 16, 23, 56, 89, 161, 816
INVAR-2, Run: 045, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 163, 752, 28, 21, 18, 22, 56, 90, 185, 752
INVAR-2, Run: 046, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 112, 506, 28, 21, 16, 23, 56, 89, 135, 506
INVAR-2, Run: 047, F, 0, 0, 1, 0, 0, 0, 26, 26, 0, 0, 164, 4, 56, 206, 980, 28, 20, 11, 26, 56, 86, 232, 980
INVAR-2, Run: 048, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 101, 635, 28, 16, 17, 25, 56, 87, 126, 635
INVAR-2, Run: 049, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 118, 543, 28, 25, 12, 23, 56, 89, 141, 543
INVAR-2, Run: 050, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 96, 555, 28, 27, 12, 22, 56, 90, 118, 555
INVAR-2, Run: 051, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 115, 621, 28, 25, 12, 23, 56, 89, 138, 621
INVAR-2, Run: 052, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 84, 634, 28, 20, 17, 23, 56, 89, 107, 634
INVAR-2, Run: 053, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 121, 338, 28, 17, 22, 22, 56, 90, 143, 338
INVAR-2, Run: 054, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 141, 624, 28, 18, 19, 23, 56, 89, 164, 624
INVAR-2, Run: 055, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 96, 662, 28, 23, 12, 24, 56, 88, 120, 662
INVAR-2, Run: 056, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 93, 625, 28, 23, 16, 22, 56, 90, 115, 625
INVAR-2, Run: 057, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 92, 402, 28, 25, 10, 24, 56, 88, 116, 402
INVAR-2, Run: 058, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 91, 583, 28, 20, 15, 24, 56, 88, 115, 583
INVAR-2, Run: 059, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 150, 18, 56, 133, 424, 28, 27, 18, 19, 56, 93, 152, 424
INVAR-2, Run: 060, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 140, 903, 28, 26, 13, 22, 56, 90, 162, 903
INVAR-2, Run: 061, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 110, 403, 28, 17, 18, 24, 56, 88, 134, 403
INVAR-2, Run: 062, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 126, 523, 28, 16, 19, 24, 56, 88, 150, 523
INVAR-2, Run: 063, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 104, 857, 28, 23, 14, 23, 56, 89, 127, 857
INVAR-2, Run: 064, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 108, 669, 28, 24, 11, 24, 56, 88, 132, 669
INVAR-2, Run: 065, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 119, 484, 28, 18, 17, 24, 56, 88, 143, 484
INVAR-2, Run: 066, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 97, 542, 28, 20, 13, 25, 56, 87, 122, 542
INVAR-2, Run: 067, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 187, 1247, 28, 25, 14, 22, 56, 90, 209, 1247
INVAR-2, Run: 068, F, 0, 0, 1, 0, 0, 0, 25, 25, 0, 0, 162, 6, 56, 94, 605, 28, 22, 11, 25, 56, 87, 119, 605
INVAR-2, Run: 069, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 71, 370, 28, 23, 14, 23, 56, 89, 94, 370
INVAR-2, Run: 070, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 121, 655, 28, 25, 14, 22, 56, 90, 143, 655
INVAR-2, Run: 071, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 152, 16, 56, 164, 928, 28, 21, 22, 20, 56, 92, 184, 928
INVAR-2, Run: 072, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 92, 545, 28, 21, 18, 22, 56, 90, 114, 545
INVAR-2, Run: 073, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 99, 816, 28, 17, 20, 23, 56, 89, 122, 816
INVAR-2, Run: 074, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 140, 688, 28, 26, 15, 21, 56, 91, 161, 688
INVAR-2, Run: 075, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 70, 640, 28, 24, 15, 22, 56, 90, 92, 640
INVAR-2, Run: 076, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 134, 582, 28, 18, 21, 22, 56, 90, 156, 582
INVAR-2, Run: 077, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 126, 632, 28, 21, 18, 22, 56, 90, 148, 632
INVAR-2, Run: 078, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 91, 644, 28, 19, 16, 24, 56, 88, 115, 644
INVAR-2, Run: 079, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 132, 852, 28, 22, 17, 22, 56, 90, 154, 852
INVAR-2, Run: 080, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 103, 631, 28, 24, 15, 22, 56, 90, 125, 631
INVAR-2, Run: 081, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 128, 711, 28, 23, 14, 23, 56, 89, 151, 711
INVAR-2, Run: 082, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 126, 540, 28, 24, 13, 23, 56, 89, 149, 540
INVAR-2, Run: 083, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 137, 829, 28, 26, 15, 21, 56, 91, 158, 829
INVAR-2, Run: 084, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 131, 827, 28, 20, 19, 22, 56, 90, 153, 827
INVAR-2, Run: 085, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 179, 808, 28, 29, 6, 24, 56, 88, 203, 808
INVAR-2, Run: 086, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 156, 12, 56, 150, 1064, 28, 29, 10, 22, 56, 90, 172, 1064
INVAR-2, Run: 087, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 157, 808, 28, 22, 15, 23, 56, 89, 180, 808
INVAR-2, Run: 088, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 91, 590, 28, 23, 14, 23, 56, 89, 114, 590
INVAR-2, Run: 089, F, 0, 0, 1, 0, 0, 0, 27, 27, 0, 0, 166, 2, 56, 121, 699, 28, 20, 9, 27, 56, 85, 148, 699
INVAR-2, Run: 090, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 110, 570, 28, 17, 20, 23, 56, 89, 133, 570
INVAR-2, Run: 091, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 73, 507, 28, 24, 17, 21, 56, 91, 94, 507
INVAR-2, Run: 092, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 97, 366, 28, 26, 11, 23, 56, 89, 120, 366
INVAR-2, Run: 093, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 69, 605, 28, 24, 13, 23, 56, 89, 92, 605
INVAR-2, Run: 094, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 158, 650, 28, 17, 18, 24, 56, 88, 182, 650
INVAR-2, Run: 095, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 160, 8, 56, 139, 735, 28, 21, 14, 24, 56, 88, 163, 735
INVAR-2, Run: 096, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 147, 721, 28, 22, 15, 23, 56, 89, 170, 721
INVAR-2, Run: 097, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 121, 623, 28, 20, 17, 23, 56, 89, 144, 623
INVAR-2, Run: 098, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 121, 520, 28, 24, 17, 21, 56, 91, 142, 520
INVAR-2, Run: 099, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 154, 14, 56, 184, 982, 28, 22, 19, 21, 56, 91, 205, 982
INVAR-2, Run: 100, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 158, 10, 56, 123, 490, 28, 20, 17, 23, 56, 89, 146, 490
INVAR-3, Run: 001, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 671, 3255, 82, 47, 54, 72, 164, 256, 743, 3255
INVAR-3, Run: 002, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 553, 3615, 82, 52, 43, 75, 164, 253, 628, 3615
INVAR-3, Run: 003, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 672, 3718, 82, 64, 39, 71, 164, 257, 743, 3718
INVAR-3, Run: 004, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 607, 4081, 82, 56, 39, 75, 164, 253, 682, 4081
INVAR-3, Run: 005, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 605, 3892, 82, 66, 35, 72, 164, 256, 677, 3892
INVAR-3, Run: 006, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 709, 5590, 82, 61, 34, 75, 164, 253, 784, 5590
INVAR-3, Run: 007, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470, 22, 164, 719, 3647, 82, 64, 39, 71, 164, 257, 790, 3647
INVAR-3, Run: 008, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472, 20, 164, 704, 4909, 82, 60, 41, 72, 164, 256, 776, 4909
INVAR-3, Run: 009, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482, 10, 164, 599, 3489, 82, 61, 30, 77, 164, 251, 676, 3489
INVAR-3, Run: 010, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482, 10, 164, 606, 3641, 82, 56, 35, 77, 164, 251, 683, 3641
INVAR-3, Run: 011, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482, 10, 164, 440, 3558, 82, 63, 28, 77, 164, 251, 517, 3558
INVAR-3, Run: 012, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 835, 3965, 82, 62, 33, 75, 164, 253, 910, 3965
INVAR-3, Run: 013, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 668, 4059, 82, 61, 36, 74, 164, 254, 742, 4059
INVAR-3, Run: 014, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 571, 4013, 82, 58, 37, 75, 164, 253, 646, 4013
INVAR-3, Run: 015, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 498, 3440, 82, 60, 37, 74, 164, 254, 572, 3440
INVAR-3, Run: 016, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 791, 3927, 82, 66, 29, 75, 164, 253, 866, 3927
INVAR-3, Run: 017, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476, 16, 164, 669, 4023, 82, 53, 44, 74, 164, 254, 743, 4023
INVAR-3, Run: 018, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 518, 2365, 82, 56, 37, 76, 164, 252, 594, 2365
INVAR-3, Run: 019, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478, 14, 164, 612, 3270, 82, 64, 31, 75, 164, 253, 687, 3270
INVAR-3, Run: 020, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474, 18, 164, 668, 4440, 82, 62, 37, 73, 164, 255, 741, 4440
INVAR-3, Run: 021, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480, 12, 164, 648, 3375, 82, 58, 35, 76, 164, 252, 724, 3375
